,group,variable,month,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,12,0,12,0,12
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,4,2,4,2,6
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,24,0,24,0,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,35,29,35,29,64
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,4,5,4,5,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,2,3,2,3,5
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,5,1,5,1,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,8,4,8,4,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,12,1,12,1,13
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,32,2,32,2,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,2784,58,2784,58,2842
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,16,0,16,0,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,25,3,25,3,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,2,3,2,3,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,8,3,8,3,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,3,3,3,3,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,6,0,6,0,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,12,5,12,5,17
SENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,17,1,17,1,18
SHINAOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,50,1,50,1,51
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,29,5,29,5,34
SICAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,10,4,10,4,14
SIPE SIPE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,77,0,77,0,77
SOPACHUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,7,6,7,6,13
SORACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,10,6,10,6,16
SORATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,22,13,22,13,35
SUCRE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,604,8,604,8,612
TACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,9,1,9,1,10
TACOBAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,8,2,8,2,10
TACOPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,13,1,13,1,14
TAHUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,3,0,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,23,18,23,18,41
TARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,18,6,18,6,24
TARACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,9,3,9,3,12
TARATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,13,3,13,3,16
TARIJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,413,8,413,8,421
TARVITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,16,8,16,8,24
TEOPONTE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,17,3,17,3,20
TIAWANACU,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,13,2,13,2,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,20,12,20,12,32
TIPUANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,15,0,15,0,15
TIQUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,97,13,97,13,110
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,25,13,25,13,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,5,5,5,5,10
TOLATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,11,1,11,1,12
TOLEDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,4,2,4,2,6
TOMAVE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,10,10,10,10,20
TOMINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,10,4,10,4,14
TORO TORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,10,3,10,3,13
TOTORA(CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,31,5,31,5,36
TOTORA(ORR),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,9,3,9,3,12
TRIGAL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,202,0,202,0,202
TUPIZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,94,5,94,5,99
TURCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,4,3,4,3,7
UMALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,2,7,2,7,9
UNCIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,29,3,29,3,32
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,14,5,14,5,19
URUBICHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,9,2,9,2,11
UYUNI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,56,1,56,1,57
VACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,13,6,13,6,19
VALLEGRANDE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,26,0,26,0,26
VIACHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,126,4,126,4,130
VILA VILA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,4,1,4,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,18,7,18,7,25
VILLA MONTES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,83,19,83,19,102
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,3,3,3,3,6
VILLA RIVERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,9,2,9,2,11
VILLA SERRANO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,7,2,7,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,113,6,113,6,119
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,10,2,10,2,12
VILLAZON,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,70,4,70,4,74
VINTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,90,0,90,0,90
VITICHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,8,2,8,2,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,165,8,165,8,173
YACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,3,5,3,5,8
YACUIBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,155,8,155,8,163
YAMPARAEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,9,3,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,8,2,8,2,10
YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,81,9,81,9,90
YOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,11,0,11,0,11
YOTALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,7,5,7,5,12
YUNCHARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,2,12,2,12,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-01-01,13,3,13,3,16
ACACIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,7,3,7,10
ACHACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,42,10,42,10,52
ACHOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,8,7,8,7,15
AIQUILE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,25,14,25,14,39
ALALAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,7,2,7,9
ALCALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,0,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,12,1,12,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,15,10,15,10,25
ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,1,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,4,3,4,7
APOLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,10,7,10,7,17
ARAMPAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,1,3,1,4
ARANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,9,1,9,1,10
ARBIETO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,18,6,18,6,24
ARQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,12,2,12,2,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,47,1,47,1,48
ATOCHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,29,8,29,8,37
AUCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,6,5,6,5,11
AYATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,4,2,4,2,6
AYO AYO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,4,6,4,6,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,30,19,30,19,49
AZURDUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,20,17,20,17,37
BATALLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,13,9,13,9,22
BAURES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,5,5,5,5,10
BERMEJO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,39,13,39,13,52
BETANZOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,32,19,32,19,51
BOLIVAR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,8,6,8,6,14
BOLPEBRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,4,3,4,3,7
BOYUIBE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,7,1,7,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,19,3,19,3,22
CABEZAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,39,15,39,15,54
CAIROMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,8,6,8,6,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,10,7,10,7,17
CAJUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,15,4,15,4,19
CALACOTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,9,1,9,10
CALAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,12,5,12,5,17
CAMARGO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,15,5,15,5,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,4,2,4,2,6
CAMIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,53,3,53,3,56
CAPINOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,41,2,41,2,43
CAQUIAVIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,10,3,10,13
CARACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,22,11,22,11,33
CARANAVI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,64,11,64,11,75
CARAPARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,20,6,20,6,26
CARIPUYO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,21,1,21,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,8,1,8,1,9
CATACORA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,40,11,40,11,51
CHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,4,4,4,4,8
CHARAGUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,19,35,19,35,54
CHARAÑA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,11,8,11,8,19
CHIMORE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,31,9,31,9,40
CHIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,28,6,28,6,34
CHUMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,5,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,12,4,12,4,16
CKOCHAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,14,12,14,12,26
CLIZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,25,6,25,6,31
COBIJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,116,10,116,10,126
COCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,7,21,7,21,28
COCHABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1214,4,1214,4,1218
COIPASA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,1,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,78,0,78,0,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,12,0,12,0,12
COLLANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,6,1,6,1,7
COLOMI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,17,3,17,3,20
COLPA BELGICA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,11,0,11,0,11
COLQUECHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,20,24,20,24,44
COLQUENCHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,17,39,17,39,56
COMANCHE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,32,6,32,6,38
COMBAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,0,1,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,26,15,26,15,41
COPACABANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,8,5,8,5,13
CORIPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,16,5,16,5,21
CORO CORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,8,1,8,1,9
COROICO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,26,4,26,4,30
CORQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,7,2,7,2,9
COTAGAITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,25,11,25,11,36
COTOCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,109,5,109,5,114
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,31,11,31,11,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,5,2,5,2,7
CULPINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,11,11,11,11,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,5,1,5,1,6
CURVA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,1,3,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,5,3,5,3,8
EL ALTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1301,105,1301,105,1406
EL CHORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,4,1,4,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,16,0,16,0,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,18,3,18,3,21
EL TORNO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,88,1,88,1,89
EL VILLAR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,0,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,27,9,27,9,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,53,3,53,3,56
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,8,4,8,4,12
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,6,1,6,1,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,0,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,13,2,13,2,15
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,5,2,5,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,26,2,26,2,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,6,13,6,13,19
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,21,15,21,15,36
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,6,3,6,3,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,108,10,108,10,118
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,10,15,10,15,25
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,14,6,14,6,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,4,3,4,7
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,52,2,52,2,54
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,7,0,7,0,7
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,6,2,6,8
HUATAJATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,0,2,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,14,2,14,2,16
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,2,7,2,7,9
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,1,4,1,4,5
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-02-01,3,3,3,3,6
