,group,variable,month,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,13,1,13,1,14
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
COROICO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,0,6,0,6
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,7,0,7,0,7
COTOCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,24,0,24,0,24
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,27,3,27,3,30
CUEVO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,2,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,597,82,597,82,679
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,0,6,0,6
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,39,0,39,0,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,1,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,3,1,3,4
GUANAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,15,9,15,9,24
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,1,3,1,4
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,2,2,2,4
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,10,1,10,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
HUARINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,3,1,3,4
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,10,6,10,16
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,5,2,5,7
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,7,1,7,1,8
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,0,4,0,4
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,16,1,16,1,17
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,8,0,8,0,8
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,733,6,733,6,739
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
LAJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,15,0,15,0,15
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
LORETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,7,3,7,3,10
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,7,3,7,3,10
MALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,3,5,3,8
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
MINEROS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,2,2,2,4
MONTERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,30,1,30,1,31
OCURI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,8,5,8,13
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,0,4,0,4
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,4,0,4,4
ORURO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,9,0,9,0,9
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,2,1,2,3
PADILLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
PAILON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,6,4,6,10
PALCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,1,4,1,5
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,20,2,20,2,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,8,3,8,3,11
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
POCOATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
PORONGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,1,0,1,1
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,41,1,41,1,42
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,6,5,6,11
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,13,0,13,0,13
PRESTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,1,0,1,1
PUCARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,11,8,11,8,19
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,2,0,2,2
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,21,2,21,2,23
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
PUNATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,1,6,1,7
QUIME,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,3,3,3,6
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
SACABA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,1,4,1,5
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,1,4,1,5
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,1,0,1,1
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,14,1,14,1,15
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,14,0,14,0,14
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,30,13,30,13,43
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,15,5,15,5,20
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,29,1,29,1,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,1,5,1,6
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,4,6,4,10
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,8,2,8,2,10
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,535,2,535,2,537
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,1,4,1,5
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,4,0,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,2,3,2,5
SENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,7,3,7,3,10
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,1,2,1,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,4,0,4,0,4
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,2,1,2,3
SORATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,9,5,9,14
SUCRE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,102,0,102,0,102
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,1,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,2,5,2,7
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,0,6,0,6
TARACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,5,0,5,0,5
TARATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,8,2,8,2,10
TARIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,16,1,16,1,17
TARVITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,8,0,8,0,8
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,0,3,0,3
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,9,1,9,1,10
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,1,0,1,1
TOMINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,15,1,15,16
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,8,0,8,0,8
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,3,3,3,3,6
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
UYUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,1,2,1,3
VACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
VIACHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,16,12,16,12,28
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,0,1,0,1
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,1,1,1,2
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,7,0,7,0,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,0,8,0,8,8
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,33,1,33,1,34
VITICHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,0,2,0,2
WARNES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,50,7,50,7,57
YACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,6,3,6,3,9
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,14,0,14,0,14
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,12,1,12,1,13
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,15,1,15,1,16
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,29,2,29,2,31
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,1,3,1,3,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-04-01,2,1,2,1,3
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,39,13,39,13,52
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,1,2,1,3
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,4,3,4,7
ALALAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,2,4,2,6
ALCALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,3,6,3,9
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,13,0,13,0,13
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,4,6,4,10
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,1,3,1,4
APOLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,1,5,1,6
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,2,0,2,2
ARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,7,2,7,2,9
ARQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,4,1,4,5
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,53,14,53,14,67
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,1,1,1,2
AYATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,6,2,6,8
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,5,5,5,10
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,9,9,9,9,18
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,9,3,9,3,12
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,3,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,2,1,2,3
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,7,6,7,6,13
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,26,10,26,10,36
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,1,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,7,0,7,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,25,5,25,5,30
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,12,4,12,4,16
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,1,3,1,4
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,1,3,1,4
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,1,4,1,5
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,27,1,27,1,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,44,2,44,2,46
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,33,0,33,0,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,2,3,2,5
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,91,8,91,8,99
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,7,3,7,10
CATACORA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,0,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,2,1,2,3
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,12,0,12,0,12
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,4,2,4,6
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,0,2,0,2
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,1,6,1,7
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,18,2,18,2,20
CHUMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,8,2,8,2,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,4,2,4,6
CLIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,4,3,4,7
COBIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,12,3,12,3,15
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,4,6,4,10
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,290,0,290,0,290
COIPASA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,0,3,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,12,0,12,0,12
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,0,4,0,4
COLOMI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,23,2,23,2,25
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,10,4,10,4,14
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,20,29,20,29,49
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,0,3,0,3
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,6,2,6,8
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,35,15,35,15,50
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,12,14,12,14,26
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,19,10,19,10,29
