,group,variable,month,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,3,2,3,2,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,7,2,7,2,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,12,2,12,2,14
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,33,3,33,3,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,2802,73,2802,73,2875
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,12,0,12,0,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,21,0,21,0,21
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,4,0,4,0,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,5,2,5,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,1,3,1,3,4
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,11,2,11,2,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,4,3,4,3,7
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,10,6,10,6,16
SENA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,12,1,12,1,13
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,38,1,38,1,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,17,10,17,10,27
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,5,1,5,1,6
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,80,0,80,0,80
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,5,7,5,7,12
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,13,3,13,3,16
SORATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,11,18,11,18,29
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,614,12,614,12,626
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,2,4,2,4,6
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,10,1,10,1,11
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,10,2,10,2,12
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,9,3,9,3,12
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,0,1,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,30,14,30,14,44
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,11,10,11,10,21
TARACO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,0,3,0,3,3
TARATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,13,2,13,2,15
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,431,14,431,14,445
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,17,12,17,12,29
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,14,1,14,1,15
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,13,2,13,2,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,27,14,27,14,41
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,13,1,13,1,14
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,109,20,109,20,129
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,28,19,28,19,47
TOCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,4,5,4,5,9
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,8,0,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,8,3,8,3,11
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,9,10,9,10,19
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,10,6,10,6,16
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,8,11,8,11,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,22,6,22,6,28
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,6,1,6,1,7
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,0,2,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,249,1,249,1,250
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,79,3,79,3,82
TURCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,5,0,5,0,5
UMALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,2,9,2,9,11
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,26,1,26,1,27
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,27,5,27,5,32
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,7,9,7,9,16
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,47,0,47,0,47
VACAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,5,12,5,12,17
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,14,0,14,0,14
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,150,5,150,5,155
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,1,4,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,17,17,17,17,34
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,71,18,71,18,89
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,16,1,16,1,17
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,9,6,9,6,15
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,112,15,112,15,127
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,7,1,7,1,8
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,62,4,62,4,66
VINTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,102,0,102,0,102
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,8,4,8,4,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,196,12,196,12,208
YACO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,8,5,8,5,13
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,130,5,130,5,135
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,7,3,7,3,10
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,8,1,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,95,11,95,11,106
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,12,4,12,4,16
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,3,8,3,8,11
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,4,6,4,6,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-01-01,4,5,4,5,9
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,5,4,5,9
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,37,14,37,14,51
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,17,11,17,11,28
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,18,8,18,8,26
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1,4,1,4,5
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,1,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,18,0,18,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,10,10,10,10,20
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,1,3,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,1,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,5,7,5,7,12
APOLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,15,5,15,5,20
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1,6,1,6,7
ARANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,20,6,20,6,26
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,11,8,11,8,19
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,13,5,13,5,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,63,2,63,2,65
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,15,7,15,7,22
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,11,1,11,1,12
AYATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,5,2,5,2,7
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,6,2,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,25,30,25,30,55
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,8,7,8,7,15
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,23,7,23,7,30
BAURES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,0,4,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,5,3,5,3,8
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,38,15,38,15,53
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,37,16,37,16,53
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,3,4,3,7
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,0,4,0,4
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,0,4,0,4
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,18,4,18,4,22
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,26,23,26,23,49
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,14,4,14,4,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,17,3,17,3,20
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,17,4,17,4,21
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,4,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,6,2,6,2,8
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,15,9,15,9,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,56,4,56,4,60
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,29,2,29,2,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,10,6,10,6,16
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,29,6,29,6,35
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,69,12,69,12,81
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,18,3,18,3,21
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,8,2,8,10
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,10,0,10,0,10
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,43,13,43,13,56
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,7,3,7,3,10
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,28,25,28,25,53
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,19,8,19,8,27
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,34,5,34,5,39
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,23,6,23,6,29
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,12,6,12,6,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,11,2,11,2,13
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,14,12,14,12,26
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,28,9,28,9,37
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,92,16,92,16,108
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,8,18,8,18,26
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1155,12,1155,12,1167
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,79,0,79,0,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,20,1,20,1,21
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,33,5,33,5,38
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,11,2,11,2,13
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,17,31,17,31,48
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,15,1,15,1,16
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,13,20,13,20,33
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,0,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,21,7,21,7,28
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,0,2,0,2
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,47,12,47,12,59
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,8,3,8,3,11
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,27,2,27,2,29
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,6,3,6,3,9
COROICO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,19,1,19,1,20
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,7,3,7,10
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,18,4,18,4,22
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,107,9,107,9,116
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,25,16,25,16,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,0,2,0,2
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,20,13,20,13,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,0,2,0,2
CURVA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1,1,1,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,8,4,8,4,12
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1288,140,1288,140,1428
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,7,2,7,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,13,3,13,3,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,4,4,4,8
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,84,0,84,0,84
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,17,11,17,11,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,62,14,62,14,76
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,2,2,2,4
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,5,2,5,7
EXALTACION,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,17,2,17,2,19
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,7,9,7,9,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,23,3,23,3,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,5,15,5,15,20
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,14,10,14,10,24
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,2,2,2,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,98,12,98,12,110
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,8,25,8,25,33
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,8,1,8,1,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1,2,1,2,3
HUACHACALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,43,4,43,4,47
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,0,4,0,4
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,5,2,5,2,7
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,10,1,10,1,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,5,0,5,0,5
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,2,2,2,2,4
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,3,4,3,4,7
ICLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,8,3,8,3,11
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,6,15,6,15,21
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,6,15,6,15,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,9,4,9,4,13
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,14,1,14,1,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,15,3,15,3,18
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,67,10,67,10,77
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,134,2,134,2,136
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,1102,60,1102,60,1162
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,10,5,10,5,15
LAJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,18,3,18,3,21
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-02-01,4,3,4,3,7
