,group,variable,month,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,15,0,15,0,15
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,8,1,8,1,9
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,24,1,24,1,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,23,16,23,16,39
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,5,5,5,5,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,3,4,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,2,1,2,1,3
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,6,2,6,2,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,13,2,13,2,15
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,32,2,32,2,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,2619,64,2619,64,2683
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,12,0,12,0,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,20,0,20,0,20
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,1,2,1,2,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,4,0,4,0,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,5,2,5,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,1,3,1,3,4
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,11,2,11,2,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,4,2,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,10,6,10,6,16
SENA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,12,0,12,0,12
SHINAOTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,36,1,36,1,37
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,16,8,16,8,24
SICAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,5,1,5,1,6
SIPE SIPE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,57,0,57,0,57
SOPACHUY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,4,7,4,7,11
SORACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,13,3,13,3,16
SORATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,8,16,8,16,24
SUCRE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,589,11,589,11,600
TACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,0,2,0,2,2
TACACOMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,8,0,8,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,10,2,10,2,12
TACOPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,9,2,9,2,11
TAHUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,0,1,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,31,14,31,14,45
TARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,13,10,13,10,23
TARACO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,0,2,0,2,2
TARATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,13,2,13,2,15
TARIJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,422,15,422,15,437
TARVITA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,17,13,17,13,30
TEOPONTE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,14,0,14,0,14
TIAWANACU,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,13,2,13,2,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,19,13,19,13,32
TIPUANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,12,1,12,1,13
TIQUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,105,20,105,20,125
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,28,19,28,19,47
TOCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,4,5,4,5,9
TOLATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,8,0,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,8,2,8,2,10
TOMAVE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,9,10,9,10,19
TOMINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,10,6,10,6,16
TORO TORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,7,11,7,11,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,21,6,21,6,27
TOTORA(ORR),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,6,1,6,1,7
TRIGAL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,0,2,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,229,1,229,1,230
TUPIZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,81,4,81,4,85
TURCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,5,0,5,0,5
UMALA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,2,5,2,5,7
UNCIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,25,1,25,1,26
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,21,4,21,4,25
URUBICHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,7,9,7,9,16
UYUNI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,45,0,45,0,45
VACAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,5,12,5,12,17
VALLEGRANDE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,15,0,15,0,15
VIACHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,138,6,138,6,144
VILA VILA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,1,4,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,16,17,16,17,33
VILLA MONTES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,71,16,71,16,87
VILLA RIVERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,16,1,16,1,17
VILLA SERRANO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,9,6,9,6,15
VILLA TUNARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,101,13,101,13,114
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,7,1,7,1,8
VILLAZON,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,62,4,62,4,66
VINTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,102,0,102,0,102
VITICHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,8,4,8,4,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,163,13,163,13,176
YACO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,8,5,8,5,13
YACUIBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,132,3,132,3,135
YAMPARAEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,7,3,7,3,10
YANACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,7,1,7,1,8
YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,90,9,90,9,99
YOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,9,4,9,4,13
YOTALA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,3,8,3,8,11
YUNCHARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,4,6,4,6,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-01-01,2,5,2,5,7
ACACIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,5,4,5,9
ACHACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,36,12,36,12,48
ACHOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,16,9,16,9,25
AIQUILE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,18,7,18,7,25
ALALAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1,4,1,4,5
ALCALA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,1,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,18,0,18,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,8,9,8,9,17
ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,3,0,3,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,1,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,5,7,5,7,12
APOLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,14,4,14,4,18
ARAMPAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1,6,1,6,7
ARANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,24,6,24,6,30
ARBIETO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,11,9,11,9,20
ARQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,13,5,13,5,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,60,2,60,2,62
ATOCHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,14,7,14,7,21
AUCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,11,1,11,1,12
AYATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,5,2,5,2,7
AYO AYO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,2,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,28,29,28,29,57
AZURDUY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,8,7,8,7,15
BATALLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,21,7,21,7,28
BAURES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,0,4,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,5,3,5,3,8
BERMEJO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,47,15,47,15,62
BETANZOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,35,17,35,17,52
BOLIVAR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,3,4,3,7
BOLPEBRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,0,4,0,4
BOYUIBE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,0,4,0,4
BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,18,4,18,4,22
CABEZAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,24,22,24,22,46
CAIROMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,14,4,14,4,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,17,4,17,4,21
CAJUATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,17,4,17,4,21
CALACOTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,3,4,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,2,6,2,8
CAMARGO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,15,10,15,10,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,57,2,57,2,59
CAPINOTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,29,2,29,2,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,6,6,6,12
CARACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,27,5,27,5,32
CARANAVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,71,9,71,9,80
CARAPARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,19,3,19,3,22
CARIPUYO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,7,2,7,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,9,0,9,0,9
CHALLAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,39,11,39,11,50
CHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,3,6,3,9
CHARAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,28,25,28,25,53
CHARAÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,18,8,18,8,26
CHIMORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,32,3,32,3,35
CHIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,22,7,22,7,29
CHUMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,12,6,12,6,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,11,2,11,2,13
CKOCHAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,14,12,14,12,26
CLIZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,28,7,28,7,35
COBIJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,92,14,92,14,106
COCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,8,19,8,19,27
COCHABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1315,9,1315,9,1324
COLCAPIRHUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,68,0,68,0,68
"COLCHA ""K""",vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,20,1,20,1,21
COLLANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,28,3,28,3,31
COLPA BELGICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,11,2,11,2,13
COLQUECHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,16,30,16,30,46
COLQUENCHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,15,1,15,1,16
COLQUIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,13,20,13,20,33
COMANCHE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,0,4,0,4
COMARAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,21,7,21,7,28
COMBAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1,0,1,0,1
CONCEPCION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,47,12,47,12,59
COPACABANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,5,3,5,3,8
CORIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,25,2,25,2,27
CORO CORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,3,6,3,9
COROICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,18,1,18,1,19
CORQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,3,8,3,8,11
COTAGAITA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,18,4,18,4,22
COTOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,103,7,103,7,110
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,24,13,24,13,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,0,2,0,2
CULPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,21,11,21,11,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,0,2,0,2
CURVA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,0,1,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,5,6,5,11
EL ALTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1222,113,1222,113,1335
EL CHORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,6,2,6,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,13,2,13,2,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,4,4,4,8
EL TORNO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,64,0,64,0,64
EL VILLAR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,17,11,17,11,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,60,12,60,12,72
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,2,2,2,4
ESMERALDA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,0,2,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,5,2,5,7
EXALTACION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,17,2,17,2,19
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,7,8,7,8,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,20,4,20,4,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,5,14,5,14,19
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,14,5,14,5,19
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,2,2,2,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,92,10,92,10,102
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,7,25,7,25,32
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,9,1,9,1,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1,2,1,2,3
HUACHACALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,43,4,43,4,47
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,4,0,4,0,4
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,5,2,5,2,7
HUATAJATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,10,1,10,1,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,8,0,8,0,8
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,2,2,2,2,4
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,3,4,3,4,7
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,8,3,8,3,11
INCAHUASI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,14,6,14,20
INQUISIVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-02-01,6,15,6,15,21
