municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,11,8,11,8,19
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,4,13,4,13,17
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,1,0,1,0,1
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,2,4,2,4,6
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,24,26,24,26,50
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,29,39,29,39,68
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,35,58,35,58,93
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,21,32,21,32,53
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,17,29,17,29,46
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,11,12,11,12,23
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,27,42,27,42,69
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,342,311,342,311,653
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,325,581,325,581,906
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,47,39,47,39,86
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,5,5,5,5,10
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,101,151,101,151,252
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,29,26,29,26,55
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,4,7,4,7,11
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,205,232,205,232,437
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,22,33,22,33,55
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,209,309,209,309,518
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,297,232,297,232,529
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,2,6,2,6,8
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,171,162,171,162,333
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,1,0,1,0,1
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,6,14,6,14,20
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,40,53,40,53,93
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,66,63,66,63,129
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,77,73,77,73,150
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,241,359,241,359,600
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,4,12,4,12,16
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,54,79,54,79,133
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,2,2,2,2,4
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,41,52,41,52,93
YACO,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,18,24,18,24,42
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,431,593,431,593,1024
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,15,30,15,30,45
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,5,7,5,7,12
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,121,98,121,98,219
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,23,29,23,29,52
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,26,40,26,40,66
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,6,12,6,12,18
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-01-01,34,38,34,38,72
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,17,26,17,26,43
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,136,135,136,135,271
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,10,12,10,12,22
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,58,79,58,79,137
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,1,4,1,4,5
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,15,17,15,17,32
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,62,39,62,39,101
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,24,24,24,24,48
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,11,19,11,19,30
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,20,26,20,26,46
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,10,14,10,14,24
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,19,17,19,17,36
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,19,34,19,34,53
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,16,15,16,15,31
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,13,13,13,26
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,80,105,80,105,185
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,22,22,22,22,44
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,14,18,14,18,32
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,12,2,12,2,14
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,39,59,39,59,98
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,40,63,40,63,103
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,47,40,47,40,87
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,14,14,14,14,28
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,6,15,6,15,21
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,2,5,2,5,7
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,3,2,3,2,5
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,162,182,162,182,344
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,94,162,94,162,256
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,14,14,14,14,28
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,4,10,4,10,14
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,8,17,8,17,25
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,81,60,81,60,141
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,20,34,20,34,54
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,18,28,18,28,46
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,47,66,47,66,113
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,27,20,27,20,47
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,26,18,26,18,44
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,11,13,11,24
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,134,220,134,220,354
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,17,17,17,17,34
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,504,678,504,678,1182
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,29,33,29,33,62
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,49,33,49,33,82
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,37,57,37,57,94
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,121,60,121,60,181
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,2,2,2,2,4
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,27,29,27,29,56
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,11,19,11,19,30
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,17,16,17,16,33
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,0,3,0,3,3
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,138,91,138,91,229
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,19,32,19,32,51
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,29,40,29,40,69
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,4,6,4,6,10
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,25,73,25,73,98
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,15,5,15,5,20
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,2,0,2,0,2
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,3,5,3,8
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,53,38,53,38,91
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,29,34,29,34,63
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,11,19,11,19,30
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,118,219,118,219,337
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,4093,4746,4093,4746,8839
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,99,115,99,115,214
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,48,57,48,57,105
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,2,13,2,15
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,11,17,11,17,28
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,48,27,48,27,75
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,92,115,92,115,207
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,26,25,26,25,51
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,42,48,42,48,90
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,9,13,9,22
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,88,84,88,84,172
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,13,5,13,18
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,34,39,34,39,73
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,12,20,12,20,32
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,22,11,22,11,33
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,23,19,23,19,42
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,38,31,38,31,69
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,35,43,35,43,78
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,138,236,138,236,374
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,89,98,89,98,187
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,17,16,17,16,33
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,8,8,8,8,16
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,8,21,8,21,29
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,42,57,42,57,99
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,36,35,36,35,71
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,13,5,13,18
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,11,13,11,24
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,912,941,912,941,1853
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,12,13,12,25
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,4,5,4,5,9
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,19,42,19,42,61
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,149,150,149,150,299
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,28,40,28,40,68
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,45,46,45,46,91
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,7,3,7,3,10
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,7,9,7,9,16
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,7,9,7,9,16
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,15,9,15,9,24
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,4,5,4,5,9
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,20,15,20,15,35
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,8,13,8,13,21
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,67,81,67,81,148
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,10,10,10,10,20
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,280,373,280,373,653
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,36,42,36,42,78
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,31,49,31,49,80
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,12,5,12,17
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,3,1,3,1,4
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,43,40,43,40,83
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,6,5,6,5,11
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,14,9,14,9,23
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,11,10,11,10,21
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,12,25,12,25,37
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,44,61,44,61,105
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,2,5,2,7
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,22,25,22,25,47
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,37,35,37,35,72
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,18,11,18,11,29
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,62,57,62,57,119
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,15,11,15,11,26
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,8,14,8,14,22
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,6276,6807,6276,6807,13083
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,0,3,0,3,3
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,23,20,23,20,43
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,30,24,30,24,54
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,25,13,25,38
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,0,4,0,4,4
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,143,335,143,335,478
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,39,37,39,37,76
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,3,1,3,1,4
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,27,29,27,29,56
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,57,67,57,67,124
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,38,36,38,36,74
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,55,25,55,25,80
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,55,79,55,79,134
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,4,5,4,9
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,43,46,43,46,89
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,22,18,22,18,40
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,18,17,18,17,35
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,18,20,18,20,38
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,28,52,28,52,80
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,15,5,15,20
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,16,26,16,26,42
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,143,216,143,216,359
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,374,397,374,397,771
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,25,21,25,21,46
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,11,14,11,14,25
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,3,2,3,2,5
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,27,48,27,48,75
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,38,49,38,49,87
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,9,14,9,14,23
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,2177,2304,2177,2304,4481
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,59,70,59,70,129
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,121,124,121,124,245
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,17,13,17,30
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,20,21,20,21,41
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,27,24,27,24,51
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,31,54,31,54,85
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,18,22,18,22,40
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,5,8,5,8,13
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,18,22,18,22,40
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,27,43,27,43,70
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,13,16,13,16,29
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,73,84,73,84,157
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,19,23,19,23,42
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,8,5,8,5,13
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,24,46,24,46,70
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2005-02-01,7,16,7,16,23
