municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,5,4,5,9
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,2,3,2,5
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,4,5,4,9
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,4,1,4,5
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,31,63,31,63,94
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,21,25,21,25,46
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,4,5,4,9
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,25,20,25,20,45
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,6,5,6,11
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,2,4,2,6
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,2,2,2,4
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,8,9,8,9,17
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,3,6,3,9
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,42,115,42,115,157
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,7,4,7,11
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,4,4,4,8
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,17,23,17,23,40
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,2,3,2,5
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,4,0,4,4
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,14,7,14,7,21
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,2,3,2,5
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,8,3,8,11
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,2,5,2,7
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,49,14,49,14,63
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,8,3,8,11
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,4,1,4,5
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,57,164,57,164,221
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3800,4859,3800,4859,8659
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,30,42,30,42,72
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,12,8,12,8,20
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,0,3,0,3
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,27,20,27,20,47
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,4,4,4,8
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,3,0,3,3
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,3,4,3,7
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,11,18,11,18,29
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,9,1,9,10
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,1,3,1,4
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,23,22,23,22,45
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,16,7,16,7,23
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,10,18,10,18,28
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,8,4,8,4,12
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,466,554,466,554,1020
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,151,178,151,178,329
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,1,5,1,6
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,1,6,1,7
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,7,4,7,11
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,1,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,6,0,6,6
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,134,109,134,109,243
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,7,10,7,10,17
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,37,62,37,62,99
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,10,5,10,15
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,3,1,3,4
INGAVI (HUMAITA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,0,3,0,3
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,1,4,1,5
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,8,3,8,3,11
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,3,1,3,4
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,12,4,12,4,16
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,4,2,4,6
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,7425,10714,7425,10714,18139
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,7,6,7,13
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,12,3,12,15
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,44,41,44,41,85
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,7,4,7,11
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,20,28,20,28,48
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,3,3,3,6
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,47,73,47,73,120
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,8,6,8,14
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,1,6,1,7
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,0,3,0,3
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,4,5,4,9
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,3,0,3,3
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,43,48,43,48,91
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,436,522,436,522,958
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,0,2,0,2
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,9,2,9,11
NAZACARA DE PACAJES,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,12,18,12,18,30
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,3,0,3,3
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1065,1530,1065,1530,2595
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,8,2,8,2,10
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,12,28,12,28,40
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,8,4,8,4,12
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,14,0,14,14
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,0,2,0,2
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,0,3,0,3
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,10,15,10,15,25
PELECHUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,5,6,5,11
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,2,5,2,7
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,1,2,1,3
POJO (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,12,8,12,8,20
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,3,1,3,4
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,5,4,5,4,9
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,14,20,14,20,34
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,750,914,750,914,1664
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,60,33,60,33,93
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,4,4,4,8
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,4,1,4,5
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,24,18,24,18,42
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,0,1,0,1
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,9,4,9,13
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,3,0,3,3
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,10,6,10,16
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,75,89,75,89,164
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,2,3,2,5
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,304,312,304,312,616
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
RAVELO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,3,4,3,7
REYES,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,8,10,8,10,18
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,136,178,136,178,314
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,12,23,12,23,35
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,31,27,31,27,58
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,102,72,102,72,174
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,1,2,1,3
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,7,14,7,14,21
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,13,17,13,17,30
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
SAN AGUSTIN,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,1,2,1,3
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,3,2,3,5
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,0,2,0,2
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,4,3,4,7
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,34,49,34,49,83
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,3,3,3,6
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,6,2,6,8
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,45,31,45,31,76
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,57,55,57,55,112
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,0,2,0,2
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,1,2,1,3
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,19,17,19,17,36
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,14,2,14,16
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,5,3,5,8
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,3,6,3,9
SAN LORENZO(PND),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,5,3,5,8
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,6,2,6,8
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,35,52,35,52,87
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,7,1,7,8
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,1,2,1,3
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,5,2,5,7
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,10,14,10,14,24
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,4,1,4,5
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,91,92,91,92,183
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2264,3261,2264,3261,5525
SANTA ROSA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,12,17,12,17,29
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,4,1,4,5
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,5,6,5,11
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,6,5,6,5,11
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,5,2,5,7
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,3,1,3,4
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,7,12,7,12,19
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,3,0,3,3
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,2,4,2,6
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1086,1567,1086,1567,2653
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,7,0,7,0,7
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,2,0,2,2
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,1,1,1,2
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,3,2,3,2,5
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,11,11,11,11,22
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,3,1,3,4
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1179,1728,1179,1728,2907
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,2,7,2,7,9
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,10,3,10,3,13
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,3,1,3,4
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,5,0,5,5
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,4,2,4,2,6
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,1,2,1,2,3
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-02-01,0,1,0,1,1
