municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
ARANI,consulta externa,repetidas en menores de 5 anos,2005-02-01,18,8,18,8,26
ARBIETO,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,3,0,3,3
ARQUE,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,6,3,6,9
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,23,8,23,8,31
ATOCHA,consulta externa,repetidas en menores de 5 anos,2005-02-01,17,25,17,25,42
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,0,4,0,4
AYO AYO,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2005-02-01,11,8,11,8,19
AZURDUY,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
BATALLAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,2,1,2,3
BAURES,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,7,4,7,11
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,1,0,1,1
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,6,4,6,10
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2005-02-01,9,4,9,4,13
BERMEJO,consulta externa,repetidas en menores de 5 anos,2005-02-01,148,84,148,84,232
BETANZOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,20,17,20,17,37
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2005-02-01,6,4,6,4,10
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,3,8,3,11
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2005-02-01,23,41,23,41,64
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,76,70,76,70,146
CABEZAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,2,4,2,6
CAIROMA,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,7,0,7,7
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2005-02-01,2,3,2,3,5
CAJUATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,0,5,0,5
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2005-02-01,13,16,13,16,29
CAMARGO,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,5,7,5,12
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2005-02-01,3,13,3,13,16
CAMIRI,consulta externa,repetidas en menores de 5 anos,2005-02-01,153,146,153,146,299
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,33,34,33,34,67
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,1,1,1,2
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,5,5,5,10
CARANAVI,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,6,2,6,8
CARAPARI,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,1,2,1,3
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
CHACARILLA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,7,5,7,12
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,5,5,5,10
CHAQUI,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,1,3,1,4
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2005-02-01,38,36,38,36,74
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,3,4,3,7
CHIMORE,consulta externa,repetidas en menores de 5 anos,2005-02-01,40,31,40,31,71
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,2,1,2,3
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2005-02-01,3,5,3,5,8
CHUMA,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,5,2,5,7
CLIZA,consulta externa,repetidas en menores de 5 anos,2005-02-01,21,13,21,13,34
COBIJA,consulta externa,repetidas en menores de 5 anos,2005-02-01,199,204,199,204,403
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2005-02-01,2356,2282,2356,2282,4638
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2005-02-01,48,69,48,69,117
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2005-02-01,4,2,4,2,6
COLLANA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,1,1,1,2
COLOMI,consulta externa,repetidas en menores de 5 anos,2005-02-01,13,9,13,9,22
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2005-02-01,36,18,36,18,54
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,3,8,3,11
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2005-02-01,6,7,6,7,13
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2005-02-01,32,38,32,38,70
COMANCHE,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,1,0,1,1
COMARAPA,consulta externa,repetidas en menores de 5 anos,2005-02-01,27,24,27,24,51
COMBAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,1,4,1,5
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2005-02-01,24,19,24,19,43
COPACABANA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,9,4,9,13
CORIPATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,5,5,5,10
COROICO,consulta externa,repetidas en menores de 5 anos,2005-02-01,16,17,16,17,33
CORQUE,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,5,2,5,7
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2005-02-01,13,16,13,16,29
COTOCA,consulta externa,repetidas en menores de 5 anos,2005-02-01,21,23,21,23,44
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,31,33,31,33,64
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
CUEVO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,3,1,3,4
CULPINA,consulta externa,repetidas en menores de 5 anos,2005-02-01,15,13,15,13,28
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
CURVA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
EL ALTO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1622,1592,1622,1592,3214
EL CHORO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,2,1,2,3
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2005-02-01,10,5,10,5,15
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2005-02-01,2,2,2,2,4
EL TORNO,consulta externa,repetidas en menores de 5 anos,2005-02-01,67,60,67,60,127
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,6,8,6,14
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,4,3,4,7
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,49,28,49,28,77
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,2,4,2,6
EXALTACION,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,7,7,7,14
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2005-02-01,29,19,29,19,48
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,12,7,12,19
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2005-02-01,18,15,18,15,33
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2005-02-01,2,0,2,0,2
GUANAY,consulta externa,repetidas en menores de 5 anos,2005-02-01,54,33,54,33,87
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2005-02-01,69,61,69,61,130
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2005-02-01,52,59,52,59,111
HUACARETA,consulta externa,repetidas en menores de 5 anos,2005-02-01,15,10,15,10,25
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2005-02-01,1,2,1,2,3
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,1,2,1,3
HUANUNI,consulta externa,repetidas en menores de 5 anos,2005-02-01,54,96,54,96,150
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2005-02-01,16,14,16,14,30
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,1,0,1,1
ICHOCA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
ICLA,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,5,8,5,13
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,2,5,2,7
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2005-02-01,2,1,2,1,3
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,3,3,3,6
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2005-02-01,4,3,4,3,7
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,20,18,20,18,38
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,3,3,3,6
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,2,4,2,6
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2005-02-01,85,93,85,93,178
LA PAZ,consulta externa,repetidas en menores de 5 anos,2005-02-01,3238,3293,3238,3293,6531
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,3,4,3,7
LAJA,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,9,3,9,12
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,5,5,5,10
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2005-02-01,13,10,13,10,23
LLICA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,1,1,1,2
LORETO,consulta externa,repetidas en menores de 5 anos,2005-02-01,11,8,11,8,19
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,1,1,1,2
MACHARETI,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,8,8,8,16
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2005-02-01,18,26,18,26,44
MAIRANA,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,9,8,9,17
MALLA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
MAPIRI,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,3,5,3,8
MECAPACA,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,13,8,13,21
MINEROS,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,7,8,7,15
MIZQUE,consulta externa,repetidas en menores de 5 anos,2005-02-01,9,11,9,11,20
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,1,2,1,3
MOJINETE,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,3,8,3,11
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,2,5,2,7
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2005-02-01,37,25,37,25,62
MONTERO,consulta externa,repetidas en menores de 5 anos,2005-02-01,291,255,291,255,546
MORO MORO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,2,1,2,3
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,20,24,20,24,44
OCURI,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,0,3,0,3
OKINAWA,consulta externa,repetidas en menores de 5 anos,2005-02-01,19,15,19,15,34
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2005-02-01,15,11,15,11,26
ORURO,consulta externa,repetidas en menores de 5 anos,2005-02-01,400,418,400,418,818
PADCAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,6,8,6,8,14
PADILLA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,3,5,3,8
PAILON,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,8,8,8,16
PALCA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,4,5,4,9
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,16,9,16,9,25
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,6,8,6,14
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,1,1,1,2
PASORAPA,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,1,2,1,3
PAZÑA,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,2,7,2,9
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,0,2,0,2
POCOATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,5,5,5,10
POCONA,consulta externa,repetidas en menores de 5 anos,2005-02-01,22,32,22,32,54
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2005-02-01,5,3,5,3,8
POOPO,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,1,0,1,1
PORCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,3,1,3,4
POROMA,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,0,7,0,7
PORONGO,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,9,8,9,17
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2005-02-01,77,48,77,48,125
PORVENIR,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,0,2,0,2
POTOSI,consulta externa,repetidas en menores de 5 anos,2005-02-01,307,210,307,210,517
PRESTO,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,0,3,0,3
PUCARANI,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,3,4,3,7
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,13,5,13,5,18
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,3,1,3,4
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,6,7,6,13
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,1,0,1,1
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2005-02-01,15,24,15,24,39
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,3,1,3,4
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,5,3,5,8
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2005-02-01,9,18,9,18,27
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2005-02-01,115,78,115,78,193
PUNA,consulta externa,repetidas en menores de 5 anos,2005-02-01,12,6,12,6,18
PUNATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,27,27,27,27,54
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,2,4,2,6
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2005-02-01,86,104,86,104,190
QUIME,consulta externa,repetidas en menores de 5 anos,2005-02-01,6,4,6,4,10
RAVELO,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,3,4,3,7
REYES,consulta externa,repetidas en menores de 5 anos,2005-02-01,19,11,19,11,30
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,351,331,351,331,682
ROBORE,consulta externa,repetidas en menores de 5 anos,2005-02-01,17,20,17,20,37
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2005-02-01,40,22,40,22,62
SABAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,1,2,1,3
SACABA,consulta externa,repetidas en menores de 5 anos,2005-02-01,148,129,148,129,277
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2005-02-01,10,16,10,16,26
SACACA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,5,1,5,6
SAIPINA,consulta externa,repetidas en menores de 5 anos,2005-02-01,10,6,10,6,16
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2005-02-01,14,14,14,14,28
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,2,1,2,3
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,2,1,2,3
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2005-02-01,19,12,19,12,31
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,5,2,5,7
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2005-02-01,16,17,16,17,33
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2005-02-01,66,37,66,37,103
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,4,3,4,7
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,46,35,46,35,81
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2005-02-01,125,92,125,92,217
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,32,29,32,29,61
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2005-02-01,9,3,9,3,12
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2005-02-01,36,27,36,27,63
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,6,3,6,9
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,3,7,3,10
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-02-01,13,15,13,15,28
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2005-02-01,56,37,56,37,93
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2005-02-01,4,2,4,2,6
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2005-02-01,58,74,58,74,132
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2005-02-01,11,10,11,10,21
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,21,16,21,16,37
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,1,0,1,1
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2005-02-01,24,22,24,22,46
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,0,4,0,4
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2005-02-01,9,10,9,10,19
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,10,7,10,17
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,3,0,3,3
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-02-01,6,7,6,7,13
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2005-02-01,38,29,38,29,67
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2005-02-01,3370,3651,3370,3651,7021
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2005-02-01,16,5,16,5,21
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2005-02-01,20,16,20,16,36
SANTIAGO DE CALLAPA,consulta externa,repetidas en menores de 5 anos,2005-02-01,9,28,9,28,37
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,5,2,5,7
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2005-02-01,7,7,7,7,14
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,4,1,4,5
SENA,consulta externa,repetidas en menores de 5 anos,2005-02-01,0,2,0,2,2
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2005-02-01,4,5,4,5,9
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2005-02-01,68,76,68,76,144
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,3,2,3,5
SORACACHI,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,5,1,5,6
SORATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,18,7,18,7,25
SUCRE,consulta externa,repetidas en menores de 5 anos,2005-02-01,602,594,602,594,1196
TACACHI,consulta externa,repetidas en menores de 5 anos,2005-02-01,5,9,5,9,14
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,33,23,33,23,56
TAHUA,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en menores de 5 anos,2005-02-01,11,9,11,9,20
TARABUCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,118,151,118,151,269
TARACO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,1,1,1,2
TARATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,24,19,24,19,43
TARIJA,consulta externa,repetidas en menores de 5 anos,2005-02-01,479,549,479,549,1028
TARVITA,consulta externa,repetidas en menores de 5 anos,2005-02-01,6,9,6,9,15
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2005-02-01,11,3,11,3,14
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,1,3,1,4
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,4,1,4,1,5
TIPUANI,consulta externa,repetidas en menores de 5 anos,2005-02-01,8,3,8,3,11
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-02-01,221,186,221,186,407
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2005-02-01,58,70,58,70,128
TOCO,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,1,3,1,4
TODOS SANTOS,consulta externa,repetidas en menores de 5 anos,2005-02-01,2,3,2,3,5
TOLATA,consulta externa,repetidas en menores de 5 anos,2005-02-01,3,0,3,0,3
TOLEDO,consulta externa,repetidas en menores de 5 anos,2005-02-01,1,0,1,0,1
TOMAVE,consulta externa,repetidas en menores de 5 anos,2005-02-01,6,2,6,2,8
