,group,variable,month,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,504,504
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,6,6
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,12,12
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,517,517
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,47,47
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,55,55
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,363,363
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,7,7
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,6,6
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,12,12
SAMAIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,10,10
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,11,11
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,73,73
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,23,23
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,64,64
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,23,23
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,126,126
SAN JAVIER(BNI),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,2,2
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,28,28
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,40,40
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,19,19
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,66,66
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,9,9
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,30,30
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,55,55
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,27,27
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,16,16
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,25,25
SAN PEDRO DE BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,12,12
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,9,9
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,45,45
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,2626,2626
SANTA ROSA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,17,17
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,28,28
SANTIAGO DE HUARI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,14,14
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,8,8
SENA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,5,5
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,13,13
SICAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,2,2
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,42,42
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,9,9
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,573,573
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,4,4
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,22,22
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,13,13
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,290,290
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,20,20
TEOPONTE,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,20,20
TINGUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,2,2
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,140,140
TIRAQUE (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,26,26
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,7,7
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,9,9
TOMAVE,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,4,4
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,16,16
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,66,66
TRIGAL,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,1,1
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,72,72
TUPIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,7,7
TURCO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,12,12
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,11,11
URIONDO (A. CONCEPCION),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,4,4
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,25,25
UYUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,17,17
VACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,4,4
VALLEGRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,3,3
VIACHA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,13,13
VILLA CHARCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,23,23
VILLA MONTES,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,20,20
VILLA RIVERO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,7,7
VILLA SERRANO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,13,13
VILLA TUNARI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,310,310
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,11,11
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,31,31
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,151,151
VITICHI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,14,14
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,200,200
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,101,101
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,5,5
YANACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,1,1
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,166,166
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,14,14
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,9,9
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-02-01,0,20,20
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,53,53
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,45,45
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,8,8
ANCORAIMES,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,4,4
ANZALDO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,2,2
ARAMPAMPA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,18,18
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,23,23
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,65,65
ATOCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,10,10
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,28,28
BELEN DE ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,2,2
BELLA FLOR,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,93,93
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,38,38
BOLPEBRA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,3,3
BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,29,29
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,37,37
"CAIZA ""D""",vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,10,10
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,38,38
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,5,5
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,16,16
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,49,49
CARACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,20,20
CARANAVI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,81,81
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,26,26
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,12,12
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,53,53
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,41,41
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,17,17
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
CKOCHAS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,4,4
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,76,76
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,145,145
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,2301,2301
COIPASA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,2,2
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,102,102
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,16,16
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,32,32
CONCEPCION,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,3,3
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,63,63
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,64,64
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,7,7
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,35,35
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,7,7
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,2085,2085
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,31,31
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,17,17
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,150,150
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,3,3
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,24,24
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,59,59
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,14,14
EUCALIPTUS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,11,11
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,7,7
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,30,30
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,20,20
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,26,26
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,6,6
GUANAY,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,19,19
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,291,291
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,11,11
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,28,28
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,5,5
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,71,71
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,14,14
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,28,28
INGAVI (HUMAITA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,10,10
INQUISIVI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,20,20
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,74,74
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,95,95
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,2137,2137
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,4,4
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,11,11
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,178,178
MACHACAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,4,4
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,5,5
MAGDALENA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,6,6
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,45,45
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,66,66
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,53,53
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,17,17
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,53,53
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,557,557
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,7,7
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,11,11
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1054,1054
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,28,28
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,18,18
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,112,112
PALOS BLANCOS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,16,16
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,21,21
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,77,77
PAZÑA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,7,7
POJO (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
PORCO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,13,13
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,6,6
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,17,17
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,20,20
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,14,14
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,815,815
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,22,22
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,14,14
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,25,25
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,48,48
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,26,26
PUERTO SUAREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,59,59
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,313,313
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,119,119
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,501,501
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,1,1
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,12,12
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,520,520
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,46,46
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,54,54
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,397,397
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,11,11
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,14,14
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,23,23
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,11,11
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,57,57
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,21,21
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,48,48
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,28,28
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,134,134
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,27,27
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,33,33
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,24,24
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,86,86
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,11,11
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,24,24
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,59,59
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,32,32
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,15,15
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,52,52
SAN PEDRO DE BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,22,22
SAN PEDRO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,6,6
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,17,17
SAN RAMON BENI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,12,12
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,53,53
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,2798,2798
