,group,variable,month,TOTAL 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PRESTO,vih,       n de personas con prueba rapida,2014-09-01,15,13,28
PUCARANI,vih,       n de personas con prueba rapida,2014-09-01,1,0,1
PUERTO GONZALO MORENO,vih,       n de personas con prueba rapida,2014-09-01,3,18,21
PUERTO QUIJARRO,vih,       n de personas con prueba rapida,2014-09-01,4,16,20
PUERTO RICO,vih,       n de personas con prueba rapida,2014-09-01,0,9,9
PUERTO SUAREZ,vih,       n de personas con prueba rapida,2014-09-01,7,3,10
PUERTO VILLARROEL,vih,       n de personas con prueba rapida,2014-09-01,42,64,106
PUNA,vih,       n de personas con prueba rapida,2014-09-01,0,4,4
PUNATA,vih,       n de personas con prueba rapida,2014-09-01,24,250,274
QUILLACOLLO,vih,       n de personas con prueba rapida,2014-09-01,1,11,12
RAVELO,vih,       n de personas con prueba rapida,2014-09-01,1,480,481
REYES,vih,       n de personas con prueba rapida,2014-09-01,1,10,11
RIBERALTA,vih,       n de personas con prueba rapida,2014-09-01,10,0,10
ROBORE,vih,       n de personas con prueba rapida,2014-09-01,7,37,44
RURRENABAQUE,vih,       n de personas con prueba rapida,2014-09-01,1,38,39
SABAYA,vih,       n de personas con prueba rapida,2014-09-01,2,0,2
SACABA,vih,       n de personas con prueba rapida,2014-09-01,16,112,128
SACABAMBA,vih,       n de personas con prueba rapida,2014-09-01,0,7,7
SALINAS DE GARCI MENDOZA,vih,       n de personas con prueba rapida,2014-09-01,2,0,2
SAMAIPATA,vih,       n de personas con prueba rapida,2014-09-01,3,4,7
SAN ANDRES,vih,       n de personas con prueba rapida,2014-09-01,0,1,1
SAN BENITO,vih,       n de personas con prueba rapida,2014-09-01,0,2,2
SAN BORJA,vih,       n de personas con prueba rapida,2014-09-01,2,12,14
SAN CARLOS,vih,       n de personas con prueba rapida,2014-09-01,68,90,158
SAN IGNACIO,vih,       n de personas con prueba rapida,2014-09-01,3,39,42
SAN IGNACIO DE VELASCO,vih,       n de personas con prueba rapida,2014-09-01,14,28,42
SAN JAVIER(STC),vih,       n de personas con prueba rapida,2014-09-01,0,34,34
SAN JOSE DE CHIQUITOS,vih,       n de personas con prueba rapida,2014-09-01,8,30,38
SAN JUAN DE YAPACANI,vih,       n de personas con prueba rapida,2014-09-01,2,31,33
SAN JULIAN,vih,       n de personas con prueba rapida,2014-09-01,10,19,29
SAN LORENZO(PND),vih,       n de personas con prueba rapida,2014-09-01,0,16,16
SAN LUCAS,vih,       n de personas con prueba rapida,2014-09-01,32,55,87
SAN MATIAS,vih,       n de personas con prueba rapida,2014-09-01,0,33,33
SAN MIGUEL DE VELASCO,vih,       n de personas con prueba rapida,2014-09-01,0,2,2
SAN PEDRO,vih,       n de personas con prueba rapida,2014-09-01,0,3,3
SANTA ANA,vih,       n de personas con prueba rapida,2014-09-01,2,2,4
SANTA CRUZ DE LA SIERRA,vih,       n de personas con prueba rapida,2014-09-01,512,1332,1844
SANTIVAÑES,vih,       n de personas con prueba rapida,2014-09-01,0,5,5
SENA,vih,       n de personas con prueba rapida,2014-09-01,1,13,14
SHINAOTA,vih,       n de personas con prueba rapida,2014-09-01,28,24,52
SICAYA,vih,       n de personas con prueba rapida,2014-09-01,1,2,3
SIPE SIPE,vih,       n de personas con prueba rapida,2014-09-01,2,53,55
SOPACHUY,vih,       n de personas con prueba rapida,2014-09-01,21,34,55
SORACACHI,vih,       n de personas con prueba rapida,2014-09-01,0,3,3
SORATA,vih,       n de personas con prueba rapida,2014-09-01,6,5,11
SUCRE,vih,       n de personas con prueba rapida,2014-09-01,224,263,487
TAPACARI,vih,       n de personas con prueba rapida,2014-09-01,0,7,7
TARABUCO,vih,       n de personas con prueba rapida,2014-09-01,20,43,63
TARATA,vih,       n de personas con prueba rapida,2014-09-01,1,19,20
TARIJA,vih,       n de personas con prueba rapida,2014-09-01,19,178,197
TARVITA,vih,       n de personas con prueba rapida,2014-09-01,10,16,26
TEOPONTE,vih,       n de personas con prueba rapida,2014-09-01,3,17,20
TIAWANACU,vih,       n de personas con prueba rapida,2014-09-01,3,6,9
TIPUANI,vih,       n de personas con prueba rapida,2014-09-01,10,0,10
TIQUIPAYA,vih,       n de personas con prueba rapida,2014-09-01,71,120,191
TOLATA,vih,       n de personas con prueba rapida,2014-09-01,0,9,9
TOLEDO,vih,       n de personas con prueba rapida,2014-09-01,0,3,3
TOTORA(CBBA),vih,       n de personas con prueba rapida,2014-09-01,5,60,65
TOTORA(ORR),vih,       n de personas con prueba rapida,2014-09-01,0,2,2
TRINIDAD,vih,       n de personas con prueba rapida,2014-09-01,11,60,71
TUPIZA,vih,       n de personas con prueba rapida,2014-09-01,0,10,10
UNCIA,vih,       n de personas con prueba rapida,2014-09-01,1,17,18
URUBICHA,vih,       n de personas con prueba rapida,2014-09-01,21,22,43
UYUNI,vih,       n de personas con prueba rapida,2014-09-01,0,15,15
VACAS,vih,       n de personas con prueba rapida,2014-09-01,0,10,10
VALLEGRANDE,vih,       n de personas con prueba rapida,2014-09-01,0,60,60
VIACHA,vih,       n de personas con prueba rapida,2014-09-01,8,31,39
VILLA CHARCAS,vih,       n de personas con prueba rapida,2014-09-01,1,34,35
VILLA MONTES,vih,       n de personas con prueba rapida,2014-09-01,23,38,61
VILLA NUEVA (LOMA ALTA),vih,       n de personas con prueba rapida,2014-09-01,0,3,3
VILLA RIVERO,vih,       n de personas con prueba rapida,2014-09-01,0,6,6
VILLA SERRANO,vih,       n de personas con prueba rapida,2014-09-01,7,23,30
VILLA TUNARI,vih,       n de personas con prueba rapida,2014-09-01,14,348,362
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de personas con prueba rapida,2014-09-01,12,12,24
VILLAZON,vih,       n de personas con prueba rapida,2014-09-01,45,92,137
VINTO,vih,       n de personas con prueba rapida,2014-09-01,0,58,58
WARNES,vih,       n de personas con prueba rapida,2014-09-01,21,11,32
YACUIBA,vih,       n de personas con prueba rapida,2014-09-01,24,114,138
YAMPARAEZ,vih,       n de personas con prueba rapida,2014-09-01,3,5,8
YAPACANI,vih,       n de personas con prueba rapida,2014-09-01,8,19,27
YOTALA,vih,       n de personas con prueba rapida,2014-09-01,1,0,1
YUNCHARA,vih,       n de personas con prueba rapida,2014-09-01,0,5,5
ZUDAÑEZ,vih,       n de personas con prueba rapida,2014-09-01,4,14,18
ACACIO,vih,       n de personas con prueba rapida,2014-10-01,6,2,8
ACHACACHI,vih,       n de personas con prueba rapida,2014-10-01,3,3,6
AIQUILE,vih,       n de personas con prueba rapida,2014-10-01,10,11,21
ALCALA,vih,       n de personas con prueba rapida,2014-10-01,12,1,13
ANDAMARCA,vih,       n de personas con prueba rapida,2014-10-01,1,4,5
APOLO,vih,       n de personas con prueba rapida,2014-10-01,0,13,13
ARANI,vih,       n de personas con prueba rapida,2014-10-01,0,1,1
ARBIETO,vih,       n de personas con prueba rapida,2014-10-01,3,8,11
ARQUE,vih,       n de personas con prueba rapida,2014-10-01,0,1,1
ASCENCION DE GUARAYOS,vih,       n de personas con prueba rapida,2014-10-01,32,104,136
ATOCHA,vih,       n de personas con prueba rapida,2014-10-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de personas con prueba rapida,2014-10-01,2,8,10
AZURDUY,vih,       n de personas con prueba rapida,2014-10-01,1,20,21
BATALLAS,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
BELLA FLOR,vih,       n de personas con prueba rapida,2014-10-01,0,2,2
BERMEJO,vih,       n de personas con prueba rapida,2014-10-01,85,25,110
BOYUIBE,vih,       n de personas con prueba rapida,2014-10-01,0,6,6
BUENA VISTA,vih,       n de personas con prueba rapida,2014-10-01,1,28,29
CABEZAS,vih,       n de personas con prueba rapida,2014-10-01,5,24,29
CAMARGO,vih,       n de personas con prueba rapida,2014-10-01,8,32,40
CAMATAQUI (C. VILLA ABECIA),vih,       n de personas con prueba rapida,2014-10-01,1,6,7
CAMIRI,vih,       n de personas con prueba rapida,2014-10-01,27,172,199
CAPINOTA,vih,       n de personas con prueba rapida,2014-10-01,3,27,30
CARACOLLO,vih,       n de personas con prueba rapida,2014-10-01,1,3,4
CARANAVI,vih,       n de personas con prueba rapida,2014-10-01,25,12,37
CARMEN RIVERO TORREZ,vih,       n de personas con prueba rapida,2014-10-01,30,0,30
CHALLAPATA,vih,       n de personas con prueba rapida,2014-10-01,5,4,9
CHAQUI,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
CHIMORE,vih,       n de personas con prueba rapida,2014-10-01,3,43,46
CHULUMANI (V. DE LA LIBERTAD),vih,       n de personas con prueba rapida,2014-10-01,11,7,18
CHUQUIHUTA AYLLU JUCUMANI,vih,       n de personas con prueba rapida,2014-10-01,3,2,5
CLIZA,vih,       n de personas con prueba rapida,2014-10-01,4,83,87
COBIJA,vih,       n de personas con prueba rapida,2014-10-01,6,34,40
COCHABAMBA,vih,       n de personas con prueba rapida,2014-10-01,125,662,787
COLCAPIRHUA,vih,       n de personas con prueba rapida,2014-10-01,10,17,27
COLOMI,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
COLPA BELGICA,vih,       n de personas con prueba rapida,2014-10-01,1,1,2
COLQUIRI,vih,       n de personas con prueba rapida,2014-10-01,2,3,5
COMARAPA,vih,       n de personas con prueba rapida,2014-10-01,5,48,53
CONCEPCION,vih,       n de personas con prueba rapida,2014-10-01,0,2,2
CORIPATA,vih,       n de personas con prueba rapida,2014-10-01,7,2,9
CORO CORO,vih,       n de personas con prueba rapida,2014-10-01,10,17,27
COROICO,vih,       n de personas con prueba rapida,2014-10-01,10,8,18
CORQUE,vih,       n de personas con prueba rapida,2014-10-01,1,2,3
CULPINA,vih,       n de personas con prueba rapida,2014-10-01,0,27,27
DESAGUADERO,vih,       n de personas con prueba rapida,2014-10-01,1,12,13
EL ALTO,vih,       n de personas con prueba rapida,2014-10-01,461,1955,2416
EL PUENTE(STC),vih,       n de personas con prueba rapida,2014-10-01,45,138,183
EL PUENTE(TJA),vih,       n de personas con prueba rapida,2014-10-01,0,1,1
EL TORNO,vih,       n de personas con prueba rapida,2014-10-01,59,102,161
EL VILLAR,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
ENTRE RIOS TRJ,vih,       n de personas con prueba rapida,2014-10-01,2,34,36
ENTRE RIOS CBBA,vih,       n de personas con prueba rapida,2014-10-01,2,120,122
ESCOMA,vih,       n de personas con prueba rapida,2014-10-01,1,1,2
EUREKA (SANTOS MERCADO),vih,       n de personas con prueba rapida,2014-10-01,1,5,6
FERNANDEZ ALONSO,vih,       n de personas con prueba rapida,2014-10-01,21,35,56
FILADELFIA,vih,       n de personas con prueba rapida,2014-10-01,1,5,6
GENERAL SAAVEDRA,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
GUANAY,vih,       n de personas con prueba rapida,2014-10-01,3,2,5
GUAQUI,vih,       n de personas con prueba rapida,2014-10-01,1,1,2
GUAYARAMERIN,vih,       n de personas con prueba rapida,2014-10-01,307,402,709
HUACARETA,vih,       n de personas con prueba rapida,2014-10-01,0,2,2
HUACAYA (VILLA DE HUACAYA),vih,       n de personas con prueba rapida,2014-10-01,0,1,1
HUACHACALLA,vih,       n de personas con prueba rapida,2014-10-01,2,2,4
HUANUNI,vih,       n de personas con prueba rapida,2014-10-01,20,8,28
HUAYLLAMARCA,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
ICLA,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
INCAHUASI,vih,       n de personas con prueba rapida,2014-10-01,1,4,5
IXIAMAS,vih,       n de personas con prueba rapida,2014-10-01,1,4,5
LA ASUNTA,vih,       n de personas con prueba rapida,2014-10-01,16,20,36
LA GUARDIA,vih,       n de personas con prueba rapida,2014-10-01,58,111,169
LA PAZ,vih,       n de personas con prueba rapida,2014-10-01,335,1482,1817
LAS CARRERAS,vih,       n de personas con prueba rapida,2014-10-01,0,1,1
LLALLAGUA,vih,       n de personas con prueba rapida,2014-10-01,9,218,227
MACHARETI,vih,       n de personas con prueba rapida,2014-10-01,129,83,212
MAIRANA,vih,       n de personas con prueba rapida,2014-10-01,2,4,6
MAPIRI,vih,       n de personas con prueba rapida,2014-10-01,2,0,2
MINEROS,vih,       n de personas con prueba rapida,2014-10-01,3,1,4
MIZQUE,vih,       n de personas con prueba rapida,2014-10-01,4,10,14
MOJOCOYA,vih,       n de personas con prueba rapida,2014-10-01,2,0,2
MONTEAGUDO,vih,       n de personas con prueba rapida,2014-10-01,19,58,77
MONTERO,vih,       n de personas con prueba rapida,2014-10-01,33,86,119
MOROCHATA,vih,       n de personas con prueba rapida,2014-10-01,17,15,32
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de personas con prueba rapida,2014-10-01,8,4,12
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de personas con prueba rapida,2014-10-01,0,3,3
OMEREQUE,vih,       n de personas con prueba rapida,2014-10-01,1,2,3
ORURO,vih,       n de personas con prueba rapida,2014-10-01,66,641,707
PADCAYA,vih,       n de personas con prueba rapida,2014-10-01,1,26,27
PADILLA,vih,       n de personas con prueba rapida,2014-10-01,0,6,6
PAILON,vih,       n de personas con prueba rapida,2014-10-01,17,176,193
PAMPA GRANDE,vih,       n de personas con prueba rapida,2014-10-01,1,0,1
PATACAMAYA,vih,       n de personas con prueba rapida,2014-10-01,11,19,30
POROMA,vih,       n de personas con prueba rapida,2014-10-01,3,1,4
PORONGO,vih,       n de personas con prueba rapida,2014-10-01,2,14,16
PORTACHUELO,vih,       n de personas con prueba rapida,2014-10-01,4,11,15
PORVENIR,vih,       n de personas con prueba rapida,2014-10-01,3,12,15
POTOSI,vih,       n de personas con prueba rapida,2014-10-01,11,124,135
PRESTO,vih,       n de personas con prueba rapida,2014-10-01,0,3,3
PUCARANI,vih,       n de personas con prueba rapida,2014-10-01,0,1,1
PUERTO GONZALO MORENO,vih,       n de personas con prueba rapida,2014-10-01,8,18,26
PUERTO QUIJARRO,vih,       n de personas con prueba rapida,2014-10-01,0,6,6
PUERTO RICO,vih,       n de personas con prueba rapida,2014-10-01,0,23,23
PUERTO VILLARROEL,vih,       n de personas con prueba rapida,2014-10-01,30,55,85
PUNATA,vih,       n de personas con prueba rapida,2014-10-01,39,276,315
QUILLACOLLO,vih,       n de personas con prueba rapida,2014-10-01,1,5,6
QUIME,vih,       n de personas con prueba rapida,2014-10-01,3,2,5
RAVELO,vih,       n de personas con prueba rapida,2014-10-01,0,119,119
RIBERALTA,vih,       n de personas con prueba rapida,2014-10-01,19,39,58
ROBORE,vih,       n de personas con prueba rapida,2014-10-01,2,1,3
RURRENABAQUE,vih,       n de personas con prueba rapida,2014-10-01,7,38,45
SABAYA,vih,       n de personas con prueba rapida,2014-10-01,9,14,23
SACABA,vih,       n de personas con prueba rapida,2014-10-01,32,118,150
SACABAMBA,vih,       n de personas con prueba rapida,2014-10-01,2,0,2
SACACA,vih,       n de personas con prueba rapida,2014-10-01,1,1,2
SAIPINA,vih,       n de personas con prueba rapida,2014-10-01,2,4,6
SAMAIPATA,vih,       n de personas con prueba rapida,2014-10-01,6,3,9
SAN ANTONIO DE LOMERIO,vih,       n de personas con prueba rapida,2014-10-01,0,4,4
SAN BENITO,vih,       n de personas con prueba rapida,2014-10-01,1,26,27
SAN BORJA,vih,       n de personas con prueba rapida,2014-10-01,4,7,11
SAN CARLOS,vih,       n de personas con prueba rapida,2014-10-01,14,40,54
SAN IGNACIO,vih,       n de personas con prueba rapida,2014-10-01,3,35,38
SAN IGNACIO DE VELASCO,vih,       n de personas con prueba rapida,2014-10-01,19,198,217
SAN JAVIER(STC),vih,       n de personas con prueba rapida,2014-10-01,1,16,17
SAN JOSE DE CHIQUITOS,vih,       n de personas con prueba rapida,2014-10-01,17,25,42
SAN JUAN DE YAPACANI,vih,       n de personas con prueba rapida,2014-10-01,0,1,1
SAN JULIAN,vih,       n de personas con prueba rapida,2014-10-01,9,41,50
SAN LORENZO(PND),vih,       n de personas con prueba rapida,2014-10-01,0,17,17
SAN LORENZO(TJA),vih,       n de personas con prueba rapida,2014-10-01,0,28,28
SAN LUCAS,vih,       n de personas con prueba rapida,2014-10-01,61,47,108
SAN MATIAS,vih,       n de personas con prueba rapida,2014-10-01,2,49,51
SAN MIGUEL DE VELASCO,vih,       n de personas con prueba rapida,2014-10-01,1,2,3
SAN PEDRO,vih,       n de personas con prueba rapida,2014-10-01,2,22,24
SAN PEDRO DE BUENA VISTA,vih,       n de personas con prueba rapida,2014-10-01,0,4,4
SAN RAFAEL,vih,       n de personas con prueba rapida,2014-10-01,3,0,3
SAN RAMON SCZ,vih,       n de personas con prueba rapida,2014-10-01,2,0,2
SANTA ANA,vih,       n de personas con prueba rapida,2014-10-01,0,3,3
SANTA CRUZ DE LA SIERRA,vih,       n de personas con prueba rapida,2014-10-01,710,2893,3603
SANTA ROSA DEL SARA,vih,       n de personas con prueba rapida,2014-10-01,1,1,2
SANTIVAÑES,vih,       n de personas con prueba rapida,2014-10-01,50,3,53
SENA,vih,       n de personas con prueba rapida,2014-10-01,1,17,18
SHINAOTA,vih,       n de personas con prueba rapida,2014-10-01,18,20,38
SICAYA,vih,       n de personas con prueba rapida,2014-10-01,3,5,8
SIPE SIPE,vih,       n de personas con prueba rapida,2014-10-01,1,1,2
SOPACHUY,vih,       n de personas con prueba rapida,2014-10-01,41,37,78
SUCRE,vih,       n de personas con prueba rapida,2014-10-01,571,348,919
TACOBAMBA,vih,       n de personas con prueba rapida,2014-10-01,0,4,4
TAPACARI,vih,       n de personas con prueba rapida,2014-10-01,0,5,5
TARABUCO,vih,       n de personas con prueba rapida,2014-10-01,10,5,15
TARIJA,vih,       n de personas con prueba rapida,2014-10-01,104,78,182
TARVITA,vih,       n de personas con prueba rapida,2014-10-01,2,10,12
TIPUANI,vih,       n de personas con prueba rapida,2014-10-01,4,1,5
TIQUIPAYA,vih,       n de personas con prueba rapida,2014-10-01,20,292,312
TOCO,vih,       n de personas con prueba rapida,2014-10-01,0,3,3
TOLATA,vih,       n de personas con prueba rapida,2014-10-01,0,1,1
TOMINA,vih,       n de personas con prueba rapida,2014-10-01,4,2,6
TOTORA(CBBA),vih,       n de personas con prueba rapida,2014-10-01,3,75,78
TOTORA(ORR),vih,       n de personas con prueba rapida,2014-10-01,1,1,2
TRINIDAD,vih,       n de personas con prueba rapida,2014-10-01,43,89,132
TUPIZA,vih,       n de personas con prueba rapida,2014-10-01,4,29,33
UNCIA,vih,       n de personas con prueba rapida,2014-10-01,0,24,24
URUBICHA,vih,       n de personas con prueba rapida,2014-10-01,73,86,159
UYUNI,vih,       n de personas con prueba rapida,2014-10-01,0,17,17
VACAS,vih,       n de personas con prueba rapida,2014-10-01,0,9,9
VALLEGRANDE,vih,       n de personas con prueba rapida,2014-10-01,3,9,12
VIACHA,vih,       n de personas con prueba rapida,2014-10-01,5,59,64
VILLA CHARCAS,vih,       n de personas con prueba rapida,2014-10-01,2,20,22
VILLA MONTES,vih,       n de personas con prueba rapida,2014-10-01,18,36,54
VILLA NUEVA (LOMA ALTA),vih,       n de personas con prueba rapida,2014-10-01,1,6,7
VILLA RIVERO,vih,       n de personas con prueba rapida,2014-10-01,0,9,9
VILLA SERRANO,vih,       n de personas con prueba rapida,2014-10-01,43,52,95
VILLA TUNARI,vih,       n de personas con prueba rapida,2014-10-01,21,48,69
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de personas con prueba rapida,2014-10-01,6,0,6
VILLAZON,vih,       n de personas con prueba rapida,2014-10-01,25,51,76
VINTO,vih,       n de personas con prueba rapida,2014-10-01,0,68,68
VITICHI,vih,       n de personas con prueba rapida,2014-10-01,0,4,4
WARNES,vih,       n de personas con prueba rapida,2014-10-01,5,13,18
YACUIBA,vih,       n de personas con prueba rapida,2014-10-01,23,38,61
YAMPARAEZ,vih,       n de personas con prueba rapida,2014-10-01,1,7,8
YAPACANI,vih,       n de personas con prueba rapida,2014-10-01,191,24,215
YOTALA,vih,       n de personas con prueba rapida,2014-10-01,0,13,13
YUNCHARA,vih,       n de personas con prueba rapida,2014-10-01,2,7,9
ZUDAÑEZ,vih,       n de personas con prueba rapida,2014-10-01,9,16,25
ACHACACHI,vih,       n de personas con prueba rapida,2014-11-01,6,7,13
AIQUILE,vih,       n de personas con prueba rapida,2014-11-01,3,9,12
ALCALA,vih,       n de personas con prueba rapida,2014-11-01,7,8,15
ANDAMARCA,vih,       n de personas con prueba rapida,2014-11-01,4,4,8
ANTEQUERA,vih,       n de personas con prueba rapida,2014-11-01,16,13,29
ARANI,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
ARBIETO,vih,       n de personas con prueba rapida,2014-11-01,2,1,3
ARQUE,vih,       n de personas con prueba rapida,2014-11-01,7,7,14
ASCENCION DE GUARAYOS,vih,       n de personas con prueba rapida,2014-11-01,37,133,170
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de personas con prueba rapida,2014-11-01,2,5,7
AZURDUY,vih,       n de personas con prueba rapida,2014-11-01,10,52,62
BERMEJO,vih,       n de personas con prueba rapida,2014-11-01,94,20,114
BETANZOS,vih,       n de personas con prueba rapida,2014-11-01,2,1,3
BOLPEBRA,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
CABEZAS,vih,       n de personas con prueba rapida,2014-11-01,0,21,21
"CAIZA ""D""",vih,       n de personas con prueba rapida,2014-11-01,3,7,10
CAMARGO,vih,       n de personas con prueba rapida,2014-11-01,45,115,160
CAMATAQUI (C. VILLA ABECIA),vih,       n de personas con prueba rapida,2014-11-01,0,5,5
CAMIRI,vih,       n de personas con prueba rapida,2014-11-01,13,151,164
CAPINOTA,vih,       n de personas con prueba rapida,2014-11-01,28,50,78
CARACOLLO,vih,       n de personas con prueba rapida,2014-11-01,24,40,64
CARAPARI,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
CARMEN RIVERO TORREZ,vih,       n de personas con prueba rapida,2014-11-01,26,14,40
CHALLAPATA,vih,       n de personas con prueba rapida,2014-11-01,3,149,152
CHAQUI,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
CHARAGUA,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
CHIMORE,vih,       n de personas con prueba rapida,2014-11-01,0,32,32
CHULUMANI (V. DE LA LIBERTAD),vih,       n de personas con prueba rapida,2014-11-01,16,11,27
CHUMA,vih,       n de personas con prueba rapida,2014-11-01,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,vih,       n de personas con prueba rapida,2014-11-01,3,10,13
CLIZA,vih,       n de personas con prueba rapida,2014-11-01,4,2,6
COBIJA,vih,       n de personas con prueba rapida,2014-11-01,21,25,46
COCHABAMBA,vih,       n de personas con prueba rapida,2014-11-01,113,504,617
COLCAPIRHUA,vih,       n de personas con prueba rapida,2014-11-01,20,33,53
COLPA BELGICA,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
COLQUIRI,vih,       n de personas con prueba rapida,2014-11-01,0,11,11
COMARAPA,vih,       n de personas con prueba rapida,2014-11-01,3,37,40
CORO CORO,vih,       n de personas con prueba rapida,2014-11-01,1,5,6
COROICO,vih,       n de personas con prueba rapida,2014-11-01,7,0,7
COTOCA,vih,       n de personas con prueba rapida,2014-11-01,4,7,11
CUEVO,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
CULPINA,vih,       n de personas con prueba rapida,2014-11-01,6,26,32
DESAGUADERO,vih,       n de personas con prueba rapida,2014-11-01,1,10,11
EL ALTO,vih,       n de personas con prueba rapida,2014-11-01,187,353,540
EL PUENTE(STC),vih,       n de personas con prueba rapida,2014-11-01,30,55,85
EL PUENTE(TJA),vih,       n de personas con prueba rapida,2014-11-01,2,1,3
EL TORNO,vih,       n de personas con prueba rapida,2014-11-01,50,137,187
EL VILLAR,vih,       n de personas con prueba rapida,2014-11-01,2,0,2
ENTRE RIOS CBBA,vih,       n de personas con prueba rapida,2014-11-01,4,61,65
ESCOMA,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
EUREKA (SANTOS MERCADO),vih,       n de personas con prueba rapida,2014-11-01,0,10,10
FERNANDEZ ALONSO,vih,       n de personas con prueba rapida,2014-11-01,6,16,22
FILADELFIA,vih,       n de personas con prueba rapida,2014-11-01,13,8,21
GENERAL SAAVEDRA,vih,       n de personas con prueba rapida,2014-11-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de personas con prueba rapida,2014-11-01,0,1,1
GUANAY,vih,       n de personas con prueba rapida,2014-11-01,19,7,26
GUAYARAMERIN,vih,       n de personas con prueba rapida,2014-11-01,97,1760,1857
HUACARETA,vih,       n de personas con prueba rapida,2014-11-01,0,5,5
HUACAYA (VILLA DE HUACAYA),vih,       n de personas con prueba rapida,2014-11-01,0,4,4
HUACHACALLA,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
HUANUNI,vih,       n de personas con prueba rapida,2014-11-01,9,3,12
ICLA,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
INCAHUASI,vih,       n de personas con prueba rapida,2014-11-01,1,10,11
IRUPANA (VILLA DE LANZA),vih,       n de personas con prueba rapida,2014-11-01,1,1,2
LA GUARDIA,vih,       n de personas con prueba rapida,2014-11-01,46,146,192
LA PAZ,vih,       n de personas con prueba rapida,2014-11-01,254,1315,1569
LLALLAGUA,vih,       n de personas con prueba rapida,2014-11-01,6,193,199
MACHARETI,vih,       n de personas con prueba rapida,2014-11-01,3,13,16
MAIRANA,vih,       n de personas con prueba rapida,2014-11-01,1,1,2
MAPIRI,vih,       n de personas con prueba rapida,2014-11-01,5,0,5
MINEROS,vih,       n de personas con prueba rapida,2014-11-01,2,0,2
MIZQUE,vih,       n de personas con prueba rapida,2014-11-01,4,16,20
MOJINETE,vih,       n de personas con prueba rapida,2014-11-01,11,6,17
MONTEAGUDO,vih,       n de personas con prueba rapida,2014-11-01,47,89,136
MONTERO,vih,       n de personas con prueba rapida,2014-11-01,13,26,39
MOROCHATA,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
OCURI,vih,       n de personas con prueba rapida,2014-11-01,0,22,22
OMEREQUE,vih,       n de personas con prueba rapida,2014-11-01,0,2,2
ORURO,vih,       n de personas con prueba rapida,2014-11-01,84,445,529
PADCAYA,vih,       n de personas con prueba rapida,2014-11-01,2,28,30
PADILLA,vih,       n de personas con prueba rapida,2014-11-01,20,37,57
PAILON,vih,       n de personas con prueba rapida,2014-11-01,25,45,70
PASORAPA,vih,       n de personas con prueba rapida,2014-11-01,2,2,4
POCONA,vih,       n de personas con prueba rapida,2014-11-01,0,2,2
POROMA,vih,       n de personas con prueba rapida,2014-11-01,0,3,3
PORONGO,vih,       n de personas con prueba rapida,2014-11-01,12,29,41
PORTACHUELO,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
PORVENIR,vih,       n de personas con prueba rapida,2014-11-01,0,2,2
POTOSI,vih,       n de personas con prueba rapida,2014-11-01,44,152,196
PUCARANI,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
PUERTO GONZALO MORENO,vih,       n de personas con prueba rapida,2014-11-01,15,23,38
PUERTO QUIJARRO,vih,       n de personas con prueba rapida,2014-11-01,13,13,26
PUERTO RICO,vih,       n de personas con prueba rapida,2014-11-01,0,259,259
PUERTO SUAREZ,vih,       n de personas con prueba rapida,2014-11-01,0,3,3
PUERTO VILLARROEL,vih,       n de personas con prueba rapida,2014-11-01,24,57,81
PUNA,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
PUNATA,vih,       n de personas con prueba rapida,2014-11-01,15,198,213
QUILLACOLLO,vih,       n de personas con prueba rapida,2014-11-01,2,4,6
QUIME,vih,       n de personas con prueba rapida,2014-11-01,8,6,14
