,group,variable,month,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
MAIRANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,32.0,32.0
MAPIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,5.0,5.0
MIZQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,7.0,17.0,24.0
MOJOCOYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,6.0,6.0
MONTEAGUDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,6.0,86.0,92.0
MONTERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,404.0,630.0,1034.0
NACEBE (SANTA ROSA DEL ABUNA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,2.0,8.0,10.0
NUEVO MANOA (NUEVA ESPERANZA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,6.0,15.0,21.0
OMEREQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,2.0,2.0
ORURO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,171.0,441.0,612.0
PADCAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,11.0,11.0
PADILLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,2.0,22.0,24.0
PAILON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,5.0,98.0,103.0
PAMPA GRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,21.0,21.0
PATACAMAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,7.0,0.0,7.0
PAZÑA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,3.0,2.0,5.0
PORCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,2.0,8.0,10.0
POROMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,12.0,12.0
PORTACHUELO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,4.0,7.0,11.0
POTOSI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,14.0,111.0,125.0
PRESTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,7.0,8.0
PUCARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,22.0,22.0
PUERTO GONZALO MORENO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,36.0,65.0,101.0
PUERTO RICO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,27.0,28.0
PUERTO VILLARROEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,10.0,305.0,315.0
PUNATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,7.0,129.0,136.0
QUILLACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,0.0,1.0
QUIME,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,6.0,14.0,20.0
REYES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,12.0,12.0
RIBERALTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,14.0,545.0,559.0
ROBORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,6.0,50.0,56.0
RURRENABAQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,66.0,66.0
SACABA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,7.0,449.0,456.0
SAMAIPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,16.0,17.0
SAN BENITO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,2.0,17.0,19.0
SAN BORJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,28.0,28.0
SAN CARLOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,10.0,48.0,58.0
SAN IGNACIO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,3.0,26.0,29.0
SAN IGNACIO DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,18.0,41.0,59.0
SAN JAVIER(BNI),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,2.0,2.0
SAN JAVIER(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,2.0,28.0,30.0
SAN JOSE DE CHIQUITOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,140.0,263.0,403.0
SAN JUAN DE YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,19.0,19.0
SAN JULIAN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,3.0,122.0,125.0
SAN LORENZO(PND),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,7.0,7.0
SAN LORENZO(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,3.0,31.0,34.0
SAN LUCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,43.0,43.0
SAN MATIAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,11.0,12.0
SAN MIGUEL DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,16.0,16.0
SAN PEDRO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,5.0,26.0,31.0
SAN PEDRO DE BUENA VISTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,12.0,12.0
SAN RAFAEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,9.0,10.0
SANTA ANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,47.0,48.0
SANTA CRUZ DE LA SIERRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,165.0,1345.0,1510.0
SANTA ROSA DEL SARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,29.0,29.0
SANTIVAÑES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,2.0,2.0
SENA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,6.0,6.0
SHINAOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,31.0,44.0,75.0
SICAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,5.0,4.0,9.0
SIPE SIPE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,6.0,7.0
SOPACHUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,11.0,11.0
SUCRE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,156.0,745.0,901.0
TAPACARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,8.0,9.0,17.0
TARABUCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,22.0,22.0
TARIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,67.0,216.0,283.0
TARVITA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,3.0,31.0,34.0
TEOPONTE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,5.0,18.0,23.0
TIQUIPAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,57.0,198.0,255.0
TOCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,7.0,7.0
TOMAVE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,3.0,3.0
TOMINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,2.0,5.0,7.0
TOTORA(CBBA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,66.0,67.0
TOTORA(ORR),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,1.0,2.0
TRIGAL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,1.0,1.0
TRINIDAD,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,135.0,103.0,238.0
TUPIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,32.0,32.0
UNCIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,11.0,12.0
URIONDO (A. CONCEPCION),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,3.0,3.0
URUBICHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,18.0,53.0,71.0
VACAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,4.0,4.0
VALLEGRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,7.0,7.0
VIACHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,10.0,29.0,39.0
VILLA CHARCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,1.0,37.0,38.0
VILLA MONTES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,41.0,41.0
VILLA RIVERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,4.0,5.0,9.0
VILLA SERRANO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,5.0,88.0,93.0
VILLA TUNARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,69.0,584.0,653.0
VILLA VACA GUZMAN (MUYUPAMPA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,4.0,38.0,42.0
VILLAZON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,9.0,68.0,77.0
VITICHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,14.0,14.0
WARNES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,13.0,215.0,228.0
YACUIBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,28.0,162.0,190.0
YAMPARAEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,17.0,17.0
YANACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,8.0,19.0,27.0
YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,2.0,6.0,8.0
YOTALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,0.0,14.0,14.0
YUNCHARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,4.0,16.0,20.0
ZUDAÑEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-02-01,10.0,36.0,46.0
ACHACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,2.0,58.0,60.0
AIQUILE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,2.0,12.0,14.0
ALCALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,8.0,9.0
ANCORAIMES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,4.0,4.0
APOLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,3.0,2.0,5.0
ARAMPAMPA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,6.0,18.0,24.0
ARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,27.0,27.0
ARBIETO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,3.0,38.0,41.0
ARQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,52.0,49.0,101.0
ASCENCION DE GUARAYOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,37.0,174.0,211.0
ATOCHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,5.0,6.0
AYOPAYA (V. DE INDEPENDENCIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,1.0,1.0
AZURDUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,31.0,31.0
BELEN DE ANDAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,2.0,2.0
BELLA FLOR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,0.0,1.0
BERMEJO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,2.0,45.0,47.0
BETANZOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,3.0,3.0
BOLPEBRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,5.0,5.0
BUENA VISTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,31.0,31.0
CABEZAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,4.0,24.0,28.0
"CAIZA ""D""",vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,14.0,14.0
CAMARGO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,2.0,56.0,58.0
CAMATAQUI (C. VILLA ABECIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,9.0,10.0
CAPINOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,4.0,11.0,15.0
CARACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,8.0,35.0,43.0
CARANAVI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,34.0,145.0,179.0
CARAPARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,22.0,23.0
CARMEN RIVERO TORREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,12.0,12.0
CHALLAPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,2.0,2.0,4.0
CHIMORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,21.0,21.0
CHUMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,1.0,2.0
CKOCHAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,4.0,4.0
CLIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,85.0,85.0
COBIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,8.0,334.0,342.0
COCHABAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,64.0,574.0,638.0
COIPASA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,2.0,2.0
COMARAPA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,3.0,3.0,6.0
CONCEPCION,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,1.0,2.0
CORO CORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,3.0,9.0,12.0
COTOCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,4.0,67.0,71.0
CUEVO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,6.0,6.0
CULPINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,5.0,50.0,55.0
DESAGUADERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,2.0,11.0,13.0
EL ALTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,199.0,2229.0,2428.0
EL PUENTE(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,49.0,86.0,135.0
EL PUENTE(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,15.0,15.0
EL TORNO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,153.0,303.0,456.0
EL VILLAR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,1.0,2.0
ENTRE RIOS TRJ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,4.0,4.0
ENTRE RIOS CBBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,8.0,63.0,71.0
ESCOMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,0.0,14.0,14.0
EUCALIPTUS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,1.0,16.0,17.0
EUREKA (SANTOS MERCADO),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,6.0,16.0,22.0
FERNANDEZ ALONSO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-03-01,14.0,37.0,51.0
