,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,52,18,52,18,70
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,8,6,8,6,14
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,14,13,14,13,27
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,18,17,18,17,35
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,320,31,320,31,351
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,5,0,5,0,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,9,15,9,15,24
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,10,7,10,7,17
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,5,12,5,12,17
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,29,22,29,22,51
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,19,8,19,8,27
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,4,7,4,7,11
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,9,0,9,0,9
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,269,6,269,6,275
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,12,12,12,12,24
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,12,7,12,7,19
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,12,9,12,9,21
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,5,8,5,8,13
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,12,5,12,5,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,81,8,81,8,89
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,34,20,34,20,54
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,7,1,7,1,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,5,0,5,0,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,4,0,4,0,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,6,7,6,7,13
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,6,6,6,6,12
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,10,0,10,0,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,29,9,29,9,38
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,5,5,5,5,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,148,25,148,25,173
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,75,19,75,19,94
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,1,1,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,0,15,0,15,15
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,21,2,21,2,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,18,1,18,1,19
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,13,2,13,2,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,13,4,13,4,17
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,2,3,2,3,5
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,14,2,14,2,16
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,84,1,84,1,85
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,4,12,4,12,16
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,12,10,12,10,22
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,38,9,38,9,47
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,3,1,3,1,4
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,12,7,12,7,19
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,75,29,75,29,104
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,9,1,9,1,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,53,5,53,5,58
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,78,1,78,1,79
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,10,5,10,5,15
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,103,32,103,32,135
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,6,2,6,2,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,132,10,132,10,142
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,3,0,3,0,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,6,0,6,0,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,58,14,58,14,72
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,6,8,6,8,14
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,8,3,8,3,11
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,4,9,4,9,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-01-01,0,9,0,9,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,1,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,29,44,29,44,73
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,12,7,12,7,19
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,12,15,12,15,27
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,8,7,8,7,15
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,5,2,5,7
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,15,3,15,3,18
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,19,2,19,21
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,0,4,0,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,13,4,13,17
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,17,9,17,9,26
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,9,0,9,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,3,10,3,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,12,1,12,13
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,5,0,5,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,68,1,68,1,69
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,18,3,18,3,21
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,7,1,7,8
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,8,4,8,12
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,13,2,13,2,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,28,28,28,28,56
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,8,7,8,7,15
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,19,9,19,9,28
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,5,0,5,0,5
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,4,0,4,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,49,3,49,3,52
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,31,16,31,16,47
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,12,8,12,8,20
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,3,0,3,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,7,1,7,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,5,12,5,12,17
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,15,100,15,100,115
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,5,6,5,6,11
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,10,2,10,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,1,10,1,11
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,11,10,11,10,21
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,3,10,3,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,0,3,0,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,45,13,45,13,58
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,23,6,23,6,29
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,6,2,6,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,26,5,26,5,31
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,63,33,63,33,96
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,15,3,15,18
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,8,0,8,8
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,5,1,5,6
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,38,30,38,30,68
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,10,0,10,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,24,79,24,79,103
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,19,10,19,10,29
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,31,0,31,0,31
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,14,12,14,12,26
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,12,1,12,1,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,15,0,15,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,25,17,25,17,42
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,16,10,16,10,26
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,80,8,80,8,88
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,30,4,30,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,917,65,917,65,982
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,72,4,72,4,76
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,11,6,11,6,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,34,1,34,1,35
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,8,7,8,15
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,13,60,13,60,73
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,6,7,6,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,31,26,31,26,57
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,18,2,18,2,20
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,3,0,3,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,25,15,25,15,40
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,9,7,9,16
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,18,1,18,19
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,7,0,7,7
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,7,10,7,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,6,2,6,2,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,17,14,17,14,31
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,66,26,66,26,92
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,29,17,29,17,46
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,1,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,1,3,1,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,16,17,16,17,33
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,2,2,2,4
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,2,1,2,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1251,68,1251,68,1319
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,12,2,12,14
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,18,7,18,7,25
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,11,8,11,8,19
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,62,17,62,17,79
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,4,3,4,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,27,17,27,17,44
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,33,15,33,15,48
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,2,3,2,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,5,2,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,34,5,34,5,39
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,20,21,20,21,41
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,12,7,12,19
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,11,16,11,16,27
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,6,2,6,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,50,38,50,38,88
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,20,9,20,9,29
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,12,3,12,3,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,22,0,22,0,22
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,6,4,6,4,10
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,8,1,8,9
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,0,7,0,7
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,6,8,6,8,14
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,6,6,6,6,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,11,10,11,21
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,21,0,21,21
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,8,4,8,4,12
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,11,2,11,2,13
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,11,11,11,11,22
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,60,22,60,22,82
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,100,12,100,12,112
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1153,150,1153,150,1303
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,5,9,5,9,14
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,13,8,13,8,21
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,8,1,8,9
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,1,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,34,24,34,24,58
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,1,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,8,28,8,28,36
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,7,4,7,11
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,0,3,0,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,3,10,3,13
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,24,14,24,14,38
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,19,1,19,1,20
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,2,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,15,10,15,10,25
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,9,10,9,10,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,33,16,33,16,49
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,29,20,29,20,49
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,8,10,8,18
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,1,3,1,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,4,3,4,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,13,11,13,11,24
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,139,18,139,18,157
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,19,7,19,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,1,4,1,5
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,15,4,15,19
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,14,0,14,0,14
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,7,3,7,10
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,356,12,356,12,368
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,17,8,17,8,25
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,5,4,5,4,9
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,29,12,29,12,41
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,11,4,11,15
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,28,10,28,10,38
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,2,3,2,5
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,13,1,13,1,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,2,2,2,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,0,2,0,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,26,5,26,5,31
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,1,3,1,4
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,4,4,4,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,14,23,14,23,37
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,16,10,16,10,26
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,14,12,14,12,26
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,0,10,0,10
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,10,3,10,3,13
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,5,7,5,12
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,8,8,8,8,16
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,17,11,17,11,28
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,9,9,9,9,18
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,1,4,1,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,312,18,312,18,330
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,6,2,6,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,25,10,25,10,35
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,1,13,1,13,14
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,2,16,2,16,18
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,1,7,1,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,7,6,7,6,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,3,30,3,30,33
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,13,7,13,7,20
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-02-01,4,1,4,1,5
