,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,38,48,38,48,86
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,8,6,8,6,14
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,8,12,8,12,20
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,4,0,4,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,0,5,0,5
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,23,1,23,24
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,14,19,14,19,33
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,13,13,13,13,26
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,5,0,5,5
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,18,7,18,7,25
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,1,0,1,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,12,0,12,0,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,133,0,133,0,133
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,11,0,11,0,11
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,6,0,6,6
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,8,2,8,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,2,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,27,27,27,27,54
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,5,5,5,10
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,7,5,7,12
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,0,5,0,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,7,0,7,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,44,14,44,14,58
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,13,4,13,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,11,4,11,15
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,4,0,4,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,7,1,7,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,21,2,21,23
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,8,120,8,120,128
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,6,5,6,11
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,14,0,14,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,0,4,0,4
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,1,4,1,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,9,7,9,16
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,19,1,19,1,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,0,3,0,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,61,21,61,21,82
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,37,15,37,15,52
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,5,0,5,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,17,2,17,2,19
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,29,4,29,4,33
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,25,0,25,25
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,6,0,6,6
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,14,0,14,14
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,28,26,28,26,54
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,6,0,6,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,25,85,25,85,110
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,11,15,11,15,26
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,29,0,29,0,29
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,16,12,16,12,28
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,11,0,11,0,11
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,23,15,23,15,38
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,29,13,29,13,42
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,96,23,96,23,119
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,9,28,9,28,37
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1200,9,1200,9,1209
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,38,5,38,5,43
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,8,2,8,10
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,17,0,17,0,17
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,11,7,11,7,18
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,24,4,24,28
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,9,3,9,12
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,32,25,32,25,57
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,22,7,22,7,29
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,3,0,3,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,31,21,31,21,52
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,23,2,23,25
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,7,0,7,7
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,4,1,4,5
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,2,3,2,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,18,5,18,23
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,88,28,88,28,116
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,60,24,60,24,84
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,3,0,3,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,5,2,5,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,15,14,15,14,29
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,900,20,900,20,920
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,11,3,11,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,61,34,61,34,95
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,4,3,4,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,12,4,12,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,36,13,36,13,49
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,7,0,7,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,21,7,21,7,28
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,24,23,24,23,47
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,15,5,15,20
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,10,21,10,21,31
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,5,4,5,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,78,78,78,78,156
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,11,7,11,18
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,5,5,5,10
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,0,3,0,3
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,7,3,7,10
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,16,2,16,18
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,5,5,5,10
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,8,0,8,8
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,4,2,4,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,3,4,3,7
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,24,0,24,24
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,4,7,4,11
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,10,11,10,11,21
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,65,24,65,24,89
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,112,13,112,13,125
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,668,40,668,40,708
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,5,5,5,10
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,13,10,13,10,23
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,4,1,4,5
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,1,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,91,25,91,25,116
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,1,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,8,9,8,9,17
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,7,4,7,11
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,0,5,0,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,13,7,13,7,20
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,30,34,30,34,64
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,39,4,39,4,43
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,2,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,14,9,14,9,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,40,25,40,25,65
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,39,15,39,15,54
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,7,7,7,14
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,6,4,6,4,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,21,15,21,15,36
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,184,29,184,29,213
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,4,1,4,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,4,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,2,2,2,4
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,14,0,14,14
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,18,0,18,0,18
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,8,0,8,8
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,295,6,295,6,301
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,21,16,21,16,37
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,2,5,2,7
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,34,24,34,24,58
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,11,12,11,12,23
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,10,0,10,0,10
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,32,4,32,4,36
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,3,2,3,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,20,0,20,0,20
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,2,0,2,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,1,2,1,3
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,15,8,15,8,23
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,9,1,9,10
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,10,19,10,19,29
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,9,0,9,0,9
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,6,5,6,11
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,4,1,4,5
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,13,5,13,18
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,24,12,24,12,36
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,9,11,9,11,20
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,1,4,1,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,385,7,385,7,392
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,10,0,10,0,10
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,14,0,14,14
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,16,2,16,18
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,1,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,1,5,1,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,32,2,32,34
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,8,13,8,13,21
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,40,9,40,9,49
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,29,6,29,6,35
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,31,3,31,34
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,80,10,80,10,90
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,97,10,97,10,107
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,8,0,8,8
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,1,2,1,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,7,0,7,7
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,15,2,15,2,17
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,167,78,167,78,245
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,22,1,22,1,23
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,159,10,159,10,169
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,18,20,18,20,38
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,6,0,6,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,9,4,9,13
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,23,5,23,28
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,16,22,16,22,38
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,6,0,6,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,16,29,16,29,45
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,8,13,8,13,21
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,90,84,90,84,174
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,8,4,8,4,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,31,17,31,17,48
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,21,25,21,25,46
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,144,52,144,52,196
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,20,2,20,22
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,54,23,54,23,77
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,50,0,50,0,50
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,14,7,14,7,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,70,104,70,104,174
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,16,23,16,23,39
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,65,52,65,52,117
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,3,7,3,10
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,17,24,17,24,41
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,21,14,21,14,35
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,16,2,16,2,18
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,5,6,5,6,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,21,1,21,1,22
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2347,356,2347,356,2703
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,21,0,21,0,21
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,20,41,20,41,61
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,2,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,5,0,5,5
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,3,12,3,12,15
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,5,0,5,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,9,0,9,9
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,8,0,8,8
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,32,0,32,0,32
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,13,13,13,13,26
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,10,0,10,10
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,66,23,66,23,89
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,17,0,17,17
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,11,1,11,12
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,12,32,12,32,44
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,228,42,228,42,270
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,0,2,0,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,6,0,6,0,6
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,16,9,16,9,25
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,9,7,9,16
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,26,22,26,22,48
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,3,0,3,3
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,19,7,19,7,26
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,337,18,337,18,355
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,15,34,15,34,49
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,0,2,0,2
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,11,7,11,18
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,20,29,20,29,49
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,4,15,4,15,19
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,94,0,94,0,94
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,31,47,31,47,78
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,5,2,5,7
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,6,0,6,6
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,3,7,3,10
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,7,4,7,4,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,20,6,20,6,26
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,7,2,7,9
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,219,23,219,23,242
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,58,41,58,41,99
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,1,2,1,3
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,0,11,0,11,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,1,2,1,3
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-02-01,2,17,2,17,19
