,group,variable,month,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
LAJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,3,1,3,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,2,0,2,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
MALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,3,0,3,3
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,6,2,6,8
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,5,2,5,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,3,0,3,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,75,7,75,7,82
OCURI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,4,0,4,4
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,1,4,1,5
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2,0,2
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,13,0,13,0,13
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,19,0,19,0,19
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,1,2,1,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,4,1,4,5
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,1,1,1,2
PORONGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,3,2,3,5
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,45,5,45,5,50
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,3,0,3,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,15,0,15,0,15
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,6,0,6,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3,0,3
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,15,9,15,9,24
QUIME,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,35,2,35,37
REYES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,18,0,18,0,18
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,17,3,17,3,20
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,6,0,6,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,7,0,7,0,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,2,1,2,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,14,0,14,0,14
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,2,2,2,4
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,14,0,14,0,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,17,17,17,17,34
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,7,2,7,2,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,5,4,5,9
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,3,3,3,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,295,11,295,11,306
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,7,0,7,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,1,2,1,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,4,3,4,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,6,3,6,3,9
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,7,0,7,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,8,17,8,17,25
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,7,5,7,5,12
SICAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,5,0,5,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2,0,2
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,2,3,2,5
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,20,7,20,7,27
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,5,0,5,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,17,4,17,4,21
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,12,3,12,3,15
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,0,4,0,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,12,0,12,12
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,16,2,16,2,18
UMALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,18,4,18,22
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,6,1,6,1,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,8,0,8,0,8
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,1,3,1,4
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,26,3,26,3,29
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,34,0,34,0,34
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,2,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,24,0,24,0,24
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,0,4,0,4
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,5,0,5,0,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,18,0,18,0,18
ARQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,0,7,0,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,6,1,6,1,7
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
AYATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,3,3,3,6
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,8,2,8,2,10
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,15,15,15,15,30
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,3,1,3,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,8,5,8,5,13
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,11,3,11,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,6,0,6,6
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,9,3,9,12
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,8,0,8,0,8
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,2,0,2,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,54,7,54,7,61
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,2,1,2,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,18,2,18,2,20
CHUMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,3,7,3,10
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,118,1,118,1,119
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4,0,4
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,0,7,0,7
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,7,4,7,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,38,14,38,14,52
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,3,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,22,3,22,3,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,4,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,0,7,0,7
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,3,0,3,3
ICLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,8,0,8,0,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,162,0,162,0,162
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,4,3,4,7
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,3,4,3,7
MALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,2,2,2,4
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,48,14,48,14,62
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,12,1,12,1,13
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,18,5,18,5,23
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,4,4,4,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,0,3,0,3
POCONA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,11,1,11,1,12
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,3,3,3,6
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,11,0,11,0,11
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,3,2,3,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,5,3,5,8
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,9,3,9,3,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,34,2,34,2,36
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4,0,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,11,5,11,5,16
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,3,0,3,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,16,1,16,1,17
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,3,9,3,9,12
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,17,11,17,11,28
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,10,10,10,10,20
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,5,0,5,0,5
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,8,0,8,0,8
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,15,0,15,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,6,13,6,13,19
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,223,4,223,4,227
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,5,1,5,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,5,4,5,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,5,3,5,3,8
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,6,1,6,1,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4,0,4
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,13,9,13,9,22
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,1,4,1,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,9,0,9,0,9
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,7,7,7,14
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,50,1,50,1,51
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,8,7,8,7,15
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,16,11,16,11,27
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4,0,4
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,1,7,1,8
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,7,7,7,14
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,19,11,19,11,30
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,2,2,2,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,1,2,1,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,17,0,17,0,17
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,5,9,5,9,14
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,1,1,1,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,11,3,11,3,14
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,31,3,31,3,34
