,group,variable,month,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,8,6,8,6,14
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,11,3,11,14
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,9,3,9,12
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,8,0,8,0,8
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,2,0,2,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,54,7,54,7,61
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,2,1,2,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,18,2,18,2,20
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,7,4,7,4,11
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,106,3,106,3,109
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,3,3,3,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,4,0,4,0,4
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,7,0,7,0,7
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,4,7,4,7,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,26,14,26,14,40
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,3,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,22,3,22,3,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,8,0,8,0,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,130,0,130,0,130
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,2,1,2,3
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,4,3,4,7
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,3,3,3,6
MALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,2,2,2,4
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,48,14,48,14,62
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,6,1,6,1,7
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,18,5,18,5,23
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,15,0,15,0,15
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,4,4,4,4,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,0,3,0,3
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,15,3,15,3,18
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,3,3,3,6
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,0,3,0,3
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,3,2,3,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,5,3,5,8
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,9,3,9,3,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,34,2,34,2,36
ROBORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,11,5,11,5,16
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,16,1,16,1,17
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,9,3,9,12
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,10,0,10,0,10
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,16,13,16,13,29
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,12,15,12,15,27
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,15,0,15,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,6,13,6,13,19
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,179,7,179,7,186
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,8,1,8,9
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,4,5,4,5,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,5,3,5,3,8
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,6,1,6,1,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,4,0,4,0,4
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,13,1,13,1,14
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,13,2,13,2,15
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,9,0,9,0,9
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,6,7,6,7,13
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,48,5,48,5,53
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,8,7,8,7,15
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,16,11,16,11,27
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,5,2,5,2,7
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,7,1,7,1,8
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,19,11,19,11,30
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,2,2,2,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,1,2,1,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,17,0,17,0,17
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,8,9,8,9,17
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,61,3,61,3,64
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,1,2,1,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,16,14,16,14,30
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,45,0,45,0,45
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,4,0,4,0,4
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,3,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,0,2,0,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,0,2,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,6,2,6,2,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,1,2,1,3
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,16,0,16,0,16
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,8,2,8,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,58,7,58,7,65
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,9,4,9,4,13
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,22,3,22,3,25
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,6,1,6,7
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,5,0,5,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,9,0,9,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,14,2,14,2,16
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,41,15,41,15,56
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,28,0,28,28
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,6,4,6,10
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,2,2,2,4
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,5,12,5,12,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,9,4,9,4,13
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,112,3,112,3,115
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,2,2,2,4
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,12,0,12,0,12
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,4,0,4,4
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,5,0,5,0,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,0,3,0,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,2,3,2,5
CURVA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,33,15,33,15,48
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,1,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,1,3,1,4
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,1,3,1,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,0,3,0,3
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,4,3,4,7
ICLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,1,2,1,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,144,27,144,27,171
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,21,0,21,0,21
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,4,1,4,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
MALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,1,4,1,5
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,0,4,0,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,1,2,1,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,68,3,68,3,71
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,12,0,12,0,12
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,1,2,1,3
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,23,4,23,4,27
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,0,3,0,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,1,4,1,5
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,2,1,2,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,0,3,0,3
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,3,0,3,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,9,0,9,0,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,9,4,9,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,7,0,7,0,7
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,5,4,5,9
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,1,2,1,3
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,16,0,16,0,16
ROBORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,15,6,15,6,21
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,3,2,3,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,6,6,6,6,12
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,0,4,0,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,7,1,7,1,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,0,3,0,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,9,2,9,2,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,16,12,16,12,28
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,7,10,7,10,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,7,0,7,7
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,6,3,6,9
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,149,9,149,9,158
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,3,0,3,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,0,4,0,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,0,3,0,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,1,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
