,group,variable,month,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,13,5,13,5,18
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,0,5,0,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,12,3,12,3,15
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,14,4,14,4,18
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,38,14,38,14,52
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,47,8,47,8,55
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,3,1,3,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,465,8,465,8,473
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,45,0,45,0,45
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,7,1,7,1,8
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,20,6,20,6,26
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,2,0,2,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,21,1,21,1,22
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,2,3,2,5
COROICO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,0,4,0,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,8,17,8,17,25
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,12,2,12,2,14
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,1,3,1,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
CULPINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,370,33,370,33,403
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,1,5,1,6
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,17,1,17,1,18
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,76,3,76,3,79
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,15,10,15,10,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,45,8,45,8,53
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,18,0,18,0,18
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,6,0,6,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,45,5,45,5,50
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,2,5,2,5,7
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,19,3,19,3,22
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,2,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,3,0,3,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,1,3,1,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,7,0,7,0,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,2,4,2,6
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,3,0,3,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,52,1,52,1,53
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,261,21,261,21,282
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,1,3,1,4
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,0,3,0,3
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,10,0,10,0,10
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,2,1,2,3
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,1,1,1,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,8,3,8,3,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,15,1,15,1,16
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,12,0,12,0,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,31,2,31,2,33
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,23,23,23,23,46
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,1,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,38,6,38,6,44
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,131,0,131,0,131
MORO MORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,3,1,3,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,2,4,2,4,6
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,21,5,21,5,26
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,4,5,4,9
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,209,122,209,122,331
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,14,0,14,0,14
PADILLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,3,3,3,6
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,2,9,2,9,11
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,6,0,6,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,11,0,11,0,11
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,0,3,0,3
POCOATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,10,14,10,14,24
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,0,4,0,4
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,9,1,9,10
PORONGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,197,13,197,13,210
PRESTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,4,1,4,5
PUCARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,2,1,2,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,13,1,13,14
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,3,0,3,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,7,4,7,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,9,1,9,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,0,3,0,3
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,20,0,20,0,20
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,51,10,51,10,61
PUNA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,1,5,1,6
PUNATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,25,0,25,0,25
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,84,107,84,107,191
QUIME,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,2,1,2,1,3
REYES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,9,0,9,0,9
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,16,0,16,0,16
ROBORE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,0,3,0,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,13,5,13,5,18
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,117,6,117,6,123
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,0,5,0,5
SACACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,9,6,9,6,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,13,0,13,0,13
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,6,3,6,3,9
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,11,11,11,11,22
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,11,7,11,7,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,31,8,31,8,39
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,24,5,24,5,29
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,61,0,61,0,61
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,17,34,17,34,51
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,25,2,25,2,27
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,17,0,17,0,17
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,8,3,8,11
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,30,3,30,3,33
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,8,3,8,3,11
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,24,1,24,1,25
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,13,4,13,4,17
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,2,4,2,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,9,3,9,3,12
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,6,4,6,10
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,20,0,20,0,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,724,22,724,22,746
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,8,0,8,0,8
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,20,6,20,6,26
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,8,0,8,0,8
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,4,1,4,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,1,3,1,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,38,6,38,6,44
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,6,0,6,6
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,179,13,179,13,192
TACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,4,4,4,8
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,3,0,3,3
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,2,3,2,5
TARATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,4,5,4,9
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,217,41,217,41,258
TARVITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,14,11,14,11,25
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,22,1,22,1,23
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,6,1,6,7
TOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,2,0,2,0,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,2,2,2,2,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,7,4,7,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,0,3,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,18,4,18,4,22
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,78,12,78,12,90
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,47,4,47,4,51
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,4,5,4,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,6,0,6,0,6
VACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,12,3,12,15
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,27,2,27,2,29
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,0,3,0,3
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,3,4,3,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,6,4,6,4,10
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,46,13,46,13,59
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,8,0,8,0,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,0,4,0,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,34,4,34,4,38
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,4,12,4,12,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,42,2,42,2,44
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,30,12,30,12,42
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,145,12,145,12,157
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,101,8,101,8,109
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,5,0,5,0,5
YOTALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,6,4,6,4,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,11,3,11,14
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-02-01,3,5,3,5,8
ACACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,4,0,4,0,4
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,11,12,11,12,23
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,17,18,17,18,35
ALALAY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,9,3,9,3,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,18,5,18,5,23
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,1,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,2,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,3,1,3,4
ARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,17,3,17,3,20
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,9,6,9,6,15
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,2,1,2,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,23,1,23,1,24
AYATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,5,8,5,8,13
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,7,2,7,2,9
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,1,1,1,2
BAURES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,4,0,4,0,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,23,7,23,7,30
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,11,0,11,0,11
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,4,4,4,4,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,4,0,4,0,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,47,1,47,1,48
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,3,0,3,0,3
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,2,4,2,4,6
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,0,2,0,2,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,22,5,22,5,27
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,2,0,2,0,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,6,3,6,3,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,13,2,13,2,15
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,9,2,9,2,11
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,4,3,4,3,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,21,0,21,0,21
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,0,3,0,3,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,22,4,22,4,26
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,2,2,2,2,4
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,4,8,4,8,12
CLIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,20,6,20,6,26
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,44,9,44,9,53
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,2,16,2,16,18
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,447,29,447,29,476
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,41,0,41,0,41
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,5,0,5,0,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,18,11,18,11,29
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,0,1,0,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,11,0,11,0,11
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,4,1,4,5
COROICO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,17,13,17,13,30
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,10,13,10,13,23
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,2,0,2,0,2
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,1,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,0,2,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,427,88,427,88,515
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,9,1,9,1,10
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,6,2,6,2,8
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,76,1,76,1,77
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-03-01,5,0,5,0,5
