,group,variable,month,TOTAL 18.9 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTAL 18.9 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,52,11,52,11,63
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,0,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,0,2,0,2
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,3,1,3,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,3,5,3,5,8
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,3,0,3,0,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,6,0,6,0,6
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,1,2,1,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,4,1,4,1,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,2,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,1,0,1,1
