,group,variable,month,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
OCURI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,6,6
ORURO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,559,559
PADCAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,25,25
PADILLA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,10,10
PAILON,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,103,103
PAMPA GRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,15,15
POCONA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,3,3
POOPO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,10,10
PORCO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1,1
POROMA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,14,14
PORTACHUELO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,58,58
PORVENIR,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,7,7
POTOSI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,114,114
PRESTO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,9,9
PUCARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,3,3
PUERTO GONZALO MORENO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,6,6
PUERTO PEREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1,1
PUERTO QUIJARRO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,5,5
PUERTO RICO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,22,22
PUERTO VILLARROEL,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,165,165
PUNA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,46,46
PUNATA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,127,127
QUILLACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,552,552
QUIRUSILLAS,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,2,2
RAVELO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,13,13
REYES,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,14,14
RIBERALTA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,566,566
ROBORE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,20,20
RURRENABAQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,31,31
SACABA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,425,425
SACABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1,1
SACACA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,5,5
SAIPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,19,19
SALINAS DE GARCI MENDOZA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,4,4
SAMAIPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,13,13
SAN BENITO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,18,18
SAN BORJA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,68,68
SAN BUENA VENTURA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,15,15
SAN CARLOS,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,75,75
SAN IGNACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,31,31
SAN IGNACIO DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,196,196
SAN JAVIER(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,20,20
SAN JOSE DE CHIQUITOS,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,62,62
SAN JUAN DE YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,9,9
SAN JULIAN,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,85,85
SAN LORENZO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,7,7
SAN LORENZO(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,31,31
SAN LUCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,62,62
SAN MIGUEL DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,21,21
SAN PEDRO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,10,10
SAN PEDRO DE BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,3,3
SAN PEDRO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,4,4
SAN RAFAEL,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,11,11
SAN RAMON BENI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,3,3
SAN RAMON SCZ,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,22,22
SANTA ANA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,57,57
SANTA CRUZ DE LA SIERRA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,2242,2242
SANTA ROSA DEL SARA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,30,30
SANTIVAÑES,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,9,9
SENA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1,1
SHINAOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,88,88
SICAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,4,4
SIPE SIPE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,103,103
SOPACHUY,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,15,15
SORATA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,14,14
SUCRE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1512,1512
TACACOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1,1
TACOPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,5,5
TAPACARI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,15,15
TARABUCO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,25,25
TARACO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,8,8
TARATA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,21,21
TARIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,280,280
TARVITA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,15,15
TEOPONTE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,14,14
TIAWANACU,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,10,10
TINGUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1,1
TIQUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,218,218
TIRAQUE (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,45,45
TOCO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,5,5
TOLATA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,6,6
TOMAVE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,8,8
TOMINA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,13,13
TOTORA(CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,62,62
TOTORA(ORR),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,2,2
TRIGAL,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,1,1
TRINIDAD,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,141,141
TUPIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,39,39
UNCIA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,17,17
URIONDO (A. CONCEPCION),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,2,2
URUBICHA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,18,18
UYUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,82,82
VALLEGRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,58,58
VIACHA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,107,107
VILLA CHARCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,23,23
VILLA MONTES,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,120,120
VILLA NUEVA (LOMA ALTA),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,5,5
VILLA SERRANO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,12,12
VILLA TUNARI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,269,269
VILLA VACA GUZMAN (MUYUPAMPA),vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,11,11
VILLAZON,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,145,145
VINTO,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,130,130
VITICHI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,2,2
YACUIBA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,52,52
YAMPARAEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,5,5
YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,164,164
YOTALA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,9,9
YUNCHARA,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,2,2
ZUDAÑEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-02-01,0,11,11
ACACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,7,7
ACHACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,91,91
AIQUILE,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,65,65
ALCALA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,9,9
ANCORAIMES,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,3,3
ANDAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,3,3
ARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,1,1
ARBIETO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,22,22
ASCENCION DE GUARAYOS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,116,116
ATOCHA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,12,12
AYOPAYA (V. DE INDEPENDENCIA),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,33,33
AZURDUY,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,31,31
BELEN DE URMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,2,2
BELLA FLOR,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,7,7
BERMEJO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,88,88
BETANZOS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,54,54
BOLPEBRA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,1,1
BOYUIBE,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,11,11
BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,2,2
CABEZAS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,42,42
"CAIZA ""D""",vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,17,17
CAMARGO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,46,46
CAMATAQUI (C. VILLA ABECIA),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,5,5
CAMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,186,186
CAPINOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,73,73
CARACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,39,39
CARANAVI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,122,122
CARAPARI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,38,38
CARMEN RIVERO TORREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,11,11
CHALLAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,148,148
CHAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,24,24
CHARAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,89,89
CHAYANTA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,11,11
CHIMORE,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,28,28
CHIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,7,7
CHULUMANI (V. DE LA LIBERTAD),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,35,35
CHUMA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,6,6
CHUQUIHUTA AYLLU JUCUMANI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,8,8
CKOCHAS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,11,11
CLIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,93,93
COBIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,205,205
COCAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,8,8
COCHABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,1008,1008
COLCAPIRHUA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,93,93
"COLCHA ""K""",vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,1,1
COLPA BELGICA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,13,13
COMARAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,24,24
CONCEPCION,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,48,48
CORO CORO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,9,9
COROICO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,51,51
CORQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,9,9
COTAGAITA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,4,4
COTOCA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,146,146
CUATRO CAÑADAS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,5,5
CUEVO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,10,10
CULPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,38,38
DESAGUADERO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,5,5
EL ALTO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,1886,1886
EL PUENTE(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,6,6
EL PUENTE(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,18,18
EL TORNO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,190,190
EL VILLAR,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,6,6
ENTRE RIOS TRJ,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,21,21
ENTRE RIOS CBBA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,44,44
ESCOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,7,7
EUCALIPTUS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,7,7
EUREKA (SANTOS MERCADO),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,9,9
FILADELFIA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,4,4
GENERAL SAAVEDRA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,42,42
GRAL. J.J. PEREZ (CHARAZANI),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,4,4
GUAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,9,9
GUAYARAMERIN,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,300,300
GUTIERREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,11,11
HUACARETA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,16,16
HUACAYA (VILLA DE HUACAYA),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,7,7
HUANUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,54,54
HUAYLLAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,8,8
ICLA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,17,17
INCAHUASI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,24,24
JESUS DE MACHACA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,1,1
LA ASUNTA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,8,8
LA GUARDIA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,199,199
LA PAZ,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,2013,2013
LAGUNILLAS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,8,8
LAS CARRERAS,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,1,1
LLALLAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,182,182
MACHACAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,7,7
MACHARETI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,23,23
MAIRANA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,38,38
MAPIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,26,26
MIZQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,54,54
MOJOCOYA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,17,17
MONTEAGUDO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,70,70
MONTERO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,405,405
MOROCHATA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,19,19
NACEBE (SANTA ROSA DEL ABUNA),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,5,5
OCURI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,8,8
ORURO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,761,761
PADCAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,31,31
PADILLA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,22,22
PAILON,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,16,16
PASORAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,4,4
POCONA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,6,6
PORCO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,27,27
POROMA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,26,26
PORONGO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,9,9
PORTACHUELO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,46,46
PORVENIR,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,17,17
POTOSI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,356,356
PRESTO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,16,16
PUCARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,19,19
PUERTO GONZALO MORENO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,18,18
PUERTO QUIJARRO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,36,36
PUERTO RICO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,18,18
PUERTO VILLARROEL,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,161,161
PUNA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,64,64
PUNATA,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,145,145
QUILLACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,584,584
QUIME,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,22,22
RAVELO,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,36,36
REYES,vih,total no de mujeres embarazadas con prueba rapida,2015-03-01,0,16,16
