,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,2,6,2,6,8
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,8,8,8,8,16
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,21,20,21,20,41
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,14,26,14,26,40
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,1,2,1,2,3
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,6,0,6,0,6
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,334,20,334,20,354
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,12,10,12,10,22
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,7,4,7,4,11
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,5,15,5,15,20
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,15,27,15,27,42
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,16,6,16,6,22
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,68,14,68,14,82
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,34,35,34,35,69
TITO YUPANQUI (PARQUIPUJIO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,4,1,4,1,5
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,1,7,1,7,8
TODOS SANTOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,1,1,1,1,2
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,1,2,1,2,3
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,5,1,5,1,6
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,4,5,4,5,9
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,3,3,3,3,6
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,7,8,7,8,15
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,6,11,6,11,17
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,4,2,4,2,6
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,1,0,1,0,1
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,142,7,142,7,149
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,61,22,61,22,83
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,4,0,4,0,4
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,0,4,0,4,4
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,9,16,9,16,25
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,19,9,19,9,28
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,0,21,0,21,21
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,13,7,13,7,20
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,4,10,4,10,14
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,24,6,24,6,30
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,57,73,57,73,130
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,3,5,3,5,8
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,52,18,52,18,70
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,0,5,0,5,5
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,10,6,10,6,16
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,90,21,90,21,111
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,9,5,9,5,14
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,69,11,69,11,80
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,72,41,72,41,113
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,5,12,5,12,17
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,89,38,89,38,127
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,2,8,2,8,10
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,136,7,136,7,143
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,4,8,4,8,12
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,8,5,8,5,13
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,27,34,27,34,61
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,1,8,1,8,9
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,8,10,8,10,18
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,1,8,1,8,9
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-01-01,2,2,2,2,4
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,13,0,13,13
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,21,115,21,115,136
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,26,4,26,30
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,30,30,30,30,60
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,2,0,2,2
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,29,2,29,31
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,1,4,1,5
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,0,1,0,1
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,14,2,14,16
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,24,11,24,35
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,7,4,7,11
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,7,3,7,10
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,7,14,7,14,21
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,7,7,7,7,14
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,82,21,82,21,103
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,6,3,6,3,9
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,6,0,6,6
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,15,0,15,15
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,8,5,8,5,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,30,11,30,41
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,8,14,8,14,22
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,7,15,7,15,22
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,7,3,7,3,10
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,31,20,31,20,51
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,16,18,16,18,34
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,4,10,4,14
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,6,0,6,6
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,6,0,6,6
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,12,14,12,14,26
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,15,8,15,8,23
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,10,1,10,11
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,21,4,21,25
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,16,5,16,5,21
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,4,1,4,5
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,10,4,10,14
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,12,13,12,13,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,5,5,5,10
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,24,7,24,7,31
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,16,12,16,12,28
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,7,1,7,8
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,14,13,14,13,27
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,81,47,81,47,128
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,21,11,21,32
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,19,5,19,24
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,4,0,4,4
CHACARILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,4,0,4,4
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,17,15,17,15,32
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,8,0,8,8
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,3,2,3,5
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,5,0,5,5
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,12,17,12,17,29
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,17,6,17,6,23
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,17,19,17,19,36
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,7,3,7,10
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,17,4,17,21
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,68,4,68,4,72
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,889,129,889,129,1018
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,1,2,1,3
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,53,8,53,8,61
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,2,10,2,12
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,1,3,1,4
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,14,5,14,5,19
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,13,3,13,3,16
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,20,70,20,70,90
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,9,5,9,14
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,7,20,7,20,27
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,6,3,6,9
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,18,7,18,7,25
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,6,0,6,6
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,22,1,22,1,23
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,8,22,8,22,30
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,16,7,16,7,23
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,13,0,13,13
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,14,4,14,18
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,2,3,2,5
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,23,9,23,32
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,40,4,40,4,44
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,23,11,23,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,0,2,0,2
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,2,4,2,6
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,23,9,23,32
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,2,4,2,6
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,5,1,5,6
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,11,0,11,11
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1115,154,1115,154,1269
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,3,5,3,8
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,6,10,6,16
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,9,11,9,20
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,46,11,46,11,57
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,4,1,4,5
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,16,11,16,11,27
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,30,16,30,16,46
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,1,10,1,11
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,9,11,9,20
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,0,4,0,4
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,19,18,19,18,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,10,9,10,19
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,13,10,13,23
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,45,24,45,24,69
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,21,19,21,19,40
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,8,6,8,6,14
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,34,1,34,1,35
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,2,0,2,2
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,9,1,9,10
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,7,2,7,9
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,15,19,15,19,34
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,23,3,23,26
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,16,5,16,21
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,23,9,23,32
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,11,10,11,21
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,50,41,50,41,91
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,47,4,47,4,51
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,996,93,996,93,1089
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,9,4,9,13
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,12,23,12,23,35
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,1,1,1,2
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,29,51,29,51,80
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,4,5,4,9
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,4,4,4,8
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,4,11,4,15
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,13,19,13,19,32
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,15,0,15,0,15
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,5,0,5,5
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,6,11,6,17
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,18,0,18,18
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,22,0,22,0,22
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,15,44,15,44,59
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,14,3,14,17
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,0,2,0,2
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,6,2,6,8
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,32,4,32,4,36
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,144,36,144,36,180
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,4,1,4,5
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,26,68,26,68,94
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,8,0,8,8
NAZACARA DE PACAJES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,26,9,26,35
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,11,12,11,12,23
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,7,4,7,11
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,220,21,220,21,241
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,14,10,14,10,24
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,2,9,2,11
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,29,94,29,94,123
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,15,1,15,16
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,29,21,29,21,50
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,2,9,2,11
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,4,3,4,7
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,3,2,3,5
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,13,27,13,27,40
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,7,1,7,1,8
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,7,1,7,8
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,6,40,6,40,46
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,8,23,8,23,31
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,18,12,18,12,30
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,2,3,2,5
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,9,9,9,18
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,6,13,6,13,19
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,12,2,12,14
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,19,2,19,2,21
PORVENIR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,14,0,14,14
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,1,1,1,2
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,280,74,280,74,354
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,14,4,14,18
PUCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,2,0,2,0,2
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,16,40,16,40,56
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,19,5,19,24
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,1,40,1,40,41
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,5,0,5,5
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,4,0,4,4
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,12,28,12,28,40
PUERTO RICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,10,10,10,20
PUERTO SILES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,7,0,7,0,7
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,18,0,18,0,18
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,79,26,79,26,105
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,23,62,23,62,85
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,34,5,34,5,39
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,0,1,0,1,1
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,140,36,140,36,176
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,4,5,4,5,9
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,5,22,5,22,27
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,6,10,6,16
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,109,97,109,97,206
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,10,2,10,2,12
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,6,3,6,3,9
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,3,1,3,1,4
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,144,58,144,58,202
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,8,7,8,7,15
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-02-01,9,30,9,30,39
