,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,TOTALES,TOTALES,TOTALES
TOCO,consulta externa,personas de 60 anos y mas,2009-01-01,23,36,6,12,29,48,77
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2009-01-01,5,7,0,1,5,8,13
TOLATA,consulta externa,personas de 60 anos y mas,2009-01-01,23,33,0,2,23,35,58
TOLEDO,consulta externa,personas de 60 anos y mas,2009-01-01,39,41,5,6,44,47,91
TOMAVE,consulta externa,personas de 60 anos y mas,2009-01-01,74,99,4,4,78,103,181
TOMINA,consulta externa,personas de 60 anos y mas,2009-01-01,78,124,8,3,86,127,213
TORO TORO,consulta externa,personas de 60 anos y mas,2009-01-01,21,69,1,2,22,71,93
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2009-01-01,17,18,3,5,20,23,43
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2009-01-01,21,30,0,0,21,30,51
TRIGAL,consulta externa,personas de 60 anos y mas,2009-01-01,19,45,0,1,19,46,65
TRINIDAD,consulta externa,personas de 60 anos y mas,2009-01-01,373,412,200,178,573,590,1163
TUPIZA,consulta externa,personas de 60 anos y mas,2009-01-01,212,376,46,46,258,422,680
TURCO,consulta externa,personas de 60 anos y mas,2009-01-01,35,37,0,1,35,38,73
UMALA,consulta externa,personas de 60 anos y mas,2009-01-01,8,19,0,1,8,20,28
UNCIA,consulta externa,personas de 60 anos y mas,2009-01-01,22,252,19,34,41,286,327
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2009-01-01,33,76,4,6,37,82,119
URUBICHA,consulta externa,personas de 60 anos y mas,2009-01-01,19,26,1,0,20,26,46
UYUNI,consulta externa,personas de 60 anos y mas,2009-01-01,309,364,49,59,358,423,781
VACAS,consulta externa,personas de 60 anos y mas,2009-01-01,33,45,3,7,36,52,88
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2009-01-01,267,305,157,205,424,510,934
VIACHA,consulta externa,personas de 60 anos y mas,2009-01-01,307,325,121,154,428,479,907
VILA VILA,consulta externa,personas de 60 anos y mas,2009-01-01,15,66,1,0,16,66,82
VILLA MONTES,consulta externa,personas de 60 anos y mas,2009-01-01,185,201,43,45,228,246,474
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2009-01-01,7,7,1,0,8,7,15
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2009-01-01,14,26,3,6,17,32,49
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2009-01-01,109,140,2,1,111,141,252
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2009-01-01,132,140,17,8,149,148,297
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2009-01-01,92,129,5,1,97,130,227
VILLAZON,consulta externa,personas de 60 anos y mas,2009-01-01,267,346,15,98,282,444,726
VINTO,consulta externa,personas de 60 anos y mas,2009-01-01,32,40,17,17,49,57,106
VITICHI,consulta externa,personas de 60 anos y mas,2009-01-01,54,105,2,7,56,112,168
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2009-01-01,10,12,0,2,10,14,24
WARNES,consulta externa,personas de 60 anos y mas,2009-01-01,313,274,30,30,343,304,647
YACO,consulta externa,personas de 60 anos y mas,2009-01-01,74,58,4,1,78,59,137
YACUIBA,consulta externa,personas de 60 anos y mas,2009-01-01,802,1019,289,393,1091,1412,2503
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2009-01-01,55,69,6,6,61,75,136
YANACACHI,consulta externa,personas de 60 anos y mas,2009-01-01,36,21,1,1,37,22,59
YAPACANI,consulta externa,personas de 60 anos y mas,2009-01-01,84,66,13,12,97,78,175
YOCALLA,consulta externa,personas de 60 anos y mas,2009-01-01,83,119,2,6,85,125,210
YOTALA,consulta externa,personas de 60 anos y mas,2009-01-01,37,94,2,19,39,113,152
YUNCHARA,consulta externa,personas de 60 anos y mas,2009-01-01,6,28,0,0,6,28,34
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2009-01-01,31,54,4,4,35,58,93
ACACIO,consulta externa,personas de 60 anos y mas,2009-02-01,15,39,1,0,16,39,55
ACHACACHI,consulta externa,personas de 60 anos y mas,2009-02-01,319,342,72,82,391,424,815
ACHOCALLA,consulta externa,personas de 60 anos y mas,2009-02-01,17,13,0,1,17,14,31
AIQUILE,consulta externa,personas de 60 anos y mas,2009-02-01,136,140,41,22,177,162,339
ALALAY,consulta externa,personas de 60 anos y mas,2009-02-01,4,7,0,0,4,7,11
ALCALA,consulta externa,personas de 60 anos y mas,2009-02-01,24,41,1,2,25,43,68
ANCORAIMES,consulta externa,personas de 60 anos y mas,2009-02-01,64,100,14,27,78,127,205
ANDAMARCA,consulta externa,personas de 60 anos y mas,2009-02-01,31,35,3,3,34,38,72
ANTEQUERA,consulta externa,personas de 60 anos y mas,2009-02-01,3,8,0,0,3,8,11
ANZALDO,consulta externa,personas de 60 anos y mas,2009-02-01,17,24,3,3,20,27,47
APOLO,consulta externa,personas de 60 anos y mas,2009-02-01,37,43,3,0,40,43,83
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2009-02-01,11,26,0,0,11,26,37
ARANI,consulta externa,personas de 60 anos y mas,2009-02-01,10,23,2,2,12,25,37
ARBIETO,consulta externa,personas de 60 anos y mas,2009-02-01,30,48,3,8,33,56,89
ARQUE,consulta externa,personas de 60 anos y mas,2009-02-01,18,28,0,0,18,28,46
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2009-02-01,51,36,4,3,55,39,94
ATOCHA,consulta externa,personas de 60 anos y mas,2009-02-01,17,24,0,0,17,24,41
AUCAPATA,consulta externa,personas de 60 anos y mas,2009-02-01,11,13,3,15,14,28,42
AYATA,consulta externa,personas de 60 anos y mas,2009-02-01,18,32,0,0,18,32,50
AYO AYO,consulta externa,personas de 60 anos y mas,2009-02-01,34,16,4,0,38,16,54
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2009-02-01,59,98,3,4,62,102,164
AZURDUY,consulta externa,personas de 60 anos y mas,2009-02-01,30,43,1,0,31,43,74
BATALLAS,consulta externa,personas de 60 anos y mas,2009-02-01,100,86,7,8,107,94,201
BAURES,consulta externa,personas de 60 anos y mas,2009-02-01,8,21,9,6,17,27,44
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2009-02-01,8,10,2,0,10,10,20
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2009-02-01,20,15,1,0,21,15,36
BELLA FLOR,consulta externa,personas de 60 anos y mas,2009-02-01,8,8,0,0,8,8,16
BERMEJO,consulta externa,personas de 60 anos y mas,2009-02-01,320,402,38,62,358,464,822
BETANZOS,consulta externa,personas de 60 anos y mas,2009-02-01,219,290,71,98,290,388,678
BOLIVAR,consulta externa,personas de 60 anos y mas,2009-02-01,14,25,2,1,16,26,42
BOLPEBRA,consulta externa,personas de 60 anos y mas,2009-02-01,6,5,5,0,11,5,16
BOYUIBE,consulta externa,personas de 60 anos y mas,2009-02-01,21,26,4,1,25,27,52
BUENA VISTA,consulta externa,personas de 60 anos y mas,2009-02-01,71,50,15,11,86,61,147
CABEZAS,consulta externa,personas de 60 anos y mas,2009-02-01,59,59,2,5,61,64,125
CAIROMA,consulta externa,personas de 60 anos y mas,2009-02-01,63,39,9,4,72,43,115
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2009-02-01,85,148,6,17,91,165,256
CAJUATA,consulta externa,personas de 60 anos y mas,2009-02-01,48,54,4,9,52,63,115
CALACOTO,consulta externa,personas de 60 anos y mas,2009-02-01,41,47,0,4,41,51,92
CALAMARCA,consulta externa,personas de 60 anos y mas,2009-02-01,41,46,21,16,62,62,124
CAMARGO,consulta externa,personas de 60 anos y mas,2009-02-01,137,190,2,1,139,191,330
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2009-02-01,36,56,5,6,41,62,103
CAMIRI,consulta externa,personas de 60 anos y mas,2009-02-01,719,888,85,78,804,966,1770
CAPINOTA,consulta externa,personas de 60 anos y mas,2009-02-01,57,38,20,20,77,58,135
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2009-02-01,34,44,2,1,36,45,81
CARACOLLO,consulta externa,personas de 60 anos y mas,2009-02-01,39,50,12,10,51,60,111
CARANAVI,consulta externa,personas de 60 anos y mas,2009-02-01,359,191,33,24,392,215,607
CARANGAS,consulta externa,personas de 60 anos y mas,2009-02-01,1,2,0,2,1,4,5
CARAPARI,consulta externa,personas de 60 anos y mas,2009-02-01,32,29,1,1,33,30,63
CARIPUYO,consulta externa,personas de 60 anos y mas,2009-02-01,5,20,0,0,5,20,25
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2009-02-01,11,9,5,3,16,12,28
CATACORA,consulta externa,personas de 60 anos y mas,2009-02-01,7,22,1,1,8,23,31
CHACARILLA,consulta externa,personas de 60 anos y mas,2009-02-01,7,2,0,0,7,2,9
CHALLAPATA,consulta externa,personas de 60 anos y mas,2009-02-01,135,140,26,38,161,178,339
CHAQUI,consulta externa,personas de 60 anos y mas,2009-02-01,29,50,2,5,31,55,86
CHARAGUA,consulta externa,personas de 60 anos y mas,2009-02-01,139,163,8,19,147,182,329
CHARAÑA,consulta externa,personas de 60 anos y mas,2009-02-01,9,18,0,1,9,19,28
CHAYANTA,consulta externa,personas de 60 anos y mas,2009-02-01,63,72,14,11,77,83,160
CHIMORE,consulta externa,personas de 60 anos y mas,2009-02-01,58,70,0,1,58,71,129
CHIPAYA,consulta externa,personas de 60 anos y mas,2009-02-01,7,6,0,0,7,6,13
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2009-02-01,13,25,1,0,14,25,39
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2009-02-01,87,75,23,23,110,98,208
CHUMA,consulta externa,personas de 60 anos y mas,2009-02-01,65,75,2,1,67,76,143
CLIZA,consulta externa,personas de 60 anos y mas,2009-02-01,45,85,8,21,53,106,159
COBIJA,consulta externa,personas de 60 anos y mas,2009-02-01,175,176,93,101,268,277,545
COCHABAMBA,consulta externa,personas de 60 anos y mas,2009-02-01,5300,6761,5599,7477,10899,14238,25137
COIPASA,consulta externa,personas de 60 anos y mas,2009-02-01,4,0,0,0,4,0,4
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2009-02-01,89,95,145,105,234,200,434
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2009-02-01,71,80,1,3,72,83,155
COLLANA,consulta externa,personas de 60 anos y mas,2009-02-01,23,23,7,1,30,24,54
COLOMI,consulta externa,personas de 60 anos y mas,2009-02-01,6,18,0,2,6,20,26
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2009-02-01,31,27,106,65,137,92,229
COLQUECHACA,consulta externa,personas de 60 anos y mas,2009-02-01,44,108,0,0,44,108,152
COLQUENCHA,consulta externa,personas de 60 anos y mas,2009-02-01,66,78,17,17,83,95,178
COLQUIRI,consulta externa,personas de 60 anos y mas,2009-02-01,35,33,1,0,36,33,69
COMANCHE,consulta externa,personas de 60 anos y mas,2009-02-01,34,21,4,2,38,23,61
COMARAPA,consulta externa,personas de 60 anos y mas,2009-02-01,90,121,9,10,99,131,230
COMBAYA,consulta externa,personas de 60 anos y mas,2009-02-01,26,22,2,4,28,26,54
CONCEPCION,consulta externa,personas de 60 anos y mas,2009-02-01,66,65,0,0,66,65,131
COPACABANA,consulta externa,personas de 60 anos y mas,2009-02-01,28,29,4,4,32,33,65
CORIPATA,consulta externa,personas de 60 anos y mas,2009-02-01,80,59,5,6,85,65,150
CORO CORO,consulta externa,personas de 60 anos y mas,2009-02-01,33,22,0,4,33,26,59
COROICO,consulta externa,personas de 60 anos y mas,2009-02-01,74,51,60,71,134,122,256
CORQUE,consulta externa,personas de 60 anos y mas,2009-02-01,55,54,8,2,63,56,119
COTAGAITA,consulta externa,personas de 60 anos y mas,2009-02-01,132,296,7,12,139,308,447
COTOCA,consulta externa,personas de 60 anos y mas,2009-02-01,135,155,18,28,153,183,336
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2009-02-01,42,40,4,2,46,42,88
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2009-02-01,8,6,0,0,8,6,14
CUEVO,consulta externa,personas de 60 anos y mas,2009-02-01,38,60,7,6,45,66,111
CULPINA,consulta externa,personas de 60 anos y mas,2009-02-01,106,173,4,4,110,177,287
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2009-02-01,33,23,1,1,34,24,58
CURVA,consulta externa,personas de 60 anos y mas,2009-02-01,8,11,0,0,8,11,19
DESAGUADERO,consulta externa,personas de 60 anos y mas,2009-02-01,17,23,0,0,17,23,40
EL ALTO,consulta externa,personas de 60 anos y mas,2009-02-01,2375,1841,1090,1387,3465,3228,6693
EL CHORO,consulta externa,personas de 60 anos y mas,2009-02-01,23,24,2,0,25,24,49
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2009-02-01,33,39,3,3,36,42,78
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2009-02-01,46,76,0,0,46,76,122
EL TORNO,consulta externa,personas de 60 anos y mas,2009-02-01,226,211,110,96,336,307,643
EL VILLAR,consulta externa,personas de 60 anos y mas,2009-02-01,34,52,2,3,36,55,91
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2009-02-01,40,31,0,1,40,32,72
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2009-02-01,85,106,5,6,90,112,202
ESCARA,consulta externa,personas de 60 anos y mas,2009-02-01,2,3,1,0,3,3,6
ESMERALDA,consulta externa,personas de 60 anos y mas,2009-02-01,8,2,0,0,8,2,10
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2009-02-01,21,22,2,2,23,24,47
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2009-02-01,1,0,0,0,1,0,1
EXALTACION,consulta externa,personas de 60 anos y mas,2009-02-01,18,11,0,0,18,11,29
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2009-02-01,49,53,3,3,52,56,108
FILADELFIA,consulta externa,personas de 60 anos y mas,2009-02-01,5,11,2,1,7,12,19
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2009-02-01,61,39,0,1,61,40,101
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2009-02-01,22,47,0,1,22,48,70
GUANAY,consulta externa,personas de 60 anos y mas,2009-02-01,58,31,8,7,66,38,104
GUAQUI,consulta externa,personas de 60 anos y mas,2009-02-01,10,41,1,9,11,50,61
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2009-02-01,536,569,175,231,711,800,1511
GUTIERREZ,consulta externa,personas de 60 anos y mas,2009-02-01,78,92,0,1,78,93,171
HUACARETA,consulta externa,personas de 60 anos y mas,2009-02-01,50,69,7,7,57,76,133
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2009-02-01,9,48,0,0,9,48,57
HUACHACALLA,consulta externa,personas de 60 anos y mas,2009-02-01,26,25,1,1,27,26,53
HUANUNI,consulta externa,personas de 60 anos y mas,2009-02-01,131,210,175,188,306,398,704
HUARACAJE,consulta externa,personas de 60 anos y mas,2009-02-01,14,10,4,1,18,11,29
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2009-02-01,26,35,1,2,27,37,64
ICHOCA,consulta externa,personas de 60 anos y mas,2009-02-01,13,21,1,0,14,21,35
ICLA,consulta externa,personas de 60 anos y mas,2009-02-01,18,44,2,1,20,45,65
INCAHUASI,consulta externa,personas de 60 anos y mas,2009-02-01,89,155,1,1,90,156,246
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2009-02-01,6,2,0,0,6,2,8
INQUISIVI,consulta externa,personas de 60 anos y mas,2009-02-01,34,25,3,0,37,25,62
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2009-02-01,88,75,22,18,110,93,203
IXIAMAS,consulta externa,personas de 60 anos y mas,2009-02-01,15,8,0,1,15,9,24
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2009-02-01,190,211,65,76,255,287,542
LA ASUNTA,consulta externa,personas de 60 anos y mas,2009-02-01,46,28,3,1,49,29,78
LA GUARDIA,consulta externa,personas de 60 anos y mas,2009-02-01,152,178,25,13,177,191,368
LA PAZ,consulta externa,personas de 60 anos y mas,2009-02-01,7250,9147,7801,11400,15051,20547,35598
LA RIVERA,consulta externa,personas de 60 anos y mas,2009-02-01,32,0,0,0,32,0,32
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2009-02-01,28,52,6,5,34,57,91
LAJA,consulta externa,personas de 60 anos y mas,2009-02-01,51,47,9,8,60,55,115
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2009-02-01,35,62,0,3,35,65,100
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2009-02-01,12,10,5,0,17,10,27
LLALLAGUA,consulta externa,personas de 60 anos y mas,2009-02-01,149,226,71,107,220,333,553
LLICA,consulta externa,personas de 60 anos y mas,2009-02-01,35,37,2,0,37,37,74
LORETO,consulta externa,personas de 60 anos y mas,2009-02-01,15,12,1,0,16,12,28
LURIBAY,consulta externa,personas de 60 anos y mas,2009-02-01,89,91,15,6,104,97,201
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2009-02-01,41,71,0,0,41,71,112
MACHARETI,consulta externa,personas de 60 anos y mas,2009-02-01,44,44,1,0,45,44,89
MAGDALENA,consulta externa,personas de 60 anos y mas,2009-02-01,30,36,81,76,111,112,223
MAIRANA,consulta externa,personas de 60 anos y mas,2009-02-01,56,65,0,0,56,65,121
MALLA,consulta externa,personas de 60 anos y mas,2009-02-01,6,11,1,1,7,12,19
MAPIRI,consulta externa,personas de 60 anos y mas,2009-02-01,21,15,1,6,22,21,43
MECAPACA,consulta externa,personas de 60 anos y mas,2009-02-01,33,18,7,12,40,30,70
MINEROS,consulta externa,personas de 60 anos y mas,2009-02-01,24,16,0,0,24,16,40
MIZQUE,consulta externa,personas de 60 anos y mas,2009-02-01,55,73,6,10,61,83,144
MOCOMOCO,consulta externa,personas de 60 anos y mas,2009-02-01,46,57,10,10,56,67,123
MOJINETE,consulta externa,personas de 60 anos y mas,2009-02-01,4,4,1,1,5,5,10
MOJOCOYA,consulta externa,personas de 60 anos y mas,2009-02-01,19,29,2,6,21,35,56
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2009-02-01,533,617,170,144,703,761,1464
MONTERO,consulta externa,personas de 60 anos y mas,2009-02-01,345,412,230,389,575,801,1376
MORO MORO,consulta externa,personas de 60 anos y mas,2009-02-01,13,30,0,1,13,31,44
MOROCHATA,consulta externa,personas de 60 anos y mas,2009-02-01,29,35,1,1,30,36,66
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2009-02-01,15,5,0,0,15,5,20
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2009-02-01,4,5,0,0,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2009-02-01,0,5,0,0,0,5,5
OCURI,consulta externa,personas de 60 anos y mas,2009-02-01,48,59,3,1,51,60,111
OKINAWA,consulta externa,personas de 60 anos y mas,2009-02-01,72,120,22,24,94,144,238
OMEREQUE,consulta externa,personas de 60 anos y mas,2009-02-01,24,40,1,6,25,46,71
ORURO,consulta externa,personas de 60 anos y mas,2009-02-01,2969,3080,1367,1614,4336,4694,9030
PADCAYA,consulta externa,personas de 60 anos y mas,2009-02-01,55,67,1,10,56,77,133
PADILLA,consulta externa,personas de 60 anos y mas,2009-02-01,142,238,9,9,151,247,398
PAILON,consulta externa,personas de 60 anos y mas,2009-02-01,47,31,3,5,50,36,86
PALCA,consulta externa,personas de 60 anos y mas,2009-02-01,17,18,6,1,23,19,42
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2009-02-01,126,70,42,18,168,88,256
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2009-02-01,7,12,0,3,7,15,22
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2009-02-01,26,38,3,6,29,44,73
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2009-02-01,87,104,1,4,88,108,196
PASORAPA,consulta externa,personas de 60 anos y mas,2009-02-01,18,40,0,0,18,40,58
PATACAMAYA,consulta externa,personas de 60 anos y mas,2009-02-01,39,43,2,2,41,45,86
PAZÑA,consulta externa,personas de 60 anos y mas,2009-02-01,7,15,0,0,7,15,22
PELECHUCO,consulta externa,personas de 60 anos y mas,2009-02-01,13,13,1,0,14,13,27
POCOATA,consulta externa,personas de 60 anos y mas,2009-02-01,47,77,1,5,48,82,130
POCONA,consulta externa,personas de 60 anos y mas,2009-02-01,30,59,0,4,30,63,93
POJO (CBBA),consulta externa,personas de 60 anos y mas,2009-02-01,14,10,1,2,15,12,27
POOPO,consulta externa,personas de 60 anos y mas,2009-02-01,33,35,7,9,40,44,84
PORCO,consulta externa,personas de 60 anos y mas,2009-02-01,6,29,0,1,6,30,36
POROMA,consulta externa,personas de 60 anos y mas,2009-02-01,40,45,1,0,41,45,86
PORONGO,consulta externa,personas de 60 anos y mas,2009-02-01,31,31,3,2,34,33,67
PORTACHUELO,consulta externa,personas de 60 anos y mas,2009-02-01,175,145,75,48,250,193,443
PORVENIR,consulta externa,personas de 60 anos y mas,2009-02-01,10,7,1,0,11,7,18
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2009-02-01,37,29,0,0,37,29,66
POTOSI,consulta externa,personas de 60 anos y mas,2009-02-01,1833,2091,992,1264,2825,3355,6180
PRESTO,consulta externa,personas de 60 anos y mas,2009-02-01,41,64,0,1,41,65,106
PUCARA,consulta externa,personas de 60 anos y mas,2009-02-01,36,32,2,2,38,34,72
PUCARANI,consulta externa,personas de 60 anos y mas,2009-02-01,36,40,4,5,40,45,85
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2009-02-01,102,100,12,8,114,108,222
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2009-02-01,33,66,1,10,34,76,110
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2009-02-01,41,31,0,0,41,31,72
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2009-02-01,14,21,2,5,16,26,42
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2009-02-01,77,90,8,6,85,96,181
PUERTO RICO,consulta externa,personas de 60 anos y mas,2009-02-01,29,14,4,0,33,14,47
PUERTO SILES,consulta externa,personas de 60 anos y mas,2009-02-01,5,11,0,0,5,11,16
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2009-02-01,58,71,7,8,65,79,144
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2009-02-01,80,76,5,6,85,82,167
PUNA,consulta externa,personas de 60 anos y mas,2009-02-01,213,303,3,6,216,309,525
