,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
TIAWANACU,consulta externa,personas de 10 a 20 anos,2009-01-01,29,47,4,3,33,50,83
TINGUIPAYA,consulta externa,personas de 10 a 20 anos,2009-01-01,36,89,1,2,37,91,128
TIPUANI,consulta externa,personas de 10 a 20 anos,2009-01-01,22,23,10,8,32,31,63
TIQUIPAYA,consulta externa,personas de 10 a 20 anos,2009-01-01,95,205,9,431,104,636,740
TIRAQUE (CBBA),consulta externa,personas de 10 a 20 anos,2009-01-01,229,314,16,90,245,404,649
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 20 anos,2009-01-01,9,14,2,2,11,16,27
TOCO,consulta externa,personas de 10 a 20 anos,2009-01-01,9,25,0,5,9,30,39
TODOS SANTOS,consulta externa,personas de 10 a 20 anos,2009-01-01,5,8,0,1,5,9,14
TOLATA,consulta externa,personas de 10 a 20 anos,2009-01-01,18,26,0,0,18,26,44
TOLEDO,consulta externa,personas de 10 a 20 anos,2009-01-01,18,40,0,2,18,42,60
TOMAVE,consulta externa,personas de 10 a 20 anos,2009-01-01,49,87,3,0,52,87,139
TOMINA,consulta externa,personas de 10 a 20 anos,2009-01-01,84,125,4,2,88,127,215
TORO TORO,consulta externa,personas de 10 a 20 anos,2009-01-01,23,39,0,0,23,39,62
TOTORA(CBBA),consulta externa,personas de 10 a 20 anos,2009-01-01,14,14,6,3,20,17,37
TOTORA(ORR),consulta externa,personas de 10 a 20 anos,2009-01-01,30,22,0,0,30,22,52
TRIGAL,consulta externa,personas de 10 a 20 anos,2009-01-01,18,23,0,0,18,23,41
TRINIDAD,consulta externa,personas de 10 a 20 anos,2009-01-01,611,1704,230,222,841,1926,2767
TUPIZA,consulta externa,personas de 10 a 20 anos,2009-01-01,312,500,26,27,338,527,865
TURCO,consulta externa,personas de 10 a 20 anos,2009-01-01,17,40,0,0,17,40,57
UMALA,consulta externa,personas de 10 a 20 anos,2009-01-01,3,4,0,0,3,4,7
UNCIA,consulta externa,personas de 10 a 20 anos,2009-01-01,365,97,0,219,365,316,681
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 20 anos,2009-01-01,219,319,8,9,227,328,555
URUBICHA,consulta externa,personas de 10 a 20 anos,2009-01-01,34,39,0,1,34,40,74
UYUNI,consulta externa,personas de 10 a 20 anos,2009-01-01,107,214,21,15,128,229,357
VACAS,consulta externa,personas de 10 a 20 anos,2009-01-01,28,36,0,1,28,37,65
VALLEGRANDE,consulta externa,personas de 10 a 20 anos,2009-01-01,127,268,27,56,154,324,478
VIACHA,consulta externa,personas de 10 a 20 anos,2009-01-01,146,204,40,60,186,264,450
VILA VILA,consulta externa,personas de 10 a 20 anos,2009-01-01,8,19,0,0,8,19,27
VILLA MONTES,consulta externa,personas de 10 a 20 anos,2009-01-01,390,1080,81,41,471,1121,1592
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 20 anos,2009-01-01,38,27,2,2,40,29,69
VILLA RIVERO,consulta externa,personas de 10 a 20 anos,2009-01-01,10,15,1,0,11,15,26
VILLA SERRANO,consulta externa,personas de 10 a 20 anos,2009-01-01,33,75,2,0,35,75,110
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2009-01-01,437,699,29,28,466,727,1193
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2009-01-01,80,110,1,0,81,110,191
VILLAZON,consulta externa,personas de 10 a 20 anos,2009-01-01,226,426,28,42,254,468,722
VINTO,consulta externa,personas de 10 a 20 anos,2009-01-01,51,80,10,25,61,105,166
VITICHI,consulta externa,personas de 10 a 20 anos,2009-01-01,38,61,3,0,41,61,102
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2009-01-01,9,11,1,0,10,11,21
WARNES,consulta externa,personas de 10 a 20 anos,2009-01-01,239,354,5,34,244,388,632
YACO,consulta externa,personas de 10 a 20 anos,2009-01-01,41,49,1,0,42,49,91
YACUIBA,consulta externa,personas de 10 a 20 anos,2009-01-01,1455,1792,174,172,1629,1964,3593
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2009-01-01,42,44,5,3,47,47,94
YANACACHI,consulta externa,personas de 10 a 20 anos,2009-01-01,34,35,0,0,34,35,69
YAPACANI,consulta externa,personas de 10 a 20 anos,2009-01-01,214,250,30,32,244,282,526
YOCALLA,consulta externa,personas de 10 a 20 anos,2009-01-01,34,35,1,2,35,37,72
YOTALA,consulta externa,personas de 10 a 20 anos,2009-01-01,56,71,6,6,62,77,139
YUNCHARA,consulta externa,personas de 10 a 20 anos,2009-01-01,81,164,1,2,82,166,248
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2009-01-01,17,41,0,0,17,41,58
ACACIO,consulta externa,personas de 10 a 20 anos,2009-02-01,23,31,1,0,24,31,55
ACHACACHI,consulta externa,personas de 10 a 20 anos,2009-02-01,197,205,15,28,212,233,445
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2009-02-01,19,29,1,0,20,29,49
AIQUILE,consulta externa,personas de 10 a 20 anos,2009-02-01,104,112,1,4,105,116,221
ALALAY,consulta externa,personas de 10 a 20 anos,2009-02-01,4,5,0,0,4,5,9
ALCALA,consulta externa,personas de 10 a 20 anos,2009-02-01,34,44,1,0,35,44,79
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2009-02-01,62,55,1,1,63,56,119
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-02-01,4,8,1,0,5,8,13
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2009-02-01,20,12,1,0,21,12,33
ANZALDO,consulta externa,personas de 10 a 20 anos,2009-02-01,17,17,0,2,17,19,36
APOLO,consulta externa,personas de 10 a 20 anos,2009-02-01,36,41,0,0,36,41,77
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2009-02-01,18,31,0,1,18,32,50
ARANI,consulta externa,personas de 10 a 20 anos,2009-02-01,39,68,1,2,40,70,110
ARBIETO,consulta externa,personas de 10 a 20 anos,2009-02-01,26,40,0,2,26,42,68
ARQUE,consulta externa,personas de 10 a 20 anos,2009-02-01,23,46,0,3,23,49,72
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 20 anos,2009-02-01,65,87,0,1,65,88,153
ATOCHA,consulta externa,personas de 10 a 20 anos,2009-02-01,31,55,3,3,34,58,92
AUCAPATA,consulta externa,personas de 10 a 20 anos,2009-02-01,8,15,4,5,12,20,32
AYATA,consulta externa,personas de 10 a 20 anos,2009-02-01,28,22,1,0,29,22,51
AYO AYO,consulta externa,personas de 10 a 20 anos,2009-02-01,12,29,0,2,12,31,43
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2009-02-01,86,113,3,3,89,116,205
AZURDUY,consulta externa,personas de 10 a 20 anos,2009-02-01,31,43,0,1,31,44,75
BATALLAS,consulta externa,personas de 10 a 20 anos,2009-02-01,31,43,0,0,31,43,74
BAURES,consulta externa,personas de 10 a 20 anos,2009-02-01,21,31,1,5,22,36,58
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-02-01,0,3,0,0,0,3,3
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2009-02-01,12,9,0,0,12,9,21
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2009-02-01,5,10,0,0,5,10,15
BERMEJO,consulta externa,personas de 10 a 20 anos,2009-02-01,777,981,37,45,814,1026,1840
BETANZOS,consulta externa,personas de 10 a 20 anos,2009-02-01,140,189,8,8,148,197,345
BOLIVAR,consulta externa,personas de 10 a 20 anos,2009-02-01,2,11,0,0,2,11,13
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2009-02-01,19,26,2,3,21,29,50
BOYUIBE,consulta externa,personas de 10 a 20 anos,2009-02-01,29,56,5,5,34,61,95
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-02-01,92,92,6,6,98,98,196
CABEZAS,consulta externa,personas de 10 a 20 anos,2009-02-01,204,184,15,11,219,195,414
CAIROMA,consulta externa,personas de 10 a 20 anos,2009-02-01,30,40,2,0,32,40,72
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2009-02-01,77,69,3,6,80,75,155
CAJUATA,consulta externa,personas de 10 a 20 anos,2009-02-01,49,58,3,11,52,69,121
CALACOTO,consulta externa,personas de 10 a 20 anos,2009-02-01,13,15,0,0,13,15,28
CALAMARCA,consulta externa,personas de 10 a 20 anos,2009-02-01,38,35,4,3,42,38,80
CAMARGO,consulta externa,personas de 10 a 20 anos,2009-02-01,43,72,0,1,43,73,116
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2009-02-01,18,35,3,0,21,35,56
CAMIRI,consulta externa,personas de 10 a 20 anos,2009-02-01,624,725,43,144,667,869,1536
CAPINOTA,consulta externa,personas de 10 a 20 anos,2009-02-01,77,76,9,20,86,96,182
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2009-02-01,8,25,0,0,8,25,33
CARACOLLO,consulta externa,personas de 10 a 20 anos,2009-02-01,38,72,0,3,38,75,113
CARANAVI,consulta externa,personas de 10 a 20 anos,2009-02-01,282,335,5,11,287,346,633
CARANGAS,consulta externa,personas de 10 a 20 anos,2009-02-01,1,3,0,0,1,3,4
CARAPARI,consulta externa,personas de 10 a 20 anos,2009-02-01,387,335,1,7,388,342,730
CARIPUYO,consulta externa,personas de 10 a 20 anos,2009-02-01,18,34,0,1,18,35,53
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2009-02-01,19,37,1,3,20,40,60
CATACORA,consulta externa,personas de 10 a 20 anos,2009-02-01,5,5,0,0,5,5,10
CHACARILLA,consulta externa,personas de 10 a 20 anos,2009-02-01,1,3,0,0,1,3,4
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2009-02-01,52,85,1,3,53,88,141
CHAQUI,consulta externa,personas de 10 a 20 anos,2009-02-01,18,34,3,2,21,36,57
CHARAGUA,consulta externa,personas de 10 a 20 anos,2009-02-01,76,87,2,2,78,89,167
CHARAÑA,consulta externa,personas de 10 a 20 anos,2009-02-01,11,13,0,0,11,13,24
CHAYANTA,consulta externa,personas de 10 a 20 anos,2009-02-01,41,71,2,1,43,72,115
CHIMORE,consulta externa,personas de 10 a 20 anos,2009-02-01,144,144,9,7,153,151,304
CHIPAYA,consulta externa,personas de 10 a 20 anos,2009-02-01,5,4,0,0,5,4,9
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2009-02-01,5,15,0,0,5,15,20
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2009-02-01,62,75,4,4,66,79,145
CHUMA,consulta externa,personas de 10 a 20 anos,2009-02-01,48,59,1,2,49,61,110
CLIZA,consulta externa,personas de 10 a 20 anos,2009-02-01,56,46,4,7,60,53,113
COBIJA,consulta externa,personas de 10 a 20 anos,2009-02-01,235,369,42,111,277,480,757
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2009-02-01,3688,5040,2299,2832,5987,7872,13859
COIPASA,consulta externa,personas de 10 a 20 anos,2009-02-01,7,6,1,0,8,6,14
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2009-02-01,134,125,90,54,224,179,403
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2009-02-01,40,51,1,1,41,52,93
COLLANA,consulta externa,personas de 10 a 20 anos,2009-02-01,11,11,3,1,14,12,26
COLOMI,consulta externa,personas de 10 a 20 anos,2009-02-01,31,59,0,5,31,64,95
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2009-02-01,68,85,102,61,170,146,316
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2009-02-01,72,126,0,2,72,128,200
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2009-02-01,56,59,4,0,60,59,119
COLQUIRI,consulta externa,personas de 10 a 20 anos,2009-02-01,42,58,4,3,46,61,107
COMANCHE,consulta externa,personas de 10 a 20 anos,2009-02-01,9,12,1,0,10,12,22
COMARAPA,consulta externa,personas de 10 a 20 anos,2009-02-01,94,139,10,11,104,150,254
COMBAYA,consulta externa,personas de 10 a 20 anos,2009-02-01,10,12,1,0,11,12,23
CONCEPCION,consulta externa,personas de 10 a 20 anos,2009-02-01,21,56,0,23,21,79,100
COPACABANA,consulta externa,personas de 10 a 20 anos,2009-02-01,20,27,1,0,21,27,48
CORIPATA,consulta externa,personas de 10 a 20 anos,2009-02-01,44,53,3,0,47,53,100
CORO CORO,consulta externa,personas de 10 a 20 anos,2009-02-01,20,31,2,2,22,33,55
COROICO,consulta externa,personas de 10 a 20 anos,2009-02-01,60,92,9,18,69,110,179
CORQUE,consulta externa,personas de 10 a 20 anos,2009-02-01,19,28,2,1,21,29,50
COTAGAITA,consulta externa,personas de 10 a 20 anos,2009-02-01,128,193,14,16,142,209,351
COTOCA,consulta externa,personas de 10 a 20 anos,2009-02-01,151,193,8,4,159,197,356
CUATRO CAÑADAS,consulta externa,personas de 10 a 20 anos,2009-02-01,150,202,5,8,155,210,365
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2009-02-01,1,3,0,0,1,3,4
CUEVO,consulta externa,personas de 10 a 20 anos,2009-02-01,35,47,3,2,38,49,87
CULPINA,consulta externa,personas de 10 a 20 anos,2009-02-01,76,87,1,1,77,88,165
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2009-02-01,14,22,1,0,15,22,37
CURVA,consulta externa,personas de 10 a 20 anos,2009-02-01,14,10,1,0,15,10,25
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2009-02-01,17,18,0,0,17,18,35
EL ALTO,consulta externa,personas de 10 a 20 anos,2009-02-01,3100,4025,923,1402,4023,5427,9450
EL CHORO,consulta externa,personas de 10 a 20 anos,2009-02-01,10,24,0,0,10,24,34
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2009-02-01,70,90,0,3,70,93,163
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2009-02-01,81,175,1,12,82,187,269
EL TORNO,consulta externa,personas de 10 a 20 anos,2009-02-01,426,564,31,65,457,629,1086
EL VILLAR,consulta externa,personas de 10 a 20 anos,2009-02-01,36,23,1,2,37,25,62
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-02-01,153,152,2,0,155,152,307
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-02-01,324,465,6,12,330,477,807
ESCARA,consulta externa,personas de 10 a 20 anos,2009-02-01,1,1,0,0,1,1,2
ESMERALDA,consulta externa,personas de 10 a 20 anos,2009-02-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2009-02-01,8,20,0,1,8,21,29
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2009-02-01,1,1,0,0,1,1,2
EXALTACION,consulta externa,personas de 10 a 20 anos,2009-02-01,21,43,0,1,21,44,65
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2009-02-01,62,130,5,3,67,133,200
FILADELFIA,consulta externa,personas de 10 a 20 anos,2009-02-01,17,32,0,1,17,33,50
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2009-02-01,84,112,3,1,87,113,200
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2009-02-01,29,49,2,4,31,53,84
GUANAY,consulta externa,personas de 10 a 20 anos,2009-02-01,47,61,3,0,50,61,111
GUAQUI,consulta externa,personas de 10 a 20 anos,2009-02-01,7,14,2,1,9,15,24
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2009-02-01,349,691,62,63,411,754,1165
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2009-02-01,94,130,2,4,96,134,230
HUACARETA,consulta externa,personas de 10 a 20 anos,2009-02-01,60,76,7,3,67,79,146
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2009-02-01,19,34,0,2,19,36,55
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2009-02-01,9,16,1,0,10,16,26
HUANUNI,consulta externa,personas de 10 a 20 anos,2009-02-01,269,299,204,185,473,484,957
HUARACAJE,consulta externa,personas de 10 a 20 anos,2009-02-01,27,57,10,2,37,59,96
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2009-02-01,10,11,0,0,10,11,21
ICHOCA,consulta externa,personas de 10 a 20 anos,2009-02-01,8,14,0,0,8,14,22
ICLA,consulta externa,personas de 10 a 20 anos,2009-02-01,26,36,0,2,26,38,64
INCAHUASI,consulta externa,personas de 10 a 20 anos,2009-02-01,58,125,0,1,58,126,184
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2009-02-01,3,8,0,0,3,8,11
INQUISIVI,consulta externa,personas de 10 a 20 anos,2009-02-01,19,37,0,0,19,37,56
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2009-02-01,76,101,6,5,82,106,188
IXIAMAS,consulta externa,personas de 10 a 20 anos,2009-02-01,35,45,1,1,36,46,82
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-02-01,28,53,1,1,29,54,83
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2009-02-01,131,171,2,1,133,172,305
LA GUARDIA,consulta externa,personas de 10 a 20 anos,2009-02-01,379,482,61,43,440,525,965
LA PAZ,consulta externa,personas de 10 a 20 anos,2009-02-01,4689,5714,2420,2584,7109,8298,15407
LA RIVERA,consulta externa,personas de 10 a 20 anos,2009-02-01,3,2,0,0,3,2,5
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2009-02-01,60,81,16,10,76,91,167
LAJA,consulta externa,personas de 10 a 20 anos,2009-02-01,40,56,3,1,43,57,100
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2009-02-01,38,34,0,0,38,34,72
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2009-02-01,23,17,0,1,23,18,41
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2009-02-01,153,151,12,20,165,171,336
LLICA,consulta externa,personas de 10 a 20 anos,2009-02-01,18,36,1,0,19,36,55
LORETO,consulta externa,personas de 10 a 20 anos,2009-02-01,27,24,0,0,27,24,51
LURIBAY,consulta externa,personas de 10 a 20 anos,2009-02-01,47,67,6,7,53,74,127
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2009-02-01,7,11,2,3,9,14,23
MACHARETI,consulta externa,personas de 10 a 20 anos,2009-02-01,76,119,5,8,81,127,208
MAGDALENA,consulta externa,personas de 10 a 20 anos,2009-02-01,66,73,17,13,83,86,169
MAIRANA,consulta externa,personas de 10 a 20 anos,2009-02-01,71,99,4,11,75,110,185
MALLA,consulta externa,personas de 10 a 20 anos,2009-02-01,25,30,0,0,25,30,55
MAPIRI,consulta externa,personas de 10 a 20 anos,2009-02-01,41,80,0,1,41,81,122
MECAPACA,consulta externa,personas de 10 a 20 anos,2009-02-01,38,38,1,0,39,38,77
MINEROS,consulta externa,personas de 10 a 20 anos,2009-02-01,38,60,0,0,38,60,98
MIZQUE,consulta externa,personas de 10 a 20 anos,2009-02-01,41,64,5,1,46,65,111
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2009-02-01,37,55,3,3,40,58,98
MOJINETE,consulta externa,personas de 10 a 20 anos,2009-02-01,1,9,0,0,1,9,10
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2009-02-01,30,43,3,12,33,55,88
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2009-02-01,553,671,89,135,642,806,1448
MONTERO,consulta externa,personas de 10 a 20 anos,2009-02-01,558,1181,128,185,686,1366,2052
MORO MORO,consulta externa,personas de 10 a 20 anos,2009-02-01,4,14,0,0,4,14,18
MOROCHATA,consulta externa,personas de 10 a 20 anos,2009-02-01,28,43,0,2,28,45,73
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2009-02-01,65,63,0,1,65,64,129
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2009-02-01,3,7,0,1,3,8,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2009-02-01,10,16,3,0,13,16,29
OCURI,consulta externa,personas de 10 a 20 anos,2009-02-01,34,74,2,3,36,77,113
OKINAWA,consulta externa,personas de 10 a 20 anos,2009-02-01,68,154,7,22,75,176,251
OMEREQUE,consulta externa,personas de 10 a 20 anos,2009-02-01,71,65,4,2,75,67,142
ORURO,consulta externa,personas de 10 a 20 anos,2009-02-01,1971,2248,319,461,2290,2709,4999
PADCAYA,consulta externa,personas de 10 a 20 anos,2009-02-01,314,436,4,3,318,439,757
PADILLA,consulta externa,personas de 10 a 20 anos,2009-02-01,61,73,2,0,63,73,136
PAILON,consulta externa,personas de 10 a 20 anos,2009-02-01,110,159,8,12,118,171,289
PALCA,consulta externa,personas de 10 a 20 anos,2009-02-01,19,39,2,1,21,40,61
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2009-02-01,156,164,3,15,159,179,338
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2009-02-01,4,11,0,0,4,11,15
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2009-02-01,71,71,0,1,71,72,143
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2009-02-01,21,24,1,0,22,24,46
PASORAPA,consulta externa,personas de 10 a 20 anos,2009-02-01,13,22,0,0,13,22,35
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2009-02-01,37,33,1,1,38,34,72
PAZÑA,consulta externa,personas de 10 a 20 anos,2009-02-01,12,18,0,0,12,18,30
PELECHUCO,consulta externa,personas de 10 a 20 anos,2009-02-01,17,24,0,1,17,25,42
POCOATA,consulta externa,personas de 10 a 20 anos,2009-02-01,28,67,0,1,28,68,96
POCONA,consulta externa,personas de 10 a 20 anos,2009-02-01,55,63,0,0,55,63,118
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2009-02-01,21,25,1,0,22,25,47
POOPO,consulta externa,personas de 10 a 20 anos,2009-02-01,6,11,1,0,7,11,18
PORCO,consulta externa,personas de 10 a 20 anos,2009-02-01,19,43,0,0,19,43,62
POROMA,consulta externa,personas de 10 a 20 anos,2009-02-01,26,63,0,0,26,63,89
PORONGO,consulta externa,personas de 10 a 20 anos,2009-02-01,87,78,2,1,89,79,168
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2009-02-01,114,179,5,12,119,191,310
PORVENIR,consulta externa,personas de 10 a 20 anos,2009-02-01,57,56,0,7,57,63,120
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2009-02-01,10,13,0,0,10,13,23
POTOSI,consulta externa,personas de 10 a 20 anos,2009-02-01,1492,2707,547,1308,2039,4015,6054
PRESTO,consulta externa,personas de 10 a 20 anos,2009-02-01,40,46,0,0,40,46,86
PUCARA,consulta externa,personas de 10 a 20 anos,2009-02-01,10,11,0,0,10,11,21
PUCARANI,consulta externa,personas de 10 a 20 anos,2009-02-01,52,74,3,9,55,83,138
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2009-02-01,60,45,6,4,66,49,115
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2009-02-01,57,32,4,1,61,33,94
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2009-02-01,32,25,0,2,32,27,59
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2009-02-01,17,15,4,2,21,17,38
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2009-02-01,261,283,13,22,274,305,579
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2009-02-01,56,65,8,3,64,68,132
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2009-02-01,16,25,0,1,16,26,42
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2009-02-01,151,123,11,17,162,140,302
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2009-02-01,354,473,14,109,368,582,950
PUNA,consulta externa,personas de 10 a 20 anos,2009-02-01,181,191,2,3,183,194,377
PUNATA,consulta externa,personas de 10 a 20 anos,2009-02-01,118,215,12,20,130,235,365
QUIABAYA,consulta externa,personas de 10 a 20 anos,2009-02-01,13,9,0,1,13,10,23
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2009-02-01,247,333,78,139,325,472,797
QUIME,consulta externa,personas de 10 a 20 anos,2009-02-01,27,39,0,1,27,40,67
QUIRUSILLAS,consulta externa,personas de 10 a 20 anos,2009-02-01,15,12,0,2,15,14,29
