,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2009-01-01,24,32,1,0,25,32,57
TIPUANI,consulta externa,personas de 5 a 9 anos,2009-01-01,23,18,8,4,31,22,53
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2009-01-01,80,95,8,12,88,107,195
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2009-01-01,128,150,10,16,138,166,304
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2009-01-01,8,3,0,0,8,3,11
TOCO,consulta externa,personas de 5 a 9 anos,2009-01-01,8,9,2,1,10,10,20
TOLATA,consulta externa,personas de 5 a 9 anos,2009-01-01,11,9,0,0,11,9,20
TOLEDO,consulta externa,personas de 5 a 9 anos,2009-01-01,19,21,0,2,19,23,42
TOMAVE,consulta externa,personas de 5 a 9 anos,2009-01-01,30,38,1,1,31,39,70
TOMINA,consulta externa,personas de 5 a 9 anos,2009-01-01,41,36,1,2,42,38,80
TORO TORO,consulta externa,personas de 5 a 9 anos,2009-01-01,11,14,0,0,11,14,25
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2009-01-01,3,7,0,2,3,9,12
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2009-01-01,11,13,0,0,11,13,24
TRIGAL,consulta externa,personas de 5 a 9 anos,2009-01-01,9,9,0,1,9,10,19
TRINIDAD,consulta externa,personas de 5 a 9 anos,2009-01-01,716,742,220,161,936,903,1839
TUPIZA,consulta externa,personas de 5 a 9 anos,2009-01-01,170,177,12,9,182,186,368
TURCO,consulta externa,personas de 5 a 9 anos,2009-01-01,8,11,0,0,8,11,19
UMALA,consulta externa,personas de 5 a 9 anos,2009-01-01,4,3,0,0,4,3,7
UNCIA,consulta externa,personas de 5 a 9 anos,2009-01-01,114,107,16,22,130,129,259
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2009-01-01,145,152,7,10,152,162,314
URUBICHA,consulta externa,personas de 5 a 9 anos,2009-01-01,23,25,0,1,23,26,49
UYUNI,consulta externa,personas de 5 a 9 anos,2009-01-01,42,38,4,2,46,40,86
VACAS,consulta externa,personas de 5 a 9 anos,2009-01-01,13,17,1,0,14,17,31
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2009-01-01,57,83,16,11,73,94,167
VIACHA,consulta externa,personas de 5 a 9 anos,2009-01-01,77,91,12,26,89,117,206
VILA VILA,consulta externa,personas de 5 a 9 anos,2009-01-01,7,7,0,0,7,7,14
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2009-01-01,266,264,10,9,276,273,549
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2009-01-01,14,16,0,0,14,16,30
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2009-01-01,7,9,3,0,10,9,19
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2009-01-01,25,13,0,0,25,13,38
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2009-01-01,246,198,5,5,251,203,454
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2009-01-01,42,53,2,1,44,54,98
VILLAZON,consulta externa,personas de 5 a 9 anos,2009-01-01,146,154,9,6,155,160,315
VINTO,consulta externa,personas de 5 a 9 anos,2009-01-01,64,62,11,15,75,77,152
VITICHI,consulta externa,personas de 5 a 9 anos,2009-01-01,34,21,0,0,34,21,55
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2009-01-01,1,4,0,0,1,4,5
WARNES,consulta externa,personas de 5 a 9 anos,2009-01-01,314,203,7,4,321,207,528
YACO,consulta externa,personas de 5 a 9 anos,2009-01-01,28,24,2,5,30,29,59
YACUIBA,consulta externa,personas de 5 a 9 anos,2009-01-01,783,800,62,60,845,860,1705
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2009-01-01,19,26,4,7,23,33,56
YANACACHI,consulta externa,personas de 5 a 9 anos,2009-01-01,11,16,2,0,13,16,29
YAPACANI,consulta externa,personas de 5 a 9 anos,2009-01-01,77,96,15,8,92,104,196
YOCALLA,consulta externa,personas de 5 a 9 anos,2009-01-01,21,15,0,0,21,15,36
YOTALA,consulta externa,personas de 5 a 9 anos,2009-01-01,31,35,2,1,33,36,69
YUNCHARA,consulta externa,personas de 5 a 9 anos,2009-01-01,63,43,0,0,63,43,106
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2009-01-01,4,3,0,1,4,4,8
ACACIO,consulta externa,personas de 5 a 9 anos,2009-02-01,3,10,0,1,3,11,14
ACHACACHI,consulta externa,personas de 5 a 9 anos,2009-02-01,86,67,4,0,90,67,157
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2009-02-01,18,11,0,1,18,12,30
AIQUILE,consulta externa,personas de 5 a 9 anos,2009-02-01,43,51,2,0,45,51,96
ALALAY,consulta externa,personas de 5 a 9 anos,2009-02-01,1,3,0,0,1,3,4
ALCALA,consulta externa,personas de 5 a 9 anos,2009-02-01,21,38,1,1,22,39,61
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2009-02-01,13,9,1,0,14,9,23
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2009-02-01,6,4,0,0,6,4,10
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2009-02-01,17,21,0,1,17,22,39
ANZALDO,consulta externa,personas de 5 a 9 anos,2009-02-01,8,10,1,1,9,11,20
APOLO,consulta externa,personas de 5 a 9 anos,2009-02-01,28,30,0,0,28,30,58
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2009-02-01,3,6,0,0,3,6,9
ARANI,consulta externa,personas de 5 a 9 anos,2009-02-01,32,24,0,5,32,29,61
ARBIETO,consulta externa,personas de 5 a 9 anos,2009-02-01,12,13,0,0,12,13,25
ARQUE,consulta externa,personas de 5 a 9 anos,2009-02-01,8,21,0,0,8,21,29
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2009-02-01,62,45,1,0,63,45,108
ATOCHA,consulta externa,personas de 5 a 9 anos,2009-02-01,32,25,6,4,38,29,67
AUCAPATA,consulta externa,personas de 5 a 9 anos,2009-02-01,10,10,3,1,13,11,24
AYATA,consulta externa,personas de 5 a 9 anos,2009-02-01,9,21,0,0,9,21,30
AYO AYO,consulta externa,personas de 5 a 9 anos,2009-02-01,6,9,0,0,6,9,15
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2009-02-01,37,29,0,0,37,29,66
AZURDUY,consulta externa,personas de 5 a 9 anos,2009-02-01,16,11,0,0,16,11,27
BATALLAS,consulta externa,personas de 5 a 9 anos,2009-02-01,20,17,0,0,20,17,37
BAURES,consulta externa,personas de 5 a 9 anos,2009-02-01,17,22,5,2,22,24,46
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2009-02-01,5,5,0,0,5,5,10
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2009-02-01,10,4,0,0,10,4,14
BERMEJO,consulta externa,personas de 5 a 9 anos,2009-02-01,325,341,16,18,341,359,700
BETANZOS,consulta externa,personas de 5 a 9 anos,2009-02-01,57,69,2,2,59,71,130
BOLIVAR,consulta externa,personas de 5 a 9 anos,2009-02-01,8,5,0,0,8,5,13
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2009-02-01,21,8,1,0,22,8,30
BOYUIBE,consulta externa,personas de 5 a 9 anos,2009-02-01,14,30,2,1,16,31,47
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2009-02-01,68,76,1,2,69,78,147
CABEZAS,consulta externa,personas de 5 a 9 anos,2009-02-01,122,129,10,4,132,133,265
CAIROMA,consulta externa,personas de 5 a 9 anos,2009-02-01,40,25,0,0,40,25,65
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2009-02-01,24,16,1,1,25,17,42
CAJUATA,consulta externa,personas de 5 a 9 anos,2009-02-01,28,33,0,1,28,34,62
CALACOTO,consulta externa,personas de 5 a 9 anos,2009-02-01,13,9,0,0,13,9,22
CALAMARCA,consulta externa,personas de 5 a 9 anos,2009-02-01,14,13,0,1,14,14,28
CAMARGO,consulta externa,personas de 5 a 9 anos,2009-02-01,31,40,0,0,31,40,71
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2009-02-01,16,18,2,0,18,18,36
CAMIRI,consulta externa,personas de 5 a 9 anos,2009-02-01,360,451,134,15,494,466,960
CAPINOTA,consulta externa,personas de 5 a 9 anos,2009-02-01,37,30,4,11,41,41,82
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2009-02-01,8,5,0,0,8,5,13
CARACOLLO,consulta externa,personas de 5 a 9 anos,2009-02-01,25,23,0,1,25,24,49
CARANAVI,consulta externa,personas de 5 a 9 anos,2009-02-01,157,168,5,2,162,170,332
CARANGAS,consulta externa,personas de 5 a 9 anos,2009-02-01,0,4,0,0,0,4,4
CARAPARI,consulta externa,personas de 5 a 9 anos,2009-02-01,265,305,1,1,266,306,572
CARIPUYO,consulta externa,personas de 5 a 9 anos,2009-02-01,8,8,0,0,8,8,16
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2009-02-01,20,15,5,3,25,18,43
CATACORA,consulta externa,personas de 5 a 9 anos,2009-02-01,4,7,0,0,4,7,11
CHACARILLA,consulta externa,personas de 5 a 9 anos,2009-02-01,0,1,0,0,0,1,1
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2009-02-01,62,43,3,4,65,47,112
CHAQUI,consulta externa,personas de 5 a 9 anos,2009-02-01,11,12,0,0,11,12,23
CHARAGUA,consulta externa,personas de 5 a 9 anos,2009-02-01,55,43,0,1,55,44,99
CHARAÑA,consulta externa,personas de 5 a 9 anos,2009-02-01,11,8,1,0,12,8,20
CHAYANTA,consulta externa,personas de 5 a 9 anos,2009-02-01,29,28,0,0,29,28,57
CHIMORE,consulta externa,personas de 5 a 9 anos,2009-02-01,65,62,6,2,71,64,135
CHIPAYA,consulta externa,personas de 5 a 9 anos,2009-02-01,4,4,0,0,4,4,8
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2009-02-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2009-02-01,37,19,2,0,39,19,58
CHUMA,consulta externa,personas de 5 a 9 anos,2009-02-01,13,26,0,0,13,26,39
CLIZA,consulta externa,personas de 5 a 9 anos,2009-02-01,28,25,5,4,33,29,62
COBIJA,consulta externa,personas de 5 a 9 anos,2009-02-01,203,168,18,18,221,186,407
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2009-02-01,3235,2806,1972,1728,5207,4534,9741
COIPASA,consulta externa,personas de 5 a 9 anos,2009-02-01,7,3,1,0,8,3,11
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2009-02-01,67,46,37,19,104,65,169
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2009-02-01,23,19,0,0,23,19,42
COLLANA,consulta externa,personas de 5 a 9 anos,2009-02-01,4,2,0,0,4,2,6
COLOMI,consulta externa,personas de 5 a 9 anos,2009-02-01,26,25,4,0,30,25,55
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2009-02-01,73,44,69,33,142,77,219
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2009-02-01,41,55,0,0,41,55,96
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2009-02-01,26,17,0,0,26,17,43
COLQUIRI,consulta externa,personas de 5 a 9 anos,2009-02-01,27,20,1,0,28,20,48
COMANCHE,consulta externa,personas de 5 a 9 anos,2009-02-01,6,2,0,0,6,2,8
COMARAPA,consulta externa,personas de 5 a 9 anos,2009-02-01,57,61,2,4,59,65,124
COMBAYA,consulta externa,personas de 5 a 9 anos,2009-02-01,6,5,3,2,9,7,16
CONCEPCION,consulta externa,personas de 5 a 9 anos,2009-02-01,40,27,0,0,40,27,67
COPACABANA,consulta externa,personas de 5 a 9 anos,2009-02-01,18,9,1,0,19,9,28
CORIPATA,consulta externa,personas de 5 a 9 anos,2009-02-01,32,24,4,0,36,24,60
CORO CORO,consulta externa,personas de 5 a 9 anos,2009-02-01,4,4,0,0,4,4,8
COROICO,consulta externa,personas de 5 a 9 anos,2009-02-01,44,40,6,3,50,43,93
CORQUE,consulta externa,personas de 5 a 9 anos,2009-02-01,3,10,0,0,3,10,13
COTAGAITA,consulta externa,personas de 5 a 9 anos,2009-02-01,103,105,8,10,111,115,226
COTOCA,consulta externa,personas de 5 a 9 anos,2009-02-01,86,78,3,4,89,82,171
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2009-02-01,96,49,4,1,100,50,150
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2009-02-01,2,2,0,1,2,3,5
CUEVO,consulta externa,personas de 5 a 9 anos,2009-02-01,26,20,0,0,26,20,46
CULPINA,consulta externa,personas de 5 a 9 anos,2009-02-01,43,31,2,0,45,31,76
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2009-02-01,9,9,0,0,9,9,18
CURVA,consulta externa,personas de 5 a 9 anos,2009-02-01,11,14,1,0,12,14,26
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2009-02-01,6,4,0,0,6,4,10
EL ALTO,consulta externa,personas de 5 a 9 anos,2009-02-01,3025,2955,789,790,3814,3745,7559
EL CHORO,consulta externa,personas de 5 a 9 anos,2009-02-01,4,8,0,1,4,9,13
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2009-02-01,75,69,1,2,76,71,147
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2009-02-01,81,66,1,0,82,66,148
EL TORNO,consulta externa,personas de 5 a 9 anos,2009-02-01,306,266,22,18,328,284,612
EL VILLAR,consulta externa,personas de 5 a 9 anos,2009-02-01,8,10,0,0,8,10,18
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-02-01,56,52,0,0,56,52,108
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-02-01,165,216,4,5,169,221,390
ESCARA,consulta externa,personas de 5 a 9 anos,2009-02-01,1,1,0,0,1,1,2
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2009-02-01,12,9,0,0,12,9,21
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2009-02-01,3,4,0,0,3,4,7
EXALTACION,consulta externa,personas de 5 a 9 anos,2009-02-01,15,32,9,2,24,34,58
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2009-02-01,61,67,3,5,64,72,136
FILADELFIA,consulta externa,personas de 5 a 9 anos,2009-02-01,16,14,0,0,16,14,30
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2009-02-01,56,49,1,1,57,50,107
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2009-02-01,17,16,1,0,18,16,34
GUANAY,consulta externa,personas de 5 a 9 anos,2009-02-01,22,26,0,0,22,26,48
GUAQUI,consulta externa,personas de 5 a 9 anos,2009-02-01,8,12,1,0,9,12,21
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2009-02-01,276,274,22,21,298,295,593
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2009-02-01,59,47,0,1,59,48,107
HUACARETA,consulta externa,personas de 5 a 9 anos,2009-02-01,42,35,3,2,45,37,82
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2009-02-01,6,12,0,0,6,12,18
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2009-02-01,10,5,0,0,10,5,15
HUANUNI,consulta externa,personas de 5 a 9 anos,2009-02-01,117,117,87,68,204,185,389
HUARACAJE,consulta externa,personas de 5 a 9 anos,2009-02-01,16,27,0,0,16,27,43
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2009-02-01,0,2,0,0,0,2,2
ICHOCA,consulta externa,personas de 5 a 9 anos,2009-02-01,2,3,0,0,2,3,5
ICLA,consulta externa,personas de 5 a 9 anos,2009-02-01,12,9,1,0,13,9,22
INCAHUASI,consulta externa,personas de 5 a 9 anos,2009-02-01,38,44,1,0,39,44,83
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2009-02-01,3,0,3,0,6,0,6
INQUISIVI,consulta externa,personas de 5 a 9 anos,2009-02-01,14,19,0,0,14,19,33
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2009-02-01,86,97,0,1,86,98,184
IXIAMAS,consulta externa,personas de 5 a 9 anos,2009-02-01,23,13,0,0,23,13,36
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-02-01,15,12,0,0,15,12,27
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2009-02-01,58,43,1,0,59,43,102
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2009-02-01,316,304,34,29,350,333,683
LA PAZ,consulta externa,personas de 5 a 9 anos,2009-02-01,3225,3179,1319,1388,4544,4567,9111
LA RIVERA,consulta externa,personas de 5 a 9 anos,2009-02-01,3,2,0,0,3,2,5
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2009-02-01,38,27,4,4,42,31,73
LAJA,consulta externa,personas de 5 a 9 anos,2009-02-01,18,10,1,0,19,10,29
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2009-02-01,10,10,0,0,10,10,20
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2009-02-01,60,68,0,0,60,68,128
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2009-02-01,111,112,11,13,122,125,247
LLICA,consulta externa,personas de 5 a 9 anos,2009-02-01,19,17,0,1,19,18,37
LORETO,consulta externa,personas de 5 a 9 anos,2009-02-01,16,31,1,7,17,38,55
LURIBAY,consulta externa,personas de 5 a 9 anos,2009-02-01,16,23,1,1,17,24,41
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2009-02-01,6,2,0,0,6,2,8
MACHARETI,consulta externa,personas de 5 a 9 anos,2009-02-01,27,45,0,0,27,45,72
MAGDALENA,consulta externa,personas de 5 a 9 anos,2009-02-01,40,28,10,12,50,40,90
MAIRANA,consulta externa,personas de 5 a 9 anos,2009-02-01,38,32,2,0,40,32,72
MALLA,consulta externa,personas de 5 a 9 anos,2009-02-01,11,11,0,0,11,11,22
MAPIRI,consulta externa,personas de 5 a 9 anos,2009-02-01,28,40,0,2,28,42,70
MECAPACA,consulta externa,personas de 5 a 9 anos,2009-02-01,19,20,1,3,20,23,43
MINEROS,consulta externa,personas de 5 a 9 anos,2009-02-01,31,23,0,0,31,23,54
MIZQUE,consulta externa,personas de 5 a 9 anos,2009-02-01,29,34,3,2,32,36,68
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2009-02-01,13,8,0,0,13,8,21
MOJINETE,consulta externa,personas de 5 a 9 anos,2009-02-01,4,1,0,0,4,1,5
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2009-02-01,19,10,6,0,25,10,35
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2009-02-01,231,287,43,51,274,338,612
MONTERO,consulta externa,personas de 5 a 9 anos,2009-02-01,432,416,75,77,507,493,1000
MORO MORO,consulta externa,personas de 5 a 9 anos,2009-02-01,13,2,0,0,13,2,15
MOROCHATA,consulta externa,personas de 5 a 9 anos,2009-02-01,24,18,0,0,24,18,42
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2009-02-01,37,34,1,1,38,35,73
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2009-02-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2009-02-01,9,9,1,0,10,9,19
OCURI,consulta externa,personas de 5 a 9 anos,2009-02-01,22,19,0,0,22,19,41
OKINAWA,consulta externa,personas de 5 a 9 anos,2009-02-01,62,66,3,8,65,74,139
OMEREQUE,consulta externa,personas de 5 a 9 anos,2009-02-01,29,25,1,1,30,26,56
ORURO,consulta externa,personas de 5 a 9 anos,2009-02-01,1205,1181,201,195,1406,1376,2782
PADCAYA,consulta externa,personas de 5 a 9 anos,2009-02-01,147,206,5,4,152,210,362
PADILLA,consulta externa,personas de 5 a 9 anos,2009-02-01,52,36,2,1,54,37,91
PAILON,consulta externa,personas de 5 a 9 anos,2009-02-01,45,54,1,2,46,56,102
PALCA,consulta externa,personas de 5 a 9 anos,2009-02-01,14,16,0,0,14,16,30
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2009-02-01,82,74,1,1,83,75,158
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2009-02-01,10,7,0,0,10,7,17
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2009-02-01,30,37,1,2,31,39,70
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2009-02-01,9,8,0,0,9,8,17
PASORAPA,consulta externa,personas de 5 a 9 anos,2009-02-01,11,6,0,0,11,6,17
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2009-02-01,19,14,0,0,19,14,33
PAZÑA,consulta externa,personas de 5 a 9 anos,2009-02-01,8,7,0,0,8,7,15
PELECHUCO,consulta externa,personas de 5 a 9 anos,2009-02-01,18,10,0,0,18,10,28
POCOATA,consulta externa,personas de 5 a 9 anos,2009-02-01,14,23,1,1,15,24,39
POCONA,consulta externa,personas de 5 a 9 anos,2009-02-01,43,35,1,1,44,36,80
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2009-02-01,10,12,2,1,12,13,25
POOPO,consulta externa,personas de 5 a 9 anos,2009-02-01,6,6,0,0,6,6,12
PORCO,consulta externa,personas de 5 a 9 anos,2009-02-01,14,6,0,0,14,6,20
POROMA,consulta externa,personas de 5 a 9 anos,2009-02-01,16,17,1,0,17,17,34
PORONGO,consulta externa,personas de 5 a 9 anos,2009-02-01,51,42,2,0,53,42,95
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2009-02-01,110,89,6,4,116,93,209
PORVENIR,consulta externa,personas de 5 a 9 anos,2009-02-01,46,29,2,2,48,31,79
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2009-02-01,8,14,0,0,8,14,22
POTOSI,consulta externa,personas de 5 a 9 anos,2009-02-01,906,867,497,503,1403,1370,2773
PRESTO,consulta externa,personas de 5 a 9 anos,2009-02-01,10,9,0,0,10,9,19
PUCARA,consulta externa,personas de 5 a 9 anos,2009-02-01,9,6,0,0,9,6,15
PUCARANI,consulta externa,personas de 5 a 9 anos,2009-02-01,21,29,3,2,24,31,55
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2009-02-01,32,9,1,0,33,9,42
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2009-02-01,15,12,2,0,17,12,29
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2009-02-01,18,16,0,0,18,16,34
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2009-02-01,3,2,0,1,3,3,6
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2009-02-01,102,114,15,11,117,125,242
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2009-02-01,34,37,1,0,35,37,72
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2009-02-01,21,16,0,0,21,16,37
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2009-02-01,73,99,17,11,90,110,200
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2009-02-01,190,210,10,9,200,219,419
PUNA,consulta externa,personas de 5 a 9 anos,2009-02-01,87,72,0,1,87,73,160
PUNATA,consulta externa,personas de 5 a 9 anos,2009-02-01,73,48,10,9,83,57,140
QUIABAYA,consulta externa,personas de 5 a 9 anos,2009-02-01,3,3,0,0,3,3,6
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2009-02-01,194,194,67,40,261,234,495
QUIME,consulta externa,personas de 5 a 9 anos,2009-02-01,23,14,0,0,23,14,37
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2009-02-01,8,4,0,0,8,4,12
RAVELO,consulta externa,personas de 5 a 9 anos,2009-02-01,24,12,0,0,24,12,36
REYES,consulta externa,personas de 5 a 9 anos,2009-02-01,98,81,9,13,107,94,201
RIBERALTA,consulta externa,personas de 5 a 9 anos,2009-02-01,493,554,59,81,552,635,1187
ROBORE,consulta externa,personas de 5 a 9 anos,2009-02-01,64,49,3,2,67,51,118
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2009-02-01,65,55,8,5,73,60,133
SABAYA,consulta externa,personas de 5 a 9 anos,2009-02-01,7,8,0,0,7,8,15
SACABA,consulta externa,personas de 5 a 9 anos,2009-02-01,289,279,85,92,374,371,745
SACABAMBA,consulta externa,personas de 5 a 9 anos,2009-02-01,6,5,0,3,6,8,14
SACACA,consulta externa,personas de 5 a 9 anos,2009-02-01,27,26,0,0,27,26,53
SAIPINA,consulta externa,personas de 5 a 9 anos,2009-02-01,10,11,0,0,10,11,21
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2009-02-01,16,16,0,0,16,16,32
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2009-02-01,28,12,2,2,30,14,44
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2009-02-01,3,2,0,0,3,2,5
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2009-02-01,59,63,1,0,60,63,123
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-02-01,6,4,0,0,6,4,10
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2009-02-01,6,1,0,0,6,1,7
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2009-02-01,38,27,0,0,38,27,65
SAN BENITO,consulta externa,personas de 5 a 9 anos,2009-02-01,33,16,2,1,35,17,52
SAN BORJA,consulta externa,personas de 5 a 9 anos,2009-02-01,140,180,5,14,145,194,339
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2009-02-01,33,43,2,4,35,47,82
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2009-02-01,53,55,0,1,53,56,109
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2009-02-01,129,179,4,8,133,187,320
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2009-02-01,169,186,28,32,197,218,415
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2009-02-01,25,28,1,1,26,29,55
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2009-02-01,40,56,10,4,50,60,110
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2009-02-01,13,7,1,0,14,7,21
