,group,variable,month,MENORES DE 5 AÑOS NUEVOS,MENORES DE 5 AÑOS NUEVOS,MENORES DE 5 AÑOS REPETIDOS,MENORES DE 5 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
LICOMA PAMPA,consulta externa,menores de 5 anos,2009-07-01,37,26,12,1,49,27,76
LLALLAGUA,consulta externa,menores de 5 anos,2009-07-01,914,932,23,23,937,955,1892
LLICA,consulta externa,menores de 5 anos,2009-07-01,81,76,2,4,83,80,163
LORETO,consulta externa,menores de 5 anos,2009-07-01,158,149,2,8,160,157,317
LURIBAY,consulta externa,menores de 5 anos,2009-07-01,128,107,0,3,128,110,238
MACHACAMARCA,consulta externa,menores de 5 anos,2009-07-01,77,90,1,2,78,92,170
MACHARETI,consulta externa,menores de 5 anos,2009-07-01,262,216,16,9,278,225,503
MAGDALENA,consulta externa,menores de 5 anos,2009-07-01,199,145,5,10,204,155,359
MAIRANA,consulta externa,menores de 5 anos,2009-07-01,131,107,6,6,137,113,250
MALLA,consulta externa,menores de 5 anos,2009-07-01,27,35,0,1,27,36,63
MAPIRI,consulta externa,menores de 5 anos,2009-07-01,245,261,4,0,249,261,510
MECAPACA,consulta externa,menores de 5 anos,2009-07-01,116,109,17,5,133,114,247
MINEROS,consulta externa,menores de 5 anos,2009-07-01,584,434,5,1,589,435,1024
MIZQUE,consulta externa,menores de 5 anos,2009-07-01,461,455,50,49,511,504,1015
MOCOMOCO,consulta externa,menores de 5 anos,2009-07-01,120,109,5,5,125,114,239
MOJINETE,consulta externa,menores de 5 anos,2009-07-01,15,24,0,1,15,25,40
MOJOCOYA,consulta externa,menores de 5 anos,2009-07-01,168,180,4,1,172,181,353
MONTEAGUDO,consulta externa,menores de 5 anos,2009-07-01,595,580,102,86,697,666,1363
MONTERO,consulta externa,menores de 5 anos,2009-07-01,2393,2224,384,384,2777,2608,5385
MORO MORO,consulta externa,menores de 5 anos,2009-07-01,32,28,1,1,33,29,62
MOROCHATA,consulta externa,menores de 5 anos,2009-07-01,300,316,181,209,481,525,1006
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 5 anos,2009-07-01,73,51,0,1,73,52,125
NAZACARA DE PACAJES,consulta externa,menores de 5 anos,2009-07-01,6,14,0,0,6,14,20
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 5 anos,2009-07-01,55,77,0,2,55,79,134
OCURI,consulta externa,menores de 5 anos,2009-07-01,484,485,6,5,490,490,980
OKINAWA,consulta externa,menores de 5 anos,2009-07-01,338,310,17,14,355,324,679
OMEREQUE,consulta externa,menores de 5 anos,2009-07-01,129,110,4,8,133,118,251
ORURO,consulta externa,menores de 5 anos,2009-07-01,4100,3671,552,468,4652,4139,8791
PADCAYA,consulta externa,menores de 5 anos,2009-07-01,566,526,15,12,581,538,1119
PADILLA,consulta externa,menores de 5 anos,2009-07-01,354,294,5,10,359,304,663
PAILON,consulta externa,menores de 5 anos,2009-07-01,468,436,25,17,493,453,946
PALCA,consulta externa,menores de 5 anos,2009-07-01,107,108,8,0,115,108,223
PALOS BLANCOS,consulta externa,menores de 5 anos,2009-07-01,699,672,40,47,739,719,1458
PAMPA AULLAGAS,consulta externa,menores de 5 anos,2009-07-01,45,27,3,3,48,30,78
PAMPA GRANDE,consulta externa,menores de 5 anos,2009-07-01,132,149,0,2,132,151,283
PAPEL PAMPA,consulta externa,menores de 5 anos,2009-07-01,82,81,0,0,82,81,163
PASORAPA,consulta externa,menores de 5 anos,2009-07-01,75,64,10,8,85,72,157
PATACAMAYA,consulta externa,menores de 5 anos,2009-07-01,227,205,1,0,228,205,433
PAZÑA,consulta externa,menores de 5 anos,2009-07-01,84,72,1,2,85,74,159
PELECHUCO,consulta externa,menores de 5 anos,2009-07-01,91,79,0,0,91,79,170
POCOATA,consulta externa,menores de 5 anos,2009-07-01,415,419,6,1,421,420,841
POCONA,consulta externa,menores de 5 anos,2009-07-01,212,215,23,19,235,234,469
POJO (CBBA),consulta externa,menores de 5 anos,2009-07-01,265,225,2,5,267,230,497
POOPO,consulta externa,menores de 5 anos,2009-07-01,66,43,0,0,66,43,109
PORCO,consulta externa,menores de 5 anos,2009-07-01,169,180,0,2,169,182,351
POROMA,consulta externa,menores de 5 anos,2009-07-01,455,428,6,3,461,431,892
PORONGO,consulta externa,menores de 5 anos,2009-07-01,197,181,71,64,268,245,513
PORTACHUELO,consulta externa,menores de 5 anos,2009-07-01,492,514,48,38,540,552,1092
PORVENIR,consulta externa,menores de 5 anos,2009-07-01,216,171,12,4,228,175,403
POSTRER VALLE,consulta externa,menores de 5 anos,2009-07-01,46,50,0,1,46,51,97
POTOSI,consulta externa,menores de 5 anos,2009-07-01,4049,3540,514,430,4563,3970,8533
PRESTO,consulta externa,menores de 5 anos,2009-07-01,431,346,0,0,431,346,777
PUCARA,consulta externa,menores de 5 anos,2009-07-01,28,20,1,1,29,21,50
PUCARANI,consulta externa,menores de 5 anos,2009-07-01,191,168,12,7,203,175,378
PUERTO ACOSTA,consulta externa,menores de 5 anos,2009-07-01,124,85,9,3,133,88,221
PUERTO CARABUCO,consulta externa,menores de 5 anos,2009-07-01,105,121,2,1,107,122,229
PUERTO GONZALO MORENO,consulta externa,menores de 5 anos,2009-07-01,210,227,26,23,236,250,486
PUERTO PEREZ,consulta externa,menores de 5 anos,2009-07-01,31,35,0,0,31,35,66
PUERTO QUIJARRO,consulta externa,menores de 5 anos,2009-07-01,252,220,4,10,256,230,486
PUERTO RICO,consulta externa,menores de 5 anos,2009-07-01,189,166,11,54,200,220,420
PUERTO SILES,consulta externa,menores de 5 anos,2009-07-01,6016,12,5,7,6021,19,6040
PUERTO SUAREZ,consulta externa,menores de 5 anos,2009-07-01,228,252,37,35,265,287,552
PUERTO VILLARROEL,consulta externa,menores de 5 anos,2009-07-01,1511,1229,183,148,1694,1377,3071
PUNA,consulta externa,menores de 5 anos,2009-07-01,828,763,26,36,854,799,1653
PUNATA,consulta externa,menores de 5 anos,2009-07-01,531,486,57,59,588,545,1133
QUIABAYA,consulta externa,menores de 5 anos,2009-07-01,42,35,0,2,42,37,79
QUILLACOLLO,consulta externa,menores de 5 anos,2009-07-01,885,854,487,491,1372,1345,2717
QUIME,consulta externa,menores de 5 anos,2009-07-01,123,116,3,2,126,118,244
QUIRUSILLAS,consulta externa,menores de 5 anos,2009-07-01,55,41,4,2,59,43,102
RAVELO,consulta externa,menores de 5 anos,2009-07-01,523,474,2,0,525,474,999
REYES,consulta externa,menores de 5 anos,2009-07-01,258,265,5,5,263,270,533
RIBERALTA,consulta externa,menores de 5 anos,2009-07-01,2941,2693,455,415,3396,3108,6504
ROBORE,consulta externa,menores de 5 anos,2009-07-01,463,405,10,8,473,413,886
RURRENABAQUE,consulta externa,menores de 5 anos,2009-07-01,340,356,36,5,376,361,737
SABAYA,consulta externa,menores de 5 anos,2009-07-01,47,42,0,0,47,42,89
SACABA,consulta externa,menores de 5 anos,2009-07-01,1410,1279,333,311,1743,1590,3333
SACABAMBA,consulta externa,menores de 5 anos,2009-07-01,113,93,0,6,113,99,212
SACACA,consulta externa,menores de 5 anos,2009-07-01,632,590,2,3,634,593,1227
SAIPINA,consulta externa,menores de 5 anos,2009-07-01,89,103,2,10,91,113,204
SALINAS DE GARCI MENDOZA,consulta externa,menores de 5 anos,2009-07-01,267,224,3,0,270,224,494
SAMAIPATA,consulta externa,menores de 5 anos,2009-07-01,135,100,7,1,142,101,243
SAN AGUSTIN,consulta externa,menores de 5 anos,2009-07-01,32,48,2,1,34,49,83
SAN ANDRES,consulta externa,menores de 5 anos,2009-07-01,288,280,20,20,308,300,608
SAN ANDRES DE MACHACA,consulta externa,menores de 5 anos,2009-07-01,41,41,2,1,43,42,85
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 5 anos,2009-07-01,43,60,0,0,43,60,103
SAN ANTONIO DE LOMERIO,consulta externa,menores de 5 anos,2009-07-01,157,122,3,5,160,127,287
SAN BENITO,consulta externa,menores de 5 anos,2009-07-01,282,255,49,48,331,303,634
SAN BORJA,consulta externa,menores de 5 anos,2009-07-01,1109,1139,27,23,1136,1162,2298
SAN BUENA VENTURA,consulta externa,menores de 5 anos,2009-07-01,319,281,15,5,334,286,620
SAN CARLOS,consulta externa,menores de 5 anos,2009-07-01,409,413,18,12,427,425,852
SAN IGNACIO,consulta externa,menores de 5 anos,2009-07-01,717,658,41,12,758,670,1428
SAN IGNACIO DE VELASCO,consulta externa,menores de 5 anos,2009-07-01,1077,1019,269,257,1346,1276,2622
SAN JAVIER(BNI),consulta externa,menores de 5 anos,2009-07-01,97,74,1,1,98,75,173
SAN JAVIER(STC),consulta externa,menores de 5 anos,2009-07-01,208,196,11,10,219,206,425
SAN JOAQUIN,consulta externa,menores de 5 anos,2009-07-01,129,97,202,400,331,497,828
SAN JOSE DE CHIQUITOS,consulta externa,menores de 5 anos,2009-07-01,436,404,122,93,558,497,1055
SAN JUAN DE YAPACANI,consulta externa,menores de 5 anos,2009-07-01,382,305,26,22,408,327,735
SAN JULIAN,consulta externa,menores de 5 anos,2009-07-01,1096,927,42,38,1138,965,2103
SAN LORENZO(PND),consulta externa,menores de 5 anos,2009-07-01,141,145,9,5,150,150,300
SAN LORENZO(TJA),consulta externa,menores de 5 anos,2009-07-01,587,542,14,8,601,550,1151
SAN LUCAS,consulta externa,menores de 5 anos,2009-07-01,1122,1078,43,20,1165,1098,2263
SAN MATIAS,consulta externa,menores de 5 anos,2009-07-01,2053,265,27,15,2080,280,2360
SAN MIGUEL DE VELASCO,consulta externa,menores de 5 anos,2009-07-01,177,170,38,37,215,207,422
SAN PABLO DE LIPEZ,consulta externa,menores de 5 anos,2009-07-01,71,59,9,13,80,72,152
SAN PEDRO,consulta externa,menores de 5 anos,2009-07-01,571,560,25,23,596,583,1179
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 5 anos,2009-07-01,799,676,1,1,800,677,1477
SAN PEDRO DE CURAHUARA,consulta externa,menores de 5 anos,2009-07-01,87,84,5,3,92,87,179
SAN PEDRO DE QUEMES,consulta externa,menores de 5 anos,2009-07-01,13,28,0,0,13,28,41
SAN PEDRO DE TIQUINA,consulta externa,menores de 5 anos,2009-07-01,22,47,0,4,22,51,73
SAN PEDRO(PND),consulta externa,menores de 5 anos,2009-07-01,58,32,0,3,58,35,93
SAN RAFAEL,consulta externa,menores de 5 anos,2009-07-01,212,203,15,13,227,216,443
SAN RAMON,consulta externa,menores de 5 anos,2009-07-01,193,209,8,10,201,219,420
SAN RAMON,consulta externa,menores de 5 anos,2009-07-01,147,155,3,1,150,156,306
SANTA ANA,consulta externa,menores de 5 anos,2009-07-01,272,226,5,5,277,231,508
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 5 anos,2009-07-01,20481,18443,2907,2774,23388,21217,44605
SANTA ROSA,consulta externa,menores de 5 anos,2009-07-01,304,282,1,0,305,282,587
SANTA ROSA DEL SARA,consulta externa,menores de 5 anos,2009-07-01,474,477,4,2,478,479,957
SANTIAGO DE CALLAPA,consulta externa,menores de 5 anos,2009-07-01,60,93,4,3,64,96,160
SANTIAGO DE HUARI,consulta externa,menores de 5 anos,2009-07-01,220,206,13,5,233,211,444
SANTIAGO DE MACHACA,consulta externa,menores de 5 anos,2009-07-01,32,35,0,1,32,36,68
SANTIVAÑES,consulta externa,menores de 5 anos,2009-07-01,46,55,2,1,48,56,104
SANTUARIO DE QUILLACAS,consulta externa,menores de 5 anos,2009-07-01,37,39,0,0,37,39,76
SAPAHAQUI,consulta externa,menores de 5 anos,2009-07-01,124,115,7,3,131,118,249
SENA,consulta externa,menores de 5 anos,2009-07-01,107,99,0,3,107,102,209
SICA SICA (VILLA AROMA),consulta externa,menores de 5 anos,2009-07-01,187,211,0,5,187,216,403
SICAYA,consulta externa,menores de 5 anos,2009-07-01,70,57,0,1,70,58,128
SIPE SIPE,consulta externa,menores de 5 anos,2009-07-01,379,334,199,189,578,523,1101
SOPACHUY,consulta externa,menores de 5 anos,2009-07-01,224,221,3,9,227,230,457
SORACACHI,consulta externa,menores de 5 anos,2009-07-01,164,198,3,5,167,203,370
SORATA,consulta externa,menores de 5 anos,2009-07-01,249,246,42,32,291,278,569
SUCRE,consulta externa,menores de 5 anos,2009-07-01,6638,6295,1975,1074,8613,7369,15982
TACACHI,consulta externa,menores de 5 anos,2009-07-01,7,8,1,6,8,14,22
TACACOMA,consulta externa,menores de 5 anos,2009-07-01,130,111,7,4,137,115,252
TACOBAMBA,consulta externa,menores de 5 anos,2009-07-01,115,150,4,5,119,155,274
TACOPAYA,consulta externa,menores de 5 anos,2009-07-01,165,130,2,9,167,139,306
TAHUA,consulta externa,menores de 5 anos,2009-07-01,33,26,0,0,33,26,59
TAPACARI,consulta externa,menores de 5 anos,2009-07-01,727,630,30,18,757,648,1405
TARABUCO,consulta externa,menores de 5 anos,2009-07-01,618,566,4,4,622,570,1192
TARACO,consulta externa,menores de 5 anos,2009-07-01,34,26,0,0,34,26,60
TARATA,consulta externa,menores de 5 anos,2009-07-01,38,42,120,105,158,147,305
TARIJA,consulta externa,menores de 5 anos,2009-07-01,4740,5063,590,565,5330,5628,10958
TARVITA,consulta externa,menores de 5 anos,2009-07-01,770,738,20,23,790,761,1551
TEOPONTE,consulta externa,menores de 5 anos,2009-07-01,188,154,9,2,197,156,353
TIAWANACU,consulta externa,menores de 5 anos,2009-07-01,98,100,3,5,101,105,206
TINGUIPAYA,consulta externa,menores de 5 anos,2009-07-01,426,322,14,13,440,335,775
TIPUANI,consulta externa,menores de 5 anos,2009-07-01,218,186,12,11,230,197,427
TIQUIPAYA,consulta externa,menores de 5 anos,2009-07-01,906,935,314,308,1220,1243,2463
TIRAQUE (CBBA),consulta externa,menores de 5 anos,2009-07-01,971,887,171,60,1142,947,2089
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 5 anos,2009-07-01,21,13,0,1,21,14,35
TOCO,consulta externa,menores de 5 anos,2009-07-01,93,86,7,8,100,94,194
TODOS SANTOS,consulta externa,menores de 5 anos,2009-07-01,14,4,0,0,14,4,18
TOLATA,consulta externa,menores de 5 anos,2009-07-01,106,87,29,18,135,105,240
TOLEDO,consulta externa,menores de 5 anos,2009-07-01,69,77,3,0,72,77,149
TOMAVE,consulta externa,menores de 5 anos,2009-07-01,248,243,15,6,263,249,512
TOMINA,consulta externa,menores de 5 anos,2009-07-01,308,309,6,7,314,316,630
TORO TORO,consulta externa,menores de 5 anos,2009-07-01,234,250,4,1,238,251,489
TOTORA(CBBA),consulta externa,menores de 5 anos,2009-07-01,211,197,2,5,213,202,415
TOTORA(ORR),consulta externa,menores de 5 anos,2009-07-01,91,82,2,0,93,82,175
TRIGAL,consulta externa,menores de 5 anos,2009-07-01,48,40,1,1,49,41,90
TRINIDAD,consulta externa,menores de 5 anos,2009-07-01,2017,1869,173,190,2190,2059,4249
TUPIZA,consulta externa,menores de 5 anos,2009-07-01,994,854,35,31,1029,885,1914
TURCO,consulta externa,menores de 5 anos,2009-07-01,64,74,1,0,65,74,139
UMALA,consulta externa,menores de 5 anos,2009-07-01,163,192,46,0,209,192,401
UNCIA,consulta externa,menores de 5 anos,2009-07-01,611,497,5,2,616,499,1115
URIONDO (A. CONCEPCION),consulta externa,menores de 5 anos,2009-07-01,481,448,21,25,502,473,975
URUBICHA,consulta externa,menores de 5 anos,2009-07-01,182,166,18,7,200,173,373
UYUNI,consulta externa,menores de 5 anos,2009-07-01,357,329,3,5,360,334,694
VACAS,consulta externa,menores de 5 anos,2009-07-01,123,107,7,7,130,114,244
VALLEGRANDE,consulta externa,menores de 5 anos,2009-07-01,188,174,67,25,255,199,454
VIACHA,consulta externa,menores de 5 anos,2009-07-01,552,571,189,150,741,721,1462
VILA VILA,consulta externa,menores de 5 anos,2009-07-01,71,54,1,1,72,55,127
VILLA MONTES,consulta externa,menores de 5 anos,2009-07-01,627,692,75,59,702,751,1453
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 5 anos,2009-07-01,99,99,5,6,104,105,209
VILLA RIVERO,consulta externa,menores de 5 anos,2009-07-01,103,70,16,11,119,81,200
VILLA SERRANO,consulta externa,menores de 5 anos,2009-07-01,380,346,1,3,381,349,730
VILLA TUNARI,consulta externa,menores de 5 anos,2009-07-01,1919,1689,147,139,2066,1828,3894
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 5 anos,2009-07-01,230,252,3,2,233,254,487
VILLAZON,consulta externa,menores de 5 anos,2009-07-01,1081,945,74,68,1155,1013,2168
VINTO,consulta externa,menores de 5 anos,2009-07-01,352,382,249,204,601,586,1187
VITICHI,consulta externa,menores de 5 anos,2009-07-01,186,187,2,7,188,194,382
WALDO BALLIVIAN,consulta externa,menores de 5 anos,2009-07-01,23,25,0,0,23,25,48
WARNES,consulta externa,menores de 5 anos,2009-07-01,1364,1429,47,30,1411,1459,2870
YACO,consulta externa,menores de 5 anos,2009-07-01,134,111,8,10,142,121,263
YACUIBA,consulta externa,menores de 5 anos,2009-07-01,2260,2010,182,159,2442,2169,4611
YAMPARAEZ,consulta externa,menores de 5 anos,2009-07-01,114,94,7,3,121,97,218
YANACACHI,consulta externa,menores de 5 anos,2009-07-01,59,46,1,3,60,49,109
YAPACANI,consulta externa,menores de 5 anos,2009-07-01,808,686,40,28,848,714,1562
YOCALLA,consulta externa,menores de 5 anos,2009-07-01,102,110,0,0,102,110,212
YOTALA,consulta externa,menores de 5 anos,2009-07-01,147,136,12,9,159,145,304
YUNCHARA,consulta externa,menores de 5 anos,2009-07-01,167,153,0,0,167,153,320
ZUDAÑEZ,consulta externa,menores de 5 anos,2009-07-01,222,178,14,6,236,184,420
ACACIO,consulta externa,menores de 5 anos,2009-08-01,187,187,0,2,187,189,376
ACHACACHI,consulta externa,menores de 5 anos,2009-08-01,387,345,10,6,397,351,748
ACHOCALLA,consulta externa,menores de 5 anos,2009-08-01,64,68,2,0,66,68,134
AIQUILE,consulta externa,menores de 5 anos,2009-08-01,641,494,10,14,651,508,1159
ALALAY,consulta externa,menores de 5 anos,2009-08-01,50,58,0,1,50,59,109
ALCALA,consulta externa,menores de 5 anos,2009-08-01,172,187,5,2,177,189,366
ANCORAIMES,consulta externa,menores de 5 anos,2009-08-01,190,162,2,6,192,168,360
ANDAMARCA,consulta externa,menores de 5 anos,2009-08-01,47,62,2,6,49,68,117
ANTEQUERA,consulta externa,menores de 5 anos,2009-08-01,58,50,3,3,61,53,114
ANZALDO,consulta externa,menores de 5 anos,2009-08-01,128,132,22,11,150,143,293
APOLO,consulta externa,menores de 5 anos,2009-08-01,472,478,5,2,477,480,957
ARAMPAMPA,consulta externa,menores de 5 anos,2009-08-01,108,97,1,0,109,97,206
ARANI,consulta externa,menores de 5 anos,2009-08-01,206,130,1,1,207,131,338
ARBIETO,consulta externa,menores de 5 anos,2009-08-01,210,168,86,71,296,239,535
ARQUE,consulta externa,menores de 5 anos,2009-08-01,375,374,1,0,376,374,750
ASCENCION DE GUARAYOS,consulta externa,menores de 5 anos,2009-08-01,512,434,69,44,581,478,1059
ATOCHA,consulta externa,menores de 5 anos,2009-08-01,182,171,3,0,185,171,356
AUCAPATA,consulta externa,menores de 5 anos,2009-08-01,63,59,7,9,70,68,138
AYATA,consulta externa,menores de 5 anos,2009-08-01,185,173,5,2,190,175,365
AYO AYO,consulta externa,menores de 5 anos,2009-08-01,85,83,5,9,90,92,182
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 5 anos,2009-08-01,687,625,4,7,691,632,1323
AZURDUY,consulta externa,menores de 5 anos,2009-08-01,511,521,4,2,515,523,1038
BATALLAS,consulta externa,menores de 5 anos,2009-08-01,102,105,1,0,103,105,208
BAURES,consulta externa,menores de 5 anos,2009-08-01,118,96,4,1,122,97,219
BELEN DE ANDAMARCA,consulta externa,menores de 5 anos,2009-08-01,14,19,0,0,14,19,33
BELEN DE URMIRI,consulta externa,menores de 5 anos,2009-08-01,63,63,3,1,66,64,130
BELLA FLOR,consulta externa,menores de 5 anos,2009-08-01,64,82,4,1,68,83,151
BERMEJO,consulta externa,menores de 5 anos,2009-08-01,1310,1366,95,77,1405,1443,2848
BETANZOS,consulta externa,menores de 5 anos,2009-08-01,899,870,13,15,912,885,1797
BOLIVAR,consulta externa,menores de 5 anos,2009-08-01,141,114,1,1,142,115,257
BOLPEBRA,consulta externa,menores de 5 anos,2009-08-01,65,57,10,4,75,61,136
BOYUIBE,consulta externa,menores de 5 anos,2009-08-01,149,135,2,8,151,143,294
BUENA VISTA,consulta externa,menores de 5 anos,2009-08-01,316,297,21,25,337,322,659
CABEZAS,consulta externa,menores de 5 anos,2009-08-01,701,550,32,38,733,588,1321
CAIROMA,consulta externa,menores de 5 anos,2009-08-01,199,160,17,9,216,169,385
"CAIZA ""D""",consulta externa,menores de 5 anos,2009-08-01,208,194,34,18,242,212,454
CAJUATA,consulta externa,menores de 5 anos,2009-08-01,229,231,2,9,231,240,471
CALACOTO,consulta externa,menores de 5 anos,2009-08-01,100,94,1,1,101,95,196
CALAMARCA,consulta externa,menores de 5 anos,2009-08-01,149,177,4,11,153,188,341
CAMARGO,consulta externa,menores de 5 anos,2009-08-01,421,396,4,9,425,405,830
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 5 anos,2009-08-01,76,80,0,8,76,88,164
CAMIRI,consulta externa,menores de 5 anos,2009-08-01,1146,1073,95,99,1241,1172,2413
CAPINOTA,consulta externa,menores de 5 anos,2009-08-01,367,315,29,12,396,327,723
CAQUIAVIRI,consulta externa,menores de 5 anos,2009-08-01,82,71,0,0,82,71,153
CARACOLLO,consulta externa,menores de 5 anos,2009-08-01,203,182,2,1,205,183,388
CARANAVI,consulta externa,menores de 5 anos,2009-08-01,1216,1060,51,62,1267,1122,2389
CARANGAS,consulta externa,menores de 5 anos,2009-08-01,6,12,0,2,6,14,20
CARAPARI,consulta externa,menores de 5 anos,2009-08-01,418,375,12,11,430,386,816
CARIPUYO,consulta externa,menores de 5 anos,2009-08-01,281,241,0,1,281,242,523
CARMEN RIVERO TORREZ,consulta externa,menores de 5 anos,2009-08-01,88,27,20,27,108,54,162
CATACORA,consulta externa,menores de 5 anos,2009-08-01,31,25,2,1,33,26,59
CHACARILLA,consulta externa,menores de 5 anos,2009-08-01,24,17,7,2,31,19,50
CHALLAPATA,consulta externa,menores de 5 anos,2009-08-01,511,388,6,5,517,393,910
CHAQUI,consulta externa,menores de 5 anos,2009-08-01,188,176,5,6,193,182,375
CHARAGUA,consulta externa,menores de 5 anos,2009-08-01,899,816,40,48,939,864,1803
CHARAÑA,consulta externa,menores de 5 anos,2009-08-01,32,18,0,0,32,18,50
CHAYANTA,consulta externa,menores de 5 anos,2009-08-01,418,440,7,6,425,446,871
CHIMORE,consulta externa,menores de 5 anos,2009-08-01,676,605,21,22,697,627,1324
CHIPAYA,consulta externa,menores de 5 anos,2009-08-01,25,24,2,0,27,24,51
CHOQUE COTA,consulta externa,menores de 5 anos,2009-08-01,15,15,1,0,16,15,31
