,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,13,7,0,0,13,7,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,1210,1179,30,22,1240,1201,2441
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,8,4,0,0,8,4,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,6,8,8,8,14,16,30
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,5,1,0,1,5,2,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,5,1,1,3,6,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,1,2,5,5,6,11
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,4,1,0,1,4,2,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,5,4,2,0,7,4,11
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,4,1,0,3,4,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,4,7,3,10,7,17
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,5,6,2,1,7,7,14
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,11,8,0,1,11,9,20
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,1,1,3,6,4,7,11
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,3,2,3,2,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,40,24,0,0,40,24,64
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,4,1,0,4,4,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,5,1,1,5,6,6,12
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,7,7,7,15,14,22,36
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,254,210,7,8,261,218,479
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,1,1,1,1,2,2,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,3,5,10,8,13,21
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,1,2,4,4,5,9
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,11,3,8,11,19,14,33
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,3,10,3,10,13
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,1,0,3,2,4,2,6
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,6,9,0,1,6,10,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,185,202,11,9,196,211,407
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,6,8,9,11,15,19,34
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,6,5,3,7,9,16
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,11,11,2,1,13,12,25
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,9,13,13,16,22,29,51
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,1,7,3,9,4,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,28,39,21,17,49,56,105
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,8,4,0,2,8,6,14
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,4,13,6,15,10,25
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,2,5,6,5,8,13
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,4,7,4,7,11
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,2,5,2,8,4,12
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,2,5,6,5,8,13
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,7,4,4,4,11,8,19
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,7,12,6,1,13,13,26
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,1,3,1,0,2,3,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,1,2,0,0,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,87,85,20,1,107,86,193
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,44,37,5,7,49,44,93
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,4,2,4,2,6
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,5,1,5,1,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,12,8,6,9,18,17,35
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,6,6,1,1,7,7,14
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,6,6,1,0,7,6,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,26,23,0,0,26,23,49
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,2,5,7,5,9,14
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,7,13,0,0,7,13,20
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,64,68,0,2,64,70,134
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,4,2,3,1,7,3,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,8,10,8,3,16,13,29
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,45,36,8,7,53,43,96
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,0,5,2,7,2,9
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,4,2,4,2,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,7,2,2,2,9,4,13
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,45,39,13,8,58,47,105
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,3,4,2,7,5,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,28,39,8,3,36,42,78
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,30,22,9,11,39,33,72
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,1,0,0,0,1,1
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,2,0,1,0,3,3
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,101,86,9,3,110,89,199
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,5,2,1,3,6,5,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,39,62,22,26,61,88,149
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,2,2,2,2,4,4,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,6,0,0,3,6,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,34,25,17,11,51,36,87
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,6,3,3,1,9,4,13
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,3,3,6,3,9,6,15
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,0,0,3,3,3,3,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-01-01,5,4,5,1,10,5,15
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,0,3,2,5,2,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,25,17,7,4,32,21,53
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,8,10,7,16,15,31
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,14,18,11,7,25,25,50
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,8,4,8,4,12
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,1,0,0,2,1,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,12,0,0,7,12,19
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,8,7,1,1,9,8,17
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,4,1,1,3,5,8
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,4,0,2,2,6,8
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,3,5,6,8,9,17
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,6,12,7,19,13,32
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,1,1,3,3,4,7
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,6,0,0,7,6,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,10,11,9,4,19,15,34
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,6,2,3,7,9,16
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,8,8,0,0,8,8,16
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,6,1,0,7,6,13
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,1,1,0,1,1,2
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,2,4,2,7,4,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,6,1,0,5,6,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,17,14,7,3,24,17,41
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,2,8,7,12,9,21
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,10,4,3,2,13,6,19
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,9,4,0,0,9,4,13
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,1,1,0,3,1,4
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,1,4,1,4,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,1,4,1,4,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,27,30,1,9,28,39,67
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,16,2,9,8,25,33
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,4,3,4,3,7
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,1,0,0,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,3,3,1,3,4,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,4,12,7,17,11,28
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,12,9,14,11,26,20,46
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,8,8,1,7,9,15,24
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,8,4,6,1,14,5,19
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,8,12,0,1,8,13,21
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,1,3,1,3,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,5,1,1,8,6,14
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,8,0,3,7,11,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,2,1,0,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,31,29,6,1,37,30,67
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,20,20,0,0,20,20,40
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,4,0,0,5,4,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,11,14,5,2,16,16,32
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,51,32,14,11,65,43,108
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,4,22,16,26,20,46
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,0,6,3,8,3,11
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,2,4,3,4,5,9
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,16,12,7,1,23,13,36
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,8,2,2,1,10,3,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,4,42,33,46,37,83
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,3,5,4,5,9
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,6,5,6,12,12,24
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,17,22,1,2,18,24,42
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,0,6,0,6,6
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,11,10,2,15,13,28
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,5,0,1,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,6,7,4,10,10,20
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,8,7,7,13,15,28
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,13,13,9,2,22,15,37
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,50,43,23,16,73,59,132
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,4,16,9,22,13,35
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,523,523,8,4,531,527,1058
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,30,26,5,4,35,30,65
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,2,3,2,6,4,10
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,3,0,0,1,3,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,7,1,2,8,9,17
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,8,4,3,7,11,18
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,15,20,14,7,29,27,56
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,1,2,4,6,5,11
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,2,12,17,15,19,34
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,4,0,0,0,4,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,12,13,3,2,15,15,30
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,3,1,0,3,3,6
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,25,12,2,5,27,17,44
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,5,5,1,9,6,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,10,2,5,5,15,7,22
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,0,1,1,1,2
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,9,11,5,18,14,32
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,4,0,2,4,6,10
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,6,2,3,8,9,17
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,45,45,3,10,48,55,103
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,9,18,4,3,13,21,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,1,0,0,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,2,3,1,4,3,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,9,9,8,9,17,18,35
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,3,0,0,0,3,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,4,8,4,12,8,20
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,563,548,161,174,724,722,1446
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,2,0,2,0,4,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,5,2,2,8,7,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,5,5,4,8,9,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,48,43,5,9,53,52,105
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,2,2,2,6,4,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,13,11,4,13,17,24,41
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,37,35,0,0,37,35,72
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,1,0,1,2,2,4
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,4,0,0,4,4,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,3,0,0,1,3,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,3,0,0,1,3,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,1,11,17,12,18,30
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,1,3,3,3,4,7
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,7,4,5,7,12,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,7,3,1,10,8,18
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,2,16,9,22,11,33
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,2,0,0,3,2,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,29,23,10,10,39,33,72
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,6,6,8,13,14,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,8,5,2,10,10,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,2,7,3,7,10
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,21,6,4,1,25,7,32
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,4,4,5,4,9,13
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,1,2,1,3,2,5
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,0,0,1,2,1,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,2,0,0,2,2,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,3,1,1,4,4,5,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,2,2,2,4,4,6,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,5,2,6,7,11,18
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,1,2,5,3,6,9
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,9,2,5,6,14,8,22
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,13,5,6,13,19,18,37
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,9,5,2,1,11,6,17
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,9,5,0,1,9,6,15
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,31,32,6,5,37,37,74
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,68,73,16,11,84,84,168
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,561,533,3,0,564,533,1097
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,4,0,0,1,4,5
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,7,0,1,6,8,14
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,3,1,3,1,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,3,1,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,25,32,37,22,62,54,116
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,0,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,4,1,1,1,5,2,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,1,1,4,1,5,2,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,4,6,4,11,8,19
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,10,5,7,4,17,9,26
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,7,5,2,0,9,5,14
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,2,1,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,7,2,4,8,11,19
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,6,8,1,1,7,9,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,17,15,11,28,28,43,71
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,13,15,16,13,29,28,57
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,9,7,7,2,16,9,25
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,0,1,1,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,15,15,2,1,17,16,33
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,104,110,0,4,104,114,218
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,0,1,0,0,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-02-01,5,2,9,5,14,7,21
