,group,variable,month,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,3,2,3,5
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,7,29,7,29,36
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,1,1,1,2
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,0,4,0,4
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,1,4,1,5
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,4,2,4,6
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,12,8,12,8,20
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,20,1,20,1,21
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,1,1,1,2
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,7,0,7,7
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,29,48,29,48,77
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,2,1,2,3
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,7,1,7,8
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,3,1,3,4
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,3,5,3,5,8
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,0,2,0,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,22,1,22,23
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,10,1,10,1,11
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,2,0,2,2
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,8,4,8,12
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,5,4,5,4,9
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,8,26,8,26,34
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,5,4,5,9
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,21,4,21,25
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,12,3,12,3,15
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,0,2,0,2
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,6,2,6,8
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,0,4,0,4
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,3,1,3,1,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,3,18,3,18,21
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,1,4,1,5
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,15,1,15,1,16
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,11,4,11,4,15
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,17,4,17,4,21
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,17,2,17,19
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,2,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,3,1,3,4
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,3,0,3,0,3
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,1,4,1,5
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,7,0,7,0,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,15,4,15,19
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,163,43,163,43,206
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,4,2,4,6
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,2,1,2,3
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,5,3,5,3,8
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,5,2,5,2,7
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,1,1,1,2
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,2,1,2,3
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,49,46,49,46,95
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,3,4,3,7
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,24,39,24,39,63
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,2,0,2,2
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,3,4,3,4,7
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,2,0,2,2
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,2,0,2,2
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,7,4,7,11
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,20,4,20,4,24
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,4,4,4,8
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,0,1,0,1
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,10,1,10,11
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,3,3,3,3,6
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,1,10,1,10,11
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,3,4,3,7
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,21,0,21,21
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,1,4,1,5
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,2,2,2,4
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,6,8,6,8,14
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,0,2,0,2
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,4,1,4,1,5
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,7,0,7,0,7
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,13,8,13,8,21
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,1,0,1,1
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,1,2,1,3
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,2,4,2,4,6
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,2,0,2,2
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-02-01,0,6,0,6,6
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,5,0,5,5
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,2,0,2,2
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,3,1,3,4
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,2,1,2,3
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,2,0,2,2
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,2,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,5,6,5,6,11
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,10,0,10,10
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,12,2,12,14
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,2,1,2,3
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,4,2,4,2,6
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,6,0,6,0,6
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,27,1,27,1,28
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,4,0,4,4
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,5,0,5,0,5
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,4,0,4,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,0,2,0,2
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,28,0,28,28
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,5,0,5,5
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,10,3,10,3,13
CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,4,0,4,0,4
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,4,0,4,4
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,3,33,3,33,36
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,4,0,4,4
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,6,23,6,23,29
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,4,2,4,2,6
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,77,27,77,27,104
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,10,4,10,4,14
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,0,2,0,2
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,3,0,3,0,3
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,13,0,13,13
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,5,2,5,7
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,6,18,6,18,24
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,26,0,26,26
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,5,0,5,5
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,1,2,1,3
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,5,8,5,8,13
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,5,0,5,0,5
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,5,1,5,1,6
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,208,137,208,137,345
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,13,13,13,13,26
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,3,15,3,15,18
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,5,4,5,4,9
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,4,16,4,16,20
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,8,0,8,8
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,3,2,3,2,5
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,4,2,4,2,6
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,3,0,3,0,3
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,9,1,9,10
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,2,1,2,3
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,2,0,2,2
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,8,0,8,8
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,1,1,1,2
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,9,1,9,1,10
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,141,28,141,28,169
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,1,2,1,3
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,3,0,3,0,3
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,18,0,18,18
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,7,0,7,0,7
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,8,0,8,8
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,4,17,4,17,21
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,1,1,1,2
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,10,2,10,12
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,116,100,116,100,216
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,1,1,1,2
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,3,1,3,1,4
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,31,1,31,1,32
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,3,2,3,5
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,15,1,15,16
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,1,1,1,2
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,5,11,5,11,16
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,2,0,2,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,12,0,12,12
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,6,27,6,27,33
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,14,1,14,1,15
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,0,2,0,2
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,2,2,2,4
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,6,1,6,7
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,6,35,6,35,41
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,6,0,6,0,6
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,11,24,11,24,35
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,1,0,1,1
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,5,0,5,5
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,2,0,2,0,2
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,6,3,6,3,9
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,7,0,7,7
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,11,5,11,5,16
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,0,4,0,4,4
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-03-01,1,0,1,0,1
