,group,variable,month,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,60,81,60,81,141
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,14,0,14,0,14
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,54,10,54,10,64
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,24,21,24,21,45
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,22,1,22,1,23
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,14,0,14,0,14
SAN PABLO DE LIPEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,7,0,7,0,7
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,7,0,7,0,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,21,8,21,8,29
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,5,1,5,1,6
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,3,1,3,1,4
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,4,1,4,1,5
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,7,4,7,4,11
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,42,0,42,0,42
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,3179,565,3179,565,3744
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,2,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,31,2,31,2,33
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,0,14,0,14,14
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,0,1,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,5,1,5,6
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,5,2,5,2,7
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,9,1,9,10
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,6,10,6,10,16
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,5,1,5,1,6
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,24,108,24,108,132
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,17,10,17,10,27
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,6,0,6,0,6
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,42,6,42,6,48
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,6,0,6,0,6
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,6,5,6,5,11
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,27,32,27,32,59
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,432,135,432,135,567
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,3,1,3,4
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,9,0,9,0,9
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,9,3,9,3,12
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,5,1,5,1,6
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,10,0,10,0,10
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,13,46,13,46,59
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,0,10,0,10,10
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,5,2,5,2,7
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,11,0,11,0,11
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,630,262,630,262,892
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,0,3,0,3,3
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,15,5,15,5,20
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,15,8,15,8,23
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,18,27,18,27,45
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,7,10,7,10,17
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,35,47,35,47,82
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,40,13,40,13,53
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,0,1,0,1
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,7,4,7,4,11
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,8,0,8,0,8
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,5,4,5,4,9
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,14,4,14,4,18
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,7,11,7,11,18
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,11,14,11,14,25
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,21,6,21,6,27
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,303,8,303,8,311
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,53,17,53,17,70
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,0,1,0,1
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,2,7,2,7,9
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,5,16,5,16,21
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,28,18,28,18,46
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,4,11,4,11,15
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,33,0,33,0,33
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,6,1,6,7
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,19,1,19,1,20
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,137,26,137,26,163
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,2,1,2,3
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,19,1,19,1,20
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,31,25,31,25,56
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,0,7,0,7,7
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,11,2,11,2,13
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,18,2,18,2,20
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,123,16,123,16,139
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,35,1,35,1,36
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,96,15,96,15,111
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,139,30,139,30,169
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,11,0,11,0,11
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,4,0,4,0,4
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,265,24,265,24,289
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,0,3,0,3,3
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,289,1,289,1,290
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,0,1,0,1
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,3,0,3,0,3
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,37,10,37,10,47
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,6,0,6,0,6
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,4,4,4,4,8
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,2,5,2,5,7
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-01-01,1,0,1,0,1
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,35,40,35,40,75
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,34,69,34,69,103
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,15,13,15,13,28
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,30,790,30,790,820
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,10,1,10,11
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,8,9,8,9,17
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,29,19,29,19,48
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,6,9,6,9,15
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,8,28,8,28,36
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,8,10,8,10,18
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,10,3,10,13
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,11,1,11,1,12
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,24,40,24,40,64
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,0,3,0,3
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,32,17,32,17,49
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,12,21,12,21,33
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,4,1,4,5
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,2,3,2,5
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,34,70,34,70,104
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,8,6,8,6,14
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,24,19,24,19,43
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,0,3,0,3
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,0,3,0,3,3
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,6,3,6,9
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,107,232,107,232,339
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,26,12,26,12,38
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,10,3,10,13
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,1,3,1,4
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,22,28,22,28,50
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,21,0,21,0,21
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,50,30,50,30,80
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,5,72,5,72,77
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,19,24,19,24,43
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,36,0,36,0,36
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,14,3,14,3,17
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,22,20,22,20,42
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,1,3,1,4
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,46,14,46,14,60
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,12,89,12,89,101
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,25,13,25,13,38
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,25,13,25,13,38
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,89,130,89,130,219
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,43,0,43,0,43
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,11,141,11,141,152
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,21,5,21,5,26
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,11,1,11,12
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,75,24,75,24,99
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,10,0,10,0,10
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,15,18,15,18,33
CHARAÑA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,0,1,0,1
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,9,12,9,12,21
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,33,34,33,34,67
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,9,15,9,15,24
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,7,3,7,3,10
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,6,0,6,0,6
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,12,3,12,3,15
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,26,36,26,36,62
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,109,62,109,62,171
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,33,1,33,34
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1012,946,1012,946,1958
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,70,165,70,165,235
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,18,8,18,8,26
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,0,1,0,1
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,25,87,25,87,112
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,14,5,14,5,19
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,26,64,26,64,90
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,18,0,18,0,18
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,13,30,13,30,43
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,10,1,10,11
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,9,145,9,145,154
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,30,79,30,79,109
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,34,73,34,73,107
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,33,254,33,254,287
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,6,0,6,0,6
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,13,144,13,144,157
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,5,0,5,0,5
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,30,16,30,16,46
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,134,64,134,64,198
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,28,21,28,21,49
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,10,2,10,2,12
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,23,22,23,22,45
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,7,3,7,3,10
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,2,5,2,5,7
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,2,4,2,6
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1455,1319,1455,1319,2774
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,2,5,2,5,7
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,16,7,16,7,23
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,20,11,20,11,31
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,97,89,97,89,186
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,5,0,5,0,5
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,20,20,20,20,40
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,65,151,65,151,216
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,7,5,7,5,12
ESMERALDA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,10,0,10,0,10
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,0,4,0,4
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,0,5,0,5,5
EXALTACION,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,18,9,18,9,27
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,1,3,1,4
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,31,2,31,2,33
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,12,1,12,1,13
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,60,62,60,62,122
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,0,4,0,4
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,107,26,107,26,133
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,11,40,11,40,51
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,7,0,7,0,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,0,3,0,3
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,0,4,0,4
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,19,19,19,19,38
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,0,4,0,4
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,17,16,17,16,33
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,22,4,22,26
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,2,1,2,1,3
HUMANATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,9,2,9,2,11
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,6,4,6,10
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,0,3,0,3,3
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,7,4,7,4,11
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,6,3,6,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,2,44,2,44,46
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,4,18,4,18,22
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,5,0,5,0,5
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,59,211,59,211,270
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,38,121,38,121,159
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1513,1166,1513,1166,2679
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,13,37,13,37,50
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,3,0,3,0,3
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,1,0,1,0,1
LICOMA PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-02-01,0,3,0,3,3
