,group,variable,month,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,3,2,3,2,5
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,2,3,2,3,5
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,4,4,4,4,8
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,4,2,4,2,6
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,10,70,10,70,80
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,18,16,18,16,34
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,29,8,29,8,37
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,7,0,7,0,7
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,6,3,6,3,9
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,13,12,13,12,25
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,201,51,201,51,252
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,6,2,6,2,8
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,2,0,2,0,2
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,4,3,4,3,7
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,10,0,10,0,10
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,16,10,16,10,26
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,0,3,0,3,3
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,12,1,12,1,13
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,9,2,9,2,11
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,372,155,372,155,527
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,2,13,2,13,15
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,8,5,8,5,13
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,12,1,12,1,13
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,10,2,10,2,12
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,7,5,7,5,12
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,20,29,20,29,49
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,23,18,23,18,41
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,1,0,1,0,1
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,7,6,7,6,13
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,3,0,3,0,3
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,3,2,3,2,5
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,3,3,3,3,6
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,2,14,2,14,16
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,3,16,3,16,19
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,20,4,20,4,24
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,1,0,1,0,1
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,193,21,193,21,214
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,32,8,32,8,40
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,0,1,0,1,1
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,1,1,1,1,2
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,1,3,1,3,4
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,22,6,22,6,28
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,0,13,0,13,13
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,1,2,1,2,3
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,6,1,6,1,7
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,8,0,8,0,8
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,82,6,82,6,88
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,10,11,10,11,21
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,29,21,29,21,50
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,0,4,0,4,4
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,13,2,13,2,15
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,9,1,9,1,10
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,41,8,41,8,49
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,8,0,8,0,8
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,68,11,68,11,79
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,89,35,89,35,124
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,9,1,9,1,10
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,3,0,3,0,3
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,126,51,126,51,177
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,120,7,120,7,127
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,2,0,2,0,2
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,20,81,20,81,101
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,5,0,5,0,5
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,1,8,1,8,9
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,2,5,2,5,7
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-01-01,0,1,0,1,1
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,6,22,6,22,28
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,10,41,10,41,51
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,15,2,15,2,17
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,9,166,9,166,175
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,3,1,3,4
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,0,4,0,4
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,25,7,25,7,32
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,2,2,2,4
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,14,5,14,19
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,13,9,13,9,22
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,9,14,9,14,23
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,3,8,3,11
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,14,30,14,30,44
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,0,4,0,4
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,56,10,56,10,66
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,3,1,3,4
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,6,0,6,0,6
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,17,36,17,36,53
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,7,1,7,8
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,12,8,12,20
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,1,3,1,4
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,0,2,0,2
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,1,1,1,2
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,50,53,50,53,103
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,22,0,22,0,22
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,8,3,8,11
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,2,2,2,4
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,3,8,3,11
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,14,3,14,3,17
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,37,133,37,133,170
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,14,8,14,22
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,11,4,11,4,15
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,14,2,14,2,16
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,10,7,10,7,17
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,12,3,12,15
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,18,5,18,5,23
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,72,7,72,79
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,8,5,8,13
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,19,8,19,8,27
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,85,55,85,55,140
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,18,2,18,2,20
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,13,2,13,15
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,6,4,6,10
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,41,9,41,9,50
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,0,8,0,8
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,23,37,23,37,60
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,0,3,0,3
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,25,25,25,25,50
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,0,1,0,1
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,0,2,0,2
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,4,2,4,6
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,13,7,13,20
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,0,3,0,3
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,2,2,2,4
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,17,11,17,11,28
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,93,54,93,54,147
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,13,0,13,13
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,596,150,596,150,746
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,71,93,71,93,164
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,17,2,17,2,19
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,0,5,0,5
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,22,1,22,1,23
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,9,2,9,2,11
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,19,8,19,27
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,9,0,9,0,9
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,15,5,15,20
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,11,8,11,8,19
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,58,38,58,38,96
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,50,8,50,58
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,14,7,14,7,21
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,0,7,0,7
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,0,3,0,3
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,34,14,34,14,48
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,113,38,113,38,151
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,24,8,24,8,32
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,3,3,3,6
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,2,1,2,3
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,18,14,18,14,32
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,1,4,1,5
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,2,0,2,2
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,0,4,0,4
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1139,505,1139,505,1644
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,2,1,2,3
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,12,2,12,2,14
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,12,0,12,0,12
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,64,63,64,63,127
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,10,14,10,14,24
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,36,40,36,40,76
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,0,7,0,7
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,0,5,0,5
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,2,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,12,24,12,24,36
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,5,2,5,7
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,23,3,23,3,26
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,3,5,3,8
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,17,43,17,43,60
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,26,2,26,2,28
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,124,61,124,61,185
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,16,1,16,17
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,2,4,2,6
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,0,4,0,4
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,25,13,25,13,38
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,6,0,6,0,6
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,6,7,6,13
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,53,0,53,53
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,3,3,3,6
HUMANATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,2,5,2,7
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,1,0,1,1
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,5,1,5,6
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,2,1,2,3
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,27,2,27,29
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,39,0,39,39
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,9,0,9,9
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,0,5,0,5
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,20,5,20,5,25
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,60,58,60,58,118
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,895,607,895,607,1502
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,4,45,4,45,49
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,8,3,8,11
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,19,40,19,40,59
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,1,1,1,2
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,135,0,135,135
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,1,1,1,1,2
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,5,5,5,10
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,1,3,1,4
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,12,10,12,10,22
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,2,0,2,0,2
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,2,0,2,2
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,10,3,10,3,13
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,2,3,2,5
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,20,28,20,28,48
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,5,7,5,12
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,15,0,15,0,15
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,22,9,22,9,31
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,143,6,143,6,149
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,8,10,8,10,18
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,9,0,9,9
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,1,7,1,8
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,16,14,16,14,30
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,9,11,9,11,20
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,5,16,5,16,21
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,405,437,405,437,842
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,17,7,17,7,24
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,3,0,3,0,3
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,15,27,15,27,42
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,18,145,18,145,163
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,9,2,9,2,11
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,7,4,7,4,11
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-02-01,0,7,0,7,7
