,group,variable,month,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,15,8,15,8,23
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,5,1,5,1,6
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,8,4,8,4,12
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,7,5,7,5,12
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,38,1,38,39
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,19,0,19,0,19
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,0,3,0,3
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,9,0,9,9
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,10,2,10,2,12
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,3,3,3,6
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,274,84,274,84,358
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,19,12,19,12,31
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,9,1,9,10
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,17,3,17,3,20
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,17,2,17,19
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,2,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,9,4,9,13
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,9,5,9,5,14
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,7,0,7,7
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,9,2,9,11
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,8,0,8,8
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,0,3,0,3
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,22,13,22,13,35
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,179,199,179,199,378
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,8,0,8,8
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,55,0,55,55
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,5,0,5,0,5
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,8,1,8,1,9
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,5,5,5,5,10
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,0,3,0,3
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,14,12,14,12,26
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,27,0,27,0,27
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,0,3,0,3
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,3,1,3,4
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,37,103,37,103,140
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,2,3,2,5
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,0,3,0,3
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,12,3,12,15
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,3,2,3,5
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,3,0,3,3
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,9,0,9,9
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,1,4,1,5
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,21,0,21,0,21
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,6,2,6,8
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,2,1,2,3
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,1,2,1,3
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,4,1,4,5
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,12,17,12,17,29
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,19,2,19,2,21
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,13,30,13,30,43
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,1,2,1,3
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,10,5,10,5,15
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,39,1,39,40
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,19,6,19,6,25
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,2,4,2,6
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,0,3,0,3
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,7,4,7,11
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,58,1,58,59
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,9,1,9,1,10
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,10,1,10,1,11
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,10,10,10,10,20
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,20,1,20,1,21
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,4,0,4,4
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,13,1,13,14
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,6,0,6,6
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,5,8,5,8,13
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,6,1,6,1,7
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,6,0,6,0,6
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,7,2,7,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,4,1,4,5
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,4,0,4,4
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,0,4,0,4
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,5,61,5,61,66
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,348,130,348,130,478
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,1,4,1,5
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,2,1,2,3
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,18,4,18,22
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,10,3,10,3,13
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,66,136,66,136,202
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,4,4,4,8
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,53,55,53,55,108
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,1,1,1,2
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,9,11,9,11,20
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,3,0,3,3
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,3,0,3,3
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,7,19,7,19,26
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,24,17,24,17,41
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,7,1,7,1,8
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,3,2,3,2,5
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,5,14,5,14,19
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,8,24,8,24,32
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,7,4,7,4,11
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,4,0,4,4
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,4,0,4,4
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,13,5,13,5,18
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,8,0,8,8
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,15,12,15,12,27
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,1,0,1,0,1
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,8,0,8,0,8
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,13,0,13,0,13
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,22,14,22,14,36
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,2,1,2,1,3
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,8,0,8,0,8
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,7,8,7,8,15
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,4,7,4,7,11
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,7,0,7,7
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-02-01,0,2,0,2,2
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,11,0,11,11
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,2,0,2,2
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,3,1,3,4
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,0,1,0,1
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,1,0,1,1
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,2,0,2,0,2
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,1,0,1,1
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,3,1,3,1,4
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,2,3,2,3,5
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,4,0,4,0,4
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,3,3,3,3,6
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,10,1,10,1,11
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,4,3,4,3,7
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,39,0,39,39
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,121,0,121,121
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,6,0,6,0,6
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,10,1,10,11
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,1,0,1,1
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,5,26,5,26,31
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,3,0,3,3
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,4,0,4,4
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,26,37,26,37,63
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,2,54,2,54,56
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,3,8,3,8,11
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,6,0,6,0,6
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,2,1,2,3
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,3,0,3,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,2,7,2,7,9
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,4,2,4,2,6
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,67,7,67,7,74
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,18,15,18,15,33
CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,1,0,1,1
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,3,0,3,0,3
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,1,0,1,1
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,1,0,1,1
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,6,4,6,4,10
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,24,1,24,25
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,2,0,2,0,2
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,0,1,0,1
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,10,0,10,0,10
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,0,1,0,1
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,7,25,7,25,32
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,12,6,12,6,18
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,120,58,120,58,178
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,14,3,14,3,17
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,3,0,3,0,3
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,4,0,4,0,4
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,2,0,2,2
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,3,0,3,0,3
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,2,1,2,1,3
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,4,66,4,66,70
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,6,19,6,19,25
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,0,28,0,28,28
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,0,1,0,1
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,0,1,0,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-03-01,1,19,1,19,20
