,group,variable,month,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,14,2,14,2,16
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,0,6,0,6,6
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,1,1,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,3,1,3,1,4
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,3,13,3,13,16
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,1,0,1,0,1
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,14,0,14,0,14
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,41,5,41,5,46
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,2,1,2,1,3
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,3,6,3,6,9
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,19,11,19,11,30
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,0,1,0,1,1
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,4,1,4,1,5
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,1,5,1,5,6
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,25,7,25,7,32
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,3,0,3,0,3
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,25,4,25,4,29
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,30,0,30,0,30
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,1,0,1,0,1
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,55,7,55,7,62
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,25,1,25,1,26
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,2,36,2,36,38
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,1,2,1,2,3
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,0,3,0,3,3
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-01-01,0,1,0,1,1
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,1,6,1,7
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,27,1,27,28
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,7,5,7,5,12
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,536,3,536,539
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,4,0,4,4
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,0,3,0,3
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,10,2,10,2,12
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,9,1,9,10
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,8,0,8,8
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,7,0,7,7
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,8,2,8,10
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,8,0,8,0,8
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,21,1,21,22
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,22,1,22,1,23
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,3,3,3,6
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,10,18,10,18,28
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,2,2,2,4
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,7,2,7,2,9
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,20,21,20,21,41
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,13,25,13,25,38
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,15,0,15,15
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,6,1,6,7
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,4,1,4,5
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,5,4,5,4,9
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,13,49,13,49,62
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,25,4,25,29
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,2,0,2,2
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,8,0,8,0,8
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,4,0,4,4
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,2,3,2,5
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,9,8,9,8,17
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,8,82,8,82,90
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,1,2,1,3
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,20,44,20,44,64
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,5,2,5,2,7
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,14,21,14,21,35
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,8,6,8,6,14
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,4,0,4,4
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,6,1,6,7
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,5,4,5,4,9
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,14,12,14,12,26
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,4,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,0,4,0,4
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,9,6,9,6,15
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,35,40,35,40,75
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,7,0,7,7
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,315,125,315,125,440
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,44,18,44,18,62
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,9,19,9,19,28
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,10,1,10,1,11
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,6,0,6,6
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,11,0,11,0,11
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,25,3,25,28
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,12,2,12,14
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,8,25,8,25,33
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,8,73,8,73,81
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,3,3,3,6
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,0,4,0,4
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,3,3,3,6
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,20,14,20,14,34
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,37,29,37,29,66
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,13,5,13,5,18
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,6,3,6,9
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,2,1,2,3
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,549,471,549,471,1020
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,1,2,1,3
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,0,3,0,3
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,39,41,39,41,80
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,20,3,20,23
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,13,23,13,23,36
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
EXALTACION,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,15,6,15,21
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,3,2,3,5
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,41,1,41,42
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,7,8,7,8,15
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,38,12,38,12,50
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,29,2,29,31
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,21,2,21,2,23
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,2,0,2,2
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,2,0,2,2
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,62,0,62,62
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,12,2,12,14
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,6,1,6,7
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,42,13,42,13,55
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,468,508,468,508,976
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,7,2,7,9
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,13,2,13,15
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,5,84,5,84,89
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,15,0,15,15
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,10,1,10,1,11
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,8,0,8,0,8
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,4,0,4,4
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,5,0,5,0,5
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,1,2,1,3
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,0,3,0,3
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,11,64,11,64,75
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,2,4,2,6
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,0,3,0,3
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,16,11,16,11,27
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,67,0,67,0,67
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,6,0,6,6
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,9,6,9,6,15
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,4,0,4,4
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,0,3,0,3
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,25,1,25,26
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,125,250,125,250,375
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,3,4,3,7
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,2,1,2,3
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,35,4,35,39
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,10,2,10,12
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,9,0,9,0,9
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,10,3,10,13
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,6,0,6,6
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,12,0,12,12
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,0,3,0,3
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,2,0,2,2
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,10,1,10,11
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,2,1,2,3
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,7,4,7,11
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,3,2,3,5
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,23,4,23,27
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,9,0,9,0,9
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,76,4,76,4,80
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,19,3,19,22
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,3,1,3,4
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,6,4,6,10
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,5,4,5,9
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,2,1,2,3
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,11,6,11,17
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,4,2,4,2,6
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,27,100,27,100,127
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,5,1,5,6
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,52,7,52,7,59
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,30,129,30,129,159
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,12,3,12,15
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,18,0,18,18
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,21,0,21,21
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,46,34,46,34,80
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,245,6,245,251
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,3,1,3,4
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,54,17,54,17,71
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,7,3,7,10
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,4,2,4,6
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,0,6,0,6
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,12,15,12,15,27
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,55,0,55,55
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,5,1,5,1,6
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,35,2,35,2,37
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,2,2,2,4
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,23,46,23,46,69
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,32,28,32,28,60
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,38,12,38,12,50
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,2,0,2,2
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,10,17,10,17,27
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,20,8,20,8,28
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,21,18,21,18,39
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,1,6,1,7
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,5,1,5,1,6
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,14,0,14,0,14
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,0,6,0,6
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,36,1,36,1,37
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,3,22,3,22,25
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,4,1,4,5
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,0,3,0,3,3
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,1,3,1,3,4
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,17,105,17,105,122
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-02-01,939,230,939,230,1169
