,group,variable,month,TOTAL 21.6 TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTAL 21.6 TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
YACUIBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,2,0,2,0,2
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,10,3,10,3,13
ALTO BENI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,3,0,3,0,3
ANCORAIMES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
ATOCHA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,13,49,13,49,62
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
BATALLAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,0,7,0,7,7
BELLA FLOR,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,4,1,4,1,5
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,15,0,15,0,15
BETANZOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,3,0,3,0,3
CALAMARCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,13,0,13,0,13
CHALLAPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,5,4,5,4,9
COBIJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
COLPA BELGICA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
COPACABANA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,4,1,4,1,5
COTAGAITA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
COTOCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,55,0,55,0,55
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,17,46,17,46,63
EL TORNO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,8,0,8,0,8
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
ICLA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,7,1,7,1,8
LA ASUNTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,4,0,4,0,4
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,5,4,5,4,9
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,167,0,167,0,167
MAGDALENA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,0,2,0,2,2
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,32,0,32,0,32
PAILON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,5,0,5,0,5
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,14,38,14,38,52
PAMPA GRANDE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
POCONA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,0,2,0,2,2
POROMA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,6,0,6,0,6
PORTACHUELO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,7,0,7,0,7
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,64,30,64,30,94
PUCARANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,0,9,0,9,9
PUERTO PEREZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
PUERTO VILLARROEL,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,14,0,14,0,14
QUIRUSILLAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
ROBORE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
SACABA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,9,0,9,0,9
SAMAIPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,3,0,3,0,3
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,0,4,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,4,0,4,0,4
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,102,0,102,0,102
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,30,0,30,0,30
TARABUCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,6,0,6,0,6
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,111,12,111,12,123
TARVITA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,12,0,12,0,12
TIPUANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
TORO TORO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,10,0,10,0,10
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,12,0,12,0,12
URIONDO (A. CONCEPCION),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,0,1,0,1,1
UYUNI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,0,14,0,14,14
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,13,0,13,0,13
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,9,0,9,0,9
YACUIBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,22,0,22,0,22
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-11-01,3,22,3,22,25
ARAMPAMPA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,4,0,4,0,4
ATOCHA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,6,1,6,7
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
BETANZOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,12,0,12,0,12
CHALLAPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,6,0,6,0,6
CHAYANTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
CHIMORE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,31,0,31,0,31
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,7,0,7,0,7
COCHABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,3,0,3,0,3
"COLCHA ""K""",otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
COPACABANA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,0,4,0,4,4
CORIPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,2,0,2,0,2
COTOCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,7,0,7,0,7
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,56,29,56,29,85
EL TORNO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,3,0,3,0,3
HUACARETA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,12,0,12,0,12
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,5,0,5,0,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,7,0,7,0,7
LA ASUNTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,2,1,2,1,3
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,168,0,168,0,168
LAS CARRERAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,0,1,0,1,1
MAIRANA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,4,0,4,0,4
MONTEAGUDO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,160,0,160,0,160
PADCAYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,2,0,2,0,2
PAILON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,4,0,4,0,4
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,43,18,43,18,61
PUCARANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
ROBORE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,3,0,3,0,3
SAMAIPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,0,3,0,3,3
SAN CARLOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,3,0,3,0,3
SAN JUAN DE YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,3,0,3,0,3
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,22,0,22,0,22
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,9,0,9,0,9
SAN RAFAEL,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,9,0,9,0,9
SAN RAMON SCZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,672,0,672,0,672
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,10,0,10,0,10
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,35,0,35,0,35
TINGUIPAYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,22,0,22,0,22
TIPUANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,16,0,16,0,16
VILLA CHARCAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,3,0,3,0,3
VILLA MONTES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,4,0,4,0,4
VILLA SERRANO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,2,0,2,0,2
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,5,0,5,0,5
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,2,0,2,0,2
YACUIBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,10,0,10,0,10
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,1,0,1,0,1
YUNCHARA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-12-01,0,1,0,1,1
