municipality,group,variable,month,TOTAL NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA  Grupo Edad: (CANTIDAD),TOTAL
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,21,21
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,33,33
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,4,4
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,4,4
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,17,17
TACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,9,9
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,9,9
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,19,19
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,4,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,29,29
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,4,4
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,7,7
