,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,11,12,0,0,11,12,23
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,13,9,0,0,13,9,22
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,0,0,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,71,59,6,6,77,65,142
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,0,1,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,3,2,1,4,4,8
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,2,4,1,10,3,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,6,0,3,2,9,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,9,7,0,1,9,8,17
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,4,0,0,5,4,9
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,1,0,2,1,3,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,1,0,1,2,2,4
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,1,1,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,14,29,2,3,16,32,48
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,0,1,2,6,2,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,20,17,0,1,20,18,38
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,11,13,4,1,15,14,29
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,22,28,6,5,28,33,61
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,14,11,0,0,14,11,25
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,4,4,0,0,4,4,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,9,23,30,29,39,68
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,2,4,4,4,6,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,38,35,8,4,46,39,85
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,2,2,3,3,5,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,13,9,0,0,13,9,22
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,11,3,4,5,15,8,23
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,8,2,1,7,9,16
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,12,6,7,12,19,31
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,7,11,0,0,7,11,18
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,9,6,0,0,9,6,15
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,4,0,0,2,4,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,0,0,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,0,0,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,7,1,2,2,9,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,1,3,1,5,2,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,6,0,1,6,7,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,11,14,0,2,11,16,27
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,650,624,9,4,659,628,1287
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,0,0,0,5,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,10,11,0,2,10,13,23
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,2,0,0,5,2,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,4,1,2,4,6,10
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,1,1,0,2,1,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,1,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,7,0,0,0,7,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,0,2,1,3,1,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,2,2,2,5,4,9
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,4,0,0,3,4,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,8,10,0,0,8,10,18
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,4,0,0,5,4,9
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,0,1,2,3,2,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,41,26,0,0,41,26,67
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,1,1,0,3,1,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,4,0,0,0,4,0,4
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,2,3,3,9,5,14
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,213,169,1,0,214,169,383
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,0,0,0,3,0,3
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,4,3,0,1,4,4,8
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,10,16,8,4,18,20,38
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,9,2,3,2,12,4,16
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,2,0,0,0,2,2
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,5,0,0,6,5,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,132,148,3,4,135,152,287
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,5,5,2,8,7,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,3,1,0,7,3,10
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,12,8,0,0,12,8,20
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,4,8,6,8,10,18
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,1,1,7,6,8,14
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,18,44,8,6,26,50,76
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,6,6,13,6,19,12,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,1,0,1,0,2,2
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,7,0,3,5,10,15
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,4,3,2,0,6,3,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,0,1,1,2,1,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,4,3,0,1,4,4,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,4,4,2,2,6,6,12
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,0,1,5,2,5,7
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,8,7,5,2,13,9,22
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,1,0,0,1,1,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,72,62,0,3,72,65,137
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,22,30,2,0,24,30,54
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,0,0,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,14,19,2,1,16,20,36
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,6,1,2,6,8,14
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,3,0,0,3,3,6
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,12,6,1,0,13,6,19
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,2,1,1,6,3,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,5,10,2,3,7,13,20
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,34,27,5,6,39,33,72
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,0,0,3,1,3,4
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,1,1,1,3,2,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,31,30,3,1,34,31,65
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,4,5,0,2,4,7,11
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,6,0,1,3,7,10
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,38,34,2,1,40,35,75
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,2,0,0,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,25,30,3,1,28,31,59
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,19,27,13,16,32,43,75
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,4,2,0,3,4,7
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,0,0,3,2,3,5
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,89,76,3,2,92,78,170
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,1,2,0,1,1,3,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,56,48,7,2,63,50,113
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,4,3,1,6,5,11
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,1,0,0,2,1,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,20,28,17,16,37,44,81
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,2,0,1,1,3,1,4
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,1,2,3,2,4,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,0,1,3,1,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-01-01,3,5,3,2,6,7,13
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,2,0,0,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,12,16,2,6,14,22,36
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,11,11,0,0,11,11,22
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,14,4,6,10,20,14,34
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,0,1,0,2,0,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,3,1,2,1,5,2,7
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,6,4,1,0,7,4,11
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,9,7,3,2,12,9,21
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,0,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,0,0,2,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,1,3,1,3,2,5
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,8,2,1,7,9,16
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,1,4,0,4,1,5
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,9,0,0,2,9,11
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,7,12,8,7,15,19,34
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,4,3,1,2,5,5,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,23,12,0,0,23,12,35
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,2,1,0,2,2,4
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,1,0,0,1,1,2
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,1,0,1,5,2,7
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,6,2,0,1,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,9,7,6,3,15,10,25
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,1,3,2,5,3,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,6,1,1,3,7,10
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,0,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,1,3,2,4,3,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,21,23,2,0,23,23,46
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,6,8,1,2,7,10,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,1,2,2,3,3,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,0,1,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,2,1,1,3,3,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,14,8,0,2,14,10,24
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,6,2,5,8,11,10,21
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,5,1,0,6,5,11
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,6,1,1,2,7,9
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,3,7,2,0,5,7,12
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,0,0,1,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,7,0,0,5,7,12
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,14,6,6,5,20,11,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,1,0,0,5,1,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,13,15,2,2,15,17,32
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,10,4,2,5,12,9,21
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,6,1,1,0,7,1,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,8,2,4,3,12,5,17
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,41,34,4,2,45,36,81
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,13,12,0,0,13,12,25
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,1,1,0,1,1,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,0,0,0,2,0,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,4,5,5,3,9,8,17
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,7,7,0,0,7,7,14
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,3,1,12,17,15,18,33
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,3,5,0,1,3,6,9
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,16,14,5,9,21,23,44
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,0,1,2,1,2,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,3,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,3,3,1,1,4,4,8
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,4,1,2,5,6,6,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,2,0,0,5,2,7
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,3,1,2,2,5,3,8
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,14,15,3,3,17,18,35
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,35,29,4,8,39,37,76
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,11,7,8,12,19,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,397,379,3,6,400,385,785
COIPASA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,34,27,0,0,34,27,61
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,6,0,1,5,7,12
COLLANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,2,0,0,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,9,13,1,0,10,13,23
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,11,17,11,3,22,20,42
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,6,8,0,0,6,8,14
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,3,3,4,4,7,7,14
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,17,15,1,0,18,15,33
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,11,18,6,8,17,26,43
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,3,1,2,3,5,8
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,8,9,0,0,8,9,17
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,6,1,2,3,8,11
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,7,4,4,6,11,10,21
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,2,2,4,4,6,10
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,14,10,3,6,17,16,33
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,19,16,1,2,20,18,38
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,13,17,2,7,15,24,39
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,0,2,1,4,1,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,1,1,1,2,2,3,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,6,3,3,2,9,5,14
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,5,2,0,0,5,2,7
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-02-01,2,1,0,0,2,1,3
