municipality,group,variable,month,9.25 Nro de Terceras visitas Familiares,TOTAL
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,34,34
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,53,53
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,38,38
GIA-TIM,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,63,63
HUACARETA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,7,7
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,17,17
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,22,22
LA PAZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,92,92
LLICA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,96,96
LORETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,15,15
MACHARETI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,42,42
MINEROS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,11,11
MOJOCOYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,3,3
MONTEAGUDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,13,13
MONTERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,19,19
ORURO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,4,4
PADCAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,19,19
PADILLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,2,2
PALCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,24,24
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,5,5
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,19,19
PELECHUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,37,37
POJO (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,27,27
PORCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,17,17
PORTACHUELO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,98,98
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,5,5
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,11,11
PUERTO RICO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,6,6
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,1,1
PUNA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,7,7
REYES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,99,99
RIBERALTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,15,15
ROBORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,1,1
SACABA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,5,5
SAN ANDRES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,32,32
SAN CARLOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,15,15
SAN IGNACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,8,8
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,36,36
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,4,4
SAN JULIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,40,40
SAN LUCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,7,7
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,25,25
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,241,241
SANTA ROSA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,125,125
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,31,31
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,10,10
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,10,10
SUCRE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,11,11
TAHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,6,6
TARIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,101,101
TIQUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,65,65
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,3,3
TOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,42,42
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,51,51
TRIGAL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,17,17
TRINIDAD,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,7,7
TUPIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,59,59
UNCIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,25,25
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,53,53
UYUNI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,101,101
VALLEGRANDE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,143,143
VIACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,14,14
VILA VILA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,36,36
VILLA MONTES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,63,63
VILLAZON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,4,4
VITICHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,7,7
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,30,30
WARNES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,13,13
YAMPARAEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,9,9
YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,132,132
YOTALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-04-01,4,4
ACACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,6,6
ANDAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,4,4
ANZALDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,10,10
ARAMPAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,11,11
ARBIETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,81,81
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,17,17
ATOCHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,25,25
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,40,40
BERMEJO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,1,1
BOLPEBRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,41,41
BOYUIBE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,42,42
BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,27,27
CAMARGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,25,25
CAMIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,13,13
CARACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,79,79
CARANAVI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,31,31
CARIPUYO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,45,45
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,8,8
CHALLAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,177,177
CHARAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,15,15
CHIMORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,6,6
CHUMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,15,15
CLIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,115,115
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,33,33
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,46,46
COMARAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,11,11
CORO CORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,5,5
COROICO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,7,7
COTAGAITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,56,56
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-05-01,13,13
