municipality,group,variable,month,N°de beneficiarios(as) con promoción en Salud Oral,TOTAL
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,995,995
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,61,61
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,97,97
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,41,41
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,85,85
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,375,375
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,41,41
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,37,37
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,209,209
PUNATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,16,16
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,130,130
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,145,145
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,13,13
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,143,143
SACABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,134,134
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,10,10
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,23,23
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,28,28
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,39,39
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,36,36
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,2,2
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,10,10
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,17,17
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,59,59
SAN MATIAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,6,6
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,7,7
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,86,86
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,36,36
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,1830,1830
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,161,161
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,71,71
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,62,62
SHINAOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,66,66
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,23,23
SORACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,12,12
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,180,180
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,1321,1321
TACOBAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,20,20
TACOPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,23,23
TAHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,192,192
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,44,44
TARATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,742,742
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,181,181
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,70,70
TIAHUANACU,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,71,71
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,28,28
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,56,56
TOLATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,90,90
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,57,57
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,110,110
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,360,360
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,93,93
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,43,43
UMALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,77,77
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,12,12
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,466,466
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,13,13
VACAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,31,31
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,173,173
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,318,318
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,13,13
VILLA MONTES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,39,39
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,9,9
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,30,30
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,56,56
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,93,93
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,93,93
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,176,176
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,60,60
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,43,43
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,131,131
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-02-01,24,24
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,114,114
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,409,409
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,9,9
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,54,54
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,12,12
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,111,111
ARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,16,16
ARBIETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,34,34
ARQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,133,133
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,294,294
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,108,108
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,81,81
AZURDUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,24,24
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,80,80
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,148,148
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,40,40
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,16,16
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,72,72
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,30,30
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,55,55
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,80,80
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,30,30
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,208,208
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,64,64
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,56,56
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,247,247
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,15,15
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-03-01,24,24
