municipality,group,variable,month,N°de beneficiarios(as) con educación en Salud Oral,TOTAL
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,10,10
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,187,187
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,7,7
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,85,85
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,127,127
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,241,241
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,82,82
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,27,27
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,30,30
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,987,987
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,61,61
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,99,99
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,30,30
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,85,85
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,406,406
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,21,21
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,177,177
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,209,209
PUNATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,16,16
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,688,688
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,16,16
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,100,100
ROBORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,15,15
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,41,41
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,94,94
SACABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,7,7
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,279,279
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,9,9
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,70,70
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,57,57
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,28,28
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,39,39
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,30,30
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,193,193
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,40,40
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,369,369
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,25,25
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,59,59
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,7,7
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,54,54
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,56,56
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,4913,4913
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,95,95
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,146,146
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,71,71
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,449,449
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,83,83
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,119,119
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,68,68
SORACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,12,12
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,150,150
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,1688,1688
TACOBAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,31,31
TACOPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,23,23
TAHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,23,23
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,192,192
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,44,44
TARATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,770,770
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,181,181
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,70,70
TIAHUANACU,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,83,83
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,13,13
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,56,56
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,99,99
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,110,110
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,441,441
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,183,183
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,43,43
UMALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,172,172
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,12,12
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,10,10
UYUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,102,102
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,173,173
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,190,190
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,45,45
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,39,39
VILLA MONTES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,50,50
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,9,9
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,103,103
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,56,56
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,93,93
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,8,8
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,208,208
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,71,71
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,44,44
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,131,131
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-02-01,36,36
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,101,101
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,436,436
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,33,33
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,26,26
ANCORAIMES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,4,4
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,54,54
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,16,16
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,19,19
APOLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,82,82
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,111,111
ARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,19,19
ARBIETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,45,45
ARQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,133,133
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,294,294
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,109,109
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,81,81
AZURDUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,55,55
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-03-01,80,80
