municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,14,14
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,47,47
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,181,181
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,137,137
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,52,52
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,3,3
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,16,16
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,4694,4694
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,76,76
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,726,726
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,26,26
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,883,883
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,33,33
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,45,45
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,53,53
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,29,29
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,14,14
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,401,401
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,20,20
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,626,626
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,3,3
HUACHACALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,8,8
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,12,12
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,8,8
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,34,34
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,25,25
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,83,83
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,6,6
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,7909,7909
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,224,224
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,5510,5510
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,19,19
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,3,3
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,6,6
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,12,12
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,15,15
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,90,90
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,18,18
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,12,12
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,130,130
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,68,68
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,17,17
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,7,7
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,333,333
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1496,1496
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,7,7
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,82,82
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,77,77
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,9,9
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,237,237
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,25,25
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,241,241
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,54,54
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,7,7
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,155,155
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,19,19
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,150,150
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,36,36
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,8,8
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,22,22
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,155,155
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,13,13
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,27,27
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,132,132
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,34,34
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,72,72
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,20,20
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,108,108
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,40,40
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,29,29
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,6,6
PUERTO GONZALO MORENO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,5,5
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,28,28
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,9,9
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,26,26
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,257,257
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,453,453
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,13,13
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,369,369
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,24,24
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1572,1572
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,6,6
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,27,27
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,346,346
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,139,139
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,327,327
SABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,3,3
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1232,1232
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,28,28
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,8,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,37,37
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,120,120
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,8,8
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,26,26
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,252,252
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,72,72
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,33,33
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,421,421
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,442,442
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,7,7
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,213,213
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,170,170
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,204,204
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,107,107
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,3,3
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,129,129
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,20,20
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,118,118
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,46,46
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,8,8
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,9,9
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,13,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,8926,8926
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,7,7
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,51,51
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,24,24
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,6,6
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,5,5
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,34,34
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,391,391
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,5,5
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1522,1522
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,11,11
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,6,6
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,43,43
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,33,33
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,27,27
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,7,7
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,219,219
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1213,1213
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,26,26
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,39,39
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,42,42
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,123,123
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,9,9
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,129,129
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,376,376
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,40,40
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,834,834
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,19,19
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,16,16
TRIGAL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2117,2117
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,680,680
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,90,90
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1,1
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,4,4
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,41,41
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,39,39
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,3,3
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,495,495
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,16,16
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,10,10
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,1670,1670
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,103,103
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,109,109
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,159,159
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,314,314
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,4,4
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,526,526
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,4,4
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,62,62
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-02-01,2,2
