,group,variable,month,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ARBIETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,3,8,11,9,14,23
ARQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,6,15,2,0,8,15,23
AYATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,3,1,7,2,10,12
BATALLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
BAURES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
BETANZOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
BOLIVAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
BOYUIBE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,2,9,11,10,13,23
BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,50,62,50,63,113
CABEZAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,15,29,19,35,34,64,98
CAIROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
"CAIZA ""D""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
CAJUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
CAMARGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,14,7,0,9,14,16,30
CAPINOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,11,39,11,41,52
CARANAVI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,7,7,16,7,23,30
CARAPARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,11,1,0,0,11,1,12
CARIPUYO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,1,0,1,2,2,4
CHALLAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,2,0,1,1,3,4
CHARAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,6,10,2,13,8,23,31
CHIMORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,3,0,1,1,4,5
CHUA COCANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
CHUMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
CLIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,13,0,15,15
COBIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,9,4,11,4,20,24
COCAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,9,13,10,13,23
COCHABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,28,94,104,114,132,208,340
COLCAPIRHUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,21,12,37,12,58,70
"COLCHA ""K""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,1,7,8,9,9,18
COLOMI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,7,0,0,1,7,8
COLPA BELGICA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
COLQUECHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,5,0,0,0,5,5
COMARAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,7,0,0,1,7,8
CONCEPCION,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,3,0,11,1,14,15
COPACABANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,2,7,2,10,12
CORIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
COROICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,34,10,34,11,45
COTAGAITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,3,0,4,4
COTOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,16,27,47,27,63,90
CUATRO CAÑADAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,2,1,3,1,4
CUEVO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,0,1,1,2
CULPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
EL ALTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,21,332,96,72,117,404,521
EL PUENTE(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,0,1,1,2
EL PUENTE(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,22,0,3,2,25,27
EL VILLAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,8,3,8,3,11
ENTRE RIOS TRJ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,2,3,2,5,7
ENTRE RIOS CBBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,3,13,2,0,5,13,18
FERNANDEZ ALONSO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,9,1,9,10
GENERAL SAAVEDRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,2,2,3,2,5
GUAYARAMERIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,1,1,1,4,5
GUTIERREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,11,33,11,33,44
HUACARETA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,6,2,7,1,13,3,16
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
HUANUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
HUAYLLAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,1,1,1,2
ICLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,20,1,21,22
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
IXIAMAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
JESUS DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,1,0,4,4
LA ASUNTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
LA GUARDIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,19,0,4,1,23,24
LA PAZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,19,207,48,68,67,275,342
LAGUNILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
LAJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
LICOMA PAMPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,6,0,6,0,6
MACHARETI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
MAIRANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
MAPIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,4,0,2,1,6,7
MINEROS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
MIZQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,8,0,2,1,10,11
MOCOMOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,4,0,5,5
MOJOCOYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
MONTEAGUDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,4,6,13,6,17,12,29
MONTERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,14,0,5,0,19,19
MORO MORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,1,0,1,4,5
MOROCHATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,5,0,3,0,8,8
NAZACARA DE PACAJES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
OCURI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
OKINAWA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,5,1,0,1,5,6
OMEREQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,2,0,11,2,13,15
ORURO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,9,48,7,6,16,54,70
PADCAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,4,2,5,2,7
PAILON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,14,19,21,20,35,55
PALCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,0,1,1,1,2
PALOS BLANCOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,3,0,4,4
PASORAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
POCONA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,2,4,2,5,7
POJO (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,3,0,3,0,3
POROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,3,0,0,1,3,4
PORONGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,3,0,4,4
PORTACHUELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,9,0,1,0,10,10
POTOSI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,23,0,0,1,23,24
PRESTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,6,13,5,11,11,24,35
PUERTO CARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,4,5,4,5,9
PUERTO GONZALO MORENO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,2,3,2,5,7
PUERTO PEREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,18,2,3,4,21,25
PUNA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
PUNATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,9,0,2,2,11,13
QUILLACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,14,26,14,24,28,50,78
QUIME,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
QUIRUSILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,2,0,3,3
RAVELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,6,0,6,6
REYES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
RIBERALTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,13,0,0,0,13,13
ROBORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,8,0,0,0,8,8
RURRENABAQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
SACABA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,12,13,9,13,21,34
SACABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,2,0,0,2,2,4
SACACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,11,0,4,1,15,16
SAIPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,2,1,3,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
SAMAIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,3,17,3,18,21
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,122,62,122,63,185
SAN BENITO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
SAN BORJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,9,0,36,0,45,45
SAN BUENA VENTURA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
SAN CARLOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,11,12,22,13,33,46
SAN IGNACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,5,32,49,32,54,86
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,31,0,4,2,35,37
SAN JAVIER(BNI),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,5,0,5,5
SAN JAVIER(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,9,204,200,204,209,413
SAN JULIAN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,5,0,16,0,21,21
SAN LORENZO(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,3,0,2,2,5,7
SAN LUCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,5,0,4,0,9,9
SAN MATIAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,6,0,8,8
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,2,4,2,4,6
SAN PEDRO(PND),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,1,0,1,1,2
SAN RAFAEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,20,18,20,18,38
SAN RAMON BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
SANTA ANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,143,414,46,138,189,552,741
SANTA ROSA DEL SARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,5,0,3,0,8,8
SANTIAGO DE HUARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
SANTIAGO DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,1,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,10,8,10,10,20
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SICAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,15,28,33,29,48,77
SOPACHUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,2,1,2,3
SORACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
SORATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,3,0,5,5
SUCRE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,13,35,12,45,25,80,105
TACACOMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
TACOPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
TAPACARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,7,0,9,9
TARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
TARATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,3,4,0,4,3,8,11
TARIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,13,65,27,30,40,95,135
TARVITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
TEOPONTE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,2,2,10,5,12,7,19
TIAWANACU,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,1,2,1,4,5
TIQUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,1,8,1,11,12
TIRAQUE (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,6,0,10,10
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,4,1,4,5
TOLATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,7,0,8,8
TOMAVE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
TOTORA(CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,3,0,7,7
TRINIDAD,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,27,59,26,60,53,113
TUPIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,9,0,0,1,9,10
UNCIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,2,0,3,3
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
UYUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
VACAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
VALLEGRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,8,3,4,4,12,16
VIACHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,6,10,0,3,6,13,19
VILA VILA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,11,3,0,0,11,3,14
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,7,0,7,7
VILLA TUNARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,1,19,20,15,21,34,55
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,5,12,5,12,17
VILLAZON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,5,6,1,2,6,8,14
VINTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,3,11,16,41,19,52,71
VITICHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,20,65,5,4,25,69,94
YACO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
YACUIBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,33,6,0,0,33,6,39
YAMPARAEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
YANACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,2,0,2,0,2
YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,5,0,9,9
YOTALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,3,0,3,0,3
YUNCHARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
ZUDAÑEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
ACHACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,5,1,10,1,15,16
ACHOCALLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,0,0,0,4,4
AIQUILE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,4,12,10,13,14,27
ALALAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,5,0,5,5
ALCALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
ALTO BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,8,0,3,0,11,11
ANCORAIMES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,0,1,0,5,5
ANZALDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,1,0,4,4
APOLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,8,0,9,9
ARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,0,0,3,3
ARBIETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,2,14,3,15,18
ARQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,13,12,13,13,26
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,19,0,0,0,19,19
