,group,variable,month,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
SACACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,10.0,0.0,18.0,18.0
SAIPINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,4.0,0.0,12.0,12.0
SAMAIPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
SAN AGUSTIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
SAN ANDRES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,11.0,0.0,3.0,0.0,14.0,14.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN BENITO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,32.0,0.0,6.0,0.0,38.0,38.0
SAN BORJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,158.0,0.0,36.0,0.0,194.0,194.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,25.0,0.0,0.0,0.0,25.0,25.0
SAN CARLOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,36.0,0.0,1.0,0.0,37.0,37.0
SAN IGNACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,57.0,0.0,1.0,0.0,58.0,58.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,94.0,0.0,7.0,0.0,101.0,101.0
SAN JAVIER(BNI),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
SAN JAVIER(STC),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SAN JOAQUIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,22.0,0.0,24.0,24.0
SAN JULIAN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,70.0,0.0,23.0,0.0,93.0,93.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,14.0,0.0,1.0,0.0,15.0,15.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,47.0,0.0,15.0,0.0,62.0,62.0
SAN LUCAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,24.0,0.0,7.0,0.0,31.0,31.0
SAN MATIAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,19.0,0.0,0.0,0.0,19.0,19.0
SAN PABLO DE LIPEZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SAN PEDRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,12.0,0.0,2.0,0.0,14.0,14.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,48.0,0.0,16.0,0.0,64.0,64.0
SAN PEDRO DE QUEMES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1421.0,0.0,293.0,0.0,1714.0,1714.0
SANTA ROSA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,38.0,0.0,43.0,43.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,19.0,0.0,3.0,0.0,22.0,22.0
SANTIAGO DE CALLAPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTIVAÑES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SAPAHAQUI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,5.0,0.0,13.0,13.0
SHINAOTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,17.0,0.0,8.0,0.0,25.0,25.0
SICAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SIPE SIPE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,9.0,0.0,5.0,0.0,14.0,14.0
SOPACHUY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
SORACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,5.0,0.0,8.0,8.0
SORATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,6.0,0.0,6.0,6.0
SUCRE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,341.0,0.0,66.0,0.0,407.0,407.0
TACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TACACOMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,4.0,0.0,12.0,12.0
TACOBAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TACOPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,10.0,0.0,13.0,13.0
TAPACARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,14.0,0.0,14.0,0.0,28.0,28.0
TARABUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,22.0,0.0,14.0,0.0,36.0,36.0
TARACO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,1.0,0.0,7.0,7.0
TARATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,7.0,0.0,11.0,11.0
TARIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,444.0,0.0,71.0,0.0,515.0,515.0
TARVITA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,5.0,0.0,12.0,12.0
TEOPONTE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,14.0,0.0,3.0,0.0,17.0,17.0
TIAWANACU,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,9.0,0.0,13.0,13.0
TINGUIPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
TIPUANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,9.0,0.0,4.0,0.0,13.0,13.0
TIQUIPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,34.0,0.0,14.0,0.0,48.0,48.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,12.0,0.0,22.0,22.0
TOCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,5.0,0.0,9.0,9.0
TOLATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
TOLEDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TOMAVE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,7.0,0.0,14.0,14.0
TOMINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,5.0,0.0,9.0,9.0
TORO TORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,7.0,0.0,17.0,17.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,17.0,0.0,11.0,0.0,28.0,28.0
TOTORA(ORR),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
TRIGAL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
TRINIDAD,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,191.0,0.0,8.0,0.0,199.0,199.0
TUPIZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,14.0,0.0,8.0,0.0,22.0,22.0
TURCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
UNCIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,16.0,0.0,5.0,0.0,21.0,21.0
URUBICHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,7.0,0.0,13.0,13.0
UYUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,36.0,0.0,0.0,0.0,36.0,36.0
VACAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,5.0,0.0,11.0,11.0
VALLEGRANDE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
VIACHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,73.0,0.0,0.0,0.0,73.0,73.0
VILA VILA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
VILLA CHARCAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,13.0,0.0,11.0,0.0,24.0,24.0
VILLA MONTES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,31.0,0.0,27.0,0.0,58.0,58.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
VILLA RIVERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
VILLA SERRANO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLA TUNARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,96.0,0.0,5.0,0.0,101.0,101.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
VILLAZON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,34.0,0.0,5.0,0.0,39.0,39.0
VINTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,87.0,0.0,19.0,0.0,106.0,106.0
VITICHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,19.0,0.0,7.0,0.0,26.0,26.0
WALDO BALLIVIAN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,11.0,0.0,12.0,12.0
WARNES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,93.0,0.0,2.0,0.0,95.0,95.0
YACO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,16.0,0.0,18.0,0.0,34.0,34.0
YACUIBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,136.0,0.0,110.0,0.0,246.0,246.0
YAMPARAEZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,8.0,0.0,14.0,14.0
YANACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,23.0,0.0,12.0,0.0,35.0,35.0
YOCALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
YUNCHARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,6.0,0.0,10.0,10.0
YUNGUYO DE LITORAL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ZUDAÑEZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
ACACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ACHACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
ACHOCALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
AIQUILE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,73.0,0.0,57.0,0.0,130.0,130.0
ALCALA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
ALTO BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
ANCORAIMES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ANDAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
ANTEQUERA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
ANZALDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
APOLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,15.0,0.0,23.0,23.0
ARANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,10.0,0.0,22.0,0.0,32.0,32.0
ARBIETO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
ARQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,13.0,0.0,16.0,16.0
ASCENCION DE GUARAYOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,79.0,0.0,1.0,0.0,80.0,80.0
AYO AYO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
BAURES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,4.0,0.0,9.0,9.0
BELEN DE URMIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
BELLA FLOR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
BERMEJO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,29.0,0.0,11.0,0.0,40.0,40.0
BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CABEZAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,10.0,0.0,2.0,0.0,12.0,12.0
"CAIZA ""D""",otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
CAJUATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,26.0,0.0,2.0,0.0,28.0,28.0
CALACOTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
CALAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
CAMARGO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,11.0,0.0,3.0,0.0,14.0,14.0
CAMIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
CAPINOTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
CAQUIAVIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
CARACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,7.0,0.0,8.0,8.0
CARANAVI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,87.0,0.0,27.0,0.0,114.0,114.0
CARAPARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,1.0,0.0,7.0,7.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
CHALLAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,40.0,0.0,3.0,0.0,43.0,43.0
CHARAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,2.0,0.0,8.0,8.0
CHARAÑA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
CHAYANTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
CHIMORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,31.0,0.0,8.0,0.0,39.0,39.0
CHIPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
CHUA COCANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,13.0,0.0,13.0,13.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,20.0,0.0,0.0,0.0,20.0,20.0
CHUMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,13.0,0.0,13.0,13.0
CKOCHAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,9.0,0.0,22.0,22.0
CLIZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
COBIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,58.0,0.0,12.0,0.0,70.0,70.0
COCAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,6.0,0.0,9.0,9.0
COCHABAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,544.0,0.0,148.0,0.0,692.0,692.0
COLCAPIRHUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,40.0,0.0,10.0,0.0,50.0,50.0
"COLCHA ""K""",otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,15.0,0.0,1.0,0.0,16.0,16.0
COLOMI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,28.0,0.0,0.0,0.0,28.0,28.0
COLPA BELGICA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
COLQUECHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,11.0,0.0,11.0,11.0
COLQUENCHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,35.0,0.0,3.0,0.0,38.0,38.0
COLQUIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
COMARAPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
CONCEPCION,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,4.0,0.0,10.0,10.0
COPACABANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
CORIPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,19.0,0.0,15.0,0.0,34.0,34.0
CORO CORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COROICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,6.0,0.0,10.0,10.0
CORQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
COTAGAITA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
COTOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,24.0,0.0,0.0,0.0,24.0,24.0
CUATRO CAÑADAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CUEVO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
CURAHUARA DE CARANGAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
CURVA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
EL ALTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1277.0,0.0,324.0,0.0,1601.0,1601.0
EL CHORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,9.0,0.0,10.0,10.0
EL PUENTE(STC),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
EL PUENTE(TJA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
EL TORNO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,1.0,0.0,7.0,7.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,31.0,0.0,1.0,0.0,32.0,32.0
ENTRE RIOS CBBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
EUCALIPTUS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
EUREKA (SANTOS MERCADO),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FERNANDEZ ALONSO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FILADELFIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
GENERAL SAAVEDRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
GUANAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,47.0,0.0,60.0,60.0
GUAYARAMERIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,42.0,0.0,12.0,0.0,54.0,54.0
GUTIERREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,1.0,0.0,7.0,7.0
HUACARETA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
HUANUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,21.0,0.0,22.0,0.0,43.0,43.0
HUAYLLAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
HUMANATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ICHOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
