,group,variable,month,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,11,22,2,4,13,26,39
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,11,31,17,19,28,50,78
SAN LORENZO(PND),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,12,1,4,2,16,18
SAN LORENZO(TJA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,18,38,13,17,31,55,86
SAN LUCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,13,83,4,9,17,92,109
SAN MATIAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,20,8,9,8,29,37
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,9,10,0,0,9,10,19
SAN PABLO DE LIPEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,6,0,0,0,6,6
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,26,0,16,3,42,45
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,7,0,1,0,8,8
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,7,9,18,12,25,37
SAN PEDRO(PND),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,2,0,3,3
SAN RAMON BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,12,0,0,3,12,15
SAN RAMON SCZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,8,1,0,0,8,1,9
SANTA ANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,14,40,0,7,14,47,61
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1435,2395,356,450,1791,2845,4636
SANTA ROSA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,16,29,11,10,27,39,66
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,1,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,2,1,9,2,11,13
SANTIAGO DE HUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,4,5,0,8,4,13,17
SANTIAGO DE MACHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,3,2,0,2,3,5
SANTIVAÑES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,5,5,2,6,7,13
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,1,0,1,1,2
SAPAHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,9,0,0,0,9,9
SENA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,16,1,3,2,19,21
SHINAOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,8,10,12,46,20,56,76
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,2,11,0,6,2,17,19
SICAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,6,3,0,0,6,3,9
SIPE SIPE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,10,21,14,15,24,36,60
SOPACHUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,4,8,3,5,7,13,20
SORACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,6,10,0,2,6,12,18
SORATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,2,27,14,47,16,74,90
SUCRE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,101,527,73,112,174,639,813
TACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,0,0,0,1,0,1
TACACOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,1,0,1,3,2,5
TACOBAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,5,6,3,2,8,8,16
TACOPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,5,7,15,5,20,12,32
TAHUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,5,5,0,0,5,5,10
TAPACARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,24,4,14,5,38,43
TARABUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,4,0,2,3,6,9
TARACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,4,18,0,0,4,18,22
TARATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,8,19,7,21,15,40,55
TARIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,301,586,97,77,398,663,1061
TARVITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,3,5,7,5,10,15
TEOPONTE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,5,11,11,19,16,30,46
TIAWANACU,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,13,0,5,1,18,19
TINGUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,9,1,2,1,11,12
TIPUANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,4,12,1,2,5,14,19
TIQUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,28,36,4,3,32,39,71
TIRAQUE (CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,4,16,4,16,8,32,40
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,0,2,0,3,0,3
TOCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,7,14,10,12,17,26,43
TOLATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,4,4,0,9,4,13,17
TOLEDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,1,0,0,1,1,2
TOMAVE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,2,25,2,6,4,31,35
TOMINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,2,2,0,0,2,2,4
TORO TORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,9,0,1,1,10,11
TOTORA(CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,4,5,8,11,12,16,28
TOTORA(ORR),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,3,0,0,1,3,4
TRIGAL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,73,392,38,33,111,425,536
TUPIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,9,72,0,3,9,75,84
TURCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,7,0,0,0,7,7
UMALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,2,0,6,0,8,8
UNCIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,5,22,0,7,5,29,34
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,16,21,0,5,16,26,42
URUBICHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,4,1,0,2,4,6
UYUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,1,21,0,4,1,25,26
VACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,2,17,0,1,2,18,20
VALLEGRANDE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,7,19,0,0,7,19,26
VIACHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,24,141,34,55,58,196,254
VILA VILA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,2,0,3,3
VILLA CHARCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,6,11,0,3,6,14,20
VILLA MONTES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,73,16,25,19,98,35,133
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,5,0,0,3,5,8
VILLA RIVERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,5,11,0,0,5,11,16
VILLA SERRANO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,7,4,1,2,8,6,14
VILLA TUNARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,37,83,121,82,158,165,323
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,18,4,0,0,18,4,22
VILLAZON,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,28,85,9,4,37,89,126
VINTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,13,133,42,65,55,198,253
VITICHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,14,0,1,0,15,15
WALDO BALLIVIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,3,0,0,0,3,3
WARNES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,26,90,3,0,29,90,119
YACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,5,0,7,0,12,12
YACUIBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,272,229,19,46,291,275,566
YAMPARAEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,10,3,13,6,23,29
YANACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,11,12,46,17,57,29,86
YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,20,38,4,7,24,45,69
YOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,0,15,0,0,0,15,15
YOTALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,2,2,7,3,9,5,14
YUNCHARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,1,1,9,4,10,14
ZUDAÑEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-01-01,3,1,0,0,3,1,4
ACACIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,7,0,9,0,16,16
ACHACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,9,55,25,64,34,119,153
ACHOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,22,2,9,2,31,33
AIQUILE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,22,26,291,266,313,292,605
ALALAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,2,6,10,6,12,18
ALCALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,2,1,3,4
ALTO BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,8,8,1,5,9,13,22
ANCORAIMES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,3,20,0,1,3,21,24
ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,5,6,8,11,13,17,30
ANTEQUERA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,7,0,9,9
ANZALDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,4,10,7,14,11,25
APOLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,19,3,11,4,30,34
ARAMPAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,3,7,16,7,19,26
ARANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,11,23,17,7,28,30,58
ARBIETO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,33,21,34,61,67,82,149
ARQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,12,16,6,13,18,29,47
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,11,0,3,0,14,14
ATOCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,15,0,0,0,15,15
AUCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,1,5,9,6,10,16
AYATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
AYO AYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,5,0,3,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,8,20,3,13,11,33,44
AZURDUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,4,2,3,2,7,9
BATALLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,22,45,52,47,74,121
BAURES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,15,4,0,1,15,5,20
BELEN DE ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,3,9,4,13,7,20
BERMEJO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,75,62,22,12,97,74,171
BETANZOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,5,40,0,24,5,64,69
BOLIVAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,3,3,5,4,8,12
BOLPEBRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,2,0,1,2,3,5
BOYUIBE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,9,1,21,5,30,6,36
BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,6,17,12,34,18,51,69
CABEZAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,8,28,252,76,260,104,364
CAIROMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,8,9,3,9,11,18,29
"CAIZA ""D""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,13,1,10,5,23,28
CAJUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,32,7,28,7,60,67
CALACOTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,10,15,10,16,26
CALAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,9,45,2,12,11,57,68
CAMARGO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,3,6,4,15,7,21,28
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,2,0,0,2,2,4
CAMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,56,47,298,34,354,81,435
CAPINOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,9,192,172,194,181,375
CAQUIAVIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,3,0,4,1,7,8
CARACOLLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,19,0,4,2,23,25
CARANAVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,57,95,361,67,418,162,580
CARAPARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,23,34,0,0,23,34,57
CARIPUYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,6,0,12,0,18,18
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,9,3,0,1,9,4,13
CATACORA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,0,1,1,1,1,2
CHACARILLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,43,3,17,7,60,67
CHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,3,13,0,0,3,13,16
CHARAGUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,191,28,51,71,242,99,341
CHAYANTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,10,0,0,0,10,10
CHIMORE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,15,29,150,16,165,45,210
CHIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,3,1,4,5
CHUA COCANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,3,54,21,54,24,78
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,29,15,23,15,52,67
CHUMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,12,0,0,1,12,13
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,11,0,0,2,11,13
CKOCHAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,4,1,1,1,5,6
CLIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,15,7,23,11,38,49
COBIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,34,90,444,26,478,116,594
COCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,8,67,101,71,109,180
COCHABAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,494,702,2207,2309,2701,3011,5712
COLCAPIRHUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,20,46,622,498,642,544,1186
"COLCHA ""K""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,35,17,10,21,45,38,83
COLLANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,17,19,0,0,17,19,36
COLPA BELGICA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,9,16,1,1,10,17,27
COLQUECHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,17,18,55,18,72,90
COLQUENCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,5,0,0,0,5,5
COLQUIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,4,11,17,11,21,32
COMARAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,7,0,3,0,10,10
COMBAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,5,0,5,5
CONCEPCION,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,6,2,14,3,20,23
COPACABANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,5,4,129,132,134,136,270
CORIPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,13,18,4,4,17,22,39
CORO CORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,2,12,13,13,15,28
COROICO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,14,20,225,258,239,278,517
CORQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,3,3,0,2,3,5,8
COTAGAITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,3,18,0,9,3,27,30
COTOCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,55,164,288,282,343,446,789
CRUZ DE MACHACAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,17,2,7,4,24,28
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,2,2,7,2,9,11
CUEVO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,4,0,2,4,6,10
CULPINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,13,29,13,17,26,46,72
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,4,1,2,1,6,7
CURVA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
DESAGUADERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,0,1,6,1,6,7
EL ALTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,225,1142,980,729,1205,1871,3076
EL CHORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,5,1,6,7
EL PUENTE(STC),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,18,20,2,16,20,36,56
EL PUENTE(TJA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,3,8,1,2,4,10,14
EL TORNO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,53,70,22,8,75,78,153
EL VILLAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,10,3,1,3,11,14
ENTRE RIOS TRJ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,16,18,11,13,27,31,58
ENTRE RIOS CBBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,43,52,24,10,67,62,129
ESCOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,7,22,26,22,33,55
EUCALIPTUS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,2,0,0,1,2,3
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,5,1,0,2,5,7
EXALTACION,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,7,0,0,0,7,7
FILADELFIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,9,0,0,1,9,10
GENERAL SAAVEDRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,5,0,0,4,5,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,13,1,2,1,15,16
GUANAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,5,30,8,13,13,43,56
GUAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,5,0,1,1,6,7
GUAYARAMERIN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,108,65,298,43,406,108,514
GUTIERREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,5,224,239,226,244,470
HUACARETA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,12,2,25,15,37,17,54
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,3,0,0,0,3,0,3
HUACHACALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,4,0,0,0,4,0,4
HUANUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,8,19,3,14,11,33,44
HUARINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,3,1,0,2,3,5
HUATAJATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,5,9,2,3,7,12,19
HUAYLLAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,1,0,2,1,3,4
HUMANATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
ICHOCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,2,0,1,1,3,4
ICLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,11,0,0,1,11,12
INCAHUASI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,5,103,111,105,116,221
INQUISIVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,2,2,0,0,2,2,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,1,3,22,23,23,26,49
IXIAMAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-02-01,8,12,7,8,15,20,35
