,group,variable,month,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SAN RAFAEL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,1,0,2,1,3,4
SAN RAMON BENI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,6,0,0,0,6,6
SAN RAMON SCZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,3,9,0,2,3,11,14
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,770,1876,127,230,897,2106,3003
SANTA ROSA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,2,0,0,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,6,17,7,12,13,29,42
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,1,0,2,2,3,5
SANTIAGO DE HUARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,0,0,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,3,0,2,1,5,6
SANTIAGO DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,1,0,2,0,3,3
SANTIVAÑES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,10,1,2,2,12,14
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,1,0,3,0,4,4
SENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,8,0,0,2,8,10
SHINAOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,3,11,5,25,8,36,44
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,10,0,1,0,11,11
SICAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,3,1,0,1,3,4
SIPE SIPE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,19,1,8,3,27,30
SOPACHUY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,2,2,1,2,3,5
SORACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,1,9,5,11,6,17
SORATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,17,3,30,4,47,51
SUCRE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,32,186,4,23,36,209,245
TACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,2,0,0,1,2,3
TACOBAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,7,1,5,1,12,13
TACOPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,3,7,0,1,3,8,11
TAHUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,5,0,0,1,5,6
TAPACARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,15,27,3,29,18,47
TARABUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,5,0,0,2,5,7
TARACO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,8,0,0,0,8,8
TARATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,10,1,13,2,23,25
TARIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,206,343,57,84,263,427,690
TARVITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,4,1,9,62,13,63,76
TEOPONTE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,10,7,9,9,19,28
TIAWANACU,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,20,0,1,1,21,22
TINGUIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,4,0,0,0,4,4
TIPUANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,5,13,1,1,6,14,20
TIQUIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,7,36,16,4,23,40,63
TIRAQUE (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,12,1,7,3,19,22
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,1,1,0,1,1,2
TOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,6,3,9,5,15,20
TOLATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,5,1,12,2,17,19
TOLEDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,2,0,0,1,2,3
TOMAVE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,0,1,1,1,1,2
TOMINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,0,0,0,1,0,1
TORO TORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,3,0,4,0,7,7
TOTORA(CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,15,4,10,5,25,30
TOTORA(ORR),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,4,0,0,0,4,4
TRIGAL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,29,264,6,21,35,285,320
TUPIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,34,0,0,1,34,35
UMALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,8,0,0,0,8,8
UNCIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,4,7,0,0,4,7,11
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,15,0,1,2,16,18
URUBICHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,8,0,1,0,9,9
VACAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,7,0,6,1,13,14
VALLEGRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,4,10,2,0,6,10,16
VIACHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,102,88,27,90,129,219
VILA VILA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,2,0,0,0,2,2
VILLA CHARCAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,9,1,3,2,12,14
VILLA MONTES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,45,13,15,15,60,28,88
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,4,0,0,0,4,4
VILLA RIVERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,5,0,0,1,5,6
VILLA SERRANO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,3,0,0,0,3,3
VILLA TUNARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,11,72,61,43,72,115,187
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,3,0,0,0,3,3
VILLAZON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,36,50,1,1,37,51,88
VINTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,76,11,39,13,115,128
VITICHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,6,0,2,0,8,8
WARNES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,10,115,1,1,11,116,127
YACO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,0,0,6,0,6,6
YACUIBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,116,137,7,26,123,163,286
YAMPARAEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,6,0,6,0,12,12
YANACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,18,0,11,0,29,29
YAPACANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,9,47,3,11,12,58,70
YOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,2,0,5,0,7,7
YOTALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,0,0,16,6,16,6,22
YUNCHARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,1,1,0,2,1,3,4
ZUDAÑEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-01-01,2,0,0,0,2,0,2
ACACIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,2,0,6,0,8,8
ACHACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,11,5,21,5,32,37
ACHOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,16,1,1,2,17,19
AIQUILE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,5,23,22,25,27,52
ALALAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,3,4,4,5,7,12
ALCALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,2,0,0,1,2,3
ALTO BENI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,15,0,2,2,17,19
ANCORAIMES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,7,0,0,0,7,7
ANDAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,1,5,1,5,6
ANTEQUERA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
ANZALDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,5,2,7,4,12,16
APOLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,17,0,7,1,24,25
ARAMPAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
ARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,8,2,8,3,16,19
ARBIETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,27,15,50,16,77,93
ARQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,3,1,4,2,7,9
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,20,0,0,2,20,22
ATOCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,5,1,0,1,5,6
AYATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,10,0,4,0,14,14
AYO AYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,2,1,2,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,7,11,18,13,25,38
AZURDUY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
BATALLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,12,17,32,17,44,61
BAURES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,17,0,3,0,20,20
BELLA FLOR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,4,2,2,5,6,7,13
BERMEJO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,63,15,2,18,65,83
BETANZOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,34,0,6,2,40,42
BOLIVAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,3,1,2,1,5,6
BOLPEBRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,2,0,2,1,3
BOYUIBE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,15,2,4,4,19,6,25
BUENA VISTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,19,28,43,31,62,93
CABEZAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,6,28,15,26,21,54,75
CAIROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,6,14,1,0,7,14,21
"CAIZA ""D""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,4,0,3,0,7,7
CAJUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,10,0,1,0,11,11
CALACOTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,17,28,17,28,45
CALAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,4,0,2,1,6,7
CAMARGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,6,1,11,1,17,18
CAMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,41,27,41,81,82,108,190
CAPINOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,14,80,146,83,160,243
CAQUIAVIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,6,0,2,0,8,8
CARACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,22,0,7,2,29,31
CARANAVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,14,90,64,63,78,153,231
CARAPARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,5,18,0,0,5,18,23
CARIPUYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,1,5,1,5,6
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,10,0,0,1,10,11
CATACORA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,7,0,7,0,7
CHACARILLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,26,5,8,7,34,41
CHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,17,0,0,0,17,17
CHARAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,55,14,3,15,58,29,87
CHAYANTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,13,0,0,0,13,13
CHIMORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,9,18,5,9,14,27,41
CHOQUE COTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,23,10,19,10,42,52
CHUMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,6,4,1,4,7,11
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,1,0,0,3,1,4
CKOCHAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
CLIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,6,19,4,7,10,26,36
COBIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,8,62,7,23,15,85,100
COCAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,6,26,46,28,52,80
COCHABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,205,568,251,331,456,899,1355
COLCAPIRHUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,12,64,80,81,92,145,237
"COLCHA ""K""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,4,7,0,7,4,14,18
COLLANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
COLOMI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,7,24,0,0,7,24,31
COLPA BELGICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,5,12,4,1,9,13,22
COLQUECHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,5,23,5,19,10,42,52
COLQUENCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,3,0,0,2,3,5
COLQUIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,9,10,9,10,19
COMANCHE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,6,0,1,0,7,7
COMARAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,9,0,0,0,9,9
COMBAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
CONCEPCION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,5,15,1,12,6,27,33
COPACABANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,4,50,59,50,63,113
CORIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,6,20,0,5,6,25,31
CORO CORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,5,3,4,4,9,13
COROICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,5,9,12,18,17,27,44
CORQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,7,4,2,5,9,14
COTOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,9,109,38,58,47,167,214
CRUZ DE MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,24,0,8,0,32,32
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,1,3,1,3,4
CUEVO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,1,1,3,3,4,7
CULPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,7,2,8,3,15,18
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,1,0,1,1,2
CURVA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,1,5,1,5,6
EL ALTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,136,1226,819,678,955,1904,2859
EL CHORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,4,16,4,16,20
EL PUENTE(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,4,0,1,0,5,5
EL TORNO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,13,68,17,19,30,87,117
EL VILLAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,4,0,4,4
ENTRE RIOS TRJ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,6,12,2,5,8,17,25
ENTRE RIOS CBBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,20,40,28,14,48,54,102
ESCOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,2,5,1,5,3,8
EUCALIPTUS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,7,0,0,1,7,8
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,0,0,1,1,1,2
EXALTACION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,6,2,9,2,15,17
GENERAL SAAVEDRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,9,0,0,0,9,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,2,0,8,0,10,10
GUANAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,6,15,6,10,12,25,37
GUAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,4,50,32,35,36,85,121
GUTIERREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,6,36,30,38,36,74
HUACARETA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,1,1,1,4,2,6
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,1,2,1,3,2,5
HUACHACALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,20,1,8,4,28,32
HUARACAJE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
HUARINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,2,2,0,3,2,5
HUATAJATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,0,0,3,1,3,4
HUAYLLAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,4,0,3,2,7,9
HUMANATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,3,1,13,2,16,18
ICLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,9,0,8,0,17,17
INCAHUASI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,5,6,15,7,20,27
INQUISIVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,3,3,22,3,25,28
IXIAMAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,7,0,0,3,7,10
JESUS DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,6,0,0,1,6,7
LA ASUNTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,42,31,26,34,68,102
LA GUARDIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,16,42,106,148,122,190,312
LA PAZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,90,906,241,301,331,1207,1538
LAGUNILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,7,5,1,9,8,14,22
LAJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,13,4,6,4,19,23
LAS CARRERAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
LICOMA PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
LLALLAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,14,19,39,20,53,73
LORETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,22,0,22,22
LURIBAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,10,0,2,1,12,13
MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
MACHARETI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,4,0,0,1,4,5
MAGDALENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,10,0,3,0,13,13
MAIRANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,5,0,0,0,5,5
MALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,4,0,4,4
MAPIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,31,15,68,18,99,117
MECAPACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,2,8,0,1,2,9,11
MINEROS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,29,3,14,4,43,47
MOCOMOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,8,0,4,0,12,12
MOJINETE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
MOJOCOYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,11,2,1,3,12,15
MONTEAGUDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,15,12,12,15,27,27,54
MONTERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,3,87,1,5,4,92,96
MOROCHATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,1,13,1,14,2,27,29
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-02-01,0,8,1,9,1,17,18
