,group,variable,month,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SORACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,1,0,0,0,1,0,1
SORATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,13,2,9,2,22,24
SUCRE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,14,75,4,11,18,86,104
TACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
TACACOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
TACOBAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,3,0,3,1,4
TACOPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,3,0,0,0,3,3
TAPACARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,7,2,1,2,8,10
TARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,4,1,4,1,8,9
TARACO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,0,0,1,0,1,1
TARATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,2,4,0,7,2,11,13
TARIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,105,172,27,78,132,250,382
TARVITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,3,2,1,16,4,18,22
TEOPONTE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,2,5,0,3,2,8,10
TIAWANACU,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,7,0,0,0,7,7
TINGUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
TIPUANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,5,0,0,0,5,5
TIQUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,8,27,0,8,8,35,43
TIRAQUE (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,5,0,3,0,8,8
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,2,7,0,11,2,18,20
TODOS SANTOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,0,0,13,0,13,13
TOMAVE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,1,0,2,2
TOMINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,2,2,0,0,2,2,4
TOTORA(CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,4,12,4,15,8,27,35
TRINIDAD,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,9,101,1,25,10,126,136
TUPIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,1,12,0,1,1,13,14
UMALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,3,2,0,0,3,2,5
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,3,0,1,0,4,4
URUBICHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,12,0,13,13
UYUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,3,0,0,0,3,3
VACAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,4,0,1,0,5,5
VALLEGRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,2,9,0,0,2,9,11
VIACHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,2,39,1,11,3,50,53
VILA VILA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,0,0,1,1
VILLA CHARCAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,6,0,7,7
VILLA MONTES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,30,22,31,9,61,31,92
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,4,0,9,0,13,13
VILLA RIVERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,3,0,0,0,3,3
VILLA SERRANO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,2,2,1,2,3,4,7
VILLA TUNARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,9,24,26,36,35,60,95
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,7,50,3,1,10,51,61
VINTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,3,26,2,18,5,44,49
VITICHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,4,53,0,1,4,54,58
YACO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,0,0,5,0,5,5
YACUIBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,94,49,3,5,97,54,151
YANACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,15,0,8,0,23,23
YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,6,11,0,9,6,20,26
YOTALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,0,1,3,1,3,4
YUNCHARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,0,1,0,3,0,4,4
ZUDAÑEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-01-01,3,1,0,2,3,3,6
ACACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
ACHACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,3,10,17,11,20,31
ACHOCALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,20,24,41,24,61,85
AIQUILE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,4,4,23,23,27,27,54
ALALAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,1,2,1,2,3
ALTO BENI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,6,0,0,1,6,7
ANCORAIMES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,8,0,1,0,9,9
ANDAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,0,1,1,2
ANTEQUERA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
ANZALDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,6,1,7,8
APOLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
ARAMPAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,5,0,5,5
ARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,5,9,21,9,26,35
ARQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,4,1,6,1,10,11
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,16,27,0,0,16,27,43
ATOCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,1,0,0,1,1,2
AYATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,3,0,0,1,3,4
AYO AYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,2,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,5,0,9,0,14,14
BATALLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,5,1,7,1,12,13
BAURES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
BELEN DE URMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,8,1,9,10
BERMEJO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,3,0,2,2,5,7
BETANZOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,5,0,2,1,7,8
BOLIVAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,3,1,3,1,4
BOLPEBRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
BOYUIBE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,3,0,10,2,13,2,15
BUENA VISTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,2,11,2,11,13
CABEZAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,6,2,26,4,32,36
CAIROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,9,0,0,2,9,11
"CAIZA ""D""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,3,0,4,4
CAJUATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,9,0,1,0,10,10
CALACOTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,1,0,1,0,1
CALAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
CAMARGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,3,0,2,1,5,6
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,0,2,2,3,2,5
CAMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,28,16,0,16,28,32,60
CAPINOTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,33,103,33,104,137
CAQUIAVIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,6,0,0,0,6,6
CARANAVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,21,16,34,18,55,73
CARAPARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,5,1,0,0,5,1,6
CARIPUYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,6,1,0,2,6,3,9
CHALLAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,2,1,0,2,2,4
CHAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,18,3,17,3,35,38
CHAYANTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
CHIMORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,3,14,1,2,4,16,20
CHIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,3,0,6,6
CLIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,3,10,0,10,3,20,23
COBIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,33,49,26,51,59,110
COCAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,4,2,9,4,13,17
COCHABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,68,253,437,463,505,716,1221
COLCAPIRHUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,4,35,139,89,143,124,267
"COLCHA ""K""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
COLLANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
COLOMI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,5,12,0,0,5,12,17
COLPA BELGICA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,1,3,1,6,7
COLQUECHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,10,1,10,2,20,22
COLQUIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,18,27,18,28,46
COMARAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
COMBAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,27,0,28,28
CONCEPCION,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,1,0,8,1,9,10
COPACABANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,6,12,75,71,81,83,164
CORIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,10,2,1,3,11,14
CORO CORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,1,0,4,4
COROICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,2,96,69,97,71,168
CORQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,1,0,2,1,3,4
COTAGAITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,3,5,5,7,8,15
COTOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,98,2,40,3,138,141
CUATRO CAÑADAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,10,1,9,1,19,20
CUEVO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,2,7,7,8,9,17
CULPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,2,0,4,4
EL ALTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,50,648,395,357,445,1005,1450
EL PUENTE(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,1,0,2,1,3,4
EL PUENTE(TJA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,7,0,10,1,17,18
EL TORNO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,12,37,4,6,16,43,59
EL VILLAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,0,1,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,7,9,6,12,13,21,34
ENTRE RIOS CBBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,17,20,2,4,19,24,43
ESCOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,47,47,47,50,97
EUCALIPTUS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
EXALTACION,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,5,0,7,7
GENERAL SAAVEDRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,1,0,1,0,1
GUANAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,8,0,1,1,9,10
GUAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,59,70,59,72,131
GUAYARAMERIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,13,2,3,4,16,20
GUTIERREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,8,2,35,57,43,59,102
HUACARETA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,4,1,24,6,28,7,35
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,1,8,3,9,4,13
HUACHACALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,3,8,0,1,3,9,12
HUAYLLAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,0,1,1,2,1,3
ICHOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,2,0,0,1,2,3
INCAHUASI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,7,0,9,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
JESUS DE MACHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,5,0,0,0,5,5
LA ASUNTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,3,4,8,5,11,16
LA GUARDIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,6,37,2,12,8,49,57
LA PAZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,40,486,204,267,244,753,997
LAGUNILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,5,3,0,0,5,3,8
LAJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,1,8,1,8,9
LLALLAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,6,26,17,26,23,49
LORETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,3,1,22,2,25,27
MACHARETI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,4,0,0,2,4,6
MAGDALENA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
MAIRANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
MAPIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,13,23,177,23,190,213
MECAPACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,17,1,11,2,28,30
MOCOMOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,2,0,3,3
MOJINETE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
MOJOCOYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,3,0,2,1,5,6
MONTEAGUDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,9,7,9,14,18,21,39
MONTERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,47,1,6,2,53,55
MORO MORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,1,2,1,2,3
MOROCHATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,12,0,15,15
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
NAZACARA DE PACAJES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,7,1,0,1,7,2,9
OKINAWA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
OMEREQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,11,9,11,12,23
ORURO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,11,108,10,22,21,130,151
PADCAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,14,15,14,17,31
PADILLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,1,3,0,4,1,5
PAILON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,14,26,58,28,72,100
PALCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,1,0,5,2,6,8
PALOS BLANCOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,6,7,1,2,7,9,16
PAMPA GRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,9,0,12,12
PAPEL PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
PASORAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,2,0,2,2,4
PAZÑA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
PELECHUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
POCOATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
POCONA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,4,9,19,9,23,32
POJO (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,3,7,4,10,7,17,24
POOPO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,5,4,11,4,16,20
PORONGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,14,0,15,15
PORTACHUELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,25,0,6,2,31,33
PORVENIR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,2,1,2,1,4,5
POTOSI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,88,6,19,8,107,115
PRESTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,5,0,1,0,6,6
PUCARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,12,30,42,30,54,84
PUERTO ACOSTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,0,2,0,3,3
PUERTO CARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,15,7,15,8,23
PUERTO GONZALO MORENO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,9,2,6,3,15,18
PUERTO PEREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,1,2,2,2,3,4,7
PUERTO QUIJARRO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,10,18,20,27,30,45,75
PUERTO RICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,1,1,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,2,0,2,3,5
PUERTO VILLARROEL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,4,25,16,10,20,35,55
PUNA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,5,1,0,1,5,6
PUNATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,15,15,7,12,22,27,49
QUILLACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,16,43,361,405,377,448,825
QUIME,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,4,2,2,0,6,2,8
QUIRUSILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,0,2,3,2,3,5
RAVELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,2,8,0,3,2,11,13
REYES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,7,0,0,0,7,7
RIBERALTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,22,0,3,0,25,25
ROBORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
RURRENABAQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-02-01,0,6,4,3,4,9,13
