,group,variable,month,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
PADCAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,7.0,5.0,0.0,0.0,7.0,5.0,12.0
PADILLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,2.0,11.0,8.0,11.0,10.0,21.0
PAILON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,6.0,4.0,6.0,4.0,10.0
PALCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,28.0,25.0,92.0,65.0,120.0,90.0,210.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,36.0,38.0,11.0,10.0,47.0,48.0,95.0
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,1.0,16.0,30.0,17.0,31.0,48.0
PAMPA GRANDE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,12.0,11.0,9.0,5.0,21.0,16.0,37.0
PAPEL PAMPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,21.0,22.0,74.0,85.0,95.0,107.0,202.0
PASORAPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,3.0,21.0,26.0,22.0,29.0,51.0
PATACAMAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,4.0,2.0,3.0,3.0,7.0,10.0
PAZÑA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,6.0,6.0,33.0,35.0,39.0,41.0,80.0
PELECHUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,1.0,2.0,4.0,4.0,5.0,9.0
POCOATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,2.0,220.0,264.0,221.0,266.0,487.0
POCONA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,9.0,14.0,31.0,41.0,40.0,55.0,95.0
POJO (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,7.0,1.0,20.0,17.0,27.0,18.0,45.0
POOPO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,5.0,3.0,8.0,8.0,13.0,21.0
PORCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,8.0,12.0,27.0,27.0,35.0,39.0,74.0
POROMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,9.0,7.0,11.0,8.0,20.0,28.0
PORONGO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,8.0,17.0,16.0,19.0,24.0,43.0
PORTACHUELO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,15.0,0.0,0.0,10.0,15.0,25.0
POSTRER VALLE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,4.0,6.0,3.0,1.0,7.0,7.0,14.0
POTOSI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,226.0,220.0,125.0,266.0,351.0,486.0,837.0
PRESTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,8.0,14.0,47.0,68.0,55.0,82.0,137.0
PUCARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,3.0,4.0,4.0,6.0,7.0,13.0
PUCARANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,16.0,4.0,79.0,89.0,95.0,93.0,188.0
PUERTO ACOSTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,18.0,18.0,68.0,69.0,86.0,87.0,173.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,13.0,3.0,79.0,86.0,92.0,89.0,181.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,0.0,14.0,16.0,16.0,16.0,32.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,0.0,17.0,30.0,18.0,30.0,48.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,19.0,0.0,0.0,10.0,19.0,29.0
PUERTO RICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,13.0,14.0,0.0,3.0,13.0,17.0,30.0
PUERTO VILLARROEL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,39.0,39.0,134.0,115.0,173.0,154.0,327.0
PUNA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,15.0,30.0,34.0,46.0,49.0,76.0,125.0
PUNATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,49.0,100.0,63.0,123.0,112.0,223.0,335.0
QUIABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,12.0,34.0,58.0,44.0,70.0,114.0
QUILLACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,208.0,288.0,234.0,299.0,442.0,587.0,1029.0
QUIME,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,15.0,46.0,33.0,56.0,48.0,104.0
QUIRUSILLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,11.0,0.0,0.0,5.0,11.0,16.0
ROBORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,9.0,11.0,0.0,0.0,9.0,11.0,20.0
SABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
SACABA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,145.0,202.0,149.0,183.0,294.0,385.0,679.0
SACABAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,3.0,6.0,50.0,61.0,53.0,67.0,120.0
SACACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,97.0,127.0,97.0,127.0,224.0
SAIPINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,9.0,26.0,32.0,36.0,41.0,77.0
SAMAIPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,35.0,34.0,37.0,38.0,72.0,72.0,144.0
SAN ANDRES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,11.0,11.0,31.0,29.0,42.0,40.0,82.0
SAN ANDRES DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,3.0,136.0,127.0,141.0,130.0,271.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,15.0,20.0,0.0,0.0,15.0,20.0,35.0
SAN BENITO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,8.0,19.0,69.0,105.0,77.0,124.0,201.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,11.0,4.0,18.0,18.0,29.0,22.0,51.0
SAN CARLOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
SAN IGNACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,29.0,48.0,0.0,0.0,29.0,48.0,77.0
SAN JAVIER(BNI),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,17.0,13.0,17.0,13.0,30.0
SAN JAVIER(STC),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,12.0,15.0,0.0,0.0,12.0,15.0,27.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,17.0,22.0,4.0,17.0,21.0,39.0,60.0
SAN JULIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,41.0,31.0,54.0,42.0,95.0,73.0,168.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,13.0,23.0,38.0,28.0,51.0,79.0
SAN LUCAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
SAN MATIAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,3.0,80.0,118.0,85.0,121.0,206.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,10.0,0.0,2.0,10.0,12.0,22.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,15.0,15.0,11.0,10.0,26.0,25.0,51.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,9.0,13.0,121.0,110.0,130.0,123.0,253.0
SAN RAFAEL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,1.0,22.0,32.0,23.0,33.0,56.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SAN RAMON SCZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1623.0,1749.0,108.0,149.0,1731.0,1898.0,3629.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,6.0,4.0,3.0,9.0,9.0,18.0
SANTIAGO DE CALLAPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,8.0,31.0,28.0,41.0,36.0,77.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,29.0,30.0,29.0,30.0,59.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,7.0,7.0,44.0,51.0,51.0,58.0,109.0
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,0.0,29.0,32.0,30.0,32.0,62.0
SANTIVAÑES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,20.0,27.0,78.0,116.0,98.0,143.0,241.0
SAPAHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,4.0,34.0,36.0,36.0,40.0,76.0
SHINAOTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,15.0,10.0,18.0,7.0,33.0,17.0,50.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,19.0,30.0,91.0,110.0,110.0,140.0,250.0
SICAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,3.0,9.0,4.0,9.0,7.0,16.0
SIPE SIPE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,52.0,63.0,300.0,584.0,352.0,647.0,999.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,13.0,9.0,292.0,309.0,305.0,318.0,623.0
SUCRE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,408.0,470.0,256.0,358.0,664.0,828.0,1492.0
TACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,1.0,19.0,29.0,21.0,30.0,51.0
TACACOMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,3.0,0.0,56.0,62.0,59.0,62.0,121.0
TACOBAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,29.0,40.0,29.0,40.0,69.0
TACOPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,9.0,17.0,54.0,70.0,63.0,87.0,150.0
TAHUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,23.0,25.0,23.0,25.0,48.0
TAPACARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,19.0,26.0,141.0,152.0,160.0,178.0,338.0
TARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,11.0,40.0,16.0,21.0,27.0,61.0,88.0
TARACO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,13.0,16.0,31.0,30.0,44.0,46.0,90.0
TARATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,16.0,34.0,38.0,39.0,54.0,93.0
TARIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,286.0,398.0,153.0,237.0,439.0,635.0,1074.0
TEOPONTE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,17.0,12.0,100.0,87.0,117.0,99.0,216.0
TIAWANACU,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,29.0,25.0,27.0,30.0,56.0,55.0,111.0
TINGUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,32.0,17.0,32.0,17.0,49.0
TIPUANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,9.0,5.0,1.0,1.0,10.0,6.0,16.0
TIQUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,114.0,80.0,31.0,58.0,145.0,138.0,283.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,13.0,62.0,102.0,67.0,115.0,182.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,2.0,48.0,63.0,48.0,65.0,113.0
TOCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,6.0,16.0,33.0,17.0,39.0,56.0
TOLATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,4.0,8.0,3.0,5.0,7.0,13.0,20.0
TOLEDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,4.0,17.0,9.0,19.0,13.0,32.0
TOMAVE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
TOMINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,10.0,3.0,6.0,13.0,16.0,29.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,8.0,5.0,5.0,8.0,13.0,13.0,26.0
TOTORA(ORR),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,12.0,6.0,27.0,36.0,39.0,42.0,81.0
TRIGAL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,1.0,36.0,56.0,36.0,57.0,93.0
TRINIDAD,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,30.0,35.0,7.0,5.0,37.0,40.0,77.0
TUPIZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,38.0,29.0,33.0,52.0,71.0,81.0,152.0
TURCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,6.0,0.0,43.0,65.0,49.0,65.0,114.0
UMALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,20.0,26.0,60.0,57.0,80.0,83.0,163.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,3.0,2.0,0.0,3.0,3.0,5.0,8.0
UYUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,22.0,33.0,38.0,34.0,60.0,67.0,127.0
VACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,2.0,10.0,32.0,55.0,34.0,65.0,99.0
VALLEGRANDE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,4.0,3.0,10.0,11.0,14.0,14.0,28.0
VIACHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,30.0,50.0,87.0,108.0,117.0,158.0,275.0
VILA VILA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,2.0,0.0,2.0,0.0,2.0
VILLA CHARCAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,4.0,8.0,11.0,9.0,15.0,17.0,32.0
VILLA MONTES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,7.0,13.0,55.0,61.0,62.0,74.0,136.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
VILLA RIVERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,5.0,0.0,70.0,105.0,75.0,105.0,180.0
VILLA TUNARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,67.0,40.0,82.0,73.0,149.0,113.0,262.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,10.0,17.0,0.0,0.0,10.0,17.0,27.0
VILLAZON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,58.0,80.0,23.0,54.0,81.0,134.0,215.0
VINTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,57.0,70.0,32.0,54.0,89.0,124.0,213.0
VITICHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,4.0,13.0,15.0,25.0,19.0,38.0,57.0
WALDO BALLIVIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
WARNES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,51.0,68.0,20.0,31.0,71.0,99.0,170.0
YACUIBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,14.0,10.0,2.0,2.0,16.0,12.0,28.0
YAMPARAEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,33.0,55.0,65.0,84.0,98.0,139.0,237.0
YANACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,7.0,7.0,27.0,27.0,34.0,34.0,68.0
YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,4.0,3.0,4.0,3.0,7.0
YOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,4.0,4.0,54.0,37.0,58.0,41.0,99.0
YOTALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
YUNCHARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,3.0,5.0,3.0,5.0,8.0
ZUDAÑEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-05-01,0.0,0.0,5.0,9.0,5.0,9.0,14.0
ACACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,36.0,59.0,114.0,126.0,150.0,185.0,335.0
ACHACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,46.0,31.0,329.0,405.0,375.0,436.0,811.0
ACHOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,5.0,1.0,20.0,8.0,25.0,9.0,34.0
AIQUILE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,19.0,22.0,39.0,40.0,58.0,62.0,120.0
ALALAY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,1.0,15.0,25.0,15.0,26.0,41.0
ALCALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,3.0,12.0,31.0,39.0,34.0,51.0,85.0
ALTO BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,57.0,32.0,50.0,26.0,107.0,58.0,165.0
ANCORAIMES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,29.0,30.0,108.0,117.0,137.0,147.0,284.0
ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,8.0,3.0,43.0,58.0,51.0,61.0,112.0
ANTEQUERA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,0.0,25.0,27.0,25.0,27.0,52.0
ANZALDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,8.0,8.0,121.0,168.0,129.0,176.0,305.0
APOLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,34.0,21.0,50.0,54.0,84.0,75.0,159.0
ARAMPAMPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,3.0,4.0,77.0,93.0,80.0,97.0,177.0
ARANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,28.0,44.0,47.0,107.0,75.0,151.0,226.0
ARBIETO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,32.0,29.0,64.0,104.0,96.0,133.0,229.0
ARQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,18.0,24.0,85.0,127.0,103.0,151.0,254.0
ASCENCION DE GUARAYOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,125.0,201.0,6.0,4.0,131.0,205.0,336.0
ATOCHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,31.0,25.0,63.0,97.0,94.0,122.0,216.0
AUCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,3.0,3.0,22.0,29.0,25.0,32.0,57.0
AYATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,30.0,36.0,40.0,58.0,70.0,94.0,164.0
AYO AYO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,3.0,3.0,3.0,6.0,6.0,9.0,15.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,26.0,36.0,324.0,486.0,350.0,522.0,872.0
AZURDUY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,31.0,71.0,20.0,24.0,51.0,95.0,146.0
BATALLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,28.0,32.0,250.0,326.0,278.0,358.0,636.0
BAURES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
BELEN DE ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,4.0,1.0,35.0,42.0,39.0,43.0,82.0
BELEN DE URMIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,1.0,3.0,15.0,14.0,16.0,17.0,33.0
BELLA FLOR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,1.0,0.0,12.0,12.0,13.0,12.0,25.0
BERMEJO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,70.0,76.0,71.0,88.0,141.0,164.0,305.0
BETANZOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,73.0,71.0,386.0,436.0,459.0,507.0,966.0
BOLIVAR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,1.0,2.0,116.0,126.0,117.0,128.0,245.0
BOLPEBRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,0.0,6.0,4.0,6.0,4.0,10.0
BOYUIBE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,6.0,4.0,7.0,10.0,13.0,23.0
BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,49.0,58.0,32.0,48.0,81.0,106.0,187.0
CABEZAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,22.0,20.0,9.0,13.0,31.0,33.0,64.0
CAIROMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,58.0,50.0,77.0,73.0,135.0,123.0,258.0
