,group,variable,month,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
COLPA BELGICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,4,1,4,5
COMARAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,6,0,0,0,6,6
CONCEPCION,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
CORO CORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,115,21,115,22,137
COROICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,2,19,2,21,23
COTOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,7,0,3,1,10,11
CUATRO CAÑADAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
CUEVO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,4,1,0,1,4,5
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
DESAGUADERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,8,214,56,63,64,277,341
EL TORNO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,7,0,0,1,7,8
EL VILLAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,0,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,2,3,0,1,2,4,6
ENTRE RIOS CBBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,4,0,1,1,5,6
GENERAL SAAVEDRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,2,0,5,5
GUAQUI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,5,0,2,0,7,7
GUTIERREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,5,13,5,13,18
HUACARETA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,2,2,2,3,4,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,1,0,5,5
HUARINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
ICHOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
INQUISIVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
LA GUARDIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,19,16,44,17,63,80
LA PAZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,42,126,6,39,48,165,213
LAGUNILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,4,0,4,4
LORETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
MACHARETI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
MOCOMOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
MONTEAGUDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,2,13,11,14,13,27
MONTERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,9,0,1,0,10,10
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,2,1,2,3
OKINAWA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
OMEREQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,2,1,2,3
ORURO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,2,20,0,0,2,20,22
PADCAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,1,1,0,2,1,3
PADILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,3,7,0,15,3,22,25
PALOS BLANCOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,1,1,2,3
PAMPA GRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
PASORAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
POCONA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,2,1,3,4
POJO (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
POROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
PORONGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
PORTACHUELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,3,1,2,1,5,6
POSTRER VALLE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
POTOSI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,5,11,0,0,5,11,16
PUCARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
PUCARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,44,34,44,35,79
PUERTO ACOSTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,2,4,2,4,6
PUERTO GONZALO MORENO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,1,2,1,3,4
PUERTO PEREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
PUERTO VILLARROEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,2,4,2,3,4,7,11
PUNATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,8,2,0,3,8,11
QUILLACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,25,34,5,20,30,54,84
REYES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
ROBORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,8,0,0,0,8,8
RURRENABAQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,0,1,0,1
SACABA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,14,6,7,6,21,27
SACABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,0,0,4,4
SAIPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
SAMAIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,3,0,0,0,3,3
SAN ANDRES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,2,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,56,1,56,57
SAN BENITO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,2,0,1,1,3,4
SAN BORJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,4,0,1,1,5,6
SAN BUENA VENTURA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,9,2,12,3,21,24
SAN IGNACIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,25,36,25,37,62
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,3,20,0,6,3,26,29
SAN JAVIER(BNI),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,4,0,4,4
SAN JAVIER(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,1,34,40,35,41,76
SAN JULIAN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,10,0,12,12
SAN LORENZO(PND),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,4,3,3,3,7,10
SAN LUCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
SAN MATIAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,2,0,2,0,2
SAN RAFAEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,21,39,21,39,60
SAN RAMON SCZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
SANTA ANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,88,144,29,63,117,207,324
SANTA ROSA DEL SARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,1,0,2,1,3,4
SANTIVAÑES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
SAPAHAQUI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
SHINAOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,1,3,1,4,5
SICAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,4,4,11,4,15,19
SOPACHUY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
SORATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
SUCRE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,3,35,4,40,7,75,82
TACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
TACACOMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
TACOPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,1,0,2,2
TAPACARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,0,1,1,2,1,3
TARABUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,1,0,3,3
TARATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,4,0,6,0,10,10
TARIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,12,33,8,22,20,55,75
TARVITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
TEOPONTE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,1,3,5,4,6,10
TIAWANACU,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,3,4,3,4,7
TIQUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,3,2,4,3,7,10
TIRAQUE (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,1,0,1,1,2
TOLATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,1,2,1,2,3
TOMINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,3,0,5,5
TOTORA(ORR),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,2,25,0,1,2,26,28
TUPIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,5,0,22,1,27,28
UNCIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,7,0,2,0,9,9
VIACHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,6,8,0,8,6,14
VILLA CHARCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,6,4,2,3,8,7,15
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,2,11,21,18,23,29,52
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,2,15,2,15,17
VILLAZON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,6,1,0,0,6,1,7
VINTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,6,8,24,8,30,38
WARNES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,2,32,0,2,2,34,36
YACUIBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,13,3,0,1,13,4,17
YANACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,0,0,0,1,0,1
YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,1,8,0,9,1,17,18
YOTALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,0,0,3,0,3,3
ZUDAÑEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-02-01,0,1,0,4,0,5,5
ACHACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,1,0,1,0,1
AIQUILE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,1,4,1,5,2,7
ALALAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,1,2,1,2,3
ALCALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,3,2,1,3,4,7
ALTO BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,3,0,5,5
ANCORAIMES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
ANTEQUERA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,6,0,0,1,6,7
APOLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,1,0,3,3
ARAMPAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,1,1,1,2
ARBIETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,3,2,11,2,14,16
ARQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,3,2,12,7,15,9,24
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,14,0,0,0,14,14
ATOCHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,1,0,1,0,1
AYATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,8,0,8,8
AZURDUY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
BATALLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,4,0,5,5
BELEN DE URMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,3,0,4,1,7,8
BOLIVAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,1,2,2,2,4
BOLPEBRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,4,0,5,5
BOYUIBE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,108,68,108,70,178
CABEZAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,11,34,12,34,46
CAIROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,3,0,3,3
"CAIZA ""D""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
CAJUATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,3,0,4,4
CALAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,7,34,40,34,47,81
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,6,19,6,20,26
CAMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,6,5,0,1,6,6,12
CAPINOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,24,52,24,52,76
CARACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,4,6,4,6,8,14
CARAPARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,4,3,0,0,4,3,7
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,1,0,2,2
CHARAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,5,7,35,7,40,47
CHIMORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,4,2,0,5,4,7,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,2,0,4,4
CKOCHAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,4,0,6,6
COBIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,11,0,13,13
COCAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,13,67,211,178,224,245,469
COLCAPIRHUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,2,8,10,16,12,24,36
"COLCHA ""K""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,2,5,0,1,2,6,8
COLOMI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,2,3,0,0,2,3,5
COLPA BELGICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,2,29,2,29,31
COLQUECHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,0,1,0,1
COMARAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,1,0,4,4
COMBAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,4,0,1,1,5,6
COPACABANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,1,1,1,1,2
CORIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,66,5,0,0,66,5,71
COROICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,1,0,5,1,6,7
COTAGAITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,4,0,4,4
COTOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,14,33,26,33,40,73
CUATRO CAÑADAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,0,0,3,3
CUEVO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,5,4,0,0,5,4,9
CULPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,10,0,11,11
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,18,0,18,1,19
DESAGUADERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,21,213,155,212,176,425,601
EL PUENTE(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,4,0,5,5
EL TORNO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,2,11,24,46,26,57,83
EL VILLAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,1,2,8,3,9,12
ENTRE RIOS TRJ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,3,3,4,3,7
ENTRE RIOS CBBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,4,6,0,6,4,10
FERNANDEZ ALONSO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,5,9,14,9,19,28
GUANAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,1,0,2,2
GUAQUI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,2,1,2,3
GUAYARAMERIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,4,19,24,20,28,48
GUTIERREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,2,1,2,3
HUACARETA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-03-01,0,4,15,28,15,32,47
