,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TOTALES
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,5,2,7
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,4,2,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,4,3,7
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,7,4,11
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,0,2
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,0,2
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,5,0,5
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,1,3
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,81,68,149
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,2,3
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,6,8,14
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,5,1,6
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,1,3
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,3,1,4
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,8,0,8
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,7,2,9
VILA VILA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,5,2,7
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,2,4
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
WALDO BALLIVIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,8,3,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,4,6
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,7,1,8
YUNCHARA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,4,2,6
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,3,1,4
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,1,2
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,8,4,12
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,0,2
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,3,5
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,5,2,7
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,13,7,20
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,5,3,8
COMANCHE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,2,4
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,3,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,35,18,53
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,6,2,8
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,5,0,5
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,3,0,3
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,0,2
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,2,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,7,2,9
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,6,7,13
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,37,26,63
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,7,4,11
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,3,2,5
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,0,2
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,6,2,8
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,3,4
PUERTO RICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,3,5,8
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,3,5
REYES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,3,4
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,4,3,7
SACACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,1,2
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,4,1,5
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
SAN JAVIER(BNI),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,2,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,2,3
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,77,58,135
SANTUARIO DE QUILLACAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SENA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,2,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,4,4,8
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
TACOPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
TARACO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,9,4,13
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,5,1,6
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,1,2
TOLATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,9,5,14
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,5,2,7
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,2,1,3
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,5,1,6
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,4,3,7
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,4,5,9
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,6,4,10
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,1,2
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-12-01,1,0,1
