municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,655,655
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,13,13
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,52,52
POJO (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,3,3
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,39,39
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,13,13
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,328,328
PUCARANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4,4
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,15,15
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4,4
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,60,60
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,168,168
PUNA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,69,69
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,330,330
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,6,6
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,251,251
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,10,10
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,5,5
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,106,106
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
SAN BENITO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,16,16
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,11,11
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,10,10
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,44,44
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,9,9
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,90,90
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4,4
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,32,32
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,19,19
SAN LORENZO(TJA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,17,17
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,12,12
SAN PEDRO DE CURAHUARA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,3,3
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,21,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4018,4018
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4,4
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,21,21
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,9,9
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1059,1059
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,627,627
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,5,5
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,37,37
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,259,259
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,47,47
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,36,36
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,3,3
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,19,19
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,15,15
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,74,74
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,100,100
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,35,35
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,126,126
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,7,7
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,23,23
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,5,5
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,93,93
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,8,8
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,14,14
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,11,11
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,17,17
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,13,13
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,52,52
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,14,14
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,31,31
CARACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,33,33
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,6,6
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,27,27
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,37,37
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,44,44
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,234,234
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2751,2751
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,39,39
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,5,5
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,5,5
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,8,8
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,22,22
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,22,22
COTAGAITA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,11,11
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,11,11
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1204,1204
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,30,30
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,38,38
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,3,3
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,51,51
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
HUACAYA (VILLA DE HUACAYA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,17,17
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,36,36
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,3277,3277
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,52,52
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,3,3
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,25,25
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,77,77
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,169,169
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
OMEREQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,4,4
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,637,637
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,13,13
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,49,49
POJO (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,8,8
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,36,36
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,9,9
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,356,356
PUCARANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,7,7
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,3,3
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,48,48
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,256,256
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,74,74
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,284,284
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,6,6
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,250,250
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,6,6
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,15,15
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,43,43
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,4,4
SAN BENITO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,18,18
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,11,11
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,17,17
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,24,24
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,97,97
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,4,4
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,24,24
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,14,14
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,10,10
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,9,9
SAN PEDRO DE CURAHUARA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,4,4
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,10,10
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,12,12
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,30,30
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,3211,3211
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,14,14
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,5,5
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1015,1015
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,10,10
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,686,686
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,10,10
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,53,53
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,8,8
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,311,311
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,27,27
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,6,6
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,15,15
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,34,34
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,38,38
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,48,48
VILLA SERRANO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,10,10
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,43,43
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,3,3
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,97,97
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,7,7
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,27,27
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,96,96
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,2,2
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,8,8
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,23,23
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-12-01,6,6
