,group,variable,month,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
BELEN DE ANDAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
BELEN DE URMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
BERMEJO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,17,15,32
BETANZOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,11,6,17
BOLPEBRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,13,9,22
CABEZAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,12,7,19
CAIROMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
"CAIZA ""D""",tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,1,5
CAJUATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
CALACOTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
CAMARGO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,9,20,29
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,1,4
CAMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,3,7
CAPINOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,7,13
CARACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,1,5
CARANAVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,47,43,90
CARANGAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
CARAPARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,5,11
CARIPUYO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,4,4
CHALLAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,5,8
CHAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
CHARAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,8,5,13
CHAYANTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
CHIMORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,9,8,17
CHIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,8,16,24
CHUMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
CKOCHAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,3,5
CLIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,4,7
COBIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,19,27,46
COCAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
COCHABAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,138,102,240
COLCAPIRHUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,10,16
COLOMI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,3,3
COLPA BELGICA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
COLQUECHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,14,16,30
COLQUENCHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,1,6
COLQUIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
COMARAPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,7,11
CONCEPCION,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,4,10
COPACABANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
CORIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,9,15,24
COROICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,12,11,23
CORQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
COTAGAITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,8,14
COTOCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,14,11,25
CUATRO CAÑADAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,8,6,14
CUEVO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
CULPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,4,7
CURAHUARA DE CARANGAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,3,4
DESAGUADERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
EL ALTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,268,292,560
EL CHORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,1,5
EL PUENTE(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
EL PUENTE(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,6,11
EL TORNO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,19,13,32
EL VILLAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,11,11,22
ENTRE RIOS CBBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,13,19,32
ESCOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,0,3
EUCALIPTUS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,1,4
FERNANDEZ ALONSO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,1,6
FILADELFIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,5,8
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,1,4
GUANAY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,13,8,21
GUAYARAMERIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,15,13,28
GUTIERREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
HUACARETA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
HUACHACALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
HUANUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,46,8,54
HUARACAJE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
HUARINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,3,7
HUATAJATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
HUAYLLAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,2,7
HUMANATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
ICHOCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
ICLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,2,5
INCAHUASI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,6,10
INQUISIVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,3,5
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,7,6,13
LA ASUNTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,23,7,30
LA GUARDIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,37,43,80
LA PAZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,320,289,609
LAGUNILLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
LAJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,2,2
LAS CARRERAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
LICOMA PAMPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
LLALLAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,22,10,32
LORETO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
MACHACAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
MACHARETI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
MAGDALENA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
MAIRANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
MAPIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,8,7,15
MECAPACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
MIZQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,9,11,20
MOJOCOYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,1,5
MONTEAGUDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,10,11,21
MONTERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,59,38,97
MORO MORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
MOROCHATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
OCURI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,3,9
OKINAWA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,13,6,19
OMEREQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
ORURO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,86,81,167
PADCAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
PADILLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,3,9
PAILON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,10,12
PALCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,8,4,12
PALOS BLANCOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,12,11,23
PAMPA GRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,4,6
PATACAMAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,3,7
PAZÑA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,0,5
POCOATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
POCONA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
POJO (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,3,7
POOPO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,2,2
PORCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
POROMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,4,6
PORTACHUELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
PORVENIR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
POSTRER VALLE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
POTOSI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,121,53,174
PRESTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,6,10
PUCARANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,10,7,17
PUERTO ACOSTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
PUERTO GONZALO MORENO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,4,6
PUERTO PEREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
PUERTO QUIJARRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,21,7,28
PUERTO RICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,3,4
PUERTO VILLARROEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,35,17,52
PUNA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,10,16
PUNATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,10,8,18
QUILLACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,39,49,88
QUIME,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
QUIRUSILLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
RAVELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,6,11
REYES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,3,4
RIBERALTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,38,41,79
ROBORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,4,10
RURRENABAQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,7,5,12
SACABA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,49,23,72
SACACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,6,10
SAIPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
SAMAIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
SAN ANDRES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,0,3
SAN ANDRES DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,1,3
SAN BENITO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,4,8
SAN BORJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,16,8,24
SAN BUENA VENTURA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,1,6
SAN CARLOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,10,10,20
SAN IGNACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,9,15
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,8,1,9
SAN JAVIER(BNI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,8,12
SAN JUAN DE YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,5,11
SAN JULIAN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,24,17,41
SAN LORENZO(PND),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,4,6
SAN LORENZO(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
SAN LUCAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,14,20
SAN MATIAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,1,4
SAN PEDRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,9,7,16
SAN PEDRO DE TIQUINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
SAN RAFAEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,2,3
SAN RAMON SCZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
SANTA ANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,7,5,12
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,425,435,860
SANTA ROSA DEL SARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,8,13
SANTIAGO DE HUARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,2,2
SANTIAGO DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,2,4
SANTIVAÑES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,3,5
SANTUARIO DE QUILLACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,2,2
SHINAOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,11,5,16
SICA SICA (VILLA AROMA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,1,4
SIPE SIPE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,11,9,20
SOPACHUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,3,6
SORACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
SORATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,14,6,20
SUCRE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,142,159,301
TACACOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,1,6
TACOBAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
TAPACARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,6,11
TARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,9,3,12
TARACO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,3,3
TARATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,5,8
TARIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,59,58,117
TARVITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,12,15,27
TEOPONTE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,9,7,16
TIAWANACU,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,5,6
TINGUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,0,2
TIPUANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,15,5,20
TIQUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,13,14,27
TIRAQUE (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,7,0,7
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
TOCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,3,4
TODOS SANTOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
TOLATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,2,7
TOLEDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
TOMAVE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,2,4,6
TOMINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,5,10
TORO TORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,3,1,4
TOTORA(ORR),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
TRIGAL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,33,19,52
TUPIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,11,12,23
TURCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,0,1,1
UNCIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,5,4,9
URIONDO (A. CONCEPCION),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,6,5,11
URUBICHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
UYUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,4,4,8
VACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,4,5
VALLEGRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,1,1,2
VIACHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-02-01,15,13,28
