,group,variable,month,TOTAL 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTAL 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
YAPACANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,3,2,5
ACHACACHI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
AIQUILE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
ALTO BENI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,0,3
APOLO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,0,3
ATOCHA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
BERMEJO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
BUENA VISTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
CABEZAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,6,6
CAMARGO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
CAPINOTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
CARANAVI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,8,2,10
CARAPARI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
CHALLAPATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,2,2
CHAYANTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,2,2
COBIJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,14,8,22
COLCAPIRHUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
COLQUECHACA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
CONCEPCION,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
CORIPATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
COROICO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
COTAGAITA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
COTOCA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
CULPINA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,2,2
EL ALTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,16,15,31
EL PUENTE(STC),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
EL TORNO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,3,5
GENERAL SAAVEDRA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
GUANAY,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
GUTIERREZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
HUACARETA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,0,3
JESUS DE MACHACA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
LA ASUNTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,2,4
LA GUARDIA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,2,5
LA PAZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,14,8,22
LLALLAGUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
MAPIRI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,1,2
MINEROS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
MONTERO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,12,11,23
ORURO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,5,3,8
PADCAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
PALCA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
PATACAMAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
POJO (CBBA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
POTOSI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,12,0,12
PUCARANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,1,3
PUERTO SUAREZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,8,2,10
PUNATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,2,4
RIBERALTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,4,6
ROBORE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
SACABA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,3,6
SAN BENITO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
SAN BORJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,5,7
SAN CARLOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
SAN JOAQUIN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
SAN JULIAN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,1,4
SAN LUCAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
SAN MATIAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,1,2
SAN PEDRO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,79,45,124
SANTA ROSA DEL SARA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,2,2
SHINAOTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,1,2
SIPE SIPE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
SORATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
SUCRE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,5,5,10
TAPACARI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
TARABUCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,1,3
TARIJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,6,5,11
TARVITA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
TIPUANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,2,4
TIQUIPAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,1,2
TRINIDAD,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,2,5
TUPIZA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
UMALA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
UNCIA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,0,1
VIACHA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
VILLA MONTES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
VINTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,2,0,2
WARNES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,4,3,7
YACUIBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,6,5,11
YAPACANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,3,0,3
YOCALLA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,0,1,1
YOTALA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-12-01,1,1,2
