,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2015-01-01,0,0,2,0,3,1,13,2,0,7,0,0,0,0,18,10,28
SANTIVAÑES,atencion odontologica,consulta repetida,2015-01-01,6,0,7,15,0,9,3,20,0,3,0,0,0,6,16,53,69
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2015-01-01,6,2,5,0,1,0,0,0,0,0,0,0,0,1,12,3,15
SAPAHAQUI,atencion odontologica,consulta repetida,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SENA,atencion odontologica,consulta repetida,2015-01-01,1,2,0,1,0,4,0,4,0,0,0,1,0,0,1,12,13
SHINAOTA,atencion odontologica,consulta repetida,2015-01-01,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
SIPE SIPE,atencion odontologica,consulta repetida,2015-01-01,14,18,5,3,5,5,6,22,7,0,0,0,0,9,37,57,94
SOPACHUY,atencion odontologica,consulta repetida,2015-01-01,1,7,2,7,1,8,5,35,1,0,0,0,0,11,10,68,78
SORACACHI,atencion odontologica,consulta repetida,2015-01-01,5,0,5,5,1,14,6,9,2,0,0,4,0,1,19,33,52
SORATA,atencion odontologica,consulta repetida,2015-01-01,0,0,0,2,0,2,0,5,0,0,0,4,0,0,0,13,13
SUCRE,atencion odontologica,consulta repetida,2015-01-01,273,281,364,567,306,560,694,1069,99,67,0,74,0,91,1736,2709,4445
TACACOMA,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOPAYA,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,7,8
TAHUA,atencion odontologica,consulta repetida,2015-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
TAPACARI,atencion odontologica,consulta repetida,2015-01-01,1,1,1,1,0,1,0,3,1,0,0,0,0,15,3,21,24
TARABUCO,atencion odontologica,consulta repetida,2015-01-01,7,4,0,0,0,0,3,2,0,0,0,0,0,1,10,7,17
TARATA,atencion odontologica,consulta repetida,2015-01-01,1,3,3,4,2,8,5,24,0,0,0,0,0,4,11,43,54
TARIJA,atencion odontologica,consulta repetida,2015-01-01,57,78,287,302,262,448,455,805,56,19,0,10,0,1,1117,1663,2780
TARVITA,atencion odontologica,consulta repetida,2015-01-01,0,0,0,1,1,0,2,16,0,0,0,0,0,3,3,20,23
TEOPONTE,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3
TIAWANACU,atencion odontologica,consulta repetida,2015-01-01,1,2,0,5,4,10,2,19,0,0,0,0,0,1,7,37,44
TIPUANI,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
TIQUIPAYA,atencion odontologica,consulta repetida,2015-01-01,52,39,8,8,2,12,0,16,0,4,0,4,0,5,62,88,150
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2015-01-01,4,10,1,0,0,7,1,5,0,0,0,2,0,5,6,29,35
TOCO,atencion odontologica,consulta repetida,2015-01-01,0,0,1,2,0,1,6,7,5,5,0,0,0,0,12,15,27
TODOS SANTOS,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TOLATA,atencion odontologica,consulta repetida,2015-01-01,1,4,7,10,0,0,5,7,1,2,0,0,0,1,14,24,38
TOLEDO,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TOMAVE,atencion odontologica,consulta repetida,2015-01-01,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,3,5
TOMINA,atencion odontologica,consulta repetida,2015-01-01,0,2,0,3,1,1,5,9,0,0,0,2,0,0,6,17,23
TORO TORO,atencion odontologica,consulta repetida,2015-01-01,0,1,0,1,0,0,4,7,0,0,0,2,0,2,4,13,17
TOTORA(CBBA),atencion odontologica,consulta repetida,2015-01-01,6,4,0,3,0,3,3,3,0,0,0,3,0,0,9,16,25
TOTORA(ORR),atencion odontologica,consulta repetida,2015-01-01,0,5,0,0,0,0,3,13,0,1,0,0,0,6,3,25,28
TRINIDAD,atencion odontologica,consulta repetida,2015-01-01,15,12,41,45,70,53,158,256,34,15,0,2,0,1,318,384,702
TUPIZA,atencion odontologica,consulta repetida,2015-01-01,5,7,28,25,12,30,35,31,5,9,0,3,0,1,85,106,191
TURCO,atencion odontologica,consulta repetida,2015-01-01,3,2,2,2,1,0,2,7,3,3,0,0,0,0,11,14,25
UMALA,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
UNCIA,atencion odontologica,consulta repetida,2015-01-01,34,32,11,15,22,19,19,62,8,1,0,2,0,20,94,151,245
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2015-01-01,0,1,21,16,35,40,36,112,2,0,0,0,0,0,94,169,263
URUBICHA,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,0,5
UYUNI,atencion odontologica,consulta repetida,2015-01-01,2,7,0,0,0,0,2,0,0,0,0,0,0,2,4,9,13
VACAS,atencion odontologica,consulta repetida,2015-01-01,1,0,3,4,5,0,3,7,0,0,0,0,0,2,12,13,25
VALLEGRANDE,atencion odontologica,consulta repetida,2015-01-01,3,1,12,4,7,12,6,32,1,3,0,0,0,0,29,52,81
VIACHA,atencion odontologica,consulta repetida,2015-01-01,131,97,25,24,31,17,16,107,4,1,0,8,0,53,207,307,514
VILA VILA,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,7,7
VILLA CHARCAS,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA MONTES,atencion odontologica,consulta repetida,2015-01-01,0,0,6,7,11,5,9,11,0,0,0,0,0,0,26,23,49
VILLA RIVERO,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,2,1,9,8,0,0,0,0,0,2,11,11,22
VILLA SERRANO,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,atencion odontologica,consulta repetida,2015-01-01,80,68,17,30,26,17,46,56,4,0,0,30,0,19,173,220,393
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2015-01-01,0,1,2,5,1,4,0,1,0,0,0,0,0,0,3,11,14
VILLAZON,atencion odontologica,consulta repetida,2015-01-01,53,41,38,68,51,78,40,145,3,11,0,18,0,18,185,379,564
VINTO,atencion odontologica,consulta repetida,2015-01-01,16,10,3,1,2,11,2,18,0,0,0,0,0,1,23,41,64
VITICHI,atencion odontologica,consulta repetida,2015-01-01,0,0,0,1,1,1,1,1,3,0,0,0,0,0,5,3,8
WARNES,atencion odontologica,consulta repetida,2015-01-01,1,4,2,0,0,2,0,7,1,0,0,0,0,0,4,13,17
YACO,atencion odontologica,consulta repetida,2015-01-01,0,0,0,1,0,1,0,6,0,0,0,0,0,2,0,10,10
YACUIBA,atencion odontologica,consulta repetida,2015-01-01,24,12,48,73,50,106,37,153,14,4,0,0,0,0,173,348,521
YAMPARAEZ,atencion odontologica,consulta repetida,2015-01-01,18,12,2,9,13,18,15,36,0,2,0,3,0,5,48,85,133
YANACACHI,atencion odontologica,consulta repetida,2015-01-01,3,4,1,0,1,3,6,7,0,2,0,1,0,0,11,17,28
YAPACANI,atencion odontologica,consulta repetida,2015-01-01,11,14,0,2,0,0,0,0,2,2,0,60,0,4,13,82,95
YOCALLA,atencion odontologica,consulta repetida,2015-01-01,4,0,0,0,5,1,5,2,0,0,0,0,0,4,14,7,21
YOTALA,atencion odontologica,consulta repetida,2015-01-01,8,3,19,9,21,35,10,18,2,4,0,1,0,0,60,70,130
YUNCHARA,atencion odontologica,consulta repetida,2015-01-01,4,0,1,0,2,0,1,7,0,0,0,0,0,0,8,7,15
ZUDAÑEZ,atencion odontologica,consulta repetida,2015-01-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,3,4
ACACIO,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
ACHACACHI,atencion odontologica,consulta repetida,2015-02-01,15,21,2,1,3,26,9,22,9,7,0,4,0,0,38,81,119
ACHOCALLA,atencion odontologica,consulta repetida,2015-02-01,2,1,0,1,0,5,3,7,1,0,0,0,0,2,6,16,22
AIQUILE,atencion odontologica,consulta repetida,2015-02-01,20,10,17,12,5,2,5,35,24,1,0,1,0,0,71,61,132
ALALAY,atencion odontologica,consulta repetida,2015-02-01,3,0,0,1,1,10,0,0,0,2,0,0,0,4,4,17,21
ALCALA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,2,6,7,0,0,0,0,0,0,6,9,15
ALTO BENI,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,1,0,4,0,0,0,1,0,2,0,8,8
ANCORAIMES,atencion odontologica,consulta repetida,2015-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ANDAMARCA,atencion odontologica,consulta repetida,2015-02-01,0,0,1,0,0,0,1,1,2,1,0,1,0,0,4,3,7
ANTEQUERA,atencion odontologica,consulta repetida,2015-02-01,2,2,1,2,0,0,10,2,2,0,0,1,0,1,15,8,23
ANZALDO,atencion odontologica,consulta repetida,2015-02-01,1,2,0,0,0,0,3,6,0,1,0,0,0,0,4,9,13
ARAMPAMPA,atencion odontologica,consulta repetida,2015-02-01,2,1,1,0,0,0,0,2,0,0,0,0,0,0,3,3,6
ARANI,atencion odontologica,consulta repetida,2015-02-01,5,1,0,2,1,5,7,15,2,0,0,4,0,2,15,29,44
ARBIETO,atencion odontologica,consulta repetida,2015-02-01,1,1,0,0,0,0,0,1,4,1,0,1,0,0,5,4,9
ARQUE,atencion odontologica,consulta repetida,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,4,5
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,2,0,1,0,0,2,0,1,3,3,6
ATOCHA,atencion odontologica,consulta repetida,2015-02-01,11,21,41,47,35,65,92,83,6,6,0,1,0,4,185,227,412
AYATA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AYO AYO,atencion odontologica,consulta repetida,2015-02-01,0,2,0,0,2,1,3,5,0,0,0,0,0,1,5,9,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2015-02-01,10,6,31,33,16,26,51,53,6,7,0,0,0,11,114,136,250
AZURDUY,atencion odontologica,consulta repetida,2015-02-01,0,2,1,0,0,3,0,1,0,0,0,0,0,1,1,7,8
BAURES,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
BELEN DE URMIRI,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,2,3,1,0,1,0,0,3,4,7
BERMEJO,atencion odontologica,consulta repetida,2015-02-01,4,5,26,42,49,62,50,107,88,22,0,3,0,0,217,241,458
BETANZOS,atencion odontologica,consulta repetida,2015-02-01,0,4,0,8,2,7,14,23,1,0,0,3,0,8,17,53,70
BOLIVAR,atencion odontologica,consulta repetida,2015-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
BOLPEBRA,atencion odontologica,consulta repetida,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,5,7
BUENA VISTA,atencion odontologica,consulta repetida,2015-02-01,7,4,4,1,1,2,1,9,1,2,0,0,0,2,14,20,34
CABEZAS,atencion odontologica,consulta repetida,2015-02-01,14,4,4,2,1,1,9,15,1,0,0,7,0,2,29,31,60
CAIROMA,atencion odontologica,consulta repetida,2015-02-01,0,0,1,1,2,0,0,9,0,0,0,0,0,0,3,10,13
"CAIZA ""D""",atencion odontologica,consulta repetida,2015-02-01,0,0,2,3,2,1,0,3,1,0,0,0,0,1,5,8,13
CAJUATA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALAMARCA,atencion odontologica,consulta repetida,2015-02-01,0,2,2,5,3,3,3,14,1,2,0,0,0,0,9,26,35
CAMARGO,atencion odontologica,consulta repetida,2015-02-01,6,13,0,1,0,8,3,26,3,11,0,0,0,0,12,59,71
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2015-02-01,0,0,2,0,0,2,2,1,0,0,0,0,0,0,4,3,7
CAMIRI,atencion odontologica,consulta repetida,2015-02-01,6,9,28,5,10,3,31,33,4,5,0,4,0,5,79,64,143
CAPINOTA,atencion odontologica,consulta repetida,2015-02-01,5,11,5,2,3,5,13,25,8,4,0,5,0,4,34,56,90
CAQUIAVIRI,atencion odontologica,consulta repetida,2015-02-01,0,1,0,2,0,1,2,9,0,0,0,0,0,0,2,13,15
CARACOLLO,atencion odontologica,consulta repetida,2015-02-01,2,7,10,22,2,13,11,26,3,6,0,0,0,5,28,79,107
CARANAVI,atencion odontologica,consulta repetida,2015-02-01,33,21,8,9,11,21,15,20,11,4,0,6,0,14,78,95,173
CARAPARI,atencion odontologica,consulta repetida,2015-02-01,0,0,4,0,4,8,5,14,0,0,0,0,0,0,13,22,35
CHALLAPATA,atencion odontologica,consulta repetida,2015-02-01,1,12,10,9,0,14,16,32,3,4,0,0,0,13,30,84,114
CHAQUI,atencion odontologica,consulta repetida,2015-02-01,0,0,2,2,0,1,1,2,0,0,0,0,0,1,3,6,9
CHARAGUA,atencion odontologica,consulta repetida,2015-02-01,1,0,2,3,0,0,1,5,1,0,0,3,0,0,5,11,16
CHAYANTA,atencion odontologica,consulta repetida,2015-02-01,4,5,6,3,3,2,14,13,0,5,0,3,0,3,27,34,61
CHIMORE,atencion odontologica,consulta repetida,2015-02-01,14,8,4,1,1,8,0,16,0,0,0,0,0,8,19,41,60
CHIPAYA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2,8,10
CHOQUE COTA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
CHUA COCANI,atencion odontologica,consulta repetida,2015-02-01,0,1,0,2,0,2,0,0,0,3,0,0,0,0,0,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2015-02-01,0,1,1,0,2,4,3,5,0,0,0,0,0,3,6,13,19
CHUMA,atencion odontologica,consulta repetida,2015-02-01,2,1,0,0,5,5,2,5,0,0,0,0,0,1,9,12,21
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2015-02-01,22,22,1,4,0,0,4,5,2,0,0,4,0,2,29,37,66
CKOCHAS,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,4,5
CLIZA,atencion odontologica,consulta repetida,2015-02-01,4,5,5,1,1,4,3,43,0,14,0,0,0,0,13,67,80
COBIJA,atencion odontologica,consulta repetida,2015-02-01,22,14,26,15,10,34,47,82,7,3,0,9,0,6,112,163,275
COCAPATA,atencion odontologica,consulta repetida,2015-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
COCHABAMBA,atencion odontologica,consulta repetida,2015-02-01,322,300,427,543,257,351,814,1326,210,193,0,51,0,60,2030,2824,4854
COIPASA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,3,7,3,0,0,1,0,0,6,8,14
COLCAPIRHUA,atencion odontologica,consulta repetida,2015-02-01,21,8,2,0,0,0,2,18,2,1,0,7,0,7,27,41,68
"COLCHA ""K""",atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLLANA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
COLOMI,atencion odontologica,consulta repetida,2015-02-01,12,11,2,0,1,0,0,0,5,0,0,0,0,0,20,11,31
COLPA BELGICA,atencion odontologica,consulta repetida,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
COLQUECHACA,atencion odontologica,consulta repetida,2015-02-01,7,6,3,2,0,2,5,17,9,7,0,4,0,7,24,45,69
COLQUENCHA,atencion odontologica,consulta repetida,2015-02-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
COLQUIRI,atencion odontologica,consulta repetida,2015-02-01,4,3,10,18,13,24,7,30,1,0,0,2,0,0,35,77,112
COMARAPA,atencion odontologica,consulta repetida,2015-02-01,3,4,6,8,6,13,16,21,1,2,0,4,0,3,32,55,87
CONCEPCION,atencion odontologica,consulta repetida,2015-02-01,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3
CORIPATA,atencion odontologica,consulta repetida,2015-02-01,0,1,2,0,1,0,1,0,0,0,0,0,0,0,4,1,5
CORO CORO,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,4
COROICO,atencion odontologica,consulta repetida,2015-02-01,2,0,1,7,1,2,6,6,0,0,0,0,0,6,10,21,31
CORQUE,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,1,1,0,3,1,0,0,0,0,0,2,4,6
COTAGAITA,atencion odontologica,consulta repetida,2015-02-01,2,6,7,11,8,16,11,38,6,2,0,0,0,1,34,74,108
COTOCA,atencion odontologica,consulta repetida,2015-02-01,62,61,2,4,16,4,0,24,12,4,0,6,0,9,92,112,204
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2015-02-01,25,13,11,1,3,6,0,12,4,0,0,4,0,7,43,43,86
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CUEVO,atencion odontologica,consulta repetida,2015-02-01,0,0,1,3,1,6,12,21,0,0,0,0,0,0,14,30,44
CULPINA,atencion odontologica,consulta repetida,2015-02-01,18,5,4,6,3,4,3,29,2,6,0,0,0,2,30,52,82
EL ALTO,atencion odontologica,consulta repetida,2015-02-01,149,149,217,303,131,230,207,397,51,24,0,15,0,42,755,1160,1915
EL CHORO,atencion odontologica,consulta repetida,2015-02-01,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,6,6
EL PUENTE(STC),atencion odontologica,consulta repetida,2015-02-01,25,8,0,1,1,3,2,1,0,0,0,2,0,2,28,17,45
EL PUENTE(TJA),atencion odontologica,consulta repetida,2015-02-01,0,0,1,1,3,0,1,10,2,0,0,0,0,0,7,11,18
EL TORNO,atencion odontologica,consulta repetida,2015-02-01,15,9,5,33,13,20,19,50,9,9,0,6,0,4,61,131,192
EL VILLAR,atencion odontologica,consulta repetida,2015-02-01,1,0,0,1,1,4,5,6,1,0,0,1,0,0,8,12,20
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2015-02-01,0,0,2,0,1,3,10,19,0,0,0,0,0,0,13,22,35
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2015-02-01,37,32,0,1,1,5,3,18,0,0,0,1,0,17,41,74,115
EUCALIPTUS,atencion odontologica,consulta repetida,2015-02-01,6,0,1,2,2,2,3,6,0,1,0,2,0,0,12,13,25
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2015-02-01,0,0,8,8,0,12,12,28,0,0,0,1,0,2,20,51,71
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2015-02-01,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GUANAY,atencion odontologica,consulta repetida,2015-02-01,1,1,2,0,1,3,10,6,1,0,0,0,0,0,15,10,25
GUAQUI,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,atencion odontologica,consulta repetida,2015-02-01,13,3,10,6,7,5,8,19,0,0,0,0,0,0,38,33,71
GUTIERREZ,atencion odontologica,consulta repetida,2015-02-01,11,5,0,2,1,0,4,4,7,5,0,6,0,3,23,25,48
HUACARETA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,2,3,2,0,0,0,0,3,0,0,4,6,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2015-02-01,0,0,1,0,0,3,6,2,0,0,0,0,0,0,7,5,12
HUANUNI,atencion odontologica,consulta repetida,2015-02-01,27,7,40,30,26,35,37,44,17,5,0,3,0,2,147,126,273
HUARINA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
HUATAJATA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
HUAYLLAMARCA,atencion odontologica,consulta repetida,2015-02-01,0,2,7,4,2,0,8,20,0,6,0,1,0,0,17,33,50
HUMANATA,atencion odontologica,consulta repetida,2015-02-01,2,1,1,0,0,0,5,0,2,8,0,4,0,5,10,18,28
ICHOCA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
ICLA,atencion odontologica,consulta repetida,2015-02-01,0,1,2,0,0,0,0,3,0,0,0,0,0,0,2,4,6
INCAHUASI,atencion odontologica,consulta repetida,2015-02-01,9,1,2,4,4,10,2,2,0,2,0,0,0,4,17,23,40
INQUISIVI,atencion odontologica,consulta repetida,2015-02-01,0,0,2,0,1,1,0,0,2,0,0,0,0,1,5,2,7
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2015-02-01,5,0,0,4,0,0,6,8,0,0,0,0,0,0,11,12,23
JESUS DE MACHACA,atencion odontologica,consulta repetida,2015-02-01,0,2,1,0,0,5,4,9,0,0,0,0,0,4,5,20,25
LA ASUNTA,atencion odontologica,consulta repetida,2015-02-01,1,0,0,0,2,14,11,14,1,2,0,0,0,8,15,38,53
LA GUARDIA,atencion odontologica,consulta repetida,2015-02-01,10,27,5,4,1,2,1,7,0,1,0,4,0,5,17,50,67
LA PAZ,atencion odontologica,consulta repetida,2015-02-01,431,433,558,641,351,473,1169,1701,348,262,0,54,0,79,2857,3643,6500
LAGUNILLAS,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,11
LAS CARRERAS,atencion odontologica,consulta repetida,2015-02-01,0,0,1,1,2,0,3,8,1,0,0,0,0,0,7,9,16
LLALLAGUA,atencion odontologica,consulta repetida,2015-02-01,44,28,11,23,12,46,32,71,16,13,0,24,0,7,115,212,327
LLICA,atencion odontologica,consulta repetida,2015-02-01,0,0,3,0,0,0,3,16,0,0,0,1,0,0,6,17,23
MACHACAMARCA,atencion odontologica,consulta repetida,2015-02-01,5,1,9,4,1,1,3,10,0,1,0,0,0,0,18,17,35
MACHARETI,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,2,4
MAGDALENA,atencion odontologica,consulta repetida,2015-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
MAIRANA,atencion odontologica,consulta repetida,2015-02-01,1,2,0,0,1,0,0,0,0,1,0,0,0,0,2,3,5
MAPIRI,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
MECAPACA,atencion odontologica,consulta repetida,2015-02-01,5,3,2,3,0,9,1,8,0,0,0,0,0,1,8,24,32
MIZQUE,atencion odontologica,consulta repetida,2015-02-01,8,7,4,3,0,3,5,9,2,0,0,1,0,2,19,25,44
MOCOMOCO,atencion odontologica,consulta repetida,2015-02-01,0,1,0,0,0,1,2,1,1,2,0,0,0,0,3,5,8
MOJOCOYA,atencion odontologica,consulta repetida,2015-02-01,0,2,0,1,1,2,8,10,1,1,0,3,0,0,10,19,29
MONTEAGUDO,atencion odontologica,consulta repetida,2015-02-01,7,4,0,3,1,5,1,11,3,1,0,4,0,8,12,36,48
MONTERO,atencion odontologica,consulta repetida,2015-02-01,2,1,8,2,7,12,18,21,2,1,0,0,0,0,37,37,74
MORO MORO,atencion odontologica,consulta repetida,2015-02-01,0,0,0,1,0,3,1,3,0,0,0,0,0,0,1,7,8
MOROCHATA,atencion odontologica,consulta repetida,2015-02-01,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,7,7
OCURI,atencion odontologica,consulta repetida,2015-02-01,0,4,0,0,0,0,0,3,0,11,0,0,0,0,0,18,18
OMEREQUE,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ORURO,atencion odontologica,consulta repetida,2015-02-01,199,180,271,288,98,179,438,653,183,120,0,32,0,27,1189,1479,2668
PADCAYA,atencion odontologica,consulta repetida,2015-02-01,0,0,1,3,2,12,14,17,0,2,0,0,0,0,17,34,51
PADILLA,atencion odontologica,consulta repetida,2015-02-01,2,2,5,4,3,11,5,25,3,0,0,4,0,6,18,52,70
PAILON,atencion odontologica,consulta repetida,2015-02-01,2,0,3,2,1,10,8,11,0,1,0,0,0,2,14,26,40
PALCA,atencion odontologica,consulta repetida,2015-02-01,0,0,1,1,0,1,2,3,0,0,0,0,0,0,3,5,8
PALOS BLANCOS,atencion odontologica,consulta repetida,2015-02-01,0,0,0,1,1,0,2,1,0,0,0,0,0,1,3,3,6
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2015-02-01,0,17,2,0,0,0,3,1,0,0,0,0,0,0,5,18,23
PAMPA GRANDE,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,8,8
PAPEL PAMPA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,5,5
PATACAMAYA,atencion odontologica,consulta repetida,2015-02-01,36,31,6,6,0,8,7,17,0,0,0,2,0,6,49,70,119
PAZÑA,atencion odontologica,consulta repetida,2015-02-01,1,7,12,6,0,7,10,7,8,5,0,0,0,0,31,32,63
POCOATA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
POCONA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,5,7,1,0,0,0,0,0,0,7,6,13
POJO (CBBA),atencion odontologica,consulta repetida,2015-02-01,8,3,7,35,10,16,21,22,2,4,0,0,0,12,48,92,140
POOPO,atencion odontologica,consulta repetida,2015-02-01,4,0,7,28,0,28,19,26,12,4,0,2,0,2,42,90,132
PORCO,atencion odontologica,consulta repetida,2015-02-01,1,2,2,5,0,1,0,2,0,0,0,0,0,0,3,10,13
POROMA,atencion odontologica,consulta repetida,2015-02-01,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,7
