,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,atencion odontologica,endodoncia,2015-01-01,3,1,2,0,0,1,1,5,0,0,0,0,0,0,6,7,13
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2015-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
SAPAHAQUI,atencion odontologica,endodoncia,2015-01-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
SENA,atencion odontologica,endodoncia,2015-01-01,1,1,1,1,0,4,0,8,0,0,0,0,0,0,2,14,16
SHINAOTA,atencion odontologica,endodoncia,2015-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2015-01-01,0,0,1,0,1,1,3,7,0,1,0,0,0,0,5,9,14
SIPE SIPE,atencion odontologica,endodoncia,2015-01-01,26,38,8,16,22,10,4,25,6,0,0,0,0,0,66,89,155
SOPACHUY,atencion odontologica,endodoncia,2015-01-01,0,4,2,3,1,3,6,21,0,0,0,0,0,0,9,31,40
SORACACHI,atencion odontologica,endodoncia,2015-01-01,8,0,0,1,0,3,1,2,1,0,0,0,0,0,10,6,16
SUCRE,atencion odontologica,endodoncia,2015-01-01,177,163,121,145,71,104,117,290,11,16,0,0,0,0,497,718,1215
TACACHI,atencion odontologica,endodoncia,2015-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,atencion odontologica,endodoncia,2015-01-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,3,2,5
TACOPAYA,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,0,1,1,2,1,1,0,0,0,0,2,4,6
TAPACARI,atencion odontologica,endodoncia,2015-01-01,4,0,0,0,0,1,2,6,0,0,0,0,0,0,6,7,13
TARABUCO,atencion odontologica,endodoncia,2015-01-01,3,4,0,1,1,1,2,4,0,0,0,0,0,0,6,10,16
TARATA,atencion odontologica,endodoncia,2015-01-01,0,0,0,3,0,1,2,4,0,0,0,0,0,0,2,8,10
TARIJA,atencion odontologica,endodoncia,2015-01-01,14,13,72,75,85,147,190,283,17,26,0,0,0,0,378,544,922
TARVITA,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,24
TEOPONTE,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIAWANACU,atencion odontologica,endodoncia,2015-01-01,1,0,0,1,3,3,2,5,0,0,0,0,0,0,6,9,15
TINGUIPAYA,atencion odontologica,endodoncia,2015-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TIQUIPAYA,atencion odontologica,endodoncia,2015-01-01,23,18,4,2,1,4,1,6,0,0,0,0,0,0,29,30,59
TIRAQUE (CBBA),atencion odontologica,endodoncia,2015-01-01,2,1,1,0,0,3,0,3,0,0,0,0,0,0,3,7,10
TOCO,atencion odontologica,endodoncia,2015-01-01,9,3,1,0,0,3,4,23,4,1,0,0,0,0,18,30,48
TODOS SANTOS,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLATA,atencion odontologica,endodoncia,2015-01-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TOLEDO,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
TOMAVE,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
TOMINA,atencion odontologica,endodoncia,2015-01-01,0,0,0,1,2,2,3,0,0,0,0,0,0,0,5,3,8
TORO TORO,atencion odontologica,endodoncia,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOTORA(CBBA),atencion odontologica,endodoncia,2015-01-01,3,2,0,0,0,1,2,1,0,0,0,0,0,0,5,4,9
TOTORA(ORR),atencion odontologica,endodoncia,2015-01-01,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6
TRINIDAD,atencion odontologica,endodoncia,2015-01-01,7,3,9,11,18,27,49,31,6,0,0,0,0,0,89,72,161
TUPIZA,atencion odontologica,endodoncia,2015-01-01,8,8,18,18,11,16,47,25,12,11,0,0,0,0,96,78,174
TURCO,atencion odontologica,endodoncia,2015-01-01,1,0,0,0,0,0,2,3,1,1,0,0,0,0,4,4,8
UNCIA,atencion odontologica,endodoncia,2015-01-01,9,7,6,11,12,9,8,24,1,0,0,0,0,0,36,51,87
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2015-01-01,0,0,6,11,11,7,10,31,1,0,0,0,0,0,28,49,77
URUBICHA,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
UYUNI,atencion odontologica,endodoncia,2015-01-01,2,6,1,5,0,3,2,15,0,0,0,0,0,0,5,29,34
VACAS,atencion odontologica,endodoncia,2015-01-01,0,1,2,2,5,7,2,1,0,0,0,0,0,0,9,11,20
VALLEGRANDE,atencion odontologica,endodoncia,2015-01-01,2,1,4,0,0,0,2,11,1,0,0,0,0,0,9,12,21
VIACHA,atencion odontologica,endodoncia,2015-01-01,26,19,11,7,19,17,15,16,2,0,0,0,0,0,73,59,132
VILLA CHARCAS,atencion odontologica,endodoncia,2015-01-01,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,4,5
VILLA MONTES,atencion odontologica,endodoncia,2015-01-01,1,3,18,19,2,24,17,45,0,1,0,0,0,0,38,92,130
VILLA RIVERO,atencion odontologica,endodoncia,2015-01-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,4
VILLA SERRANO,atencion odontologica,endodoncia,2015-01-01,1,0,0,3,0,0,1,8,1,0,0,0,0,0,3,11,14
VILLA TUNARI,atencion odontologica,endodoncia,2015-01-01,20,19,5,5,12,8,8,17,6,1,0,0,0,0,51,50,101
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2015-01-01,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4
VILLAZON,atencion odontologica,endodoncia,2015-01-01,25,18,25,27,13,16,19,49,1,6,0,0,0,0,83,116,199
VINTO,atencion odontologica,endodoncia,2015-01-01,11,13,3,6,0,3,2,4,0,0,0,0,0,0,16,26,42
VITICHI,atencion odontologica,endodoncia,2015-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
WARNES,atencion odontologica,endodoncia,2015-01-01,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,7
YACUIBA,atencion odontologica,endodoncia,2015-01-01,6,3,3,11,3,12,12,24,2,0,0,0,0,0,26,50,76
YAMPARAEZ,atencion odontologica,endodoncia,2015-01-01,1,0,1,3,5,3,2,7,0,0,0,0,0,0,9,13,22
YANACACHI,atencion odontologica,endodoncia,2015-01-01,0,3,0,1,0,1,2,3,0,2,0,0,0,0,2,10,12
YAPACANI,atencion odontologica,endodoncia,2015-01-01,2,5,1,1,2,1,1,13,1,11,0,0,0,0,7,31,38
YOCALLA,atencion odontologica,endodoncia,2015-01-01,2,2,0,1,0,0,0,1,0,0,0,0,0,0,2,4,6
YOTALA,atencion odontologica,endodoncia,2015-01-01,2,1,0,0,1,3,0,3,0,0,0,0,0,0,3,7,10
YUNCHARA,atencion odontologica,endodoncia,2015-01-01,0,0,4,2,0,3,0,4,0,1,0,0,0,0,4,10,14
ZUDAÑEZ,atencion odontologica,endodoncia,2015-01-01,0,0,2,3,4,6,3,6,0,2,0,0,0,0,9,17,26
ACHACACHI,atencion odontologica,endodoncia,2015-02-01,2,2,0,0,1,1,1,5,2,1,0,0,0,0,6,9,15
ACHOCALLA,atencion odontologica,endodoncia,2015-02-01,2,1,1,3,0,1,1,3,0,0,0,0,0,0,4,8,12
AIQUILE,atencion odontologica,endodoncia,2015-02-01,8,2,13,8,0,0,1,7,7,0,0,0,0,0,29,17,46
ALALAY,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
ALCALA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
ALTO BENI,atencion odontologica,endodoncia,2015-02-01,2,0,1,2,0,0,0,7,0,0,0,0,0,0,3,9,12
ANCORAIMES,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANDAMARCA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANTEQUERA,atencion odontologica,endodoncia,2015-02-01,1,1,0,1,0,0,3,0,0,0,0,0,0,0,4,2,6
ANZALDO,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
APOLO,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARAMPAMPA,atencion odontologica,endodoncia,2015-02-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ARANI,atencion odontologica,endodoncia,2015-02-01,3,1,2,0,1,0,1,2,0,0,0,0,0,0,7,3,10
ARBIETO,atencion odontologica,endodoncia,2015-02-01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
ARQUE,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
ATOCHA,atencion odontologica,endodoncia,2015-02-01,4,7,9,17,6,13,27,23,0,0,0,0,0,0,46,60,106
AYO AYO,atencion odontologica,endodoncia,2015-02-01,2,1,0,1,0,0,1,3,0,0,0,0,0,0,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2015-02-01,5,2,13,4,0,2,9,21,2,4,0,0,0,0,29,33,62
AZURDUY,atencion odontologica,endodoncia,2015-02-01,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,5,5
BAURES,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,8
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,atencion odontologica,endodoncia,2015-02-01,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,3,5
BERMEJO,atencion odontologica,endodoncia,2015-02-01,0,0,25,165,7,21,25,31,25,13,0,0,0,0,82,230,312
BETANZOS,atencion odontologica,endodoncia,2015-02-01,0,1,1,2,1,3,4,10,0,1,0,0,0,0,6,17,23
BOLIVAR,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,3,1,3,12,2,1,0,0,0,0,8,14,22
BUENA VISTA,atencion odontologica,endodoncia,2015-02-01,0,0,2,0,0,3,0,1,0,0,0,0,0,0,2,4,6
CABEZAS,atencion odontologica,endodoncia,2015-02-01,4,3,0,0,0,0,3,2,0,0,0,0,0,0,7,5,12
CAIROMA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,4,5
"CAIZA ""D""",atencion odontologica,endodoncia,2015-02-01,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,4,5
CAJUATA,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
CALAMARCA,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,3
CAMARGO,atencion odontologica,endodoncia,2015-02-01,0,9,0,0,0,0,0,0,2,0,0,0,0,0,2,9,11
CAMIRI,atencion odontologica,endodoncia,2015-02-01,1,0,4,2,2,3,4,7,1,3,0,0,0,0,12,15,27
CAPINOTA,atencion odontologica,endodoncia,2015-02-01,0,4,0,1,0,3,3,10,1,0,0,0,0,0,4,18,22
CARACOLLO,atencion odontologica,endodoncia,2015-02-01,4,0,4,5,1,4,6,18,2,4,0,0,0,0,17,31,48
CARANAVI,atencion odontologica,endodoncia,2015-02-01,28,8,0,1,10,1,28,11,2,1,0,0,0,0,68,22,90
CARAPARI,atencion odontologica,endodoncia,2015-02-01,0,0,2,2,1,4,7,13,0,0,0,0,0,0,10,19,29
CARIPUYO,atencion odontologica,endodoncia,2015-02-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CHALLAPATA,atencion odontologica,endodoncia,2015-02-01,2,6,4,1,2,1,7,7,1,0,0,0,0,0,16,15,31
CHAQUI,atencion odontologica,endodoncia,2015-02-01,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,4,6
CHARAGUA,atencion odontologica,endodoncia,2015-02-01,0,0,2,0,2,2,2,4,0,1,0,0,0,0,6,7,13
CHAYANTA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
CHIMORE,atencion odontologica,endodoncia,2015-02-01,6,5,0,0,2,0,0,0,0,0,0,0,0,0,8,5,13
CHUA COCANI,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,6,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHUMA,atencion odontologica,endodoncia,2015-02-01,3,0,0,2,6,5,7,8,1,1,0,0,0,0,17,16,33
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2015-02-01,6,14,0,3,0,2,2,4,0,0,0,0,0,0,8,23,31
CKOCHAS,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,3
CLIZA,atencion odontologica,endodoncia,2015-02-01,3,3,4,0,0,2,3,14,1,7,0,0,0,0,11,26,37
COBIJA,atencion odontologica,endodoncia,2015-02-01,6,1,0,2,2,2,1,7,1,1,0,0,0,0,10,13,23
COCAPATA,atencion odontologica,endodoncia,2015-02-01,3,2,0,0,0,0,0,4,1,0,0,0,0,0,4,6,10
COCHABAMBA,atencion odontologica,endodoncia,2015-02-01,141,95,115,152,84,152,243,344,89,62,0,0,0,0,672,805,1477
COIPASA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
COLCAPIRHUA,atencion odontologica,endodoncia,2015-02-01,6,10,1,1,0,0,1,5,1,0,0,0,0,0,9,16,25
"COLCHA ""K""",atencion odontologica,endodoncia,2015-02-01,1,1,0,0,0,2,0,1,1,0,0,0,0,0,2,4,6
COLLANA,atencion odontologica,endodoncia,2015-02-01,0,0,7,3,0,0,0,0,0,0,0,0,0,0,7,3,10
COLOMI,atencion odontologica,endodoncia,2015-02-01,11,8,0,0,0,0,0,0,3,0,0,0,0,0,14,8,22
COLPA BELGICA,atencion odontologica,endodoncia,2015-02-01,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,4,5
COLQUECHACA,atencion odontologica,endodoncia,2015-02-01,2,3,1,0,1,1,4,11,0,1,0,0,0,0,8,16,24
COLQUENCHA,atencion odontologica,endodoncia,2015-02-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3
COLQUIRI,atencion odontologica,endodoncia,2015-02-01,2,0,1,2,1,2,3,5,0,1,0,0,0,0,7,10,17
COMARAPA,atencion odontologica,endodoncia,2015-02-01,7,8,5,4,7,18,18,8,2,1,0,0,0,0,39,39,78
CONCEPCION,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
COPACABANA,atencion odontologica,endodoncia,2015-02-01,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,7,7
CORIPATA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
CORO CORO,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COROICO,atencion odontologica,endodoncia,2015-02-01,3,0,0,1,1,1,3,3,0,0,0,0,0,0,7,5,12
COTAGAITA,atencion odontologica,endodoncia,2015-02-01,4,0,3,2,5,2,9,7,3,2,0,0,0,0,24,13,37
CUATRO CAÑADAS,atencion odontologica,endodoncia,2015-02-01,3,2,1,0,0,2,0,5,2,0,0,0,0,0,6,9,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUEVO,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CULPINA,atencion odontologica,endodoncia,2015-02-01,5,1,0,2,1,1,1,7,0,1,0,0,0,0,7,12,19
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CURVA,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,atencion odontologica,endodoncia,2015-02-01,88,170,105,116,50,111,61,140,14,15,0,0,0,0,318,552,870
EL PUENTE(STC),atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4
EL PUENTE(TJA),atencion odontologica,endodoncia,2015-02-01,0,0,4,3,0,2,7,18,0,0,0,0,0,0,11,23,34
EL TORNO,atencion odontologica,endodoncia,2015-02-01,15,14,15,18,10,21,29,49,29,15,0,0,0,0,98,117,215
EL VILLAR,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2015-02-01,0,0,0,2,1,4,4,6,0,0,0,0,0,0,5,12,17
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2015-02-01,1,4,0,0,0,2,0,8,1,0,0,0,0,0,2,14,16
ESCOMA,atencion odontologica,endodoncia,2015-02-01,0,1,1,0,0,1,2,3,0,0,0,0,0,0,3,5,8
EUCALIPTUS,atencion odontologica,endodoncia,2015-02-01,6,0,0,1,1,0,0,0,2,0,0,0,0,0,9,1,10
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2015-02-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
FILADELFIA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2015-02-01,1,4,2,0,0,0,1,1,0,0,0,0,0,0,4,5,9
GUANAY,atencion odontologica,endodoncia,2015-02-01,0,0,1,2,3,3,8,4,0,0,0,0,0,0,12,9,21
GUAQUI,atencion odontologica,endodoncia,2015-02-01,0,2,0,0,0,0,4,6,1,2,0,0,0,0,5,10,15
GUAYARAMERIN,atencion odontologica,endodoncia,2015-02-01,3,7,2,9,2,9,3,21,0,0,0,0,0,0,10,46,56
GUTIERREZ,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,8,1,6,0,0,0,0,1,14,15
HUACARETA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
HUANUNI,atencion odontologica,endodoncia,2015-02-01,3,0,5,5,0,5,0,11,0,0,0,0,0,0,8,21,29
HUARACAJE,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
HUARINA,atencion odontologica,endodoncia,2015-02-01,3,0,0,0,0,1,1,0,1,1,0,0,0,0,5,2,7
HUATAJATA,atencion odontologica,endodoncia,2015-02-01,0,2,1,1,0,1,3,2,1,2,0,0,0,0,5,8,13
HUAYLLAMARCA,atencion odontologica,endodoncia,2015-02-01,0,1,0,0,0,0,3,5,1,0,0,0,0,0,4,6,10
HUMANATA,atencion odontologica,endodoncia,2015-02-01,6,1,0,0,0,0,4,0,2,7,0,0,0,0,12,8,20
ICHOCA,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,4
ICLA,atencion odontologica,endodoncia,2015-02-01,0,0,2,2,0,0,3,7,0,0,0,0,0,0,5,9,14
INCAHUASI,atencion odontologica,endodoncia,2015-02-01,6,1,1,2,6,3,2,7,0,1,0,0,0,0,15,14,29
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
IXIAMAS,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
JESUS DE MACHACA,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,0,0,1,3,1,1,0,0,0,0,3,4,7
LA ASUNTA,atencion odontologica,endodoncia,2015-02-01,2,4,2,3,5,6,12,8,0,0,0,0,0,0,21,21,42
LA GUARDIA,atencion odontologica,endodoncia,2015-02-01,2,8,1,0,0,0,0,1,0,0,0,0,0,0,3,9,12
LA PAZ,atencion odontologica,endodoncia,2015-02-01,133,107,142,176,127,164,282,490,92,46,0,0,0,0,776,983,1759
LAJA,atencion odontologica,endodoncia,2015-02-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LAS CARRERAS,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,1,1,5,9,0,0,0,0,0,0,7,10,17
LLALLAGUA,atencion odontologica,endodoncia,2015-02-01,25,22,3,3,1,4,5,13,1,1,0,0,0,0,35,43,78
LLICA,atencion odontologica,endodoncia,2015-02-01,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,4,5
LURIBAY,atencion odontologica,endodoncia,2015-02-01,0,0,2,0,0,0,5,0,1,0,0,0,0,0,8,0,8
MACHACAMARCA,atencion odontologica,endodoncia,2015-02-01,1,2,2,2,1,0,0,2,0,0,0,0,0,0,4,6,10
MACHARETI,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MAGDALENA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
MAIRANA,atencion odontologica,endodoncia,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MAPIRI,atencion odontologica,endodoncia,2015-02-01,0,1,1,1,2,1,1,4,0,1,0,0,0,0,4,8,12
MECAPACA,atencion odontologica,endodoncia,2015-02-01,4,0,1,4,0,10,1,7,1,0,0,0,0,0,7,21,28
MIZQUE,atencion odontologica,endodoncia,2015-02-01,3,7,1,0,0,0,2,2,0,0,0,0,0,0,6,9,15
MOCOMOCO,atencion odontologica,endodoncia,2015-02-01,0,1,0,0,0,1,0,2,1,1,0,0,0,0,1,5,6
MOJOCOYA,atencion odontologica,endodoncia,2015-02-01,0,1,0,1,0,0,3,1,0,0,0,0,0,0,3,3,6
MONTEAGUDO,atencion odontologica,endodoncia,2015-02-01,2,1,0,0,0,5,0,8,1,1,0,0,0,0,3,15,18
MONTERO,atencion odontologica,endodoncia,2015-02-01,4,9,2,1,0,4,0,4,2,0,0,0,0,0,8,18,26
MORO MORO,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
MOROCHATA,atencion odontologica,endodoncia,2015-02-01,0,1,0,0,0,3,0,3,1,0,0,0,0,0,1,7,8
OCURI,atencion odontologica,endodoncia,2015-02-01,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,4,5
ORURO,atencion odontologica,endodoncia,2015-02-01,54,85,64,40,18,31,79,114,19,12,0,0,0,0,234,282,516
PADCAYA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,1,2,6,0,0,0,0,0,0,2,7,9
PADILLA,atencion odontologica,endodoncia,2015-02-01,2,3,1,0,2,3,2,9,1,0,0,0,0,0,8,15,23
PAILON,atencion odontologica,endodoncia,2015-02-01,1,1,1,2,1,4,4,14,0,0,0,0,0,0,7,21,28
PALCA,atencion odontologica,endodoncia,2015-02-01,18,21,0,1,0,3,0,6,0,0,0,0,0,0,18,31,49
PALOS BLANCOS,atencion odontologica,endodoncia,2015-02-01,2,3,0,0,3,1,4,7,0,1,0,0,0,0,9,12,21
PAMPA AULLAGAS,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
PAMPA GRANDE,atencion odontologica,endodoncia,2015-02-01,1,2,0,0,0,9,0,3,0,0,0,0,0,0,1,14,15
PAPEL PAMPA,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,2,1,0,0,4,0,0,0,0,0,7,1,8
PASORAPA,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,atencion odontologica,endodoncia,2015-02-01,15,20,8,9,0,6,11,23,0,0,0,0,0,0,34,58,92
PAZÑA,atencion odontologica,endodoncia,2015-02-01,2,1,0,2,0,1,2,0,0,0,0,0,0,0,4,4,8
PELECHUCO,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
POCONA,atencion odontologica,endodoncia,2015-02-01,1,0,0,0,0,2,2,1,0,0,0,0,0,0,3,3,6
POJO (CBBA),atencion odontologica,endodoncia,2015-02-01,0,0,0,0,1,3,3,9,1,0,0,0,0,0,5,12,17
POOPO,atencion odontologica,endodoncia,2015-02-01,0,7,4,14,0,11,14,26,4,2,0,0,0,0,22,60,82
PORCO,atencion odontologica,endodoncia,2015-02-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,4
PORONGO,atencion odontologica,endodoncia,2015-02-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
PORTACHUELO,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PORVENIR,atencion odontologica,endodoncia,2015-02-01,1,0,1,3,0,1,0,5,0,0,0,0,0,0,2,9,11
POTOSI,atencion odontologica,endodoncia,2015-02-01,48,51,48,48,55,89,92,162,41,49,0,0,0,0,284,399,683
PRESTO,atencion odontologica,endodoncia,2015-02-01,0,0,2,4,0,0,0,1,0,0,0,0,0,0,2,5,7
PUCARANI,atencion odontologica,endodoncia,2015-02-01,0,0,0,0,1,4,1,5,0,0,0,0,0,0,2,9,11
PUERTO ACOSTA,atencion odontologica,endodoncia,2015-02-01,1,1,0,0,0,1,2,3,0,0,0,0,0,0,3,5,8
PUERTO CARABUCO,atencion odontologica,endodoncia,2015-02-01,1,0,0,1,2,4,12,34,1,1,0,0,0,0,16,40,56
