,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2015-01-01,0,0,2,0,2,2,2,12,0,0,0,0,0,0,6,14,20
UYUNI,atencion odontologica,periodoncia,2015-01-01,0,0,0,1,0,0,2,4,0,0,0,0,0,0,2,5,7
VACAS,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,6,7
VALLEGRANDE,atencion odontologica,periodoncia,2015-01-01,0,0,0,1,3,3,37,5,0,1,0,0,0,0,40,10,50
VIACHA,atencion odontologica,periodoncia,2015-01-01,0,0,6,2,2,3,3,11,6,1,0,0,0,0,17,17,34
VILLA CHARCAS,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA MONTES,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,1,5,23,37,0,1,0,0,0,0,24,43,67
VILLA RIVERO,atencion odontologica,periodoncia,2015-01-01,0,0,2,5,0,0,0,10,0,0,0,0,0,0,2,15,17
VILLA SERRANO,atencion odontologica,periodoncia,2015-01-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,3,5
VILLA TUNARI,atencion odontologica,periodoncia,2015-01-01,0,0,3,2,2,8,5,21,1,0,0,0,0,0,11,31,42
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2015-01-01,0,0,0,1,1,1,1,2,0,0,0,0,0,0,2,4,6
VILLAZON,atencion odontologica,periodoncia,2015-01-01,0,0,0,1,1,9,7,14,0,0,0,0,0,0,8,24,32
VINTO,atencion odontologica,periodoncia,2015-01-01,0,0,1,0,3,6,1,29,1,1,0,0,0,0,6,36,42
WARNES,atencion odontologica,periodoncia,2015-01-01,0,0,2,1,2,3,0,9,2,0,0,0,0,0,6,13,19
YACUIBA,atencion odontologica,periodoncia,2015-01-01,0,0,6,2,1,7,21,22,0,1,0,0,0,0,28,32,60
YAMPARAEZ,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
YANACACHI,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,3,5
YAPACANI,atencion odontologica,periodoncia,2015-01-01,0,0,2,0,2,0,1,4,1,0,0,0,0,0,6,4,10
YOCALLA,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
YOTALA,atencion odontologica,periodoncia,2015-01-01,0,0,1,0,0,2,2,5,0,0,0,0,0,0,3,7,10
YUNCHARA,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ZUDAÑEZ,atencion odontologica,periodoncia,2015-01-01,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3,3,6
ACACIO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,2,1,24,0,0,0,0,0,0,3,26,29
ALCALA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,2,3,3,0,0,0,0,0,0,4,5,9
ANCORAIMES,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ANDAMARCA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ANZALDO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
ARAMPAMPA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ARANI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,3,3,0,3,0,0,0,0,3,7,10
ARBIETO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,7,5,2,0,0,0,0,5,10,15
ARQUE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ATOCHA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,14,12,2,2,0,0,0,0,16,15,31
AYATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AYO AYO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,2,4,1,0,0,0,0,0,3,6,9
AZURDUY,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,atencion odontologica,periodoncia,2015-02-01,0,0,2,4,4,1,11,18,1,0,0,0,0,0,18,23,41
BETANZOS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,4,5
BOLPEBRA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BOYUIBE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,4,0,4,1,0,0,0,0,0,1,8,9
CABEZAS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,4,2,5,0,0,0,0,0,0,4,9,13
CAIROMA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,3,2,0,0,0,0,0,0,4,2,6
CALAMARCA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMARGO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CAMIRI,atencion odontologica,periodoncia,2015-02-01,0,0,5,3,5,2,5,11,1,4,0,0,0,0,16,20,36
CAPINOTA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,4,22,2,0,0,0,0,0,6,24,30
CAQUIAVIRI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
CARACOLLO,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,0,0,1,1,2,0,0,0,0,0,3,2,5
CARANAVI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,5,17,1,0,0,0,0,0,7,17,24
CARAPARI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,3,1,5,0,0,0,0,0,0,3,8,11
CARIPUYO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,6,2,3,0,0,0,0,2,10,12
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,2,1,10,0,0,0,0,0,0,3,12,15
CHALLAPATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,0,6,0,1,0,0,0,0,1,7,8
CHAQUI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CHARAGUA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,3,0,2,4,0,0,0,0,0,0,5,4,9
CHARAÑA,atencion odontologica,periodoncia,2015-02-01,0,0,2,0,0,0,2,1,4,1,0,0,0,0,8,2,10
CHAYANTA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
CHUMA,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,3,2,3,4,0,0,0,0,0,0,6,7,13
CKOCHAS,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,0,2,2,12,0,0,0,0,0,0,2,15,17
CLIZA,atencion odontologica,periodoncia,2015-02-01,0,0,1,0,1,3,7,16,3,4,0,0,0,0,12,23,35
COBIJA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,4,12,2,0,0,0,0,0,6,13,19
COCAPATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,4,19,0,0,0,0,0,0,4,21,25
COCHABAMBA,atencion odontologica,periodoncia,2015-02-01,0,0,77,119,150,217,482,1242,84,79,0,0,0,0,793,1657,2450
COIPASA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
COLCAPIRHUA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,15,1,3,0,0,0,0,1,18,19
COLLANA,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
COLOMI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,0,12,1,1,0,0,0,0,1,15,16
COLPA BELGICA,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUECHACA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,4,2,0,0,0,0,0,4,4,8
COLQUIRI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,1,6,0,0,0,0,0,0,1,8,9
COMARAPA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CONCEPCION,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,3,3,0,0,0,0,0,0,4,3,7
COPACABANA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
CORIPATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,3,3,1,0,0,0,0,0,0,0,0,3,4,7
COROICO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
COTAGAITA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,1,4,1,1,2,0,0,0,0,6,4,10
CUATRO CAÑADAS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CUEVO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
EL ALTO,atencion odontologica,periodoncia,2015-02-01,0,0,35,34,33,73,84,202,29,22,0,0,0,0,181,331,512
EL CHORO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL PUENTE(TJA),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL TORNO,atencion odontologica,periodoncia,2015-02-01,0,0,7,6,1,16,17,40,3,3,0,0,0,0,28,65,93
EL VILLAR,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,6,7
FILADELFIA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
GUANAY,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,2,2,0,2,2,2,0,0,0,0,4,7,11
GUAYARAMERIN,atencion odontologica,periodoncia,2015-02-01,0,0,2,3,2,6,2,8,0,0,0,0,0,0,6,17,23
GUTIERREZ,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,2,3,1,1,0,0,0,0,0,6,3,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
HUANUNI,atencion odontologica,periodoncia,2015-02-01,0,0,1,0,0,0,7,2,3,5,0,0,0,0,11,7,18
HUARINA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUATAJATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,4,6
HUMANATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,4,0,4,0,4,2,0,0,0,0,12,2,14
ICHOCA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ICLA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
INCAHUASI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,3,5
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
IXIAMAS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,5
JESUS DE MACHACA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
LA ASUNTA,atencion odontologica,periodoncia,2015-02-01,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3,1,4
LA GUARDIA,atencion odontologica,periodoncia,2015-02-01,0,0,0,2,2,8,0,7,0,0,0,0,0,0,2,17,19
LA PAZ,atencion odontologica,periodoncia,2015-02-01,0,0,38,50,90,121,226,439,55,67,0,0,0,0,409,677,1086
LLALLAGUA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,1,1,11,1,1,0,0,0,0,3,13,16
LORETO,atencion odontologica,periodoncia,2015-02-01,0,0,8,10,5,15,15,10,14,5,0,0,0,0,42,40,82
LURIBAY,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MACHACAMARCA,atencion odontologica,periodoncia,2015-02-01,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,3,5
MACHARETI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,7
MAGDALENA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
MAIRANA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,3
MAPIRI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
MECAPACA,atencion odontologica,periodoncia,2015-02-01,0,0,3,1,1,0,3,3,1,0,0,0,0,0,8,4,12
MIZQUE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,4,1,10,0,0,0,0,0,0,0,14,1,15
MOCOMOCO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MOJOCOYA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,2,3,2,0,0,0,0,0,0,5,4,9
MONTEAGUDO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,2,2,3,1,0,0,0,0,0,4,5,9
MONTERO,atencion odontologica,periodoncia,2015-02-01,0,0,2,2,2,3,4,24,3,1,0,0,0,0,11,30,41
MOROCHATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,1,1,13,1,6,0,0,0,0,3,20,23
OCURI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OMEREQUE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
ORURO,atencion odontologica,periodoncia,2015-02-01,0,0,7,0,3,12,46,79,6,10,0,0,0,0,62,101,163
PADCAYA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,4
PADILLA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,3,8,1,1,0,0,0,0,5,9,14
PAILON,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,2,4,4,0,0,0,0,0,0,6,6,12
PALCA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PALOS BLANCOS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,6,1,14,0,1,0,0,0,0,3,21,24
PAPEL PAMPA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,3
PATACAMAYA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAZÑA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
PELECHUCO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POCOATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POCONA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,1,1,2,0,0,0,0,0,0,3,3,6
POJO (CBBA),atencion odontologica,periodoncia,2015-02-01,0,0,1,1,0,3,0,13,0,2,0,0,0,0,1,19,20
POOPO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PORCO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POROMA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,4
PORONGO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
PORTACHUELO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
POTOSI,atencion odontologica,periodoncia,2015-02-01,0,0,4,12,14,14,13,43,10,8,0,0,0,0,41,77,118
PRESTO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUCARANI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
PUERTO ACOSTA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PUERTO CARABUCO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
PUERTO QUIJARRO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,0,7,6,0,0,0,0,0,0,9,6,15
PUERTO RICO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PUERTO VILLARROEL,atencion odontologica,periodoncia,2015-02-01,0,0,1,1,8,4,4,18,0,0,0,0,0,0,13,23,36
PUNA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
PUNATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,4,10,28,4,9,0,0,0,0,14,41,55
QUIABAYA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
QUILLACOLLO,atencion odontologica,periodoncia,2015-02-01,0,0,1,3,8,6,19,74,17,5,0,0,0,0,45,88,133
QUIME,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,4,7,2,0,0,0,0,0,6,8,14
RAVELO,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,3
REYES,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,3,6,10,8,0,0,0,0,0,0,13,14,27
RIBERALTA,atencion odontologica,periodoncia,2015-02-01,0,0,3,3,3,15,2,51,0,1,0,0,0,0,8,70,78
ROBORE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,4,13,0,0,0,0,0,0,4,13,17
SABAYA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SACABA,atencion odontologica,periodoncia,2015-02-01,0,0,3,1,3,15,25,34,13,2,0,0,0,0,44,52,96
SACABAMBA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,3,0,1,0,0,0,0,2,4,6
SACACA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAIPINA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,3
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAMAIPATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN AGUSTIN,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
SAN ANDRES,atencion odontologica,periodoncia,2015-02-01,0,0,4,0,0,5,2,6,0,0,0,0,0,0,6,11,17
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,4
SAN BORJA,atencion odontologica,periodoncia,2015-02-01,0,0,2,1,1,0,5,23,5,0,0,0,0,0,13,24,37
SAN BUENA VENTURA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,4,6
SAN CARLOS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,1,2,0,0,3,0,0,0,0,3,4,7
SAN IGNACIO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,3,6,5,0,0,0,0,0,0,7,8,15
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,7
SAN JAVIER(BNI),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JAVIER(STC),atencion odontologica,periodoncia,2015-02-01,0,0,1,0,1,1,1,2,0,0,0,0,0,0,3,3,6
SAN JOAQUIN,atencion odontologica,periodoncia,2015-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,4,2,0,0,0,0,0,0,5,2,7
SAN JULIAN,atencion odontologica,periodoncia,2015-02-01,0,0,2,0,0,1,8,17,0,0,0,0,0,0,10,18,28
SAN LORENZO(PND),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
SAN LORENZO(TJA),atencion odontologica,periodoncia,2015-02-01,0,0,4,2,0,0,5,10,0,0,0,0,0,0,9,12,21
SAN LUCAS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,6,7
SAN MATIAS,atencion odontologica,periodoncia,2015-02-01,0,0,0,2,1,0,4,3,2,0,0,0,0,0,7,5,12
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2015-02-01,0,0,48,44,70,150,247,590,122,96,0,0,0,0,487,880,1367
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,4,5
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,3,4
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,1,4,0,0,0,0,1,6,7
SANTIVAÑES,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,8,8
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAPAHAQUI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,2,3,1,0,0,0,0,3,3,6
SHINAOTA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
SICA SICA (VILLA AROMA),atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SIPE SIPE,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,3,2,21,3,5,0,0,0,0,6,29,35
SOPACHUY,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,1,4,1,3,0,0,0,0,0,0,2,7,9
SORACACHI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,4
SORATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,atencion odontologica,periodoncia,2015-02-01,0,0,63,19,55,81,166,223,22,9,0,0,0,0,306,332,638
TAPACARI,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,6,7
TARABUCO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
TARACO,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
TARATA,atencion odontologica,periodoncia,2015-02-01,0,0,0,0,3,1,5,13,0,5,0,0,0,0,8,19,27
TARIJA,atencion odontologica,periodoncia,2015-02-01,0,0,20,10,39,49,104,165,14,11,0,0,0,0,177,235,412
