,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
SANTA ANA,atencion odontologica,aplicacion de fluor,2015-01-01,2,0,0,0,0,0,14,17,0,0,0,0,0,0,16,17,33
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2015-01-01,1040,1156,185,200,134,213,117,345,61,21,0,0,0,0,1537,1935,3472
SANTA ROSA,atencion odontologica,aplicacion de fluor,2015-01-01,6,6,5,2,0,0,0,1,0,0,0,0,0,0,11,9,20
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2015-01-01,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,4,5
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2015-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2015-01-01,2,2,1,4,0,0,0,1,0,0,0,0,0,0,3,7,10
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2015-01-01,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,5
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2015-01-01,6,1,0,1,0,0,0,0,0,0,0,0,0,0,6,2,8
SENA,atencion odontologica,aplicacion de fluor,2015-01-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4
SHINAOTA,atencion odontologica,aplicacion de fluor,2015-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2015-01-01,6,4,3,2,0,0,0,0,0,0,0,0,0,0,9,6,15
SIPE SIPE,atencion odontologica,aplicacion de fluor,2015-01-01,0,2,0,0,0,1,1,2,1,0,0,0,0,0,2,5,7
SORACACHI,atencion odontologica,aplicacion de fluor,2015-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
SORATA,atencion odontologica,aplicacion de fluor,2015-01-01,2,4,0,0,0,0,0,2,0,0,0,0,0,0,2,6,8
SUCRE,atencion odontologica,aplicacion de fluor,2015-01-01,164,156,61,74,22,35,44,64,3,1,0,0,0,0,294,330,624
TACACOMA,atencion odontologica,aplicacion de fluor,2015-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
TAPACARI,atencion odontologica,aplicacion de fluor,2015-01-01,5,16,3,0,0,1,0,4,0,1,0,0,0,0,8,22,30
TARABUCO,atencion odontologica,aplicacion de fluor,2015-01-01,20,16,0,0,0,2,0,8,0,0,0,0,0,0,20,26,46
TARACO,atencion odontologica,aplicacion de fluor,2015-01-01,26,17,0,0,0,0,0,5,0,0,0,0,0,0,26,22,48
TARIJA,atencion odontologica,aplicacion de fluor,2015-01-01,12,17,52,38,30,21,31,20,0,0,0,0,0,0,125,96,221
TARVITA,atencion odontologica,aplicacion de fluor,2015-01-01,15,12,0,0,0,0,0,2,0,0,0,0,0,0,15,14,29
TEOPONTE,atencion odontologica,aplicacion de fluor,2015-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TIAWANACU,atencion odontologica,aplicacion de fluor,2015-01-01,5,4,2,1,0,2,0,0,0,0,0,0,0,0,7,7,14
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2015-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TIPUANI,atencion odontologica,aplicacion de fluor,2015-01-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2015-01-01,56,54,7,22,12,20,3,14,0,0,0,0,0,0,78,110,188
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2015-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOCO,atencion odontologica,aplicacion de fluor,2015-01-01,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,4,4
TOLATA,atencion odontologica,aplicacion de fluor,2015-01-01,2,1,0,0,0,0,0,21,1,2,0,0,0,0,3,24,27
TOLEDO,atencion odontologica,aplicacion de fluor,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOMINA,atencion odontologica,aplicacion de fluor,2015-01-01,4,1,1,3,0,0,0,0,0,0,0,0,0,0,5,4,9
TORO TORO,atencion odontologica,aplicacion de fluor,2015-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2015-01-01,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,6
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2015-01-01,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
TRIGAL,atencion odontologica,aplicacion de fluor,2015-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TRINIDAD,atencion odontologica,aplicacion de fluor,2015-01-01,8,9,18,22,1,6,3,6,1,0,0,0,0,0,31,43,74
TUPIZA,atencion odontologica,aplicacion de fluor,2015-01-01,6,7,3,2,0,6,4,7,0,0,0,0,0,0,13,22,35
TURCO,atencion odontologica,aplicacion de fluor,2015-01-01,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
UMALA,atencion odontologica,aplicacion de fluor,2015-01-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
UNCIA,atencion odontologica,aplicacion de fluor,2015-01-01,7,6,19,22,23,19,21,41,8,1,0,0,0,0,78,89,167
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2015-01-01,0,0,5,2,3,3,0,1,0,0,0,0,0,0,8,6,14
UYUNI,atencion odontologica,aplicacion de fluor,2015-01-01,3,3,1,0,0,1,0,2,0,0,0,0,0,0,4,6,10
VACAS,atencion odontologica,aplicacion de fluor,2015-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2015-01-01,51,56,1,2,7,5,0,1,0,0,0,0,0,0,59,64,123
VIACHA,atencion odontologica,aplicacion de fluor,2015-01-01,30,26,8,8,4,2,0,7,0,1,0,0,0,0,42,44,86
VILA VILA,atencion odontologica,aplicacion de fluor,2015-01-01,2,3,0,0,0,1,0,1,0,0,0,0,0,0,2,5,7
VILLA MONTES,atencion odontologica,aplicacion de fluor,2015-01-01,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2015-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2015-01-01,6,6,0,2,0,0,0,5,0,0,0,0,0,0,6,13,19
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2015-01-01,3,0,1,0,0,3,0,0,0,0,0,0,0,0,4,3,7
VILLAZON,atencion odontologica,aplicacion de fluor,2015-01-01,22,24,5,9,8,5,5,11,0,3,0,0,0,0,40,52,92
VITICHI,atencion odontologica,aplicacion de fluor,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,atencion odontologica,aplicacion de fluor,2015-01-01,15,20,4,2,3,9,0,7,3,0,0,0,0,0,25,38,63
YACO,atencion odontologica,aplicacion de fluor,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YACUIBA,atencion odontologica,aplicacion de fluor,2015-01-01,6,9,13,14,2,3,5,12,6,0,0,0,0,0,32,38,70
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2015-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YAPACANI,atencion odontologica,aplicacion de fluor,2015-01-01,4,5,0,0,0,0,3,7,0,0,0,0,0,0,7,12,19
YOTALA,atencion odontologica,aplicacion de fluor,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YUNCHARA,atencion odontologica,aplicacion de fluor,2015-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ACACIO,atencion odontologica,aplicacion de fluor,2015-02-01,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13
ACHACACHI,atencion odontologica,aplicacion de fluor,2015-02-01,4,7,1,3,0,0,0,0,0,0,0,0,0,0,5,10,15
ACHOCALLA,atencion odontologica,aplicacion de fluor,2015-02-01,13,11,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
AIQUILE,atencion odontologica,aplicacion de fluor,2015-02-01,3,3,28,32,0,0,0,1,0,0,0,0,0,0,31,36,67
ALCALA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,atencion odontologica,aplicacion de fluor,2015-02-01,17,13,4,6,0,0,0,2,0,0,0,0,0,0,21,21,42
ANCORAIMES,atencion odontologica,aplicacion de fluor,2015-02-01,17,12,1,0,0,0,0,0,0,0,0,0,0,0,18,12,30
ANDAMARCA,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3
ANZALDO,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
ARANI,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARBIETO,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5
ARQUE,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2015-02-01,2,1,1,1,0,4,0,3,1,0,0,0,0,0,4,9,13
ATOCHA,atencion odontologica,aplicacion de fluor,2015-02-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
AYATA,atencion odontologica,aplicacion de fluor,2015-02-01,13,19,0,1,0,0,0,0,0,0,0,0,0,0,13,20,33
AYO AYO,atencion odontologica,aplicacion de fluor,2015-02-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2015-02-01,26,23,11,4,8,2,8,9,0,0,0,0,0,0,53,38,91
BATALLAS,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BAURES,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,4
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
BELLA FLOR,atencion odontologica,aplicacion de fluor,2015-02-01,12,16,15,14,0,1,0,0,0,0,0,0,0,0,27,31,58
BERMEJO,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
BETANZOS,atencion odontologica,aplicacion de fluor,2015-02-01,40,125,31,1,3,3,0,0,0,0,0,0,0,0,74,129,203
BOLPEBRA,atencion odontologica,aplicacion de fluor,2015-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-02-01,4,10,1,2,0,0,0,1,0,0,0,0,0,0,5,13,18
CABEZAS,atencion odontologica,aplicacion de fluor,2015-02-01,72,81,19,13,0,0,1,0,0,0,0,0,0,0,92,94,186
CAIROMA,atencion odontologica,aplicacion de fluor,2015-02-01,19,14,1,1,0,0,0,1,2,0,0,0,0,0,22,16,38
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2015-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CAJUATA,atencion odontologica,aplicacion de fluor,2015-02-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CALACOTO,atencion odontologica,aplicacion de fluor,2015-02-01,1,10,0,0,0,0,0,1,0,0,0,0,0,0,1,11,12
CALAMARCA,atencion odontologica,aplicacion de fluor,2015-02-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CAMARGO,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2015-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,atencion odontologica,aplicacion de fluor,2015-02-01,23,29,2,0,1,2,2,2,2,2,0,0,0,0,30,35,65
CAPINOTA,atencion odontologica,aplicacion de fluor,2015-02-01,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,4,6
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARACOLLO,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
CARANAVI,atencion odontologica,aplicacion de fluor,2015-02-01,9,4,1,0,1,0,0,0,0,0,0,0,0,0,11,4,15
CARAPARI,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARIPUYO,atencion odontologica,aplicacion de fluor,2015-02-01,9,8,0,0,0,1,0,2,1,0,0,0,0,0,10,11,21
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2015-02-01,7,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
CATACORA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,2,4
CHALLAPATA,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,2,6,0,1,0,3,0,1,0,0,0,0,3,12,15
CHAQUI,atencion odontologica,aplicacion de fluor,2015-02-01,1,3,0,1,0,0,1,0,0,0,0,0,0,0,2,4,6
CHARAGUA,atencion odontologica,aplicacion de fluor,2015-02-01,21,19,1,4,1,1,0,2,0,0,0,0,0,0,23,26,49
CHARAÑA,atencion odontologica,aplicacion de fluor,2015-02-01,9,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
CHAYANTA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6
CHIMORE,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHIPAYA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2015-02-01,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CHUMA,atencion odontologica,aplicacion de fluor,2015-02-01,9,3,2,1,0,0,0,0,0,0,0,0,0,0,11,4,15
CLIZA,atencion odontologica,aplicacion de fluor,2015-02-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,4
COBIJA,atencion odontologica,aplicacion de fluor,2015-02-01,98,86,5,2,0,3,0,1,0,0,0,0,0,0,103,92,195
COCAPATA,atencion odontologica,aplicacion de fluor,2015-02-01,26,37,1,0,1,1,0,2,0,0,0,0,0,0,28,40,68
COCHABAMBA,atencion odontologica,aplicacion de fluor,2015-02-01,160,175,75,84,30,47,52,182,7,10,0,0,0,0,324,498,822
COIPASA,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2015-02-01,14,9,0,0,0,0,0,0,0,10,0,0,0,0,14,19,33
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COLLANA,atencion odontologica,aplicacion de fluor,2015-02-01,3,2,0,0,0,1,1,0,0,0,0,0,0,0,4,3,7
COLOMI,atencion odontologica,aplicacion de fluor,2015-02-01,21,15,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2015-02-01,19,16,30,29,1,2,4,2,0,0,0,0,0,0,54,49,103
COLQUECHACA,atencion odontologica,aplicacion de fluor,2015-02-01,3,10,1,2,1,1,0,3,2,0,0,0,0,0,7,16,23
COLQUENCHA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,12,0,3,2,0,0,0,0,0,0,0,0,15,2,17
COMARAPA,atencion odontologica,aplicacion de fluor,2015-02-01,3,3,4,0,1,2,3,3,0,0,0,0,0,0,11,8,19
COMBAYA,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CONCEPCION,atencion odontologica,aplicacion de fluor,2015-02-01,13,15,20,18,3,3,0,4,0,0,0,0,0,0,36,40,76
COPACABANA,atencion odontologica,aplicacion de fluor,2015-02-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CORIPATA,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CORO CORO,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CORQUE,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTAGAITA,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,6,1,3,2,1,4,0,0,0,0,0,0,11,8,19
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2015-02-01,65,70,1,0,1,2,8,7,0,1,0,0,0,0,75,80,155
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2015-02-01,5,0,34,14,0,0,0,0,0,0,0,0,0,0,39,14,53
CUEVO,atencion odontologica,aplicacion de fluor,2015-02-01,14,10,1,0,0,1,0,7,0,0,0,0,0,0,15,18,33
CULPINA,atencion odontologica,aplicacion de fluor,2015-02-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CURVA,atencion odontologica,aplicacion de fluor,2015-02-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
EL ALTO,atencion odontologica,aplicacion de fluor,2015-02-01,307,300,171,220,64,57,24,37,2,4,0,0,0,0,568,618,1186
EL CHORO,atencion odontologica,aplicacion de fluor,2015-02-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2015-02-01,14,17,8,4,0,2,0,0,0,0,0,0,0,0,22,23,45
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL TORNO,atencion odontologica,aplicacion de fluor,2015-02-01,50,44,48,59,2,18,6,18,3,8,0,0,0,0,109,147,256
EL VILLAR,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2015-02-01,5,4,41,30,0,1,0,0,0,0,0,0,0,0,46,35,81
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2015-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
FILADELFIA,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2015-02-01,15,18,2,4,0,3,0,9,0,1,0,0,0,0,17,35,52
GUANAY,atencion odontologica,aplicacion de fluor,2015-02-01,11,11,2,0,0,0,0,0,0,0,0,0,0,0,13,11,24
GUAQUI,atencion odontologica,aplicacion de fluor,2015-02-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2015-02-01,6,5,9,18,2,5,2,19,0,0,0,0,0,0,19,47,66
GUTIERREZ,atencion odontologica,aplicacion de fluor,2015-02-01,33,24,3,1,0,1,0,0,0,0,0,0,0,0,36,26,62
HUACARETA,atencion odontologica,aplicacion de fluor,2015-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
HUANUNI,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,1,12,12,0,7,13,7,10,0,0,0,0,27,36,63
HUARACAJE,atencion odontologica,aplicacion de fluor,2015-02-01,2,6,2,4,0,0,0,0,0,0,0,0,0,0,4,10,14
HUARINA,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUATAJATA,atencion odontologica,aplicacion de fluor,2015-02-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUMANATA,atencion odontologica,aplicacion de fluor,2015-02-01,19,12,0,1,0,0,2,0,0,0,0,0,0,0,21,13,34
ICHOCA,atencion odontologica,aplicacion de fluor,2015-02-01,10,10,2,0,0,1,0,2,0,0,0,0,0,0,12,13,25
ICLA,atencion odontologica,aplicacion de fluor,2015-02-01,61,61,1,4,0,2,0,12,0,0,0,0,0,0,62,79,141
INCAHUASI,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
INQUISIVI,atencion odontologica,aplicacion de fluor,2015-02-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,6,4,10
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2015-02-01,11,16,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27
IXIAMAS,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2015-02-01,3,14,1,2,1,0,1,0,0,0,0,0,0,0,6,16,22
LA ASUNTA,atencion odontologica,aplicacion de fluor,2015-02-01,28,12,0,1,0,1,0,2,0,0,0,0,0,0,28,16,44
LA GUARDIA,atencion odontologica,aplicacion de fluor,2015-02-01,55,57,70,64,0,1,0,3,0,0,0,0,0,0,125,125,250
LA PAZ,atencion odontologica,aplicacion de fluor,2015-02-01,528,473,322,429,64,78,66,121,14,10,0,0,0,0,994,1111,2105
LAJA,atencion odontologica,aplicacion de fluor,2015-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LAS CARRERAS,atencion odontologica,aplicacion de fluor,2015-02-01,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,6,7
LLALLAGUA,atencion odontologica,aplicacion de fluor,2015-02-01,5,6,6,2,1,1,1,6,1,0,0,0,0,0,14,15,29
LORETO,atencion odontologica,aplicacion de fluor,2015-02-01,4,10,11,7,8,9,7,16,0,0,0,0,0,0,30,42,72
LURIBAY,atencion odontologica,aplicacion de fluor,2015-02-01,5,1,0,0,0,0,0,2,0,0,0,0,0,0,5,3,8
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,2,4
MACHARETI,atencion odontologica,aplicacion de fluor,2015-02-01,8,5,0,0,0,0,0,1,0,0,0,0,0,0,8,6,14
MAGDALENA,atencion odontologica,aplicacion de fluor,2015-02-01,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
MAIRANA,atencion odontologica,aplicacion de fluor,2015-02-01,5,4,1,0,0,0,0,2,0,0,0,0,0,0,6,6,12
MAPIRI,atencion odontologica,aplicacion de fluor,2015-02-01,27,30,13,17,1,3,0,4,0,0,0,0,0,0,41,54,95
MECAPACA,atencion odontologica,aplicacion de fluor,2015-02-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MIZQUE,atencion odontologica,aplicacion de fluor,2015-02-01,8,12,0,0,0,0,1,0,0,0,0,0,0,0,9,12,21
MOCOMOCO,atencion odontologica,aplicacion de fluor,2015-02-01,2,5,0,0,0,0,0,1,0,0,0,0,0,0,2,6,8
MOJOCOYA,atencion odontologica,aplicacion de fluor,2015-02-01,4,2,1,1,0,0,0,0,0,0,0,0,0,0,5,3,8
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2015-02-01,8,11,0,0,0,1,1,0,0,0,0,0,0,0,9,12,21
MONTERO,atencion odontologica,aplicacion de fluor,2015-02-01,72,78,23,27,1,7,2,16,1,0,0,0,0,0,99,128,227
MORO MORO,atencion odontologica,aplicacion de fluor,2015-02-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
MOROCHATA,atencion odontologica,aplicacion de fluor,2015-02-01,14,13,1,0,0,0,0,5,0,0,0,0,0,0,15,18,33
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,aplicacion de fluor,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OCURI,atencion odontologica,aplicacion de fluor,2015-02-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OKINAWA,atencion odontologica,aplicacion de fluor,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OMEREQUE,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,atencion odontologica,aplicacion de fluor,2015-02-01,18,30,20,22,13,21,17,36,6,11,0,0,0,0,74,120,194
PADCAYA,atencion odontologica,aplicacion de fluor,2015-02-01,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,6,6
PADILLA,atencion odontologica,aplicacion de fluor,2015-02-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,4
PAILON,atencion odontologica,aplicacion de fluor,2015-02-01,14,13,2,7,0,0,0,0,0,0,0,0,0,0,16,20,36
PALCA,atencion odontologica,aplicacion de fluor,2015-02-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2015-02-01,15,12,3,3,2,3,1,7,2,2,0,0,0,0,23,27,50
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2015-02-01,38,31,6,5,0,0,0,4,0,0,0,0,0,0,44,40,84
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2015-02-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,3
