,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2015-01-01,0,3,1,4,0,2,8,12,1,2,0,0,0,0,10,23,33
SAN BENITO,atencion odontologica,restauraciones,2015-01-01,17,25,1,4,0,13,1,21,0,17,0,0,0,0,19,80,99
SAN BORJA,atencion odontologica,restauraciones,2015-01-01,18,30,4,13,15,37,12,79,5,2,0,0,0,0,54,161,215
SAN BUENA VENTURA,atencion odontologica,restauraciones,2015-01-01,15,2,0,10,0,4,6,9,0,2,0,0,0,0,21,27,48
SAN CARLOS,atencion odontologica,restauraciones,2015-01-01,17,18,12,7,5,30,18,33,4,2,0,0,0,0,56,90,146
SAN IGNACIO,atencion odontologica,restauraciones,2015-01-01,12,7,26,47,18,43,29,76,1,0,0,0,0,0,86,173,259
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2015-01-01,4,0,7,3,5,5,12,30,1,7,0,0,0,0,29,45,74
SAN JAVIER(BNI),atencion odontologica,restauraciones,2015-01-01,1,1,0,3,1,1,0,2,0,0,0,0,0,0,2,7,9
SAN JAVIER(STC),atencion odontologica,restauraciones,2015-01-01,1,1,2,4,0,2,1,2,0,0,0,0,0,0,4,9,13
SAN JOAQUIN,atencion odontologica,restauraciones,2015-01-01,0,14,6,2,0,2,0,2,0,0,0,0,0,0,6,20,26
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2015-01-01,1,10,3,3,3,9,2,9,0,0,0,0,0,0,9,31,40
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2015-01-01,3,20,7,5,14,4,8,20,1,0,0,0,0,0,33,49,82
SAN JULIAN,atencion odontologica,restauraciones,2015-01-01,33,15,0,4,0,8,0,81,17,4,0,0,0,0,50,112,162
SAN LORENZO(TJA),atencion odontologica,restauraciones,2015-01-01,6,9,17,68,17,47,31,91,0,5,0,0,0,0,71,220,291
SAN LUCAS,atencion odontologica,restauraciones,2015-01-01,8,27,17,24,5,27,22,43,3,1,0,0,0,0,55,122,177
SAN MATIAS,atencion odontologica,restauraciones,2015-01-01,5,4,7,30,16,9,14,18,0,0,0,0,0,0,42,61,103
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2015-01-01,0,0,0,5,8,6,6,27,3,2,0,0,0,0,17,40,57
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2015-01-01,1,2,0,0,0,0,4,0,0,0,0,0,0,0,5,2,7
SAN PEDRO,atencion odontologica,restauraciones,2015-01-01,16,13,4,26,25,19,22,66,5,2,0,0,0,0,72,126,198
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2015-01-01,8,1,0,0,2,4,2,37,0,0,0,0,0,0,12,42,54
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2015-01-01,2,0,0,0,0,1,0,4,0,9,0,0,0,0,2,14,16
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2015-01-01,2,0,0,0,5,0,3,2,0,0,0,0,0,0,10,2,12
SAN RAFAEL,atencion odontologica,restauraciones,2015-01-01,0,3,0,2,0,2,2,8,0,0,0,0,0,0,2,15,17
SAN RAMON BENI,atencion odontologica,restauraciones,2015-01-01,0,4,4,11,0,14,0,8,0,0,0,0,0,0,4,37,41
SAN RAMON SCZ,atencion odontologica,restauraciones,2015-01-01,18,23,1,2,2,2,0,2,2,3,0,0,0,0,23,32,55
SANTA ANA,atencion odontologica,restauraciones,2015-01-01,4,0,19,23,13,39,13,53,0,0,0,0,0,0,49,115,164
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2015-01-01,1036,1191,395,430,275,677,731,2294,287,234,0,0,0,0,2724,4826,7550
SANTA ROSA,atencion odontologica,restauraciones,2015-01-01,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2015-01-01,1,4,2,4,9,12,6,25,3,0,0,0,0,0,21,45,66
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2015-01-01,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,5,6
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2015-01-01,28,58,87,87,18,85,37,68,9,10,0,0,0,0,179,308,487
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2015-01-01,4,13,1,1,0,20,8,14,8,3,0,0,0,0,21,51,72
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2015-01-01,3,6,2,3,3,10,5,15,0,1,0,0,0,0,13,35,48
SANTIVAÑES,atencion odontologica,restauraciones,2015-01-01,10,3,9,5,3,31,6,16,0,0,0,0,0,0,28,55,83
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2015-01-01,0,6,3,1,0,1,1,4,0,0,0,0,0,0,4,12,16
SAPAHAQUI,atencion odontologica,restauraciones,2015-01-01,9,4,0,0,1,4,3,24,7,4,0,0,0,0,20,36,56
SENA,atencion odontologica,restauraciones,2015-01-01,0,4,1,2,1,2,4,4,0,0,0,0,0,0,6,12,18
SHINAOTA,atencion odontologica,restauraciones,2015-01-01,26,39,0,0,0,8,0,18,0,0,0,0,0,0,26,65,91
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2015-01-01,19,14,2,4,6,8,112,23,6,5,0,0,0,0,145,54,199
SIPE SIPE,atencion odontologica,restauraciones,2015-01-01,86,76,23,28,14,40,6,84,8,10,0,0,0,0,137,238,375
SOPACHUY,atencion odontologica,restauraciones,2015-01-01,8,9,12,22,2,20,6,56,1,0,0,0,0,0,29,107,136
SORACACHI,atencion odontologica,restauraciones,2015-01-01,13,2,5,4,1,8,5,13,2,0,0,0,0,0,26,27,53
SORATA,atencion odontologica,restauraciones,2015-01-01,9,12,4,10,8,6,6,20,0,0,0,0,0,0,27,48,75
SUCRE,atencion odontologica,restauraciones,2015-01-01,692,621,702,975,466,843,1059,2016,135,103,0,0,0,0,3054,4558,7612
TACACHI,atencion odontologica,restauraciones,2015-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
TACACOMA,atencion odontologica,restauraciones,2015-01-01,0,4,4,3,1,7,13,35,1,0,0,0,0,0,19,49,68
TACOBAMBA,atencion odontologica,restauraciones,2015-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TACOPAYA,atencion odontologica,restauraciones,2015-01-01,0,6,1,0,2,5,6,23,3,1,0,0,0,0,12,35,47
TAHUA,atencion odontologica,restauraciones,2015-01-01,11,3,0,0,0,0,0,2,0,0,0,0,0,0,11,5,16
TAPACARI,atencion odontologica,restauraciones,2015-01-01,7,4,8,0,0,1,6,36,8,7,0,0,0,0,29,48,77
TARABUCO,atencion odontologica,restauraciones,2015-01-01,20,21,0,4,6,12,12,36,0,1,0,0,0,0,38,74,112
TARACO,atencion odontologica,restauraciones,2015-01-01,19,11,2,1,1,3,2,10,20,13,0,0,0,0,44,38,82
TARATA,atencion odontologica,restauraciones,2015-01-01,14,39,29,40,5,20,20,74,3,5,0,0,0,0,71,178,249
TARIJA,atencion odontologica,restauraciones,2015-01-01,60,62,462,578,529,751,696,1363,70,37,0,0,0,0,1817,2791,4608
TARVITA,atencion odontologica,restauraciones,2015-01-01,1,3,0,1,6,4,15,23,0,0,0,0,0,0,22,31,53
TEOPONTE,atencion odontologica,restauraciones,2015-01-01,14,12,2,6,5,3,6,4,0,0,0,0,0,0,27,25,52
TIAWANACU,atencion odontologica,restauraciones,2015-01-01,15,11,1,2,2,12,4,14,0,0,0,0,0,0,22,39,61
TINGUIPAYA,atencion odontologica,restauraciones,2015-01-01,0,2,0,0,0,1,0,8,0,1,0,0,0,0,0,12,12
TIPUANI,atencion odontologica,restauraciones,2015-01-01,0,4,0,5,0,0,4,3,2,1,0,0,0,0,6,13,19
TIQUIPAYA,atencion odontologica,restauraciones,2015-01-01,330,384,38,57,15,82,5,188,9,7,0,0,0,0,397,718,1115
TIRAQUE (CBBA),atencion odontologica,restauraciones,2015-01-01,6,11,6,2,0,8,2,17,0,0,0,0,0,0,14,38,52
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2015-01-01,2,0,7,0,2,2,3,1,0,0,0,0,0,0,14,3,17
TOCO,atencion odontologica,restauraciones,2015-01-01,1,2,7,1,0,2,3,25,0,1,0,0,0,0,11,31,42
TOLATA,atencion odontologica,restauraciones,2015-01-01,10,6,10,5,3,5,0,17,2,5,0,0,0,0,25,38,63
TOLEDO,atencion odontologica,restauraciones,2015-01-01,3,0,0,0,0,1,1,8,0,0,0,0,0,0,4,9,13
TOMAVE,atencion odontologica,restauraciones,2015-01-01,4,11,1,3,1,11,2,10,0,0,0,0,0,0,8,35,43
TOMINA,atencion odontologica,restauraciones,2015-01-01,3,17,5,20,7,4,11,34,3,2,0,0,0,0,29,77,106
TORO TORO,atencion odontologica,restauraciones,2015-01-01,1,6,2,1,0,3,6,9,0,0,0,0,0,0,9,19,28
TOTORA(CBBA),atencion odontologica,restauraciones,2015-01-01,32,16,12,35,4,22,16,27,2,0,0,0,0,0,66,100,166
TOTORA(ORR),atencion odontologica,restauraciones,2015-01-01,1,2,0,3,0,0,5,23,0,1,0,0,0,0,6,29,35
TRIGAL,atencion odontologica,restauraciones,2015-01-01,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,4,5
TRINIDAD,atencion odontologica,restauraciones,2015-01-01,28,16,112,144,81,99,256,261,19,24,0,0,0,0,496,544,1040
TUPIZA,atencion odontologica,restauraciones,2015-01-01,25,130,49,64,18,79,60,88,9,19,0,0,0,0,161,380,541
TURCO,atencion odontologica,restauraciones,2015-01-01,4,2,0,7,0,4,6,18,4,2,0,0,0,0,14,33,47
UMALA,atencion odontologica,restauraciones,2015-01-01,9,5,0,5,0,2,1,0,0,0,0,0,0,0,10,12,22
UNCIA,atencion odontologica,restauraciones,2015-01-01,15,15,2,3,1,6,5,24,1,3,0,0,0,0,24,51,75
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2015-01-01,1,9,67,60,65,122,86,184,0,0,0,0,0,0,219,375,594
URUBICHA,atencion odontologica,restauraciones,2015-01-01,0,0,0,0,0,0,8,1,2,0,0,0,0,0,10,1,11
UYUNI,atencion odontologica,restauraciones,2015-01-01,9,39,2,5,1,13,43,39,1,0,0,0,0,0,56,96,152
VACAS,atencion odontologica,restauraciones,2015-01-01,31,18,15,19,9,44,24,21,0,0,0,0,0,0,79,102,181
VALLEGRANDE,atencion odontologica,restauraciones,2015-01-01,12,23,30,81,25,35,76,115,5,14,0,0,0,0,148,268,416
VIACHA,atencion odontologica,restauraciones,2015-01-01,103,115,32,50,6,15,12,103,0,2,0,0,0,0,153,285,438
VILA VILA,atencion odontologica,restauraciones,2015-01-01,0,8,1,0,0,1,0,3,0,0,0,0,0,0,1,12,13
VILLA CHARCAS,atencion odontologica,restauraciones,2015-01-01,5,5,5,8,0,5,4,11,2,1,0,0,0,0,16,30,46
VILLA MONTES,atencion odontologica,restauraciones,2015-01-01,13,18,70,91,75,197,89,206,9,1,0,0,0,0,256,513,769
VILLA RIVERO,atencion odontologica,restauraciones,2015-01-01,15,19,1,3,1,12,0,57,0,0,0,0,0,0,17,91,108
VILLA SERRANO,atencion odontologica,restauraciones,2015-01-01,28,37,0,1,0,3,2,39,0,0,0,0,0,0,30,80,110
VILLA TUNARI,atencion odontologica,restauraciones,2015-01-01,150,154,43,65,34,103,65,248,26,5,0,0,0,0,318,575,893
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2015-01-01,5,6,11,22,24,22,2,25,0,1,0,0,0,0,42,76,118
VILLAZON,atencion odontologica,restauraciones,2015-01-01,41,48,49,55,49,82,23,114,0,7,0,0,0,0,162,306,468
VINTO,atencion odontologica,restauraciones,2015-01-01,90,53,6,11,13,63,19,112,0,2,0,0,0,0,128,241,369
VITICHI,atencion odontologica,restauraciones,2015-01-01,0,4,1,1,1,1,1,9,2,0,0,0,0,0,5,15,20
WALDO BALLIVIAN,atencion odontologica,restauraciones,2015-01-01,2,0,0,0,2,0,0,1,0,0,0,0,0,0,4,1,5
WARNES,atencion odontologica,restauraciones,2015-01-01,26,57,9,5,1,20,4,77,5,12,0,0,0,0,45,171,216
YACO,atencion odontologica,restauraciones,2015-01-01,1,1,0,1,1,8,2,3,1,0,0,0,0,0,5,13,18
YACUIBA,atencion odontologica,restauraciones,2015-01-01,34,15,136,123,72,265,109,326,9,5,0,0,0,0,360,734,1094
YAMPARAEZ,atencion odontologica,restauraciones,2015-01-01,4,0,0,5,3,6,13,9,0,0,0,0,0,0,20,20,40
YANACACHI,atencion odontologica,restauraciones,2015-01-01,5,11,10,14,10,12,6,12,1,4,0,0,0,0,32,53,85
YAPACANI,atencion odontologica,restauraciones,2015-01-01,8,20,3,10,3,4,11,94,0,23,0,0,0,0,25,151,176
YOCALLA,atencion odontologica,restauraciones,2015-01-01,5,4,2,6,6,6,2,13,0,1,0,0,0,0,15,30,45
YOTALA,atencion odontologica,restauraciones,2015-01-01,9,7,18,9,15,23,10,11,0,0,0,0,0,0,52,50,102
YUNCHARA,atencion odontologica,restauraciones,2015-01-01,0,2,6,4,3,27,5,53,0,1,0,0,0,0,14,87,101
ZUDAÑEZ,atencion odontologica,restauraciones,2015-01-01,0,0,5,5,3,9,5,17,1,2,0,0,0,0,14,33,47
ACACIO,atencion odontologica,restauraciones,2015-02-01,1,4,0,0,1,3,1,2,0,0,0,0,0,0,3,9,12
ACHACACHI,atencion odontologica,restauraciones,2015-02-01,25,21,5,10,3,13,12,34,6,10,0,0,0,0,51,88,139
ACHOCALLA,atencion odontologica,restauraciones,2015-02-01,11,28,4,2,2,4,2,14,1,0,0,0,0,0,20,48,68
AIQUILE,atencion odontologica,restauraciones,2015-02-01,21,24,22,20,5,22,15,75,23,2,0,0,0,0,86,143,229
ALALAY,atencion odontologica,restauraciones,2015-02-01,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,7,7
ALCALA,atencion odontologica,restauraciones,2015-02-01,2,3,4,9,0,12,2,3,0,0,0,0,0,0,8,27,35
ALTO BENI,atencion odontologica,restauraciones,2015-02-01,5,10,2,5,1,2,0,14,0,0,0,0,0,0,8,31,39
ANCORAIMES,atencion odontologica,restauraciones,2015-02-01,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,5,5
ANDAMARCA,atencion odontologica,restauraciones,2015-02-01,4,8,1,3,5,1,3,11,2,0,0,0,0,0,15,23,38
ANTEQUERA,atencion odontologica,restauraciones,2015-02-01,3,1,0,1,0,0,9,8,0,0,0,0,0,0,12,10,22
ANZALDO,atencion odontologica,restauraciones,2015-02-01,5,3,0,0,0,8,3,20,1,0,0,0,0,0,9,31,40
APOLO,atencion odontologica,restauraciones,2015-02-01,4,9,0,1,7,16,1,20,0,0,0,0,0,0,12,46,58
ARAMPAMPA,atencion odontologica,restauraciones,2015-02-01,3,2,0,0,0,0,0,2,0,0,0,0,0,0,3,4,7
ARANI,atencion odontologica,restauraciones,2015-02-01,2,5,3,2,1,11,8,22,4,2,0,0,0,0,18,42,60
ARBIETO,atencion odontologica,restauraciones,2015-02-01,15,7,1,0,0,13,4,29,3,1,0,0,0,0,23,50,73
ARQUE,atencion odontologica,restauraciones,2015-02-01,5,6,0,2,2,8,8,11,0,2,0,0,0,0,15,29,44
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2015-02-01,15,1,3,3,0,14,1,15,0,0,0,0,0,0,19,33,52
ATOCHA,atencion odontologica,restauraciones,2015-02-01,26,50,38,36,23,40,69,62,2,6,0,0,0,0,158,194,352
AUCAPATA,atencion odontologica,restauraciones,2015-02-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
AYATA,atencion odontologica,restauraciones,2015-02-01,9,2,0,0,2,4,3,10,0,0,0,0,0,0,14,16,30
AYO AYO,atencion odontologica,restauraciones,2015-02-01,15,13,3,4,3,2,2,13,0,2,0,0,0,0,23,34,57
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2015-02-01,14,24,15,16,15,26,37,51,13,8,0,0,0,0,94,125,219
AZURDUY,atencion odontologica,restauraciones,2015-02-01,0,1,0,0,1,1,4,2,0,0,0,0,0,0,5,4,9
BATALLAS,atencion odontologica,restauraciones,2015-02-01,6,8,6,0,2,7,1,3,0,0,0,0,0,0,15,18,33
BAURES,atencion odontologica,restauraciones,2015-02-01,0,2,1,4,6,15,11,15,1,0,0,0,0,0,19,36,55
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2015-02-01,3,4,0,0,0,1,0,0,0,2,0,0,0,0,3,7,10
BELEN DE URMIRI,atencion odontologica,restauraciones,2015-02-01,0,0,0,1,0,0,0,3,1,1,0,0,0,0,1,5,6
BELLA FLOR,atencion odontologica,restauraciones,2015-02-01,4,1,2,1,0,0,0,1,0,0,0,0,0,0,6,3,9
BERMEJO,atencion odontologica,restauraciones,2015-02-01,8,5,45,58,59,132,81,253,36,20,0,0,0,0,229,468,697
BETANZOS,atencion odontologica,restauraciones,2015-02-01,8,14,0,1,10,15,31,38,1,1,0,0,0,0,50,69,119
BOLIVAR,atencion odontologica,restauraciones,2015-02-01,0,0,2,3,0,3,2,6,0,0,0,0,0,0,4,12,16
BOLPEBRA,atencion odontologica,restauraciones,2015-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,atencion odontologica,restauraciones,2015-02-01,0,1,2,1,0,2,1,15,1,1,0,0,0,0,4,20,24
BUENA VISTA,atencion odontologica,restauraciones,2015-02-01,22,16,1,1,1,24,8,24,2,0,0,0,0,0,34,65,99
CABEZAS,atencion odontologica,restauraciones,2015-02-01,4,1,1,2,1,13,10,21,0,0,0,0,0,0,16,37,53
CAIROMA,atencion odontologica,restauraciones,2015-02-01,10,12,0,3,3,1,0,12,0,0,0,0,0,0,13,28,41
"CAIZA ""D""",atencion odontologica,restauraciones,2015-02-01,3,1,1,5,0,0,1,11,1,3,0,0,0,0,6,20,26
CAJUATA,atencion odontologica,restauraciones,2015-02-01,10,4,0,4,2,7,1,18,0,0,0,0,0,0,13,33,46
CALACOTO,atencion odontologica,restauraciones,2015-02-01,0,1,3,3,0,2,0,0,0,0,0,0,0,0,3,6,9
CALAMARCA,atencion odontologica,restauraciones,2015-02-01,9,10,3,3,11,5,12,15,1,0,0,0,0,0,36,33,69
CAMARGO,atencion odontologica,restauraciones,2015-02-01,6,15,0,0,0,0,2,23,2,1,0,0,0,0,10,39,49
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2015-02-01,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,3,6
CAMIRI,atencion odontologica,restauraciones,2015-02-01,24,15,4,7,7,41,14,86,7,13,0,0,0,0,56,162,218
CAPINOTA,atencion odontologica,restauraciones,2015-02-01,20,31,27,25,9,29,31,68,12,4,0,0,0,0,99,157,256
CAQUIAVIRI,atencion odontologica,restauraciones,2015-02-01,4,0,1,2,6,0,0,11,1,2,0,0,0,0,12,15,27
CARACOLLO,atencion odontologica,restauraciones,2015-02-01,22,20,15,33,12,19,11,53,7,6,0,0,0,0,67,131,198
CARANAVI,atencion odontologica,restauraciones,2015-02-01,37,35,11,6,12,29,3,50,14,8,0,0,0,0,77,128,205
CARAPARI,atencion odontologica,restauraciones,2015-02-01,6,4,31,25,53,62,41,112,10,0,0,0,0,0,141,203,344
CARIPUYO,atencion odontologica,restauraciones,2015-02-01,8,13,0,0,0,0,4,9,0,1,0,0,0,0,12,23,35
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2015-02-01,2,2,0,0,0,0,0,4,0,0,0,0,0,0,2,6,8
CATACORA,atencion odontologica,restauraciones,2015-02-01,0,2,5,1,2,0,2,10,0,0,0,0,0,0,9,13,22
CHALLAPATA,atencion odontologica,restauraciones,2015-02-01,53,61,57,57,4,26,29,81,3,7,0,0,0,0,146,232,378
CHAQUI,atencion odontologica,restauraciones,2015-02-01,2,2,0,1,0,1,1,4,0,0,0,0,0,0,3,8,11
CHARAGUA,atencion odontologica,restauraciones,2015-02-01,7,4,4,6,7,16,8,18,0,2,0,0,0,0,26,46,72
CHARAÑA,atencion odontologica,restauraciones,2015-02-01,0,0,1,0,2,1,0,4,0,0,0,0,0,0,3,5,8
CHAYANTA,atencion odontologica,restauraciones,2015-02-01,6,8,6,2,2,3,9,13,0,4,0,0,0,0,23,30,53
CHIMORE,atencion odontologica,restauraciones,2015-02-01,28,22,9,9,2,20,0,72,1,0,0,0,0,0,40,123,163
CHIPAYA,atencion odontologica,restauraciones,2015-02-01,2,0,2,6,0,0,0,1,0,0,0,0,0,0,4,7,11
CHOQUE COTA,atencion odontologica,restauraciones,2015-02-01,1,2,0,0,0,0,0,3,2,0,0,0,0,0,3,5,8
CHUA COCANI,atencion odontologica,restauraciones,2015-02-01,0,1,0,2,2,2,0,1,0,3,0,0,0,0,2,9,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2015-02-01,33,22,12,10,6,24,7,27,0,0,0,0,0,0,58,83,141
CHUMA,atencion odontologica,restauraciones,2015-02-01,12,14,3,6,14,24,22,34,6,3,0,0,0,0,57,81,138
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2015-02-01,13,19,0,0,0,3,3,15,1,3,0,0,0,0,17,40,57
CKOCHAS,atencion odontologica,restauraciones,2015-02-01,1,0,1,1,0,1,1,2,5,0,0,0,0,0,8,4,12
CLIZA,atencion odontologica,restauraciones,2015-02-01,30,14,9,17,5,8,5,31,5,14,0,0,0,0,54,84,138
COBIJA,atencion odontologica,restauraciones,2015-02-01,75,45,24,23,12,34,41,112,8,1,0,0,0,0,160,215,375
COCAPATA,atencion odontologica,restauraciones,2015-02-01,52,15,6,2,1,6,6,22,0,2,0,0,0,0,65,47,112
COCHABAMBA,atencion odontologica,restauraciones,2015-02-01,702,678,636,829,434,764,920,2219,276,258,0,0,0,0,2968,4748,7716
COIPASA,atencion odontologica,restauraciones,2015-02-01,5,2,0,4,0,2,10,10,3,0,0,0,0,0,18,18,36
COLCAPIRHUA,atencion odontologica,restauraciones,2015-02-01,73,74,3,2,0,9,2,50,9,4,0,0,0,0,87,139,226
"COLCHA ""K""",atencion odontologica,restauraciones,2015-02-01,3,2,0,0,0,0,0,0,2,1,0,0,0,0,5,3,8
COLLANA,atencion odontologica,restauraciones,2015-02-01,2,5,44,18,3,5,3,10,0,3,0,0,0,0,52,41,93
COLOMI,atencion odontologica,restauraciones,2015-02-01,14,24,4,0,2,2,0,10,3,2,0,0,0,0,23,38,61
COLPA BELGICA,atencion odontologica,restauraciones,2015-02-01,8,13,0,0,0,0,0,7,0,0,0,0,0,0,8,20,28
COLQUECHACA,atencion odontologica,restauraciones,2015-02-01,19,24,1,1,2,5,4,33,6,2,0,0,0,0,32,65,97
COLQUENCHA,atencion odontologica,restauraciones,2015-02-01,9,6,7,33,5,16,0,1,0,0,0,0,0,0,21,56,77
COLQUIRI,atencion odontologica,restauraciones,2015-02-01,15,9,13,15,11,25,7,33,5,0,0,0,0,0,51,82,133
COMANCHE,atencion odontologica,restauraciones,2015-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COMARAPA,atencion odontologica,restauraciones,2015-02-01,15,12,13,18,8,28,9,17,6,2,0,0,0,0,51,77,128
CONCEPCION,atencion odontologica,restauraciones,2015-02-01,9,24,2,0,0,6,4,23,0,0,0,0,0,0,15,53,68
COPACABANA,atencion odontologica,restauraciones,2015-02-01,1,2,1,0,0,0,0,1,1,0,0,0,0,0,3,3,6
CORIPATA,atencion odontologica,restauraciones,2015-02-01,5,4,4,0,4,13,7,11,0,0,0,0,0,0,20,28,48
CORO CORO,atencion odontologica,restauraciones,2015-02-01,3,1,3,1,4,7,4,6,0,0,0,0,0,0,14,15,29
COROICO,atencion odontologica,restauraciones,2015-02-01,10,14,16,22,11,7,33,42,5,1,0,0,0,0,75,86,161
CORQUE,atencion odontologica,restauraciones,2015-02-01,2,6,0,0,1,0,0,2,5,1,0,0,0,0,8,9,17
COTAGAITA,atencion odontologica,restauraciones,2015-02-01,6,6,12,9,8,20,22,42,7,1,0,0,0,0,55,78,133
COTOCA,atencion odontologica,restauraciones,2015-02-01,18,14,0,2,0,3,0,28,0,2,0,0,0,0,18,49,67
CUATRO CAÑADAS,atencion odontologica,restauraciones,2015-02-01,16,34,3,1,8,20,7,43,2,4,0,0,0,0,36,102,138
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2015-02-01,1,0,2,4,0,2,0,3,1,0,0,0,0,0,4,9,13
CUEVO,atencion odontologica,restauraciones,2015-02-01,1,1,3,4,6,8,9,16,2,3,0,0,0,0,21,32,53
CULPINA,atencion odontologica,restauraciones,2015-02-01,18,13,2,1,2,3,1,24,2,4,0,0,0,0,25,45,70
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2015-02-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CURVA,atencion odontologica,restauraciones,2015-02-01,7,9,2,1,0,0,2,0,0,0,0,0,0,0,11,10,21
DESAGUADERO,atencion odontologica,restauraciones,2015-02-01,8,11,1,0,2,4,2,1,0,0,0,0,0,0,13,16,29
EL ALTO,atencion odontologica,restauraciones,2015-02-01,922,977,934,1227,522,820,603,1361,135,90,0,0,0,0,3116,4475,7591
EL CHORO,atencion odontologica,restauraciones,2015-02-01,3,5,0,0,0,1,0,2,0,0,0,0,0,0,3,8,11
EL PUENTE(STC),atencion odontologica,restauraciones,2015-02-01,9,12,2,2,1,12,4,5,1,2,0,0,0,0,17,33,50
EL PUENTE(TJA),atencion odontologica,restauraciones,2015-02-01,3,1,6,12,5,10,7,42,3,1,0,0,0,0,24,66,90
EL TORNO,atencion odontologica,restauraciones,2015-02-01,80,67,32,31,29,62,58,256,28,16,0,0,0,0,227,432,659
EL VILLAR,atencion odontologica,restauraciones,2015-02-01,15,8,3,2,2,11,5,14,0,1,0,0,0,0,25,36,61
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2015-02-01,0,4,20,24,22,44,15,41,5,2,0,0,0,0,62,115,177
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2015-02-01,20,28,4,6,0,4,0,20,0,0,0,0,0,0,24,58,82
ESCOMA,atencion odontologica,restauraciones,2015-02-01,4,4,4,1,0,0,4,8,0,0,0,0,0,0,12,13,25
EUCALIPTUS,atencion odontologica,restauraciones,2015-02-01,3,4,3,4,1,3,3,5,1,0,0,0,0,0,11,16,27
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2015-02-01,29,46,28,68,8,22,25,106,2,2,0,0,0,0,92,244,336
FILADELFIA,atencion odontologica,restauraciones,2015-02-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2015-02-01,27,24,0,3,0,11,3,25,1,1,0,0,0,0,31,64,95
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2015-02-01,15,19,2,1,0,6,7,23,0,4,0,0,0,0,24,53,77
GUANAY,atencion odontologica,restauraciones,2015-02-01,3,2,3,3,5,5,13,7,3,2,0,0,0,0,27,19,46
