,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
SACACA,atencion odontologica,consulta nueva,2015-01-01,22,21,14,15,7,22,36,64,6,9,0,11,0,26,85,168,253
SAIPINA,atencion odontologica,consulta nueva,2015-01-01,5,13,4,6,1,4,9,15,2,0,0,4,0,0,21,42,63
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2015-01-01,127,99,69,81,37,82,34,95,31,62,0,44,0,13,298,476,774
SAMAIPATA,atencion odontologica,consulta nueva,2015-01-01,46,42,10,12,1,13,4,20,5,0,0,0,0,21,66,108,174
SAN AGUSTIN,atencion odontologica,consulta nueva,2015-01-01,0,0,2,2,4,1,3,15,0,4,0,0,0,0,9,22,31
SAN ANDRES,atencion odontologica,consulta nueva,2015-01-01,8,8,19,13,2,7,1,10,1,0,0,0,0,2,31,40,71
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2015-01-01,8,22,6,12,14,20,21,23,19,6,0,5,0,2,68,90,158
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2015-01-01,2,0,2,4,0,2,3,7,0,0,0,0,0,4,7,17,24
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2015-01-01,2,7,5,8,2,5,10,13,3,4,0,6,0,3,22,46,68
SAN BENITO,atencion odontologica,consulta nueva,2015-01-01,48,55,16,16,5,33,10,54,0,30,0,6,0,30,79,224,303
SAN BORJA,atencion odontologica,consulta nueva,2015-01-01,28,50,15,39,19,39,23,106,10,5,0,9,0,25,95,273,368
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2015-01-01,27,18,9,18,3,10,17,25,6,6,0,4,0,2,62,83,145
SAN CARLOS,atencion odontologica,consulta nueva,2015-01-01,26,33,26,34,17,37,14,55,10,1,0,20,0,22,93,202,295
SAN IGNACIO,atencion odontologica,consulta nueva,2015-01-01,22,18,72,88,39,70,47,136,4,0,0,12,0,0,184,324,508
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2015-01-01,2,1,7,6,5,3,3,5,2,0,0,2,0,0,19,17,36
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2015-01-01,3,1,3,5,2,5,2,7,3,0,0,1,0,0,13,19,32
SAN JAVIER(STC),atencion odontologica,consulta nueva,2015-01-01,12,39,8,20,7,23,9,19,3,4,0,3,0,3,39,111,150
SAN JOAQUIN,atencion odontologica,consulta nueva,2015-01-01,0,1,6,0,0,0,1,2,0,0,0,4,0,1,7,8,15
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2015-01-01,5,7,12,12,10,14,19,24,3,3,0,1,0,2,49,63,112
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2015-01-01,20,41,9,6,17,4,6,37,3,0,0,4,0,4,55,96,151
SAN JULIAN,atencion odontologica,consulta nueva,2015-01-01,97,89,16,26,3,15,8,112,25,19,0,13,0,99,149,373,522
SAN LORENZO(PND),atencion odontologica,consulta nueva,2015-01-01,6,2,4,2,0,4,4,6,0,0,0,4,0,0,14,18,32
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2015-01-01,22,19,93,156,55,118,64,225,10,16,0,3,0,0,244,537,781
SAN LUCAS,atencion odontologica,consulta nueva,2015-01-01,22,42,47,49,13,42,36,128,6,6,0,28,0,29,124,324,448
SAN MATIAS,atencion odontologica,consulta nueva,2015-01-01,16,14,20,53,13,25,37,16,7,5,0,8,0,1,93,122,215
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2015-01-01,6,27,11,12,25,25,11,66,20,17,0,42,0,0,73,189,262
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2015-01-01,4,7,2,1,1,2,8,4,0,0,0,0,0,0,15,14,29
SAN PEDRO,atencion odontologica,consulta nueva,2015-01-01,19,18,6,38,27,28,37,109,15,9,0,20,0,12,104,234,338
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2015-01-01,14,7,4,5,3,9,22,62,3,2,0,10,0,41,46,136,182
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2015-01-01,4,16,17,2,4,5,7,10,6,15,0,3,0,2,38,53,91
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2015-01-01,4,2,2,4,1,4,0,9,0,11,0,0,0,1,7,31,38
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2015-01-01,11,6,0,3,17,9,9,16,7,6,0,6,0,0,44,46,90
SAN RAFAEL,atencion odontologica,consulta nueva,2015-01-01,6,9,1,6,3,10,5,18,1,0,0,13,0,5,16,61,77
SAN RAMON BENI,atencion odontologica,consulta nueva,2015-01-01,0,1,10,22,2,11,4,7,0,0,0,0,0,0,16,41,57
SAN RAMON SCZ,atencion odontologica,consulta nueva,2015-01-01,69,89,4,10,3,5,2,3,6,8,0,12,0,8,84,135,219
SANTA ANA,atencion odontologica,consulta nueva,2015-01-01,26,12,62,75,78,140,53,142,16,6,0,13,0,4,235,392,627
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2015-01-01,3013,2932,1106,1072,798,1508,1625,3435,632,609,0,1845,0,638,7174,12039,19213
SANTA ROSA,atencion odontologica,consulta nueva,2015-01-01,0,0,2,1,0,0,2,4,0,0,0,1,0,0,4,6,10
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2015-01-01,3,15,9,19,8,14,9,43,14,5,0,2,0,6,43,104,147
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2015-01-01,1,9,0,2,3,0,5,11,5,1,0,1,0,2,14,26,40
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2015-01-01,46,81,150,127,37,103,42,106,20,14,0,7,0,25,295,463,758
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2015-01-01,13,31,3,6,4,38,16,46,31,25,0,19,0,121,67,286,353
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2015-01-01,7,7,7,7,4,14,15,33,11,28,0,0,0,3,44,92,136
SANTIVAÑES,atencion odontologica,consulta nueva,2015-01-01,17,6,13,13,6,28,11,25,0,8,0,0,0,17,47,97,144
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2015-01-01,4,28,5,4,3,1,5,12,2,2,0,0,0,1,19,48,67
SAPAHAQUI,atencion odontologica,consulta nueva,2015-01-01,68,24,3,9,6,11,17,50,14,13,0,6,0,27,108,140,248
SENA,atencion odontologica,consulta nueva,2015-01-01,3,7,3,8,1,12,10,18,0,0,0,5,0,4,17,54,71
SHINAOTA,atencion odontologica,consulta nueva,2015-01-01,49,108,0,0,0,14,0,41,2,5,0,26,0,28,51,222,273
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2015-01-01,40,27,21,35,15,41,34,83,20,14,0,3,0,13,130,216,346
SIPE SIPE,atencion odontologica,consulta nueva,2015-01-01,124,147,47,78,23,59,22,145,27,20,0,68,0,59,243,576,819
SOPACHUY,atencion odontologica,consulta nueva,2015-01-01,14,19,22,60,4,24,16,79,4,2,0,9,0,45,60,238,298
SORACACHI,atencion odontologica,consulta nueva,2015-01-01,25,15,20,22,3,14,21,37,5,1,0,12,0,2,74,103,177
SORATA,atencion odontologica,consulta nueva,2015-01-01,44,49,11,16,13,18,16,59,22,5,0,30,0,93,106,270,376
SUCRE,atencion odontologica,consulta nueva,2015-01-01,1958,1868,1031,1306,411,825,925,2364,168,230,0,693,0,546,4493,7832,12325
TACACHI,atencion odontologica,consulta nueva,2015-01-01,0,2,0,0,2,0,6,3,0,0,0,0,0,0,8,5,13
TACACOMA,atencion odontologica,consulta nueva,2015-01-01,6,6,13,8,8,11,32,58,4,5,0,6,0,9,63,103,166
TACOBAMBA,atencion odontologica,consulta nueva,2015-01-01,0,0,0,1,1,0,0,6,0,0,0,0,0,1,1,8,9
TACOPAYA,atencion odontologica,consulta nueva,2015-01-01,2,6,7,2,4,15,15,41,20,12,0,3,0,20,48,99,147
TAHUA,atencion odontologica,consulta nueva,2015-01-01,0,6,1,0,0,0,0,11,0,0,0,0,0,1,1,18,19
TAPACARI,atencion odontologica,consulta nueva,2015-01-01,44,41,15,8,4,9,21,46,20,17,0,14,0,42,104,177,281
TARABUCO,atencion odontologica,consulta nueva,2015-01-01,108,94,9,14,11,26,20,103,12,10,0,123,0,100,160,470,630
TARACO,atencion odontologica,consulta nueva,2015-01-01,72,44,7,9,8,3,10,43,42,30,0,20,0,13,139,162,301
TARATA,atencion odontologica,consulta nueva,2015-01-01,19,40,58,44,9,22,48,84,0,14,0,6,0,4,134,214,348
TARIJA,atencion odontologica,consulta nueva,2015-01-01,174,173,1091,1207,640,1289,908,1930,57,51,0,89,0,6,2870,4745,7615
TARVITA,atencion odontologica,consulta nueva,2015-01-01,51,56,14,21,6,19,41,83,2,3,0,23,0,19,114,224,338
TEOPONTE,atencion odontologica,consulta nueva,2015-01-01,19,18,6,17,9,14,16,18,0,0,0,1,0,7,50,75,125
TIAWANACU,atencion odontologica,consulta nueva,2015-01-01,29,27,18,20,14,46,25,69,5,9,0,6,0,25,91,202,293
TINGUIPAYA,atencion odontologica,consulta nueva,2015-01-01,4,10,2,5,2,4,3,25,7,14,0,5,0,11,18,74,92
TIPUANI,atencion odontologica,consulta nueva,2015-01-01,14,4,8,11,3,10,7,24,9,1,0,6,0,5,41,61,102
TIQUIPAYA,atencion odontologica,consulta nueva,2015-01-01,661,649,153,177,34,149,28,377,19,24,0,140,0,190,895,1706,2601
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2015-01-01,17,15,18,11,2,13,3,30,5,3,0,2,0,18,45,92,137
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2015-01-01,2,2,10,4,3,4,6,5,0,2,0,0,0,0,21,17,38
TOCO,atencion odontologica,consulta nueva,2015-01-01,16,11,17,11,8,9,9,59,6,8,0,13,0,9,56,120,176
TOLATA,atencion odontologica,consulta nueva,2015-01-01,24,33,31,23,3,5,1,42,15,17,0,3,0,29,74,152,226
TOLEDO,atencion odontologica,consulta nueva,2015-01-01,5,1,5,3,1,6,7,19,1,6,0,0,0,14,19,49,68
TOMAVE,atencion odontologica,consulta nueva,2015-01-01,15,21,8,12,13,23,18,35,14,1,0,16,0,8,68,116,184
TOMINA,atencion odontologica,consulta nueva,2015-01-01,20,48,21,47,18,17,41,71,5,4,0,35,0,10,105,232,337
TORO TORO,atencion odontologica,consulta nueva,2015-01-01,4,8,1,14,3,17,50,74,1,1,0,5,0,8,59,127,186
TOTORA(CBBA),atencion odontologica,consulta nueva,2015-01-01,57,22,26,52,11,37,29,54,11,12,0,7,0,18,134,202,336
TOTORA(ORR),atencion odontologica,consulta nueva,2015-01-01,5,8,5,6,1,1,11,38,4,3,0,1,0,10,26,67,93
TRIGAL,atencion odontologica,consulta nueva,2015-01-01,8,6,2,7,0,7,3,3,8,7,0,7,0,0,21,37,58
TRINIDAD,atencion odontologica,consulta nueva,2015-01-01,77,58,266,315,86,156,181,325,39,26,0,33,0,14,649,927,1576
TUPIZA,atencion odontologica,consulta nueva,2015-01-01,32,32,29,37,14,48,46,84,13,11,0,8,0,3,134,223,357
TURCO,atencion odontologica,consulta nueva,2015-01-01,12,11,4,7,2,1,5,5,9,8,0,6,0,4,32,42,74
UMALA,atencion odontologica,consulta nueva,2015-01-01,28,21,5,25,6,5,3,9,4,10,0,1,0,17,46,88,134
UNCIA,atencion odontologica,consulta nueva,2015-01-01,27,14,14,17,5,9,8,44,6,2,0,6,0,22,60,114,174
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2015-01-01,24,29,151,187,177,229,180,420,13,6,0,30,0,0,545,901,1446
URUBICHA,atencion odontologica,consulta nueva,2015-01-01,0,1,1,0,3,0,10,4,2,0,0,0,0,7,16,12,28
UYUNI,atencion odontologica,consulta nueva,2015-01-01,49,140,20,20,3,19,98,148,18,17,0,21,0,43,188,408,596
VACAS,atencion odontologica,consulta nueva,2015-01-01,50,39,27,13,6,30,2,7,2,1,0,12,0,6,87,108,195
VALLEGRANDE,atencion odontologica,consulta nueva,2015-01-01,141,123,76,65,35,130,115,134,15,12,0,32,0,43,382,539,921
VIACHA,atencion odontologica,consulta nueva,2015-01-01,274,279,121,129,47,72,54,286,23,10,0,27,0,116,519,919,1438
VILA VILA,atencion odontologica,consulta nueva,2015-01-01,2,13,2,1,0,12,1,15,4,0,0,5,0,45,9,91,100
VILLA CHARCAS,atencion odontologica,consulta nueva,2015-01-01,19,24,11,17,4,17,16,34,7,2,0,9,0,17,57,120,177
VILLA MONTES,atencion odontologica,consulta nueva,2015-01-01,35,43,163,231,132,259,140,369,19,13,0,20,0,1,489,936,1425
VILLA RIVERO,atencion odontologica,consulta nueva,2015-01-01,34,57,7,21,2,23,8,63,0,2,0,33,0,45,51,244,295
VILLA SERRANO,atencion odontologica,consulta nueva,2015-01-01,109,134,4,6,2,3,8,73,4,2,0,42,0,37,127,297,424
VILLA TUNARI,atencion odontologica,consulta nueva,2015-01-01,272,236,67,79,58,142,77,326,39,22,0,65,0,168,513,1038,1551
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2015-01-01,40,48,17,49,27,44,18,62,4,1,0,16,0,2,106,222,328
VILLAZON,atencion odontologica,consulta nueva,2015-01-01,144,158,90,112,46,92,65,239,13,29,0,58,0,34,358,722,1080
VINTO,atencion odontologica,consulta nueva,2015-01-01,247,182,26,36,4,56,8,114,5,17,0,44,0,164,290,613,903
VITICHI,atencion odontologica,consulta nueva,2015-01-01,5,4,7,8,5,5,6,24,4,1,0,1,0,0,27,43,70
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2015-01-01,2,1,2,3,4,6,7,16,5,1,0,5,0,6,20,38,58
WARNES,atencion odontologica,consulta nueva,2015-01-01,80,98,29,16,5,33,13,138,16,12,0,44,0,33,143,374,517
YACO,atencion odontologica,consulta nueva,2015-01-01,15,7,5,16,12,16,22,42,7,6,0,3,0,20,61,110,171
YACUIBA,atencion odontologica,consulta nueva,2015-01-01,48,35,195,206,93,272,298,511,32,31,0,1,0,12,666,1068,1734
YAMPARAEZ,atencion odontologica,consulta nueva,2015-01-01,36,30,6,11,6,19,23,46,2,21,0,16,0,16,73,159,232
YANACACHI,atencion odontologica,consulta nueva,2015-01-01,10,27,21,38,14,21,23,47,8,6,0,5,0,0,76,144,220
YAPACANI,atencion odontologica,consulta nueva,2015-01-01,71,95,2,4,5,3,29,129,16,10,0,19,0,24,123,284,407
YOCALLA,atencion odontologica,consulta nueva,2015-01-01,13,17,6,27,33,14,22,42,18,11,0,4,0,15,92,130,222
YOTALA,atencion odontologica,consulta nueva,2015-01-01,53,17,36,28,22,36,13,30,5,0,0,14,0,3,129,128,257
YUNCHARA,atencion odontologica,consulta nueva,2015-01-01,8,20,57,57,12,65,25,150,2,10,0,8,0,6,104,316,420
ZUDAÑEZ,atencion odontologica,consulta nueva,2015-01-01,19,28,24,14,5,34,28,41,6,3,0,14,0,21,82,155,237
ACACIO,atencion odontologica,consulta nueva,2015-02-01,28,42,5,2,0,12,1,14,0,4,0,8,0,14,34,96,130
ACHACACHI,atencion odontologica,consulta nueva,2015-02-01,71,73,15,32,8,40,26,107,43,38,0,21,0,7,163,318,481
ACHOCALLA,atencion odontologica,consulta nueva,2015-02-01,52,53,8,8,6,9,2,14,6,5,0,6,0,10,74,105,179
AIQUILE,atencion odontologica,consulta nueva,2015-02-01,59,111,16,33,3,5,15,45,20,3,0,46,0,24,113,267,380
ALALAY,atencion odontologica,consulta nueva,2015-02-01,3,3,0,4,2,7,3,5,4,7,0,5,0,7,12,38,50
ALCALA,atencion odontologica,consulta nueva,2015-02-01,2,4,9,10,2,12,10,16,3,1,0,3,0,15,26,61,87
ALTO BENI,atencion odontologica,consulta nueva,2015-02-01,32,28,10,24,2,4,9,26,0,0,0,2,0,10,53,94,147
ANCORAIMES,atencion odontologica,consulta nueva,2015-02-01,21,15,5,6,5,7,16,26,17,16,0,1,0,5,64,76,140
ANDAMARCA,atencion odontologica,consulta nueva,2015-02-01,4,18,10,12,12,5,14,29,6,5,0,11,0,6,46,86,132
ANTEQUERA,atencion odontologica,consulta nueva,2015-02-01,1,1,0,2,0,0,15,6,2,2,0,1,0,0,18,12,30
ANZALDO,atencion odontologica,consulta nueva,2015-02-01,18,30,5,6,3,7,21,45,13,18,0,2,0,27,60,135,195
APOLO,atencion odontologica,consulta nueva,2015-02-01,11,12,17,9,11,29,6,42,1,2,0,3,0,42,46,139,185
ARAMPAMPA,atencion odontologica,consulta nueva,2015-02-01,5,16,2,0,2,1,7,14,0,0,0,3,0,6,16,40,56
ARANI,atencion odontologica,consulta nueva,2015-02-01,44,27,12,8,1,16,13,56,16,37,0,16,0,10,86,170,256
ARBIETO,atencion odontologica,consulta nueva,2015-02-01,60,51,6,5,6,23,12,73,39,24,0,20,0,28,123,224,347
ARQUE,atencion odontologica,consulta nueva,2015-02-01,12,11,2,3,3,18,19,34,4,3,0,4,0,16,40,89,129
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2015-02-01,18,2,3,4,4,2,4,13,8,2,0,21,0,8,37,52,89
ATOCHA,atencion odontologica,consulta nueva,2015-02-01,39,61,39,45,30,38,102,96,4,6,0,8,0,2,214,256,470
AUCAPATA,atencion odontologica,consulta nueva,2015-02-01,2,3,4,1,3,4,4,6,10,4,0,0,0,0,23,18,41
AYATA,atencion odontologica,consulta nueva,2015-02-01,53,65,2,9,5,11,17,58,11,7,0,11,0,4,88,165,253
AYO AYO,atencion odontologica,consulta nueva,2015-02-01,33,26,19,14,18,17,23,60,4,14,0,0,0,26,97,157,254
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2015-02-01,91,79,32,20,12,29,49,84,22,14,0,11,0,84,206,321,527
AZURDUY,atencion odontologica,consulta nueva,2015-02-01,9,17,3,1,5,9,18,30,3,5,0,22,0,4,38,88,126
BATALLAS,atencion odontologica,consulta nueva,2015-02-01,11,12,16,2,4,14,6,19,13,10,0,16,0,2,50,75,125
BAURES,atencion odontologica,consulta nueva,2015-02-01,0,2,5,8,10,17,23,27,1,1,0,3,0,0,39,58,97
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2015-02-01,11,9,2,2,1,5,0,0,5,10,0,2,0,3,19,31,50
BELEN DE URMIRI,atencion odontologica,consulta nueva,2015-02-01,1,4,2,6,3,0,3,9,4,5,0,2,0,7,13,33,46
BERMEJO,atencion odontologica,consulta nueva,2015-02-01,36,29,92,90,73,126,126,321,33,31,0,32,0,1,360,630,990
BETANZOS,atencion odontologica,consulta nueva,2015-02-01,72,74,4,15,11,19,24,61,18,14,0,13,0,17,129,213,342
BOLIVAR,atencion odontologica,consulta nueva,2015-02-01,3,1,4,4,1,7,0,17,2,2,0,0,0,1,10,32,42
BOLPEBRA,atencion odontologica,consulta nueva,2015-02-01,2,3,0,0,0,0,3,2,0,0,0,0,0,0,5,5,10
BOYUIBE,atencion odontologica,consulta nueva,2015-02-01,0,1,4,2,5,3,3,20,2,0,0,0,0,1,14,27,41
BUENA VISTA,atencion odontologica,consulta nueva,2015-02-01,17,21,1,1,3,5,4,16,1,2,0,4,0,12,26,61,87
CABEZAS,atencion odontologica,consulta nueva,2015-02-01,98,98,17,10,16,33,38,87,24,23,0,32,0,20,193,303,496
CAIROMA,atencion odontologica,consulta nueva,2015-02-01,21,20,3,8,9,2,19,18,6,2,0,2,0,2,58,54,112
"CAIZA ""D""",atencion odontologica,consulta nueva,2015-02-01,31,28,7,6,6,5,15,33,7,11,0,7,0,6,66,96,162
CAJUATA,atencion odontologica,consulta nueva,2015-02-01,48,32,15,15,6,19,7,47,7,6,0,11,0,14,83,144,227
CALACOTO,atencion odontologica,consulta nueva,2015-02-01,2,22,1,3,2,1,3,11,4,5,0,0,0,5,12,47,59
CALAMARCA,atencion odontologica,consulta nueva,2015-02-01,23,24,20,29,18,23,25,49,9,19,0,2,0,14,95,160,255
CAMARGO,atencion odontologica,consulta nueva,2015-02-01,77,96,21,13,3,29,25,97,16,11,0,49,0,24,142,319,461
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2015-02-01,1,1,7,1,2,2,6,19,2,1,0,0,0,0,18,24,42
CAMIRI,atencion odontologica,consulta nueva,2015-02-01,65,57,35,37,25,47,59,116,22,43,0,107,0,15,206,422,628
CAPINOTA,atencion odontologica,consulta nueva,2015-02-01,78,65,32,38,15,35,35,117,24,11,0,19,0,30,184,315,499
CAQUIAVIRI,atencion odontologica,consulta nueva,2015-02-01,8,13,14,12,9,5,4,36,12,7,0,0,0,10,47,83,130
CARACOLLO,atencion odontologica,consulta nueva,2015-02-01,68,44,80,76,19,63,26,178,21,28,0,60,0,5,214,454,668
CARANAVI,atencion odontologica,consulta nueva,2015-02-01,57,59,8,13,9,33,17,77,18,18,0,39,0,47,109,286,395
CARAPARI,atencion odontologica,consulta nueva,2015-02-01,5,7,63,43,50,57,60,158,10,1,0,1,0,3,188,270,458
CARIPUYO,atencion odontologica,consulta nueva,2015-02-01,57,56,6,4,3,13,8,32,7,10,0,9,0,16,81,140,221
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2015-02-01,27,37,0,1,21,25,22,16,0,0,0,9,0,14,70,102,172
CATACORA,atencion odontologica,consulta nueva,2015-02-01,3,2,6,2,4,1,9,12,0,2,0,0,0,2,22,21,43
CHALLAPATA,atencion odontologica,consulta nueva,2015-02-01,96,133,141,150,17,64,78,192,25,21,0,40,0,50,357,650,1007
CHAQUI,atencion odontologica,consulta nueva,2015-02-01,2,9,6,3,0,8,9,17,7,3,0,4,0,5,24,49,73
CHARAGUA,atencion odontologica,consulta nueva,2015-02-01,28,20,12,20,9,12,26,38,1,6,0,21,0,18,76,135,211
CHARAÑA,atencion odontologica,consulta nueva,2015-02-01,12,5,3,0,2,2,4,7,5,1,0,1,0,5,26,21,47
CHAYANTA,atencion odontologica,consulta nueva,2015-02-01,13,27,14,10,14,15,18,29,6,11,0,4,0,5,65,101,166
CHIMORE,atencion odontologica,consulta nueva,2015-02-01,92,66,19,26,4,45,7,82,8,0,0,7,0,38,130,264,394
CHIPAYA,atencion odontologica,consulta nueva,2015-02-01,3,0,3,7,0,1,1,7,0,0,0,0,0,0,7,15,22
CHOQUE COTA,atencion odontologica,consulta nueva,2015-02-01,2,3,0,0,2,0,2,10,2,3,0,0,0,0,8,16,24
CHUA COCANI,atencion odontologica,consulta nueva,2015-02-01,3,2,2,1,2,0,2,10,4,13,0,0,0,1,13,27,40
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2015-02-01,90,42,34,30,11,33,15,56,1,0,0,13,0,37,151,211,362
CHUMA,atencion odontologica,consulta nueva,2015-02-01,54,42,29,24,36,51,76,127,32,23,0,10,0,13,227,290,517
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2015-02-01,23,12,2,4,2,2,7,25,2,5,0,6,0,19,36,73,109
CKOCHAS,atencion odontologica,consulta nueva,2015-02-01,4,1,5,5,3,5,7,17,0,1,0,12,0,4,19,45,64
CLIZA,atencion odontologica,consulta nueva,2015-02-01,59,43,5,30,7,16,26,114,14,60,0,26,0,27,111,316,427
COBIJA,atencion odontologica,consulta nueva,2015-02-01,229,184,47,29,200,50,98,160,9,4,0,40,0,21,583,488,1071
COCAPATA,atencion odontologica,consulta nueva,2015-02-01,124,86,16,16,18,33,56,103,11,13,0,15,0,56,225,322,547
COCHABAMBA,atencion odontologica,consulta nueva,2015-02-01,1557,1486,1249,1296,615,967,1149,2583,459,413,0,919,0,564,5029,8228,13257
COIPASA,atencion odontologica,consulta nueva,2015-02-01,8,8,6,8,0,2,16,12,6,6,0,5,0,2,36,43,79
COLCAPIRHUA,atencion odontologica,consulta nueva,2015-02-01,210,220,12,15,0,24,8,101,16,22,0,43,0,58,246,483,729
"COLCHA ""K""",atencion odontologica,consulta nueva,2015-02-01,7,6,3,1,1,1,5,13,5,4,0,1,0,5,21,31,52
COLLANA,atencion odontologica,consulta nueva,2015-02-01,7,9,77,42,6,8,9,14,1,3,0,1,0,5,100,82,182
COLOMI,atencion odontologica,consulta nueva,2015-02-01,99,104,1,2,4,16,0,10,13,1,0,31,0,52,117,216,333
COLPA BELGICA,atencion odontologica,consulta nueva,2015-02-01,20,14,32,28,2,2,15,12,2,0,0,2,0,3,71,61,132
COLQUECHACA,atencion odontologica,consulta nueva,2015-02-01,27,45,19,19,10,14,35,84,21,22,0,15,0,37,112,236,348
COLQUENCHA,atencion odontologica,consulta nueva,2015-02-01,16,18,25,69,11,35,11,27,9,2,0,5,0,2,72,158,230
COLQUIRI,atencion odontologica,consulta nueva,2015-02-01,23,20,51,40,26,58,57,131,27,22,0,1,0,20,184,292,476
COMANCHE,atencion odontologica,consulta nueva,2015-02-01,2,2,2,2,1,3,0,7,2,0,0,1,0,2,7,17,24
COMARAPA,atencion odontologica,consulta nueva,2015-02-01,15,11,8,11,10,25,20,38,11,5,0,10,0,7,64,107,171
COMBAYA,atencion odontologica,consulta nueva,2015-02-01,1,2,0,0,0,1,0,0,2,1,0,0,0,0,3,4,7
CONCEPCION,atencion odontologica,consulta nueva,2015-02-01,26,44,6,2,1,3,17,34,8,2,0,4,0,0,58,89,147
COPACABANA,atencion odontologica,consulta nueva,2015-02-01,0,4,0,3,0,2,1,4,1,0,0,0,0,0,2,13,15
CORIPATA,atencion odontologica,consulta nueva,2015-02-01,11,21,10,2,3,22,20,21,1,0,0,7,0,17,45,90,135
CORO CORO,atencion odontologica,consulta nueva,2015-02-01,4,2,9,2,7,21,11,24,2,7,0,1,0,7,33,64,97
COROICO,atencion odontologica,consulta nueva,2015-02-01,14,16,25,34,11,15,65,56,15,1,0,1,0,11,130,134,264
CORQUE,atencion odontologica,consulta nueva,2015-02-01,2,10,5,1,4,2,2,11,5,2,0,0,0,0,18,26,44
COTAGAITA,atencion odontologica,consulta nueva,2015-02-01,23,27,23,25,20,36,51,107,22,13,0,9,0,9,139,226,365
COTOCA,atencion odontologica,consulta nueva,2015-02-01,38,46,24,25,2,7,1,24,7,2,0,4,0,5,72,113,185
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2015-02-01,167,172,8,6,13,20,12,75,25,12,0,16,0,45,225,346,571
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2015-02-01,11,0,37,19,0,2,1,3,2,4,0,0,0,1,51,29,80
CUEVO,atencion odontologica,consulta nueva,2015-02-01,2,7,4,3,6,5,6,13,8,7,0,5,0,1,26,41,67
CULPINA,atencion odontologica,consulta nueva,2015-02-01,92,79,14,19,9,29,28,123,5,8,0,71,0,20,148,349,497
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2015-02-01,3,7,0,2,1,1,2,3,6,1,0,1,0,0,12,15,27
CURVA,atencion odontologica,consulta nueva,2015-02-01,14,18,5,1,0,0,7,4,0,0,0,1,0,3,26,27,53
DESAGUADERO,atencion odontologica,consulta nueva,2015-02-01,10,15,15,12,10,13,10,11,0,0,0,5,0,2,45,58,103
EL ALTO,atencion odontologica,consulta nueva,2015-02-01,2099,2059,1721,1905,622,1091,399,1595,150,132,0,450,0,645,4991,7877,12868
