,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
SAN BORJA,atencion odontologica,medidas preventivas,2015-01-01,16,15,12,22,5,6,2,9,1,0,0,0,0,0,36,52,88
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2015-01-01,2,3,1,3,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN CARLOS,atencion odontologica,medidas preventivas,2015-01-01,3,9,3,2,0,0,0,0,0,0,0,0,0,0,6,11,17
SAN IGNACIO,atencion odontologica,medidas preventivas,2015-01-01,8,5,16,13,8,10,8,20,0,0,0,0,0,0,40,48,88
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2015-01-01,7,5,13,18,3,5,22,9,0,0,0,0,0,0,45,37,82
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2015-01-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SAN JOAQUIN,atencion odontologica,medidas preventivas,2015-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2015-01-01,0,1,0,2,0,0,3,1,0,0,0,0,0,0,3,4,7
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2015-01-01,4,3,0,0,1,0,0,4,1,0,0,0,0,0,6,7,13
SAN JULIAN,atencion odontologica,medidas preventivas,2015-01-01,62,74,14,26,0,2,7,17,2,1,0,0,0,0,85,120,205
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2015-01-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2015-01-01,12,5,12,25,7,25,4,13,0,0,0,0,0,0,35,68,103
SAN LUCAS,atencion odontologica,medidas preventivas,2015-01-01,17,15,7,3,0,5,2,14,0,0,0,0,0,0,26,37,63
SAN MATIAS,atencion odontologica,medidas preventivas,2015-01-01,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,3,5
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2015-01-01,5,19,1,1,2,1,0,1,0,0,0,0,0,0,8,22,30
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2015-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN PEDRO,atencion odontologica,medidas preventivas,2015-01-01,3,1,1,0,0,1,4,4,0,0,0,0,0,0,8,6,14
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2015-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2015-01-01,4,7,2,1,0,0,0,3,1,1,0,0,0,0,7,12,19
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2015-01-01,3,3,0,0,0,1,0,2,0,0,0,0,0,0,3,6,9
SAN RAFAEL,atencion odontologica,medidas preventivas,2015-01-01,5,10,2,4,1,4,4,9,1,0,0,0,0,0,13,27,40
SAN RAMON BENI,atencion odontologica,medidas preventivas,2015-01-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,4
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2015-01-01,51,69,0,0,0,0,0,0,0,0,0,0,0,0,51,69,120
SANTA ANA,atencion odontologica,medidas preventivas,2015-01-01,14,3,36,45,25,65,11,47,1,1,0,0,0,0,87,161,248
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2015-01-01,1668,1676,187,262,215,368,177,828,21,31,0,0,0,0,2268,3165,5433
SANTA ROSA,atencion odontologica,medidas preventivas,2015-01-01,6,6,5,2,0,0,1,0,0,0,0,0,0,0,12,8,20
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2015-01-01,0,4,0,2,1,1,1,0,0,0,0,0,0,0,2,7,9
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2015-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2015-01-01,15,21,81,35,13,46,12,27,12,7,0,0,0,0,133,136,269
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2015-01-01,5,15,0,0,0,0,0,3,0,0,0,0,0,0,5,18,23
SANTIVAÑES,atencion odontologica,medidas preventivas,2015-01-01,7,0,2,0,3,1,0,0,0,0,0,0,0,0,12,1,13
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2015-01-01,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9
SAPAHAQUI,atencion odontologica,medidas preventivas,2015-01-01,54,19,1,0,0,2,0,4,1,0,0,0,0,0,56,25,81
SENA,atencion odontologica,medidas preventivas,2015-01-01,1,0,3,0,0,5,0,0,0,0,0,0,0,0,4,5,9
SHINAOTA,atencion odontologica,medidas preventivas,2015-01-01,20,32,0,0,0,0,0,0,0,0,0,0,0,0,20,32,52
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2015-01-01,9,4,3,2,1,5,0,4,0,0,0,0,0,0,13,15,28
SIPE SIPE,atencion odontologica,medidas preventivas,2015-01-01,21,25,0,0,0,0,0,7,0,0,0,0,0,0,21,32,53
SOPACHUY,atencion odontologica,medidas preventivas,2015-01-01,0,3,1,3,20,0,2,1,0,0,0,0,0,0,23,7,30
SORACACHI,atencion odontologica,medidas preventivas,2015-01-01,4,2,0,0,0,0,1,2,0,0,0,0,0,0,5,4,9
SORATA,atencion odontologica,medidas preventivas,2015-01-01,29,30,1,0,0,4,0,17,7,1,0,0,0,0,37,52,89
SUCRE,atencion odontologica,medidas preventivas,2015-01-01,863,568,246,277,96,212,306,521,24,15,0,0,0,0,1535,1593,3128
TACACHI,atencion odontologica,medidas preventivas,2015-01-01,0,1,0,0,1,0,2,2,0,0,0,0,0,0,3,3,6
TACACOMA,atencion odontologica,medidas preventivas,2015-01-01,1,0,0,0,3,0,1,0,1,0,0,0,0,0,6,0,6
TAHUA,atencion odontologica,medidas preventivas,2015-01-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TAPACARI,atencion odontologica,medidas preventivas,2015-01-01,31,18,3,0,3,0,2,5,3,2,0,0,0,0,42,25,67
TARABUCO,atencion odontologica,medidas preventivas,2015-01-01,44,36,0,0,0,2,0,8,0,0,0,0,0,0,44,46,90
TARACO,atencion odontologica,medidas preventivas,2015-01-01,54,35,0,0,0,0,0,10,2,0,0,0,0,0,56,45,101
TARATA,atencion odontologica,medidas preventivas,2015-01-01,2,4,7,4,1,0,0,4,2,0,0,0,0,0,12,12,24
TARIJA,atencion odontologica,medidas preventivas,2015-01-01,67,101,320,307,200,261,166,186,25,13,0,0,0,0,778,868,1646
TARVITA,atencion odontologica,medidas preventivas,2015-01-01,31,40,0,1,0,5,0,12,0,0,0,0,0,0,31,58,89
TEOPONTE,atencion odontologica,medidas preventivas,2015-01-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
TIAWANACU,atencion odontologica,medidas preventivas,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TINGUIPAYA,atencion odontologica,medidas preventivas,2015-01-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
TIPUANI,atencion odontologica,medidas preventivas,2015-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TIQUIPAYA,atencion odontologica,medidas preventivas,2015-01-01,217,208,50,52,12,43,7,79,3,6,0,0,0,0,289,388,677
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2015-01-01,1,2,0,1,1,0,0,1,0,0,0,0,0,0,2,4,6
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TOCO,atencion odontologica,medidas preventivas,2015-01-01,4,9,2,2,0,0,0,1,0,0,0,0,0,0,6,12,18
TODOS SANTOS,atencion odontologica,medidas preventivas,2015-01-01,2,1,4,5,0,1,0,3,0,0,0,0,0,0,6,10,16
TOLATA,atencion odontologica,medidas preventivas,2015-01-01,6,6,2,0,0,1,0,8,1,4,0,0,0,0,9,19,28
TOLEDO,atencion odontologica,medidas preventivas,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOMAVE,atencion odontologica,medidas preventivas,2015-01-01,5,10,0,0,0,3,1,4,0,0,0,0,0,0,6,17,23
TOMINA,atencion odontologica,medidas preventivas,2015-01-01,12,25,1,14,0,0,0,1,0,0,0,0,0,0,13,40,53
TORO TORO,atencion odontologica,medidas preventivas,2015-01-01,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
TOTORA(CBBA),atencion odontologica,medidas preventivas,2015-01-01,11,6,0,1,0,3,0,7,3,4,0,0,0,0,14,21,35
TOTORA(ORR),atencion odontologica,medidas preventivas,2015-01-01,4,4,1,0,0,0,2,8,0,0,0,0,0,0,7,12,19
TRIGAL,atencion odontologica,medidas preventivas,2015-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TRINIDAD,atencion odontologica,medidas preventivas,2015-01-01,32,22,58,91,11,28,15,40,2,0,0,0,0,0,118,181,299
TUPIZA,atencion odontologica,medidas preventivas,2015-01-01,18,20,23,14,2,14,20,10,4,5,0,0,0,0,67,63,130
TURCO,atencion odontologica,medidas preventivas,2015-01-01,8,6,0,1,0,0,0,0,0,1,0,0,0,0,8,8,16
UMALA,atencion odontologica,medidas preventivas,2015-01-01,20,16,0,3,0,0,1,0,0,0,0,0,0,0,21,19,40
UNCIA,atencion odontologica,medidas preventivas,2015-01-01,31,17,2,2,0,0,0,0,0,0,0,0,0,0,33,19,52
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2015-01-01,5,11,19,50,40,43,1,13,0,0,0,0,0,0,65,117,182
URUBICHA,atencion odontologica,medidas preventivas,2015-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UYUNI,atencion odontologica,medidas preventivas,2015-01-01,12,11,2,0,0,0,1,2,0,0,0,0,0,0,15,13,28
VACAS,atencion odontologica,medidas preventivas,2015-01-01,37,29,8,5,1,3,5,6,0,0,0,0,0,0,51,43,94
VALLEGRANDE,atencion odontologica,medidas preventivas,2015-01-01,53,69,10,8,6,7,3,5,0,0,0,0,0,0,72,89,161
VIACHA,atencion odontologica,medidas preventivas,2015-01-01,42,45,8,14,0,0,0,1,0,0,0,0,0,0,50,60,110
VILA VILA,atencion odontologica,medidas preventivas,2015-01-01,2,3,0,0,0,8,0,3,0,0,0,0,0,0,2,14,16
VILLA CHARCAS,atencion odontologica,medidas preventivas,2015-01-01,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
VILLA MONTES,atencion odontologica,medidas preventivas,2015-01-01,5,7,36,29,27,51,21,48,1,0,0,0,0,0,90,135,225
VILLA RIVERO,atencion odontologica,medidas preventivas,2015-01-01,20,55,2,14,0,16,0,2,0,0,0,0,0,0,22,87,109
VILLA SERRANO,atencion odontologica,medidas preventivas,2015-01-01,8,14,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
VILLA TUNARI,atencion odontologica,medidas preventivas,2015-01-01,152,111,23,35,8,28,23,64,1,0,0,0,0,0,207,238,445
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2015-01-01,20,22,2,1,0,7,1,4,0,0,0,0,0,0,23,34,57
VILLAZON,atencion odontologica,medidas preventivas,2015-01-01,68,69,13,11,13,8,13,11,13,37,0,0,0,0,120,136,256
VINTO,atencion odontologica,medidas preventivas,2015-01-01,127,103,8,9,0,5,0,1,0,0,0,0,0,0,135,118,253
VITICHI,atencion odontologica,medidas preventivas,2015-01-01,3,0,1,1,0,0,0,1,0,0,0,0,0,0,4,2,6
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2015-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,atencion odontologica,medidas preventivas,2015-01-01,39,52,4,5,2,14,0,15,6,2,0,0,0,0,51,88,139
YACO,atencion odontologica,medidas preventivas,2015-01-01,5,1,2,3,2,0,0,3,0,0,0,0,0,0,9,7,16
YACUIBA,atencion odontologica,medidas preventivas,2015-01-01,41,27,95,66,18,35,29,70,0,1,0,0,0,0,183,199,382
YAMPARAEZ,atencion odontologica,medidas preventivas,2015-01-01,21,26,0,0,0,1,1,3,0,0,0,0,0,0,22,30,52
YANACACHI,atencion odontologica,medidas preventivas,2015-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
YAPACANI,atencion odontologica,medidas preventivas,2015-01-01,11,29,7,5,7,5,4,5,0,7,0,0,0,0,29,51,80
YOCALLA,atencion odontologica,medidas preventivas,2015-01-01,2,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11,13
YOTALA,atencion odontologica,medidas preventivas,2015-01-01,41,15,4,2,0,6,2,8,0,0,0,0,0,0,47,31,78
YUNCHARA,atencion odontologica,medidas preventivas,2015-01-01,9,14,15,6,2,7,0,3,0,0,0,0,0,0,26,30,56
ACACIO,atencion odontologica,medidas preventivas,2015-02-01,6,18,2,0,1,0,0,1,0,0,0,0,0,0,9,19,28
ACHACACHI,atencion odontologica,medidas preventivas,2015-02-01,12,14,1,4,0,0,0,0,0,0,0,0,0,0,13,18,31
ACHOCALLA,atencion odontologica,medidas preventivas,2015-02-01,18,14,2,1,1,1,0,1,0,0,0,0,0,0,21,17,38
AIQUILE,atencion odontologica,medidas preventivas,2015-02-01,46,69,6,15,0,6,1,21,3,1,0,0,0,0,56,112,168
ALALAY,atencion odontologica,medidas preventivas,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALCALA,atencion odontologica,medidas preventivas,2015-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
ALTO BENI,atencion odontologica,medidas preventivas,2015-02-01,22,18,5,7,0,0,1,3,0,0,0,0,0,0,28,28,56
ANCORAIMES,atencion odontologica,medidas preventivas,2015-02-01,18,13,1,0,0,0,0,0,0,0,0,0,0,0,19,13,32
ANDAMARCA,atencion odontologica,medidas preventivas,2015-02-01,0,5,1,0,6,1,0,0,0,0,0,0,0,0,7,6,13
ANTEQUERA,atencion odontologica,medidas preventivas,2015-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANZALDO,atencion odontologica,medidas preventivas,2015-02-01,8,13,0,0,0,0,0,2,4,7,0,0,0,0,12,22,34
APOLO,atencion odontologica,medidas preventivas,2015-02-01,5,1,0,0,0,2,0,4,0,0,0,0,0,0,5,7,12
ARAMPAMPA,atencion odontologica,medidas preventivas,2015-02-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
ARANI,atencion odontologica,medidas preventivas,2015-02-01,39,16,5,3,2,14,5,16,1,7,0,0,0,0,52,56,108
ARBIETO,atencion odontologica,medidas preventivas,2015-02-01,25,13,0,0,1,1,0,4,3,2,0,0,0,0,29,20,49
ARQUE,atencion odontologica,medidas preventivas,2015-02-01,4,3,0,0,0,0,0,2,0,0,0,0,0,0,4,5,9
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2015-02-01,10,6,22,11,0,8,0,3,1,0,0,0,0,0,33,28,61
ATOCHA,atencion odontologica,medidas preventivas,2015-02-01,13,18,36,44,37,50,69,51,4,4,0,0,0,0,159,167,326
AYATA,atencion odontologica,medidas preventivas,2015-02-01,29,41,0,2,1,1,0,5,4,1,0,0,0,0,34,50,84
AYO AYO,atencion odontologica,medidas preventivas,2015-02-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2015-02-01,53,51,36,19,16,10,48,40,2,0,0,0,0,0,155,120,275
AZURDUY,atencion odontologica,medidas preventivas,2015-02-01,8,10,0,0,0,3,0,5,0,0,0,0,0,0,8,18,26
BATALLAS,atencion odontologica,medidas preventivas,2015-02-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
BAURES,atencion odontologica,medidas preventivas,2015-02-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,4
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2015-02-01,8,4,0,0,0,2,0,0,2,1,0,0,0,0,10,7,17
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2015-02-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
BELLA FLOR,atencion odontologica,medidas preventivas,2015-02-01,24,32,30,28,0,2,1,0,1,0,0,0,0,0,56,62,118
BERMEJO,atencion odontologica,medidas preventivas,2015-02-01,13,15,23,34,13,22,24,86,1,4,0,0,0,0,74,161,235
BETANZOS,atencion odontologica,medidas preventivas,2015-02-01,56,82,0,1,0,8,1,3,0,0,0,0,0,0,57,94,151
BOLIVAR,atencion odontologica,medidas preventivas,2015-02-01,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
BOLPEBRA,atencion odontologica,medidas preventivas,2015-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BUENA VISTA,atencion odontologica,medidas preventivas,2015-02-01,14,11,0,3,0,1,0,1,0,0,0,0,0,0,14,16,30
CABEZAS,atencion odontologica,medidas preventivas,2015-02-01,31,35,24,13,2,3,3,13,0,0,0,0,0,0,60,64,124
CAIROMA,atencion odontologica,medidas preventivas,2015-02-01,18,15,3,2,4,0,5,11,0,1,0,0,0,0,30,29,59
"CAIZA ""D""",atencion odontologica,medidas preventivas,2015-02-01,8,4,0,0,0,0,0,1,0,0,0,0,0,0,8,5,13
CAJUATA,atencion odontologica,medidas preventivas,2015-02-01,20,18,1,2,1,0,4,0,0,0,0,0,0,0,26,20,46
CALACOTO,atencion odontologica,medidas preventivas,2015-02-01,1,11,0,0,0,0,0,2,0,0,0,0,0,0,1,13,14
CALAMARCA,atencion odontologica,medidas preventivas,2015-02-01,8,4,0,0,0,1,0,0,0,0,0,0,0,0,8,5,13
CAMARGO,atencion odontologica,medidas preventivas,2015-02-01,20,15,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2015-02-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,3
CAMIRI,atencion odontologica,medidas preventivas,2015-02-01,23,12,24,5,12,5,40,27,8,9,0,0,0,0,107,58,165
CAPINOTA,atencion odontologica,medidas preventivas,2015-02-01,59,44,33,27,10,37,34,79,5,1,0,0,0,0,141,188,329
CAQUIAVIRI,atencion odontologica,medidas preventivas,2015-02-01,1,8,8,0,0,0,0,3,0,0,0,0,0,0,9,11,20
CARACOLLO,atencion odontologica,medidas preventivas,2015-02-01,14,14,12,16,1,0,3,6,0,0,0,0,0,0,30,36,66
CARANAVI,atencion odontologica,medidas preventivas,2015-02-01,14,19,11,14,10,22,12,11,1,0,0,0,0,0,48,66,114
CARAPARI,atencion odontologica,medidas preventivas,2015-02-01,0,1,15,6,1,2,5,4,0,1,0,0,0,0,21,14,35
CARIPUYO,atencion odontologica,medidas preventivas,2015-02-01,33,32,0,0,0,2,0,4,1,0,0,0,0,0,34,38,72
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2015-02-01,17,25,0,0,0,0,1,4,0,0,0,0,0,0,18,29,47
CATACORA,atencion odontologica,medidas preventivas,2015-02-01,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5
CHALLAPATA,atencion odontologica,medidas preventivas,2015-02-01,20,26,31,36,4,7,21,33,3,5,0,0,0,0,79,107,186
CHAQUI,atencion odontologica,medidas preventivas,2015-02-01,1,3,0,1,0,2,1,0,1,0,0,0,0,0,3,6,9
CHARAGUA,atencion odontologica,medidas preventivas,2015-02-01,23,14,0,0,0,3,0,2,0,0,0,0,0,0,23,19,42
CHARAÑA,atencion odontologica,medidas preventivas,2015-02-01,19,3,0,0,0,0,0,2,0,0,0,0,0,0,19,5,24
CHAYANTA,atencion odontologica,medidas preventivas,2015-02-01,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,20,20
CHIMORE,atencion odontologica,medidas preventivas,2015-02-01,60,43,2,1,2,20,0,0,0,0,0,0,0,0,64,64,128
CHIPAYA,atencion odontologica,medidas preventivas,2015-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2015-02-01,27,10,4,6,0,1,0,0,0,0,0,0,0,0,31,17,48
CHUMA,atencion odontologica,medidas preventivas,2015-02-01,27,20,5,6,10,3,5,7,2,3,0,0,0,0,49,39,88
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2015-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CKOCHAS,atencion odontologica,medidas preventivas,2015-02-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
CLIZA,atencion odontologica,medidas preventivas,2015-02-01,14,12,3,4,0,0,0,12,0,2,0,0,0,0,17,30,47
COBIJA,atencion odontologica,medidas preventivas,2015-02-01,121,140,23,9,6,18,12,24,4,4,0,0,0,0,166,195,361
COCAPATA,atencion odontologica,medidas preventivas,2015-02-01,35,22,0,0,13,4,12,12,1,3,0,0,0,0,61,41,102
COCHABAMBA,atencion odontologica,medidas preventivas,2015-02-01,958,1886,1156,1264,479,731,1177,1904,123,90,0,0,0,0,3893,5875,9768
COIPASA,atencion odontologica,medidas preventivas,2015-02-01,4,3,6,4,0,0,0,0,0,0,0,0,0,0,10,7,17
COLCAPIRHUA,atencion odontologica,medidas preventivas,2015-02-01,67,88,3,2,0,5,1,6,2,1,0,0,0,0,73,102,175
"COLCHA ""K""",atencion odontologica,medidas preventivas,2015-02-01,1,0,0,1,0,0,0,0,3,1,0,0,0,0,4,2,6
COLLANA,atencion odontologica,medidas preventivas,2015-02-01,2,4,8,7,0,2,0,0,0,0,0,0,0,0,10,13,23
COLOMI,atencion odontologica,medidas preventivas,2015-02-01,49,57,0,0,0,6,0,2,2,0,0,0,0,0,51,65,116
COLPA BELGICA,atencion odontologica,medidas preventivas,2015-02-01,51,42,56,55,1,2,4,2,1,0,0,0,0,0,113,101,214
COLQUECHACA,atencion odontologica,medidas preventivas,2015-02-01,4,8,2,5,0,0,1,0,2,1,0,0,0,0,9,14,23
COLQUENCHA,atencion odontologica,medidas preventivas,2015-02-01,0,2,8,18,0,5,0,0,0,0,0,0,0,0,8,25,33
COLQUIRI,atencion odontologica,medidas preventivas,2015-02-01,3,2,11,11,5,11,12,20,3,0,0,0,0,0,34,44,78
COMARAPA,atencion odontologica,medidas preventivas,2015-02-01,10,3,4,5,5,6,5,4,0,0,0,0,0,0,24,18,42
COMBAYA,atencion odontologica,medidas preventivas,2015-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CONCEPCION,atencion odontologica,medidas preventivas,2015-02-01,13,15,2,0,0,0,0,1,0,0,0,0,0,0,15,16,31
COPACABANA,atencion odontologica,medidas preventivas,2015-02-01,2,5,10,6,0,0,0,0,0,0,0,0,0,0,12,11,23
CORIPATA,atencion odontologica,medidas preventivas,2015-02-01,7,14,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
CORO CORO,atencion odontologica,medidas preventivas,2015-02-01,2,2,0,0,2,0,0,0,0,0,0,0,0,0,4,2,6
COROICO,atencion odontologica,medidas preventivas,2015-02-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,4
COTAGAITA,atencion odontologica,medidas preventivas,2015-02-01,13,13,0,0,0,1,0,3,0,0,0,0,0,0,13,17,30
COTOCA,atencion odontologica,medidas preventivas,2015-02-01,96,110,44,50,10,10,3,13,4,3,0,0,0,0,157,186,343
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2015-02-01,109,89,0,1,1,0,5,4,0,0,0,0,0,0,115,94,209
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2015-02-01,9,0,34,14,0,0,0,0,0,0,0,0,0,0,43,14,57
CUEVO,atencion odontologica,medidas preventivas,2015-02-01,3,5,0,0,0,0,0,5,0,0,0,0,0,0,3,10,13
CULPINA,atencion odontologica,medidas preventivas,2015-02-01,25,24,2,0,0,0,0,1,0,0,0,0,0,0,27,25,52
CURVA,atencion odontologica,medidas preventivas,2015-02-01,4,8,0,0,0,0,0,1,0,0,0,0,0,0,4,9,13
DESAGUADERO,atencion odontologica,medidas preventivas,2015-02-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
EL ALTO,atencion odontologica,medidas preventivas,2015-02-01,777,698,548,638,228,279,220,355,51,29,0,0,0,0,1824,1999,3823
EL CHORO,atencion odontologica,medidas preventivas,2015-02-01,13,7,2,0,0,0,0,1,0,0,0,0,0,0,15,8,23
EL PUENTE(STC),atencion odontologica,medidas preventivas,2015-02-01,49,37,9,6,0,2,2,3,2,0,0,0,0,0,62,48,110
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2015-02-01,11,4,3,7,1,2,1,13,3,1,0,0,0,0,19,27,46
EL TORNO,atencion odontologica,medidas preventivas,2015-02-01,98,80,87,89,16,30,29,55,7,15,0,0,0,0,237,269,506
EL VILLAR,atencion odontologica,medidas preventivas,2015-02-01,12,9,1,5,0,4,0,0,0,1,0,0,0,0,13,19,32
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2015-02-01,7,24,31,25,5,13,1,11,0,5,0,0,0,0,44,78,122
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2015-02-01,11,14,3,2,0,1,3,7,1,0,0,0,0,0,18,24,42
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2015-02-01,12,8,0,16,0,25,0,13,0,0,0,0,0,0,12,62,74
FILADELFIA,atencion odontologica,medidas preventivas,2015-02-01,2,1,3,1,0,0,0,0,0,0,0,0,0,0,5,2,7
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2015-02-01,5,2,0,2,1,1,1,0,0,0,0,0,0,0,7,5,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2015-02-01,87,68,2,8,2,6,0,14,0,2,0,0,0,0,91,98,189
GUANAY,atencion odontologica,medidas preventivas,2015-02-01,12,9,1,1,1,3,0,0,1,0,0,0,0,0,15,13,28
GUAQUI,atencion odontologica,medidas preventivas,2015-02-01,19,10,4,2,4,8,9,28,13,8,0,0,0,0,49,56,105
GUAYARAMERIN,atencion odontologica,medidas preventivas,2015-02-01,13,11,15,26,6,23,7,19,0,0,0,0,0,0,41,79,120
GUTIERREZ,atencion odontologica,medidas preventivas,2015-02-01,40,30,3,0,0,1,0,0,1,0,0,0,0,0,44,31,75
HUACARETA,atencion odontologica,medidas preventivas,2015-02-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
