,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2015-01-01,0,0,2,2,2,3,2,4,2,3,0,0,0,0,8,12,20
SAN BENITO,atencion odontologica,exodoncia,2015-01-01,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,4,6
SAN BORJA,atencion odontologica,exodoncia,2015-01-01,2,2,2,9,1,7,7,37,6,3,0,0,0,0,18,58,76
SAN BUENA VENTURA,atencion odontologica,exodoncia,2015-01-01,0,0,2,5,1,4,4,7,6,2,0,0,0,0,13,18,31
SAN CARLOS,atencion odontologica,exodoncia,2015-01-01,1,0,19,5,0,2,3,7,3,1,0,0,0,0,26,15,41
SAN IGNACIO,atencion odontologica,exodoncia,2015-01-01,0,0,12,8,5,8,4,19,0,0,0,0,0,0,21,35,56
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2015-01-01,0,0,1,4,2,4,11,16,22,8,0,0,0,0,36,32,68
SAN JAVIER(BNI),atencion odontologica,exodoncia,2015-01-01,0,0,2,1,1,2,2,2,3,0,0,0,0,0,8,5,13
SAN JAVIER(STC),atencion odontologica,exodoncia,2015-01-01,0,1,4,3,1,2,5,6,2,4,0,0,0,0,12,16,28
SAN JOAQUIN,atencion odontologica,exodoncia,2015-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2015-01-01,0,0,6,4,5,0,3,11,4,3,0,0,0,0,18,18,36
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2015-01-01,0,0,1,1,2,1,3,8,1,0,0,0,0,0,7,10,17
SAN JULIAN,atencion odontologica,exodoncia,2015-01-01,0,0,4,6,0,1,0,22,4,16,0,0,0,0,8,45,53
SAN LORENZO(PND),atencion odontologica,exodoncia,2015-01-01,1,0,1,0,0,0,0,3,0,0,0,0,0,0,2,3,5
SAN LORENZO(TJA),atencion odontologica,exodoncia,2015-01-01,0,0,16,36,2,3,10,20,0,4,0,0,0,0,28,63,91
SAN LUCAS,atencion odontologica,exodoncia,2015-01-01,0,0,9,12,4,6,11,53,2,5,0,0,0,0,26,76,102
SAN MATIAS,atencion odontologica,exodoncia,2015-01-01,0,3,7,19,2,7,12,17,6,2,0,0,0,0,27,48,75
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2015-01-01,0,0,5,6,5,7,1,14,16,15,0,0,0,0,27,42,69
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2015-01-01,0,0,2,1,0,0,1,2,0,0,0,0,0,0,3,3,6
SAN PEDRO,atencion odontologica,exodoncia,2015-01-01,0,0,5,10,3,6,9,24,6,5,0,0,0,0,23,45,68
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2015-01-01,0,0,4,2,2,5,9,27,3,2,0,0,0,0,18,36,54
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2015-01-01,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,4
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2015-01-01,1,0,0,3,8,4,4,6,7,6,0,0,0,0,20,19,39
SAN RAFAEL,atencion odontologica,exodoncia,2015-01-01,0,0,0,6,2,3,0,5,1,0,0,0,0,0,3,14,17
SAN RAMON BENI,atencion odontologica,exodoncia,2015-01-01,0,0,6,4,0,5,2,4,0,1,0,0,0,0,8,14,22
SAN RAMON SCZ,atencion odontologica,exodoncia,2015-01-01,0,0,2,5,0,0,1,1,2,1,0,0,0,0,5,7,12
SANTA ANA,atencion odontologica,exodoncia,2015-01-01,1,1,15,15,6,17,2,14,9,3,0,0,0,0,33,50,83
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2015-01-01,27,37,153,147,58,69,124,222,106,73,0,0,0,0,468,548,1016
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2015-01-01,0,0,7,8,1,3,2,23,8,2,0,0,0,0,18,36,54
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2015-01-01,0,0,0,2,3,0,3,7,3,1,0,0,0,0,9,10,19
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2015-01-01,0,0,13,12,2,2,5,9,1,2,0,0,0,0,21,25,46
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2015-01-01,0,0,0,2,1,13,5,13,8,15,0,0,0,0,14,43,57
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2015-01-01,2,0,5,3,1,2,4,11,10,24,0,0,0,0,22,40,62
SANTIVAÑES,atencion odontologica,exodoncia,2015-01-01,0,0,1,1,0,0,0,1,0,5,0,0,0,0,1,7,8
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2015-01-01,0,2,1,2,0,0,1,1,0,1,0,0,0,0,2,6,8
SAPAHAQUI,atencion odontologica,exodoncia,2015-01-01,0,0,0,3,3,2,9,18,5,7,0,0,0,0,17,30,47
SENA,atencion odontologica,exodoncia,2015-01-01,0,0,0,2,0,1,6,8,0,0,0,0,0,0,6,11,17
SHINAOTA,atencion odontologica,exodoncia,2015-01-01,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2015-01-01,1,2,6,15,5,10,8,16,7,5,0,0,0,0,27,48,75
SIPE SIPE,atencion odontologica,exodoncia,2015-01-01,3,2,18,26,1,6,5,21,2,6,0,0,0,0,29,61,90
SOPACHUY,atencion odontologica,exodoncia,2015-01-01,0,0,6,16,2,2,0,32,3,1,0,0,0,0,11,51,62
SORACACHI,atencion odontologica,exodoncia,2015-01-01,0,0,8,5,1,0,3,15,2,0,0,0,0,0,14,20,34
SORATA,atencion odontologica,exodoncia,2015-01-01,0,1,4,5,2,3,7,13,11,3,0,0,0,0,24,25,49
SUCRE,atencion odontologica,exodoncia,2015-01-01,31,30,137,183,44,50,89,161,42,54,0,0,0,0,343,478,821
TACACHI,atencion odontologica,exodoncia,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACACOMA,atencion odontologica,exodoncia,2015-01-01,0,0,8,3,4,5,14,14,2,5,0,0,0,0,28,27,55
TACOBAMBA,atencion odontologica,exodoncia,2015-01-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
TACOPAYA,atencion odontologica,exodoncia,2015-01-01,1,0,6,1,2,5,4,9,9,5,0,0,0,0,22,20,42
TAHUA,atencion odontologica,exodoncia,2015-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TAPACARI,atencion odontologica,exodoncia,2015-01-01,0,0,2,4,0,4,8,11,8,3,0,0,0,0,18,22,40
TARABUCO,atencion odontologica,exodoncia,2015-01-01,0,0,2,6,0,3,3,10,1,8,0,0,0,0,6,27,33
TARACO,atencion odontologica,exodoncia,2015-01-01,1,0,2,4,5,2,3,8,11,12,0,0,0,0,22,26,48
TARATA,atencion odontologica,exodoncia,2015-01-01,0,0,14,5,1,2,6,6,2,7,0,0,0,0,23,20,43
TARIJA,atencion odontologica,exodoncia,2015-01-01,5,5,142,171,46,80,117,273,22,16,0,0,0,0,332,545,877
TARVITA,atencion odontologica,exodoncia,2015-01-01,0,1,5,4,4,6,17,31,1,3,0,0,0,0,27,45,72
TEOPONTE,atencion odontologica,exodoncia,2015-01-01,0,0,3,1,1,7,5,8,0,0,0,0,0,0,9,16,25
TIAWANACU,atencion odontologica,exodoncia,2015-01-01,0,1,12,12,7,12,9,26,4,6,0,0,0,0,32,57,89
TINGUIPAYA,atencion odontologica,exodoncia,2015-01-01,0,0,0,2,0,2,1,5,0,5,0,0,0,0,1,14,15
TIPUANI,atencion odontologica,exodoncia,2015-01-01,7,0,8,3,3,6,2,14,7,0,0,0,0,0,27,23,50
TIQUIPAYA,atencion odontologica,exodoncia,2015-01-01,3,2,30,25,1,2,5,39,5,6,0,0,0,0,44,74,118
TIRAQUE (CBBA),atencion odontologica,exodoncia,2015-01-01,0,0,9,0,0,1,1,6,5,3,0,0,0,0,15,10,25
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2015-01-01,0,2,3,3,0,2,2,1,0,0,0,0,0,0,5,8,13
TOCO,atencion odontologica,exodoncia,2015-01-01,0,0,5,2,0,0,0,1,2,2,0,0,0,0,7,5,12
TOLATA,atencion odontologica,exodoncia,2015-01-01,0,0,1,2,0,1,0,3,0,0,0,0,0,0,1,6,7
TOLEDO,atencion odontologica,exodoncia,2015-01-01,0,0,0,2,1,2,2,3,1,3,0,0,0,0,4,10,14
TOMAVE,atencion odontologica,exodoncia,2015-01-01,2,1,4,8,8,8,8,9,8,0,0,0,0,0,30,26,56
TOMINA,atencion odontologica,exodoncia,2015-01-01,1,0,2,2,4,5,4,18,0,3,0,0,0,0,11,28,39
TORO TORO,atencion odontologica,exodoncia,2015-01-01,0,0,0,1,0,1,5,7,0,0,0,0,0,0,5,9,14
TOTORA(CBBA),atencion odontologica,exodoncia,2015-01-01,0,0,9,9,3,0,2,8,2,2,0,0,0,0,16,19,35
TOTORA(ORR),atencion odontologica,exodoncia,2015-01-01,0,0,1,3,1,1,1,2,2,0,0,0,0,0,5,6,11
TRIGAL,atencion odontologica,exodoncia,2015-01-01,0,0,0,3,0,0,0,0,2,1,0,0,0,0,2,4,6
TRINIDAD,atencion odontologica,exodoncia,2015-01-01,2,6,64,79,23,38,35,91,17,6,0,0,0,0,141,220,361
TUPIZA,atencion odontologica,exodoncia,2015-01-01,1,1,19,28,13,11,25,41,11,11,0,0,0,0,69,92,161
TURCO,atencion odontologica,exodoncia,2015-01-01,0,0,3,3,1,0,1,3,4,3,0,0,0,0,9,9,18
UMALA,atencion odontologica,exodoncia,2015-01-01,0,0,0,6,3,0,0,1,2,1,0,0,0,0,5,8,13
UNCIA,atencion odontologica,exodoncia,2015-01-01,1,1,5,2,2,4,5,8,1,1,0,0,0,0,14,16,30
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2015-01-01,0,1,20,19,8,5,11,39,4,0,0,0,0,0,43,64,107
URUBICHA,atencion odontologica,exodoncia,2015-01-01,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,4
UYUNI,atencion odontologica,exodoncia,2015-01-01,0,0,8,8,2,0,14,46,2,3,0,0,0,0,26,57,83
VACAS,atencion odontologica,exodoncia,2015-01-01,0,0,8,10,3,4,4,15,8,6,0,0,0,0,23,35,58
VALLEGRANDE,atencion odontologica,exodoncia,2015-01-01,0,0,5,3,2,3,8,23,2,5,0,0,0,0,17,34,51
VIACHA,atencion odontologica,exodoncia,2015-01-01,0,1,26,17,0,1,5,48,3,4,0,0,0,0,34,71,105
VILA VILA,atencion odontologica,exodoncia,2015-01-01,0,0,0,0,0,1,0,2,3,0,0,0,0,0,3,3,6
VILLA CHARCAS,atencion odontologica,exodoncia,2015-01-01,0,1,2,4,2,4,4,8,1,0,0,0,0,0,9,17,26
VILLA MONTES,atencion odontologica,exodoncia,2015-01-01,0,2,38,36,15,17,36,55,4,2,0,0,0,0,93,112,205
VILLA RIVERO,atencion odontologica,exodoncia,2015-01-01,0,0,0,0,0,1,3,5,0,2,0,0,0,0,3,8,11
VILLA SERRANO,atencion odontologica,exodoncia,2015-01-01,1,0,5,6,1,0,3,10,3,2,0,0,0,0,13,18,31
VILLA TUNARI,atencion odontologica,exodoncia,2015-01-01,2,2,11,17,12,21,6,28,2,13,0,0,0,0,33,81,114
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2015-01-01,0,0,0,7,0,0,0,13,2,0,0,0,0,0,2,20,22
VILLAZON,atencion odontologica,exodoncia,2015-01-01,1,1,13,18,1,13,14,43,7,9,0,0,0,0,36,84,120
VINTO,atencion odontologica,exodoncia,2015-01-01,1,1,11,15,0,3,0,25,0,7,0,0,0,0,12,51,63
VITICHI,atencion odontologica,exodoncia,2015-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3
WALDO BALLIVIAN,atencion odontologica,exodoncia,2015-01-01,0,0,1,2,3,3,4,11,5,1,0,0,0,0,13,17,30
WARNES,atencion odontologica,exodoncia,2015-01-01,1,1,9,9,2,1,3,21,6,6,0,0,0,0,21,38,59
YACO,atencion odontologica,exodoncia,2015-01-01,0,0,1,5,2,6,4,9,3,3,0,0,0,0,10,23,33
YACUIBA,atencion odontologica,exodoncia,2015-01-01,0,2,27,26,3,21,40,72,11,16,0,0,0,0,81,137,218
YAMPARAEZ,atencion odontologica,exodoncia,2015-01-01,0,0,2,2,1,1,3,16,1,15,0,0,0,0,7,34,41
YANACACHI,atencion odontologica,exodoncia,2015-01-01,0,0,1,5,0,0,3,3,3,0,0,0,0,0,7,8,15
YAPACANI,atencion odontologica,exodoncia,2015-01-01,0,1,0,0,2,4,1,3,0,0,0,0,0,0,3,8,11
YOCALLA,atencion odontologica,exodoncia,2015-01-01,0,0,1,4,3,1,3,3,5,1,0,0,0,0,12,9,21
YOTALA,atencion odontologica,exodoncia,2015-01-01,0,0,4,7,4,9,0,11,3,0,0,0,0,0,11,27,38
YUNCHARA,atencion odontologica,exodoncia,2015-01-01,0,0,11,19,5,10,5,26,1,3,0,0,0,0,22,58,80
ZUDAÑEZ,atencion odontologica,exodoncia,2015-01-01,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,6
ACACIO,atencion odontologica,exodoncia,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,atencion odontologica,exodoncia,2015-02-01,1,0,1,3,3,4,2,20,19,14,0,0,0,0,26,41,67
ACHOCALLA,atencion odontologica,exodoncia,2015-02-01,0,0,3,9,2,2,2,8,5,1,0,0,0,0,12,20,32
AIQUILE,atencion odontologica,exodoncia,2015-02-01,0,1,7,2,0,0,2,3,1,0,0,0,0,0,10,6,16
ALALAY,atencion odontologica,exodoncia,2015-02-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
ALCALA,atencion odontologica,exodoncia,2015-02-01,0,0,2,1,0,2,0,6,0,1,0,0,0,0,2,10,12
ALTO BENI,atencion odontologica,exodoncia,2015-02-01,2,0,1,5,0,1,5,2,0,0,0,0,0,0,8,8,16
ANCORAIMES,atencion odontologica,exodoncia,2015-02-01,0,0,3,4,3,6,11,18,11,9,0,0,0,0,28,37,65
ANDAMARCA,atencion odontologica,exodoncia,2015-02-01,0,0,6,2,0,0,2,5,2,1,0,0,0,0,10,8,18
ANTEQUERA,atencion odontologica,exodoncia,2015-02-01,0,0,1,1,0,0,7,8,1,1,0,0,0,0,9,10,19
ANZALDO,atencion odontologica,exodoncia,2015-02-01,1,0,3,1,1,0,3,3,0,0,0,0,0,0,8,4,12
APOLO,atencion odontologica,exodoncia,2015-02-01,1,1,17,8,2,10,5,16,1,2,0,0,0,0,26,37,63
ARAMPAMPA,atencion odontologica,exodoncia,2015-02-01,0,0,1,0,1,1,3,1,0,0,0,0,0,0,5,2,7
ARANI,atencion odontologica,exodoncia,2015-02-01,0,4,0,5,0,0,0,9,9,19,0,0,0,0,9,37,46
ARBIETO,atencion odontologica,exodoncia,2015-02-01,1,0,1,1,0,0,0,4,14,3,0,0,0,0,16,8,24
ARQUE,atencion odontologica,exodoncia,2015-02-01,1,0,2,0,1,2,8,12,3,1,0,0,0,0,15,15,30
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2015-02-01,0,0,2,2,0,2,4,17,9,3,0,0,0,0,15,24,39
ATOCHA,atencion odontologica,exodoncia,2015-02-01,0,0,4,8,2,10,23,15,2,0,0,0,0,0,31,33,64
AUCAPATA,atencion odontologica,exodoncia,2015-02-01,1,0,2,1,4,2,7,7,10,2,0,0,0,0,24,12,36
AYATA,atencion odontologica,exodoncia,2015-02-01,0,0,2,6,2,5,7,19,2,4,0,0,0,0,13,34,47
AYO AYO,atencion odontologica,exodoncia,2015-02-01,1,0,6,4,4,6,4,15,1,4,0,0,0,0,16,29,45
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2015-02-01,0,1,9,11,2,4,15,18,3,6,0,0,0,0,29,40,69
AZURDUY,atencion odontologica,exodoncia,2015-02-01,0,0,0,0,3,1,4,7,2,4,0,0,0,0,9,12,21
BATALLAS,atencion odontologica,exodoncia,2015-02-01,0,0,7,1,3,7,6,17,3,8,0,0,0,0,19,33,52
BAURES,atencion odontologica,exodoncia,2015-02-01,0,0,0,1,0,1,4,3,0,0,0,0,0,0,4,5,9
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2015-02-01,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,3,5
BELEN DE URMIRI,atencion odontologica,exodoncia,2015-02-01,0,0,0,3,2,0,1,2,3,2,0,0,0,0,6,7,13
BELLA FLOR,atencion odontologica,exodoncia,2015-02-01,0,0,0,0,1,0,3,0,0,2,0,0,0,0,4,2,6
BERMEJO,atencion odontologica,exodoncia,2015-02-01,3,0,11,14,9,16,27,44,13,24,0,0,0,0,63,98,161
BETANZOS,atencion odontologica,exodoncia,2015-02-01,0,2,8,10,5,5,7,23,11,11,0,0,0,0,31,51,82
BOLIVAR,atencion odontologica,exodoncia,2015-02-01,0,0,3,0,1,1,0,0,0,0,0,0,0,0,4,1,5
BOYUIBE,atencion odontologica,exodoncia,2015-02-01,0,0,2,1,2,1,3,5,1,0,0,0,0,0,8,7,15
BUENA VISTA,atencion odontologica,exodoncia,2015-02-01,1,2,1,1,1,4,0,1,1,0,0,0,0,0,4,8,12
CABEZAS,atencion odontologica,exodoncia,2015-02-01,0,1,7,3,7,14,29,46,15,0,0,0,0,0,58,64,122
CAIROMA,atencion odontologica,exodoncia,2015-02-01,0,0,3,4,2,2,17,11,6,2,0,0,0,0,28,19,47
"CAIZA ""D""",atencion odontologica,exodoncia,2015-02-01,0,0,3,1,1,2,9,7,2,3,0,0,0,0,15,13,28
CAJUATA,atencion odontologica,exodoncia,2015-02-01,0,0,10,3,1,6,3,12,6,6,0,0,0,0,20,27,47
CALACOTO,atencion odontologica,exodoncia,2015-02-01,0,0,1,2,2,0,1,4,4,5,0,0,0,0,8,11,19
CALAMARCA,atencion odontologica,exodoncia,2015-02-01,0,2,7,15,5,5,6,13,9,13,0,0,0,0,27,48,75
CAMARGO,atencion odontologica,exodoncia,2015-02-01,1,0,2,1,0,1,4,11,3,2,0,0,0,0,10,15,25
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2015-02-01,0,0,5,0,1,0,0,0,2,1,0,0,0,0,8,1,9
CAMIRI,atencion odontologica,exodoncia,2015-02-01,1,0,12,8,2,3,9,7,5,11,0,0,0,0,29,29,58
CAPINOTA,atencion odontologica,exodoncia,2015-02-01,3,1,2,3,2,0,0,5,3,5,0,0,0,0,10,14,24
CAQUIAVIRI,atencion odontologica,exodoncia,2015-02-01,0,0,3,6,0,3,0,7,1,0,0,0,0,0,4,16,20
CARACOLLO,atencion odontologica,exodoncia,2015-02-01,3,1,26,14,1,10,17,29,7,12,0,0,0,0,54,66,120
CARANAVI,atencion odontologica,exodoncia,2015-02-01,3,1,2,2,4,4,4,11,7,17,0,0,0,0,20,35,55
CARAPARI,atencion odontologica,exodoncia,2015-02-01,2,0,23,15,7,6,7,34,2,1,0,0,0,0,41,56,97
CARIPUYO,atencion odontologica,exodoncia,2015-02-01,0,0,6,1,1,6,3,6,2,3,0,0,0,0,12,16,28
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2015-02-01,0,0,0,1,15,18,1,10,0,0,0,0,0,0,16,29,45
CATACORA,atencion odontologica,exodoncia,2015-02-01,0,0,1,0,2,0,2,5,0,2,0,0,0,0,5,7,12
CHALLAPATA,atencion odontologica,exodoncia,2015-02-01,1,1,22,14,2,10,9,27,9,5,0,0,0,0,43,57,100
CHAQUI,atencion odontologica,exodoncia,2015-02-01,0,0,3,1,0,4,2,7,5,2,0,0,0,0,10,14,24
CHARAGUA,atencion odontologica,exodoncia,2015-02-01,2,0,12,23,21,29,26,61,5,10,0,0,0,0,66,123,189
CHAYANTA,atencion odontologica,exodoncia,2015-02-01,0,0,7,2,5,3,3,8,6,1,0,0,0,0,21,14,35
CHIMORE,atencion odontologica,exodoncia,2015-02-01,0,0,4,8,0,2,7,10,5,0,0,0,0,0,16,20,36
CHIPAYA,atencion odontologica,exodoncia,2015-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CHOQUE COTA,atencion odontologica,exodoncia,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUA COCANI,atencion odontologica,exodoncia,2015-02-01,0,0,2,1,0,0,0,4,3,6,0,0,0,0,5,11,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2015-02-01,3,1,15,5,2,3,7,9,0,0,0,0,0,0,27,18,45
CHUMA,atencion odontologica,exodoncia,2015-02-01,3,1,12,6,3,12,29,59,13,12,0,0,0,0,60,90,150
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2015-02-01,0,0,2,2,1,0,2,3,2,2,0,0,0,0,7,7,14
CKOCHAS,atencion odontologica,exodoncia,2015-02-01,0,0,4,4,1,0,4,7,0,6,0,0,0,0,9,17,26
CLIZA,atencion odontologica,exodoncia,2015-02-01,0,1,5,4,0,1,6,6,3,12,0,0,0,0,14,24,38
COBIJA,atencion odontologica,exodoncia,2015-02-01,0,4,5,11,13,9,17,23,4,0,0,0,0,0,39,47,86
COCAPATA,atencion odontologica,exodoncia,2015-02-01,5,2,2,6,5,7,28,32,5,4,0,0,0,0,45,51,96
COCHABAMBA,atencion odontologica,exodoncia,2015-02-01,5,6,105,84,39,43,116,157,63,43,0,0,0,0,328,333,661
COIPASA,atencion odontologica,exodoncia,2015-02-01,0,0,0,0,0,0,6,4,2,0,0,0,0,0,8,4,12
COLCAPIRHUA,atencion odontologica,exodoncia,2015-02-01,9,0,1,3,0,4,2,7,2,2,0,0,0,0,14,16,30
"COLCHA ""K""",atencion odontologica,exodoncia,2015-02-01,0,0,1,0,0,0,5,5,2,2,0,0,0,0,8,7,15
COLLANA,atencion odontologica,exodoncia,2015-02-01,0,0,18,13,3,0,3,4,0,0,0,0,0,0,24,17,41
COLOMI,atencion odontologica,exodoncia,2015-02-01,0,0,0,3,2,2,0,4,4,0,0,0,0,0,6,9,15
COLPA BELGICA,atencion odontologica,exodoncia,2015-02-01,0,0,0,0,0,0,3,4,1,0,0,0,0,0,4,4,8
COLQUECHACA,atencion odontologica,exodoncia,2015-02-01,0,0,9,6,4,2,12,21,9,13,0,0,0,0,34,42,76
COLQUENCHA,atencion odontologica,exodoncia,2015-02-01,0,2,5,10,2,7,5,14,8,2,0,0,0,0,20,35,55
COLQUIRI,atencion odontologica,exodoncia,2015-02-01,0,2,9,10,4,7,17,35,17,10,0,0,0,0,47,64,111
COMANCHE,atencion odontologica,exodoncia,2015-02-01,0,0,2,2,1,1,0,4,2,0,0,0,0,0,5,7,12
COMARAPA,atencion odontologica,exodoncia,2015-02-01,8,9,4,3,5,2,13,6,2,1,0,0,0,0,32,21,53
COMBAYA,atencion odontologica,exodoncia,2015-02-01,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,2,4
CONCEPCION,atencion odontologica,exodoncia,2015-02-01,0,1,2,4,0,0,8,16,8,1,0,0,0,0,18,22,40
COPACABANA,atencion odontologica,exodoncia,2015-02-01,0,2,3,3,2,1,11,4,4,2,0,0,0,0,20,12,32
CORIPATA,atencion odontologica,exodoncia,2015-02-01,0,1,1,4,0,5,5,9,1,0,0,0,0,0,7,19,26
CORO CORO,atencion odontologica,exodoncia,2015-02-01,0,0,2,0,2,7,5,15,0,4,0,0,0,0,9,26,35
COROICO,atencion odontologica,exodoncia,2015-02-01,2,0,4,3,0,3,9,11,10,0,0,0,0,0,25,17,42
CORQUE,atencion odontologica,exodoncia,2015-02-01,0,0,1,1,2,2,2,3,0,1,0,0,0,0,5,7,12
COTAGAITA,atencion odontologica,exodoncia,2015-02-01,0,0,4,7,0,3,2,15,7,5,0,0,0,0,13,30,43
CUATRO CAÑADAS,atencion odontologica,exodoncia,2015-02-01,0,0,2,1,1,3,1,11,9,2,0,0,0,0,13,17,30
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2015-02-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
CUEVO,atencion odontologica,exodoncia,2015-02-01,0,0,1,1,0,4,1,14,3,9,0,0,0,0,5,28,33
CULPINA,atencion odontologica,exodoncia,2015-02-01,0,0,5,7,2,4,5,13,1,2,0,0,0,0,13,26,39
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2015-02-01,0,0,0,1,1,0,2,2,3,1,0,0,0,0,6,4,10
CURVA,atencion odontologica,exodoncia,2015-02-01,2,0,1,0,0,0,4,2,0,0,0,0,0,0,7,2,9
DESAGUADERO,atencion odontologica,exodoncia,2015-02-01,0,0,14,12,8,9,8,10,15,10,0,0,0,0,45,41,86
EL ALTO,atencion odontologica,exodoncia,2015-02-01,18,25,397,394,100,123,98,202,70,49,0,0,0,0,683,793,1476
EL CHORO,atencion odontologica,exodoncia,2015-02-01,0,0,1,6,0,0,2,5,0,6,0,0,0,0,3,17,20
EL PUENTE(STC),atencion odontologica,exodoncia,2015-02-01,1,0,7,10,2,2,3,13,9,0,0,0,0,0,22,25,47
EL PUENTE(TJA),atencion odontologica,exodoncia,2015-02-01,0,0,12,18,2,5,9,27,0,1,0,0,0,0,23,51,74
EL TORNO,atencion odontologica,exodoncia,2015-02-01,6,8,14,25,19,22,50,84,34,29,0,0,0,0,123,168,291
EL VILLAR,atencion odontologica,exodoncia,2015-02-01,0,0,2,4,0,1,1,11,0,5,0,0,0,0,3,21,24
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2015-02-01,0,0,22,27,3,4,6,44,5,1,0,0,0,0,36,76,112
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2015-02-01,1,0,2,0,0,1,0,2,2,3,0,0,0,0,5,6,11
ESCOMA,atencion odontologica,exodoncia,2015-02-01,0,0,5,5,4,6,11,11,8,5,0,0,0,0,28,27,55
EUCALIPTUS,atencion odontologica,exodoncia,2015-02-01,0,0,4,2,3,1,0,7,2,4,0,0,0,0,9,14,23
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2015-02-01,0,1,8,12,0,4,4,14,4,13,0,0,0,0,16,44,60
FILADELFIA,atencion odontologica,exodoncia,2015-02-01,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,2,5
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2015-02-01,0,1,5,1,2,4,1,6,4,7,0,0,0,0,12,19,31
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2015-02-01,0,0,7,7,0,4,16,17,12,17,0,0,0,0,35,45,80
GUANAY,atencion odontologica,exodoncia,2015-02-01,0,2,4,6,6,3,9,6,4,5,0,0,0,0,23,22,45
GUAQUI,atencion odontologica,exodoncia,2015-02-01,0,0,6,7,3,7,8,19,17,10,0,0,0,0,34,43,77
GUAYARAMERIN,atencion odontologica,exodoncia,2015-02-01,3,7,16,20,8,17,19,40,4,5,0,0,0,0,50,89,139
GUTIERREZ,atencion odontologica,exodoncia,2015-02-01,3,7,2,5,4,3,12,18,13,15,0,0,0,0,34,48,82
