,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,3,4
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2015-01-01,0,1,1,0,0,3,2,8,0,0,0,0,0,0,3,12,15
SAN BENITO,atencion odontologica,cirugia bucal menor,2015-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN BORJA,atencion odontologica,cirugia bucal menor,2015-01-01,4,4,1,8,1,3,6,27,7,2,0,0,0,0,19,44,63
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2015-01-01,1,2,1,0,0,0,0,2,0,0,0,0,0,0,2,4,6
SAN CARLOS,atencion odontologica,cirugia bucal menor,2015-01-01,1,0,1,6,2,7,6,12,8,6,0,0,0,0,18,31,49
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2015-01-01,0,1,11,9,6,11,5,22,0,0,0,0,0,0,22,43,65
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2015-01-01,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,4
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2015-01-01,1,2,1,1,0,0,0,0,2,0,0,0,0,0,4,3,7
SAN JULIAN,atencion odontologica,cirugia bucal menor,2015-01-01,3,3,0,0,0,0,1,15,4,21,0,0,0,0,8,39,47
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2015-01-01,1,0,1,0,0,0,2,3,0,0,0,0,0,0,4,3,7
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2015-01-01,5,0,10,17,4,8,10,32,0,1,0,0,0,0,29,58,87
SAN LUCAS,atencion odontologica,cirugia bucal menor,2015-01-01,4,4,8,14,3,7,10,20,5,5,0,0,0,0,30,50,80
SAN MATIAS,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2015-01-01,1,4,7,7,5,7,1,14,17,15,0,0,0,0,31,47,78
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,1,1,1,3,3,0,0,0,0,0,0,4,5,9
SAN PEDRO,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,5,10,3,6,9,24,6,6,0,0,0,0,23,46,69
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-01-01,2,2,0,1,0,0,7,3,0,1,0,0,0,0,9,7,16
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,4
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2015-01-01,1,0,0,3,2,2,4,2,3,1,0,0,0,0,10,8,18
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2015-01-01,1,1,0,6,2,4,1,7,1,0,0,0,0,0,5,18,23
SANTA ANA,atencion odontologica,cirugia bucal menor,2015-01-01,1,3,15,15,6,17,2,15,9,3,0,0,0,0,33,53,86
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2015-01-01,63,34,51,55,50,54,166,276,75,50,0,0,0,0,405,469,874
SANTA ROSA,atencion odontologica,cirugia bucal menor,2015-01-01,1,1,4,9,0,1,1,5,0,0,0,0,0,0,6,16,22
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2015-01-01,2,6,3,6,4,3,2,21,3,1,0,0,0,0,14,37,51
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,2,3,0,4,7,4,1,0,0,0,0,11,10,21
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2015-01-01,1,1,3,2,2,2,7,10,7,3,0,0,0,0,20,18,38
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2015-01-01,0,2,1,3,2,16,5,14,14,17,0,0,0,0,22,52,74
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2015-01-01,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,3,5
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2015-01-01,1,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,4
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2015-01-01,3,2,1,0,0,0,0,0,0,1,0,0,0,0,4,3,7
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,0,2,3,2,3,1,2,0,0,0,0,5,8,13
SENA,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SHINAOTA,atencion odontologica,cirugia bucal menor,2015-01-01,5,6,0,0,0,0,0,1,0,1,0,0,0,0,5,8,13
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2015-01-01,4,5,10,14,7,17,12,34,6,8,0,0,0,0,39,78,117
SIPE SIPE,atencion odontologica,cirugia bucal menor,2015-01-01,10,10,3,14,0,1,4,10,2,4,0,0,0,0,19,39,58
SOPACHUY,atencion odontologica,cirugia bucal menor,2015-01-01,3,3,8,19,2,2,2,34,4,2,0,0,0,0,19,60,79
SORACACHI,atencion odontologica,cirugia bucal menor,2015-01-01,4,0,9,9,1,0,10,19,2,1,0,0,0,0,26,29,55
SORATA,atencion odontologica,cirugia bucal menor,2015-01-01,3,7,6,6,3,5,9,21,13,4,0,0,0,0,34,43,77
SUCRE,atencion odontologica,cirugia bucal menor,2015-01-01,43,66,106,120,19,30,58,138,37,62,0,0,0,0,263,416,679
TACACOMA,atencion odontologica,cirugia bucal menor,2015-01-01,5,2,8,5,4,5,16,20,2,5,0,0,0,0,35,37,72
TACOBAMBA,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,4
TACOPAYA,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,2,0,0,0,0,1,1,4,0,0,0,0,3,5,8
TAPACARI,atencion odontologica,cirugia bucal menor,2015-01-01,1,1,2,1,2,1,1,15,1,2,0,0,0,0,7,20,27
TARABUCO,atencion odontologica,cirugia bucal menor,2015-01-01,6,5,3,5,0,5,5,28,9,11,0,0,0,0,23,54,77
TARACO,atencion odontologica,cirugia bucal menor,2015-01-01,2,1,3,7,7,2,5,15,13,18,0,0,0,0,30,43,73
TARIJA,atencion odontologica,cirugia bucal menor,2015-01-01,18,25,106,160,59,127,129,347,6,10,0,0,0,0,318,669,987
TARVITA,atencion odontologica,cirugia bucal menor,2015-01-01,0,2,4,4,4,6,16,30,1,3,0,0,0,0,25,45,70
TEOPONTE,atencion odontologica,cirugia bucal menor,2015-01-01,1,5,1,3,1,6,10,10,0,0,0,0,0,0,13,24,37
TIAWANACU,atencion odontologica,cirugia bucal menor,2015-01-01,3,2,0,4,2,5,5,12,1,2,0,0,0,0,11,25,36
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,2,0,2,1,5,5,8,0,0,0,0,6,17,23
TIPUANI,atencion odontologica,cirugia bucal menor,2015-01-01,1,0,1,3,0,0,0,1,0,0,0,0,0,0,2,4,6
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2015-01-01,11,14,3,1,1,1,1,5,2,0,0,0,0,0,18,21,39
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2015-01-01,3,2,0,0,0,0,0,1,1,0,0,0,0,0,4,3,7
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2015-01-01,0,2,3,3,0,2,2,1,0,1,0,0,0,0,5,9,14
TOCO,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,2,1,1,2,3,2,2,0,0,0,0,5,8,13
TOLATA,atencion odontologica,cirugia bucal menor,2015-01-01,0,5,2,2,0,0,1,7,1,0,0,0,0,0,4,14,18
TOLEDO,atencion odontologica,cirugia bucal menor,2015-01-01,1,3,3,1,0,1,2,6,0,2,0,0,0,0,6,13,19
TOMAVE,atencion odontologica,cirugia bucal menor,2015-01-01,1,2,1,0,0,3,3,5,5,1,0,0,0,0,10,11,21
TOMINA,atencion odontologica,cirugia bucal menor,2015-01-01,2,1,0,5,0,5,8,21,1,2,0,0,0,0,11,34,45
TORO TORO,atencion odontologica,cirugia bucal menor,2015-01-01,0,1,0,4,0,0,6,8,0,1,0,0,0,0,6,14,20
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2015-01-01,10,2,4,6,4,9,6,8,4,2,0,0,0,0,28,27,55
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2015-01-01,0,1,1,3,1,1,2,6,3,2,0,0,0,0,7,13,20
TRINIDAD,atencion odontologica,cirugia bucal menor,2015-01-01,6,6,32,45,32,52,60,97,10,15,0,0,0,0,140,215,355
TUPIZA,atencion odontologica,cirugia bucal menor,2015-01-01,1,0,4,9,4,9,8,28,2,3,0,0,0,0,19,49,68
TURCO,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,2,3,0,0,0,1,2,2,0,0,0,0,4,6,10
UMALA,atencion odontologica,cirugia bucal menor,2015-01-01,0,1,0,8,4,0,1,1,3,3,0,0,0,0,8,13,21
UNCIA,atencion odontologica,cirugia bucal menor,2015-01-01,9,10,8,10,3,1,4,30,8,4,0,0,0,0,32,55,87
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2015-01-01,2,1,23,24,11,8,22,56,6,0,0,0,0,0,64,89,153
URUBICHA,atencion odontologica,cirugia bucal menor,2015-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
UYUNI,atencion odontologica,cirugia bucal menor,2015-01-01,10,25,3,2,0,2,19,23,1,0,0,0,0,0,33,52,85
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2015-01-01,2,1,1,3,2,1,6,29,2,1,0,0,0,0,13,35,48
VIACHA,atencion odontologica,cirugia bucal menor,2015-01-01,13,18,13,14,6,7,8,24,10,3,0,0,0,0,50,66,116
VILA VILA,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,0,0,1,0,2,4,0,0,0,0,0,4,3,7
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2015-01-01,0,2,6,7,2,5,6,13,3,1,0,0,0,0,17,28,45
VILLA MONTES,atencion odontologica,cirugia bucal menor,2015-01-01,11,6,59,55,44,36,40,119,25,7,0,0,0,0,179,223,402
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2015-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2015-01-01,0,2,0,1,0,0,3,10,0,0,0,0,0,0,3,13,16
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2015-01-01,28,21,13,15,5,14,7,33,1,3,0,0,0,0,54,86,140
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,7,0,0,4,13,2,0,0,0,0,0,6,20,26
VILLAZON,atencion odontologica,cirugia bucal menor,2015-01-01,13,12,12,21,3,15,15,52,2,14,0,0,0,0,45,114,159
VINTO,atencion odontologica,cirugia bucal menor,2015-01-01,4,3,2,9,0,3,8,25,0,3,0,0,0,0,14,43,57
VITICHI,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2015-01-01,0,1,0,2,0,0,2,2,0,0,0,0,0,0,2,5,7
WARNES,atencion odontologica,cirugia bucal menor,2015-01-01,11,2,16,10,2,1,3,22,6,7,0,0,0,0,38,42,80
YACO,atencion odontologica,cirugia bucal menor,2015-01-01,1,2,0,1,1,0,3,5,0,0,0,0,0,0,5,8,13
YACUIBA,atencion odontologica,cirugia bucal menor,2015-01-01,3,3,32,32,11,34,49,111,12,21,0,0,0,0,107,201,308
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2015-01-01,3,1,5,4,1,2,5,19,1,16,0,0,0,0,15,42,57
YANACACHI,atencion odontologica,cirugia bucal menor,2015-01-01,3,1,0,0,0,0,1,2,1,0,0,0,0,0,5,3,8
YAPACANI,atencion odontologica,cirugia bucal menor,2015-01-01,1,2,2,5,2,5,1,7,1,8,0,0,0,0,7,27,34
YOCALLA,atencion odontologica,cirugia bucal menor,2015-01-01,4,0,0,1,2,0,0,3,7,6,0,0,0,0,13,10,23
YOTALA,atencion odontologica,cirugia bucal menor,2015-01-01,2,0,3,3,2,3,0,6,0,0,0,0,0,0,7,12,19
YUNCHARA,atencion odontologica,cirugia bucal menor,2015-01-01,0,1,15,21,7,12,13,37,1,5,0,0,0,0,36,76,112
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2015-01-01,0,0,3,1,0,0,4,3,0,0,0,0,0,0,7,4,11
ACACIO,atencion odontologica,cirugia bucal menor,2015-02-01,0,2,1,1,0,0,0,2,0,3,0,0,0,0,1,8,9
ACHACACHI,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,2,4,1,1,0,7,0,2,0,0,0,0,3,14,17
ACHOCALLA,atencion odontologica,cirugia bucal menor,2015-02-01,2,1,4,3,0,4,0,8,4,4,0,0,0,0,10,20,30
ALALAY,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
ALCALA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,3,4,0,4,3,6,1,1,0,0,0,0,7,15,22
ALTO BENI,atencion odontologica,cirugia bucal menor,2015-02-01,2,1,1,5,0,1,5,2,0,0,0,0,0,0,8,9,17
ANCORAIMES,atencion odontologica,cirugia bucal menor,2015-02-01,2,2,3,5,5,6,14,21,17,15,0,0,0,0,41,49,90
ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-02-01,0,1,2,1,1,0,2,4,1,0,0,0,0,0,6,6,12
ANTEQUERA,atencion odontologica,cirugia bucal menor,2015-02-01,0,2,1,1,0,0,0,0,1,1,0,0,0,0,2,4,6
ANZALDO,atencion odontologica,cirugia bucal menor,2015-02-01,1,0,3,1,1,0,6,5,1,0,0,0,0,0,12,6,18
APOLO,atencion odontologica,cirugia bucal menor,2015-02-01,2,2,17,8,4,11,5,16,1,2,0,0,0,0,29,39,68
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,2,0,1,1,7,3,0,0,0,0,0,0,10,4,14
ARANI,atencion odontologica,cirugia bucal menor,2015-02-01,4,1,1,0,0,1,0,9,0,2,0,0,0,0,5,13,18
ARBIETO,atencion odontologica,cirugia bucal menor,2015-02-01,1,1,0,0,0,0,0,2,10,1,0,0,0,0,11,4,15
ARQUE,atencion odontologica,cirugia bucal menor,2015-02-01,1,3,2,0,1,6,10,12,3,1,0,0,0,0,17,22,39
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,4,3,1,4,5,19,10,2,0,0,0,0,20,28,48
ATOCHA,atencion odontologica,cirugia bucal menor,2015-02-01,6,9,11,2,3,10,15,20,1,2,0,0,0,0,36,43,79
AUCAPATA,atencion odontologica,cirugia bucal menor,2015-02-01,1,0,2,1,4,2,7,7,10,2,0,0,0,0,24,12,36
AYATA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,2,6,2,5,8,21,3,5,0,0,0,0,15,37,52
AYO AYO,atencion odontologica,cirugia bucal menor,2015-02-01,2,0,7,2,4,4,8,19,2,6,0,0,0,0,23,31,54
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2015-02-01,4,0,5,5,1,5,11,14,3,6,0,0,0,0,24,30,54
AZURDUY,atencion odontologica,cirugia bucal menor,2015-02-01,0,3,1,0,3,1,6,8,2,4,0,0,0,0,12,16,28
BATALLAS,atencion odontologica,cirugia bucal menor,2015-02-01,2,1,6,1,3,2,2,10,2,5,0,0,0,0,15,19,34
BAURES,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,1,0,1,4,3,0,0,0,0,0,0,4,5,9
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,3
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,3,3,0,2,4,4,2,0,0,0,0,9,9,18
BERMEJO,atencion odontologica,cirugia bucal menor,2015-02-01,6,2,19,20,14,11,22,51,6,9,0,0,0,0,67,93,160
BETANZOS,atencion odontologica,cirugia bucal menor,2015-02-01,0,3,3,7,2,5,3,11,3,4,0,0,0,0,11,30,41
BOLIVAR,atencion odontologica,cirugia bucal menor,2015-02-01,1,0,1,0,0,0,2,4,2,2,0,0,0,0,6,6,12
BOYUIBE,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,1,1,1,0,1,1,0,1,0,0,0,0,3,3,6
BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-02-01,1,4,0,1,0,0,0,3,1,0,0,0,0,0,2,8,10
CABEZAS,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAIROMA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,2,3,0,8,5,0,0,0,0,0,0,11,7,18
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2015-02-01,2,1,6,1,3,4,11,14,4,3,0,0,0,0,26,23,49
CAJUATA,atencion odontologica,cirugia bucal menor,2015-02-01,1,2,15,3,1,8,4,18,6,6,0,0,0,0,27,37,64
CALACOTO,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CALAMARCA,atencion odontologica,cirugia bucal menor,2015-02-01,0,1,5,8,1,8,3,11,1,4,0,0,0,0,10,32,42
CAMARGO,atencion odontologica,cirugia bucal menor,2015-02-01,3,2,3,2,0,4,5,13,3,2,0,0,0,0,14,23,37
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2015-02-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
CAMIRI,atencion odontologica,cirugia bucal menor,2015-02-01,1,3,1,5,2,4,3,4,0,3,0,0,0,0,7,19,26
CAPINOTA,atencion odontologica,cirugia bucal menor,2015-02-01,7,5,1,6,2,5,0,13,12,4,0,0,0,0,22,33,55
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2015-02-01,0,3,3,9,1,3,1,15,11,5,0,0,0,0,16,35,51
CARACOLLO,atencion odontologica,cirugia bucal menor,2015-02-01,9,5,27,22,2,11,20,33,7,12,0,0,0,0,65,83,148
CARANAVI,atencion odontologica,cirugia bucal menor,2015-02-01,3,5,1,2,0,1,2,0,1,7,0,0,0,0,7,15,22
CARAPARI,atencion odontologica,cirugia bucal menor,2015-02-01,3,0,14,13,8,9,13,25,0,0,0,0,0,0,38,47,85
CARIPUYO,atencion odontologica,cirugia bucal menor,2015-02-01,2,2,6,3,1,2,3,7,2,3,0,0,0,0,14,17,31
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2015-02-01,1,1,0,0,15,19,5,8,0,0,0,0,0,0,21,28,49
CATACORA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,1,0,2,0,2,5,0,2,0,0,0,0,5,7,12
CHALLAPATA,atencion odontologica,cirugia bucal menor,2015-02-01,2,3,18,11,1,5,8,15,6,2,0,0,0,0,35,36,71
CHAQUI,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHARAGUA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,3,2,4,1,7,5,3,4,0,0,0,0,17,12,29
CHARAÑA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,0,0,1,0,4,1,0,0,0,0,5,1,6
CHAYANTA,atencion odontologica,cirugia bucal menor,2015-02-01,5,6,4,4,1,0,1,6,5,0,0,0,0,0,16,16,32
CHIMORE,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
CHUA COCANI,atencion odontologica,cirugia bucal menor,2015-02-01,1,2,2,1,0,0,1,7,4,8,0,0,0,0,8,18,26
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2015-02-01,10,1,0,2,2,2,1,4,1,0,0,0,0,0,14,9,23
CHUMA,atencion odontologica,cirugia bucal menor,2015-02-01,7,2,15,7,5,14,29,61,17,13,0,0,0,0,73,97,170
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2015-02-01,10,6,0,0,0,0,0,2,0,0,0,0,0,0,10,8,18
CLIZA,atencion odontologica,cirugia bucal menor,2015-02-01,2,1,2,0,0,2,1,4,0,2,0,0,0,0,5,9,14
COBIJA,atencion odontologica,cirugia bucal menor,2015-02-01,4,2,5,13,10,7,12,19,2,1,0,0,0,0,33,42,75
COCAPATA,atencion odontologica,cirugia bucal menor,2015-02-01,1,8,0,1,0,0,5,3,0,0,0,0,0,0,6,12,18
COCHABAMBA,atencion odontologica,cirugia bucal menor,2015-02-01,46,61,56,49,35,50,131,155,37,36,0,0,0,0,305,351,656
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2015-02-01,6,10,0,0,0,0,1,8,0,1,0,0,0,0,7,19,26
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2015-02-01,2,3,2,0,1,1,0,0,1,1,0,0,0,0,6,5,11
COLLANA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,atencion odontologica,cirugia bucal menor,2015-02-01,6,4,0,0,0,1,0,2,5,0,0,0,0,0,11,7,18
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,0,0,3,4,1,0,0,0,0,0,4,4,8
COLQUECHACA,atencion odontologica,cirugia bucal menor,2015-02-01,0,2,1,1,1,0,4,12,11,8,0,0,0,0,17,23,40
COLQUENCHA,atencion odontologica,cirugia bucal menor,2015-02-01,0,2,5,11,3,7,6,14,8,2,0,0,0,0,22,36,58
COLQUIRI,atencion odontologica,cirugia bucal menor,2015-02-01,1,3,11,11,6,15,19,47,17,15,0,0,0,0,54,91,145
COMANCHE,atencion odontologica,cirugia bucal menor,2015-02-01,0,2,2,2,1,3,0,5,2,0,0,0,0,0,5,12,17
COMBAYA,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,2,4
CONCEPCION,atencion odontologica,cirugia bucal menor,2015-02-01,1,5,3,2,0,0,7,0,8,2,0,0,0,0,19,9,28
COPACABANA,atencion odontologica,cirugia bucal menor,2015-02-01,1,1,4,0,0,4,0,1,1,0,0,0,0,0,6,6,12
CORIPATA,atencion odontologica,cirugia bucal menor,2015-02-01,2,1,3,2,0,4,6,15,1,0,0,0,0,0,12,22,34
CORO CORO,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,2,1,0,5,3,8,0,0,0,0,0,0,5,14,19
CORQUE,atencion odontologica,cirugia bucal menor,2015-02-01,0,1,2,1,1,0,0,1,0,0,0,0,0,0,3,3,6
COTAGAITA,atencion odontologica,cirugia bucal menor,2015-02-01,0,2,0,4,0,4,3,10,6,5,0,0,0,0,9,25,34
COTOCA,atencion odontologica,cirugia bucal menor,2015-02-01,2,7,5,18,2,6,1,20,17,9,0,0,0,0,27,60,87
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2015-02-01,2,0,0,1,1,1,1,11,8,3,0,0,0,0,12,16,28
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2015-02-01,1,0,1,1,0,0,1,0,0,4,0,0,0,0,3,5,8
CUEVO,atencion odontologica,cirugia bucal menor,2015-02-01,1,0,1,1,0,2,2,5,1,1,0,0,0,0,5,9,14
CULPINA,atencion odontologica,cirugia bucal menor,2015-02-01,3,3,7,5,2,5,6,20,2,3,0,0,0,0,20,36,56
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2015-02-01,2,2,0,2,1,1,2,2,4,1,0,0,0,0,9,8,17
CURVA,atencion odontologica,cirugia bucal menor,2015-02-01,3,1,2,0,0,0,5,3,0,0,0,0,0,0,10,4,14
EL ALTO,atencion odontologica,cirugia bucal menor,2015-02-01,138,102,285,265,94,123,98,230,63,56,0,0,0,0,678,776,1454
EL CHORO,atencion odontologica,cirugia bucal menor,2015-02-01,2,0,1,2,0,0,1,0,0,0,0,0,0,0,4,2,6
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2015-02-01,4,0,9,8,1,0,1,11,1,0,0,0,0,0,16,19,35
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2015-02-01,0,0,13,25,3,7,11,39,2,3,0,0,0,0,29,74,103
EL TORNO,atencion odontologica,cirugia bucal menor,2015-02-01,0,1,2,11,1,3,4,38,5,2,0,0,0,0,12,55,67
EL VILLAR,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,4
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2015-02-01,0,2,7,3,0,9,5,32,2,2,0,0,0,0,14,48,62
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2015-02-01,31,10,0,0,0,0,0,2,2,3,0,0,0,0,33,15,48
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2015-02-01,0,0,4,2,3,1,0,8,3,4,0,0,0,0,10,15,25
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2015-02-01,4,1,8,12,0,4,4,14,4,13,0,0,0,0,20,44,64
FILADELFIA,atencion odontologica,cirugia bucal menor,2015-02-01,1,0,0,0,0,3,0,3,0,0,0,0,0,0,1,6,7
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2015-02-01,0,1,3,1,3,4,2,4,4,6,0,0,0,0,12,16,28
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2015-02-01,2,6,10,7,4,9,22,28,9,7,0,0,0,0,47,57,104
GUANAY,atencion odontologica,cirugia bucal menor,2015-02-01,0,1,2,3,0,3,5,5,2,2,0,0,0,0,9,14,23
GUAQUI,atencion odontologica,cirugia bucal menor,2015-02-01,3,1,1,0,2,1,4,2,0,1,0,0,0,0,10,5,15
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2015-02-01,1,3,10,21,6,9,4,20,4,1,0,0,0,0,25,54,79
