,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2015-01-01,5,11,4,7,9,8,14,14,9,3,0,5,0,0,41,48,89
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2015-01-01,1,0,2,2,0,1,1,3,0,0,0,0,0,1,4,7,11
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2015-01-01,2,7,5,7,2,4,8,11,2,5,0,6,0,3,19,43,62
SAN BENITO,atencion odontologica,primera consulta,2015-01-01,13,13,3,3,2,4,4,12,0,4,0,2,0,4,22,42,64
SAN BORJA,atencion odontologica,primera consulta,2015-01-01,33,43,14,34,12,31,22,68,8,1,0,10,0,30,89,217,306
SAN BUENA VENTURA,atencion odontologica,primera consulta,2015-01-01,11,12,7,12,3,4,10,19,3,6,0,3,0,2,34,58,92
SAN CARLOS,atencion odontologica,primera consulta,2015-01-01,12,16,27,14,20,25,15,43,10,20,0,9,0,7,84,134,218
SAN IGNACIO,atencion odontologica,primera consulta,2015-01-01,5,11,33,39,23,37,20,60,1,0,0,8,0,0,82,155,237
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2015-01-01,18,8,14,11,10,9,35,41,11,12,0,9,0,12,88,102,190
SAN JAVIER(BNI),atencion odontologica,primera consulta,2015-01-01,3,1,3,5,2,5,2,7,3,0,0,1,0,0,13,19,32
SAN JAVIER(STC),atencion odontologica,primera consulta,2015-01-01,10,16,15,13,6,14,10,8,5,1,0,4,0,3,46,59,105
SAN JOAQUIN,atencion odontologica,primera consulta,2015-01-01,0,1,8,2,0,0,3,3,0,0,0,4,0,1,11,11,22
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2015-01-01,5,6,13,10,10,12,16,22,6,3,0,1,0,2,50,56,106
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2015-01-01,17,19,7,6,6,4,5,25,3,0,0,16,0,8,38,78,116
SAN JULIAN,atencion odontologica,primera consulta,2015-01-01,55,56,15,32,3,10,69,151,24,10,0,26,0,16,166,301,467
SAN LORENZO(PND),atencion odontologica,primera consulta,2015-01-01,1,1,1,1,1,1,3,3,0,0,0,1,0,0,6,7,13
SAN LORENZO(TJA),atencion odontologica,primera consulta,2015-01-01,15,12,49,67,27,55,62,146,6,12,0,3,0,0,159,295,454
SAN LUCAS,atencion odontologica,primera consulta,2015-01-01,26,28,19,25,10,33,25,94,8,5,0,35,0,15,88,235,323
SAN MATIAS,atencion odontologica,primera consulta,2015-01-01,19,22,19,36,13,20,33,39,5,2,0,8,0,1,89,128,217
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2015-01-01,2,11,7,8,10,13,7,33,9,6,0,15,0,0,35,86,121
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2015-01-01,3,5,1,2,1,2,5,5,0,0,0,1,0,0,10,15,25
SAN PEDRO,atencion odontologica,primera consulta,2015-01-01,15,24,12,27,16,24,27,77,5,9,0,20,0,10,75,191,266
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2015-01-01,7,3,2,2,1,5,15,27,2,2,0,4,0,11,27,54,81
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2015-01-01,5,8,8,4,3,2,9,14,4,8,0,2,0,1,29,39,68
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2015-01-01,2,1,2,4,1,3,0,5,0,2,0,0,0,1,5,16,21
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2015-01-01,6,3,0,3,9,8,7,13,4,3,0,4,0,0,26,34,60
SAN RAFAEL,atencion odontologica,primera consulta,2015-01-01,2,4,0,5,2,4,4,7,1,0,0,4,0,3,9,27,36
SAN RAMON BENI,atencion odontologica,primera consulta,2015-01-01,0,2,2,1,0,4,3,9,0,1,0,3,0,0,5,20,25
SAN RAMON SCZ,atencion odontologica,primera consulta,2015-01-01,69,89,4,12,5,14,2,3,8,10,0,12,0,8,88,148,236
SANTA ANA,atencion odontologica,primera consulta,2015-01-01,8,4,13,17,14,17,41,65,2,5,0,2,0,2,78,112,190
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2015-01-01,1763,1750,1048,1011,553,963,1088,2221,355,392,0,1164,0,310,4807,7811,12618
SANTA ROSA,atencion odontologica,primera consulta,2015-01-01,7,8,5,9,0,0,1,3,0,0,0,0,0,0,13,20,33
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2015-01-01,2,5,6,16,9,11,10,36,9,3,0,1,0,4,36,76,112
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2015-01-01,1,4,0,2,3,0,5,11,4,1,0,1,0,1,13,20,33
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2015-01-01,24,34,74,51,18,53,27,47,19,7,0,4,0,10,162,206,368
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2015-01-01,5,4,2,3,3,9,2,13,10,2,0,5,0,3,22,39,61
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2015-01-01,5,3,6,6,3,6,8,16,7,12,0,0,0,0,29,43,72
SANTIVAÑES,atencion odontologica,primera consulta,2015-01-01,3,2,2,5,2,7,6,0,0,5,0,0,0,4,13,23,36
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2015-01-01,3,20,4,1,3,1,4,9,1,1,0,0,0,1,15,33,48
SAPAHAQUI,atencion odontologica,primera consulta,2015-01-01,27,10,3,9,6,10,16,26,5,6,0,4,0,7,57,72,129
SENA,atencion odontologica,primera consulta,2015-01-01,2,3,3,7,1,7,16,8,0,0,0,5,0,4,22,34,56
SHINAOTA,atencion odontologica,primera consulta,2015-01-01,8,22,0,0,0,4,0,15,0,3,0,12,0,7,8,63,71
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2015-01-01,26,12,16,26,6,22,13,42,9,7,0,3,0,10,70,122,192
SIPE SIPE,atencion odontologica,primera consulta,2015-01-01,57,74,30,35,12,41,20,78,11,15,0,52,0,33,130,328,458
SOPACHUY,atencion odontologica,primera consulta,2015-01-01,0,3,12,26,4,11,13,40,5,2,0,9,0,2,34,93,127
SORACACHI,atencion odontologica,primera consulta,2015-01-01,11,3,15,16,4,13,19,24,3,1,0,8,0,1,52,66,118
SORATA,atencion odontologica,primera consulta,2015-01-01,18,18,9,11,4,8,14,27,9,2,0,15,0,20,54,101,155
SUCRE,atencion odontologica,primera consulta,2015-01-01,1059,991,411,503,237,385,426,1149,106,85,0,566,0,271,2239,3950,6189
TACACHI,atencion odontologica,primera consulta,2015-01-01,0,1,0,0,1,0,2,2,0,0,0,0,0,0,3,3,6
TACACOMA,atencion odontologica,primera consulta,2015-01-01,4,5,8,7,4,9,13,26,2,2,0,1,0,1,31,51,82
TACOBAMBA,atencion odontologica,primera consulta,2015-01-01,0,0,0,1,1,0,0,5,0,0,0,2,0,1,1,9,10
TACOPAYA,atencion odontologica,primera consulta,2015-01-01,2,6,6,2,4,15,15,39,20,11,0,3,0,20,47,96,143
TAHUA,atencion odontologica,primera consulta,2015-01-01,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,5,6
TAPACARI,atencion odontologica,primera consulta,2015-01-01,12,14,10,8,4,7,16,32,18,8,0,7,0,14,60,90,150
TARABUCO,atencion odontologica,primera consulta,2015-01-01,55,37,8,10,3,11,22,37,3,2,0,14,0,12,91,123,214
TARACO,atencion odontologica,primera consulta,2015-01-01,31,19,4,8,8,2,9,22,11,11,0,8,0,4,63,74,137
TARATA,atencion odontologica,primera consulta,2015-01-01,6,11,15,15,1,4,11,26,4,7,0,1,0,1,37,65,102
TARIJA,atencion odontologica,primera consulta,2015-01-01,115,93,416,499,260,498,465,1006,52,37,0,74,0,6,1308,2213,3521
TARVITA,atencion odontologica,primera consulta,2015-01-01,51,56,14,16,9,11,23,64,2,5,0,21,0,14,99,187,286
TEOPONTE,atencion odontologica,primera consulta,2015-01-01,4,8,4,5,7,3,12,15,0,0,0,1,0,4,27,36,63
TIAWANACU,atencion odontologica,primera consulta,2015-01-01,20,21,16,19,14,34,20,60,5,9,0,4,0,15,75,162,237
TINGUIPAYA,atencion odontologica,primera consulta,2015-01-01,3,2,2,5,2,3,3,12,7,8,0,2,0,3,17,35,52
TIPUANI,atencion odontologica,primera consulta,2015-01-01,9,3,8,10,3,7,6,20,6,8,0,2,0,2,32,52,84
TIQUIPAYA,atencion odontologica,primera consulta,2015-01-01,143,131,58,61,29,51,31,106,6,3,0,39,0,69,267,460,727
TIRAQUE (CBBA),atencion odontologica,primera consulta,2015-01-01,5,8,8,7,1,5,3,16,4,0,0,2,0,5,21,43,64
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2015-01-01,2,2,6,4,3,4,4,3,0,2,0,0,0,0,15,15,30
TOCO,atencion odontologica,primera consulta,2015-01-01,5,8,11,5,4,6,7,25,3,4,0,3,0,7,30,58,88
TODOS SANTOS,atencion odontologica,primera consulta,2015-01-01,2,1,4,5,0,1,0,3,0,0,0,0,0,0,6,10,16
TOLATA,atencion odontologica,primera consulta,2015-01-01,6,10,9,3,0,1,1,14,4,3,0,1,0,5,20,37,57
TOLEDO,atencion odontologica,primera consulta,2015-01-01,3,1,3,3,1,5,6,12,1,4,0,0,0,6,14,31,45
TOMAVE,atencion odontologica,primera consulta,2015-01-01,10,12,7,9,13,15,17,31,5,1,0,3,0,5,52,76,128
TOMINA,atencion odontologica,primera consulta,2015-01-01,9,11,8,20,7,8,21,45,3,2,0,14,0,5,48,105,153
TORO TORO,atencion odontologica,primera consulta,2015-01-01,2,2,1,8,3,4,23,28,1,1,0,3,0,6,30,52,82
TOTORA(CBBA),atencion odontologica,primera consulta,2015-01-01,28,12,13,25,9,20,20,31,7,8,0,5,0,11,77,112,189
TOTORA(ORR),atencion odontologica,primera consulta,2015-01-01,2,4,2,2,1,1,7,18,4,1,0,1,0,2,16,29,45
TRIGAL,atencion odontologica,primera consulta,2015-01-01,4,3,2,2,0,2,2,1,5,5,0,2,0,0,13,15,28
TRINIDAD,atencion odontologica,primera consulta,2015-01-01,70,42,153,181,74,112,161,274,23,32,0,35,0,25,481,701,1182
TUPIZA,atencion odontologica,primera consulta,2015-01-01,18,23,26,40,23,32,51,84,10,23,0,14,0,11,128,227,355
TURCO,atencion odontologica,primera consulta,2015-01-01,7,5,3,10,3,1,9,13,4,4,0,3,0,4,26,40,66
UMALA,atencion odontologica,primera consulta,2015-01-01,16,9,2,11,2,2,2,6,1,3,0,1,0,8,23,40,63
UNCIA,atencion odontologica,primera consulta,2015-01-01,23,18,20,17,10,14,12,41,9,7,0,18,0,9,74,124,198
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2015-01-01,19,21,55,79,51,89,76,224,9,5,0,7,0,0,210,425,635
URUBICHA,atencion odontologica,primera consulta,2015-01-01,0,1,1,0,3,0,3,4,1,0,0,0,0,2,8,7,15
UYUNI,atencion odontologica,primera consulta,2015-01-01,16,39,14,12,3,29,128,160,14,2,0,5,0,24,175,271,446
VACAS,atencion odontologica,primera consulta,2015-01-01,18,16,22,15,5,13,15,19,2,2,0,2,0,1,62,68,130
VALLEGRANDE,atencion odontologica,primera consulta,2015-01-01,61,60,23,20,15,12,20,41,6,7,0,11,0,11,125,162,287
VIACHA,atencion odontologica,primera consulta,2015-01-01,103,92,57,83,58,23,13,97,17,9,0,9,0,20,248,333,581
VILA VILA,atencion odontologica,primera consulta,2015-01-01,3,6,1,1,0,5,1,10,1,1,0,3,0,6,6,32,38
VILLA CHARCAS,atencion odontologica,primera consulta,2015-01-01,11,10,8,9,3,8,13,21,4,2,0,9,0,8,39,67,106
VILLA MONTES,atencion odontologica,primera consulta,2015-01-01,32,37,90,131,75,155,110,258,13,8,0,21,0,1,320,611,931
VILLA RIVERO,atencion odontologica,primera consulta,2015-01-01,4,4,3,11,2,5,6,39,0,1,0,13,0,6,15,79,94
VILLA SERRANO,atencion odontologica,primera consulta,2015-01-01,78,80,2,13,2,1,3,34,2,1,0,18,0,7,87,154,241
VILLA TUNARI,atencion odontologica,primera consulta,2015-01-01,54,40,28,25,11,32,14,78,5,5,0,21,0,29,112,230,342
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2015-01-01,14,19,3,22,6,20,9,27,1,1,0,13,0,2,33,104,137
VILLAZON,atencion odontologica,primera consulta,2015-01-01,85,73,57,67,24,49,37,119,5,17,0,35,0,13,208,373,581
VINTO,atencion odontologica,primera consulta,2015-01-01,69,43,15,27,3,20,22,72,5,11,0,13,0,31,114,217,331
VITICHI,atencion odontologica,primera consulta,2015-01-01,2,2,3,3,3,2,3,10,1,1,0,1,0,0,12,19,31
WALDO BALLIVIAN,atencion odontologica,primera consulta,2015-01-01,2,1,4,3,2,2,4,11,1,1,0,1,0,7,13,26,39
WARNES,atencion odontologica,primera consulta,2015-01-01,41,34,22,22,5,16,8,40,9,8,0,19,0,13,85,152,237
YACO,atencion odontologica,primera consulta,2015-01-01,7,3,2,8,7,4,10,24,4,2,0,2,0,8,30,51,81
YACUIBA,atencion odontologica,primera consulta,2015-01-01,22,22,85,83,43,118,148,245,18,17,0,1,0,3,316,489,805
YAMPARAEZ,atencion odontologica,primera consulta,2015-01-01,16,12,4,7,6,18,12,31,2,13,0,9,0,13,40,103,143
YANACACHI,atencion odontologica,primera consulta,2015-01-01,3,10,6,13,2,6,10,18,3,3,0,1,0,0,24,51,75
YAPACANI,atencion odontologica,primera consulta,2015-01-01,59,105,7,15,11,32,25,95,25,26,0,22,0,30,127,325,452
YOCALLA,atencion odontologica,primera consulta,2015-01-01,6,9,3,9,12,8,14,19,6,6,0,4,0,5,41,60,101
YOTALA,atencion odontologica,primera consulta,2015-01-01,21,4,11,13,11,22,12,21,4,0,0,12,0,1,59,73,132
YUNCHARA,atencion odontologica,primera consulta,2015-01-01,6,12,27,35,7,34,19,90,2,7,0,6,0,6,61,190,251
ZUDAÑEZ,atencion odontologica,primera consulta,2015-01-01,19,27,13,9,3,19,15,25,4,2,0,9,0,16,54,107,161
ACACIO,atencion odontologica,primera consulta,2015-02-01,18,16,2,1,2,3,3,4,0,1,0,2,0,4,25,31,56
ACHACACHI,atencion odontologica,primera consulta,2015-02-01,27,26,6,13,0,12,9,34,11,10,0,8,0,3,53,106,159
ACHOCALLA,atencion odontologica,primera consulta,2015-02-01,45,34,10,12,0,11,7,29,6,1,0,13,0,11,68,111,179
AIQUILE,atencion odontologica,primera consulta,2015-02-01,11,12,7,5,0,4,1,10,4,2,0,6,0,4,23,43,66
ALALAY,atencion odontologica,primera consulta,2015-02-01,3,2,0,3,2,4,3,4,3,4,0,1,0,2,11,20,31
ALCALA,atencion odontologica,primera consulta,2015-02-01,18,24,10,14,4,7,13,19,3,1,0,6,0,7,48,78,126
ALTO BENI,atencion odontologica,primera consulta,2015-02-01,23,19,5,15,2,4,6,15,0,0,0,2,0,4,36,59,95
ANCORAIMES,atencion odontologica,primera consulta,2015-02-01,20,14,4,6,5,5,16,21,9,9,0,1,0,3,54,59,113
ANDAMARCA,atencion odontologica,primera consulta,2015-02-01,1,3,6,6,3,3,9,15,3,3,0,6,0,1,22,37,59
ANTEQUERA,atencion odontologica,primera consulta,2015-02-01,2,3,5,4,0,0,13,19,0,1,0,5,0,1,20,33,53
ANZALDO,atencion odontologica,primera consulta,2015-02-01,7,12,2,4,1,3,9,11,6,8,0,1,0,2,25,41,66
APOLO,atencion odontologica,primera consulta,2015-02-01,6,6,9,6,6,7,4,19,1,2,0,2,0,10,26,52,78
ARAMPAMPA,atencion odontologica,primera consulta,2015-02-01,5,8,2,0,3,1,10,9,0,0,0,2,0,3,20,23,43
ARANI,atencion odontologica,primera consulta,2015-02-01,8,7,3,3,1,3,5,18,1,7,0,6,0,2,18,46,64
ARBIETO,atencion odontologica,primera consulta,2015-02-01,25,20,6,8,3,3,10,28,11,9,0,6,0,8,55,82,137
ARQUE,atencion odontologica,primera consulta,2015-02-01,4,9,1,1,1,11,10,14,2,2,0,4,0,7,18,48,66
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2015-02-01,21,21,8,4,2,2,4,16,1,2,0,8,0,2,36,55,91
ATOCHA,atencion odontologica,primera consulta,2015-02-01,31,47,26,32,18,18,78,60,6,6,0,10,0,2,159,175,334
AYATA,atencion odontologica,primera consulta,2015-02-01,15,21,2,6,4,9,11,24,7,6,0,2,0,2,39,70,109
AYO AYO,atencion odontologica,primera consulta,2015-02-01,9,9,8,10,6,9,8,34,2,6,0,0,0,6,33,74,107
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2015-02-01,19,16,19,10,7,17,16,41,7,8,0,1,0,10,68,103,171
AZURDUY,atencion odontologica,primera consulta,2015-02-01,4,3,3,1,3,9,12,22,2,2,0,18,0,2,24,57,81
BATALLAS,atencion odontologica,primera consulta,2015-02-01,11,11,7,3,3,3,8,12,3,5,0,7,0,1,32,42,74
BAURES,atencion odontologica,primera consulta,2015-02-01,0,0,3,6,5,9,16,23,1,1,0,3,0,0,25,42,67
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2015-02-01,2,3,1,2,1,3,0,0,1,3,0,1,0,0,5,12,17
BELEN DE URMIRI,atencion odontologica,primera consulta,2015-02-01,0,2,2,4,2,0,3,5,3,5,0,2,0,2,10,20,30
BELLA FLOR,atencion odontologica,primera consulta,2015-02-01,12,18,15,14,1,1,4,4,1,2,0,0,0,0,33,39,72
BERMEJO,atencion odontologica,primera consulta,2015-02-01,30,27,71,56,49,70,104,237,68,53,0,31,0,1,322,475,797
BETANZOS,atencion odontologica,primera consulta,2015-02-01,42,45,89,39,12,18,29,52,14,8,0,11,0,15,186,188,374
BOLIVAR,atencion odontologica,primera consulta,2015-02-01,5,1,3,3,3,3,6,10,2,3,0,3,0,3,19,26,45
BOLPEBRA,atencion odontologica,primera consulta,2015-02-01,2,2,0,0,0,0,3,1,0,0,0,0,0,0,5,3,8
BOYUIBE,atencion odontologica,primera consulta,2015-02-01,1,1,1,1,2,0,7,9,1,1,0,3,0,0,12,15,27
BUENA VISTA,atencion odontologica,primera consulta,2015-02-01,25,33,4,3,3,9,10,18,4,2,0,2,0,7,46,74,120
CABEZAS,atencion odontologica,primera consulta,2015-02-01,95,92,19,9,10,34,27,80,22,23,0,40,0,18,173,296,469
CAIROMA,atencion odontologica,primera consulta,2015-02-01,24,21,7,5,4,3,24,19,2,1,0,6,0,3,61,58,119
"CAIZA ""D""",atencion odontologica,primera consulta,2015-02-01,21,18,5,5,5,5,11,20,4,6,0,6,0,2,46,62,108
CAJUATA,atencion odontologica,primera consulta,2015-02-01,20,17,14,9,5,13,6,20,4,1,0,4,0,2,49,66,115
CALACOTO,atencion odontologica,primera consulta,2015-02-01,1,11,4,5,1,2,1,4,2,2,0,0,0,5,9,29,38
CALAMARCA,atencion odontologica,primera consulta,2015-02-01,7,9,7,11,7,10,10,18,8,3,0,5,0,10,39,66,105
CAMARGO,atencion odontologica,primera consulta,2015-02-01,42,52,17,12,3,11,8,49,7,6,0,38,0,10,77,178,255
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2015-02-01,18,11,5,0,2,1,5,8,2,1,0,4,0,4,32,29,61
CAMIRI,atencion odontologica,primera consulta,2015-02-01,40,37,37,37,28,25,63,78,15,23,0,29,0,6,183,235,418
CAPINOTA,atencion odontologica,primera consulta,2015-02-01,18,13,1,7,2,2,1,17,4,5,0,4,0,7,26,55,81
CAQUIAVIRI,atencion odontologica,primera consulta,2015-02-01,3,4,5,5,6,4,2,15,2,2,0,0,0,2,18,32,50
CARACOLLO,atencion odontologica,primera consulta,2015-02-01,16,12,25,24,10,24,30,65,9,10,0,13,0,3,90,151,241
CARANAVI,atencion odontologica,primera consulta,2015-02-01,35,34,10,8,9,16,16,49,8,9,0,18,0,164,78,298,376
CARAPARI,atencion odontologica,primera consulta,2015-02-01,5,7,40,29,27,31,29,100,2,2,0,3,0,3,103,175,278
CARIPUYO,atencion odontologica,primera consulta,2015-02-01,25,26,5,4,3,10,7,19,4,6,0,5,0,6,44,76,120
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2015-02-01,7,10,0,1,17,22,9,12,0,0,0,3,0,4,33,52,85
CATACORA,atencion odontologica,primera consulta,2015-02-01,0,0,2,0,2,0,4,3,0,1,0,0,0,0,8,4,12
CHALLAPATA,atencion odontologica,primera consulta,2015-02-01,29,33,52,54,6,22,40,65,15,14,0,18,0,14,142,220,362
CHAQUI,atencion odontologica,primera consulta,2015-02-01,2,6,6,3,0,6,8,16,7,3,0,4,0,3,23,41,64
CHARAGUA,atencion odontologica,primera consulta,2015-02-01,28,22,25,27,16,26,35,47,3,9,0,17,0,10,107,158,265
CHARAÑA,atencion odontologica,primera consulta,2015-02-01,9,4,3,0,1,2,4,3,4,1,0,1,0,2,21,13,34
CHAYANTA,atencion odontologica,primera consulta,2015-02-01,12,12,10,7,7,6,9,15,3,4,0,6,0,2,41,52,93
CHIMORE,atencion odontologica,primera consulta,2015-02-01,29,23,10,15,2,12,14,41,3,0,0,3,0,5,58,99,157
CHIPAYA,atencion odontologica,primera consulta,2015-02-01,2,0,1,2,0,1,1,4,0,0,0,0,0,0,4,7,11
CHOQUE COTA,atencion odontologica,primera consulta,2015-02-01,1,1,0,0,0,0,1,2,1,1,0,0,0,0,3,4,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2015-02-01,15,13,7,7,3,7,8,29,1,0,0,7,0,9,34,72,106
CHUMA,atencion odontologica,primera consulta,2015-02-01,22,16,16,13,14,25,39,54,16,9,0,5,0,6,107,128,235
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2015-02-01,2,0,2,3,1,1,3,9,0,0,0,2,0,5,8,20,28
CKOCHAS,atencion odontologica,primera consulta,2015-02-01,1,1,5,6,3,5,9,15,0,0,0,13,0,8,18,48,66
CLIZA,atencion odontologica,primera consulta,2015-02-01,9,6,8,8,2,4,14,22,3,9,0,7,0,0,36,56,92
COBIJA,atencion odontologica,primera consulta,2015-02-01,107,125,42,31,193,38,106,137,16,13,0,66,0,15,464,425,889
COCAPATA,atencion odontologica,primera consulta,2015-02-01,81,59,15,21,4,17,40,87,5,9,0,9,0,32,145,234,379
COCHABAMBA,atencion odontologica,primera consulta,2015-02-01,457,446,302,277,114,196,279,602,59,67,0,336,0,201,1211,2125,3336
COIPASA,atencion odontologica,primera consulta,2015-02-01,1,3,2,4,1,0,4,3,0,0,0,2,0,0,8,12,20
COLCAPIRHUA,atencion odontologica,primera consulta,2015-02-01,49,48,1,2,0,26,2,26,8,9,0,9,0,9,60,129,189
"COLCHA ""K""",atencion odontologica,primera consulta,2015-02-01,4,3,3,1,1,1,5,11,1,1,0,1,0,2,14,20,34
COLLANA,atencion odontologica,primera consulta,2015-02-01,6,8,20,10,3,5,8,11,1,2,0,1,0,5,38,42,80
COLOMI,atencion odontologica,primera consulta,2015-02-01,33,23,1,3,1,7,0,7,6,1,0,17,0,21,41,79,120
COLPA BELGICA,atencion odontologica,primera consulta,2015-02-01,8,5,4,2,1,0,4,5,1,0,0,1,0,2,18,15,33
COLQUECHACA,atencion odontologica,primera consulta,2015-02-01,18,26,21,20,15,12,38,57,22,19,0,14,0,16,114,164,278
COLQUENCHA,atencion odontologica,primera consulta,2015-02-01,8,10,11,21,7,13,8,17,4,1,0,2,0,2,38,66,104
COLQUIRI,atencion odontologica,primera consulta,2015-02-01,7,8,19,16,9,12,24,49,15,13,0,0,0,7,74,105,179
COMANCHE,atencion odontologica,primera consulta,2015-02-01,1,2,1,1,1,4,0,6,1,0,0,1,0,1,4,15,19
COMARAPA,atencion odontologica,primera consulta,2015-02-01,22,15,19,23,11,12,25,21,6,2,0,10,0,7,83,90,173
COMBAYA,atencion odontologica,primera consulta,2015-02-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
CONCEPCION,atencion odontologica,primera consulta,2015-02-01,27,48,26,21,4,6,15,42,8,3,0,5,0,0,80,125,205
COPACABANA,atencion odontologica,primera consulta,2015-02-01,12,13,18,10,5,7,10,18,4,2,0,7,0,1,49,58,107
CORIPATA,atencion odontologica,primera consulta,2015-02-01,9,14,6,3,2,5,8,10,1,0,0,2,0,4,26,38,64
CORO CORO,atencion odontologica,primera consulta,2015-02-01,0,1,7,2,6,5,7,12,2,5,0,1,0,1,22,27,49
COROICO,atencion odontologica,primera consulta,2015-02-01,0,0,1,1,1,0,1,0,0,1,0,0,0,0,3,2,5
CORQUE,atencion odontologica,primera consulta,2015-02-01,0,4,4,1,0,0,1,5,1,0,0,0,0,0,6,10,16
COTAGAITA,atencion odontologica,primera consulta,2015-02-01,13,14,3,12,11,12,20,53,12,7,0,5,0,7,59,110,169
COTOCA,atencion odontologica,primera consulta,2015-02-01,40,52,58,67,16,24,13,52,21,17,0,4,0,12,148,228,376
CUATRO CAÑADAS,atencion odontologica,primera consulta,2015-02-01,73,89,7,5,6,8,10,28,6,5,0,13,0,12,102,160,262
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2015-02-01,5,0,33,14,0,0,1,2,1,2,0,0,0,0,40,18,58
CUEVO,atencion odontologica,primera consulta,2015-02-01,16,10,3,5,6,12,6,24,2,5,0,8,0,0,33,64,97
CULPINA,atencion odontologica,primera consulta,2015-02-01,43,37,8,12,9,23,18,69,4,3,0,46,0,8,82,198,280
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2015-02-01,2,5,0,2,1,1,2,3,2,1,0,1,0,0,7,13,20
CURVA,atencion odontologica,primera consulta,2015-02-01,2,7,1,1,0,0,5,3,0,9,0,1,0,2,8,23,31
DESAGUADERO,atencion odontologica,primera consulta,2015-02-01,10,15,15,12,10,13,10,11,15,10,0,5,0,2,60,68,128
EL ALTO,atencion odontologica,primera consulta,2015-02-01,772,753,541,564,245,367,227,670,78,73,0,258,0,193,1863,2878,4741
EL CHORO,atencion odontologica,primera consulta,2015-02-01,6,3,8,7,0,1,0,4,0,1,0,3,0,0,14,19,33
EL PUENTE(STC),atencion odontologica,primera consulta,2015-02-01,39,37,43,34,3,5,9,13,6,1,0,4,0,2,100,96,196
EL PUENTE(TJA),atencion odontologica,primera consulta,2015-02-01,13,7,29,32,10,15,28,70,6,7,0,0,0,0,86,131,217
EL TORNO,atencion odontologica,primera consulta,2015-02-01,289,62,62,66,33,61,37,148,41,49,0,38,0,41,462,465,927
EL VILLAR,atencion odontologica,primera consulta,2015-02-01,20,13,9,10,5,10,7,25,1,2,0,7,0,5,42,72,114
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2015-02-01,18,26,88,81,16,26,14,82,5,6,0,4,0,5,141,230,371
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2015-02-01,15,14,4,2,0,1,3,8,1,1,0,4,0,4,23,34,57
ESCOMA,atencion odontologica,primera consulta,2015-02-01,6,4,8,6,4,7,23,24,12,6,0,3,0,0,53,50,103
EUCALIPTUS,atencion odontologica,primera consulta,2015-02-01,3,3,6,7,5,4,4,18,4,4,0,2,0,3,22,41,63
