municipality,group,variable,month,Pulpotomías,TOTAL
MOCOMOCO,consultas odontologicas,pulpotomias,2006-02-01,143,143
MOJOCOYA,consultas odontologicas,pulpotomias,2006-02-01,42,42
MONTEAGUDO,consultas odontologicas,pulpotomias,2006-02-01,84,84
MONTERO,consultas odontologicas,pulpotomias,2006-02-01,155,155
MORO MORO,consultas odontologicas,pulpotomias,2006-02-01,26,26
MOROCHATA,consultas odontologicas,pulpotomias,2006-02-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2006-02-01,11,11
OCURI,consultas odontologicas,pulpotomias,2006-02-01,40,40
OKINAWA,consultas odontologicas,pulpotomias,2006-02-01,51,51
OMEREQUE,consultas odontologicas,pulpotomias,2006-02-01,25,25
ORURO,consultas odontologicas,pulpotomias,2006-02-01,1353,1353
PADCAYA,consultas odontologicas,pulpotomias,2006-02-01,102,102
PADILLA,consultas odontologicas,pulpotomias,2006-02-01,57,57
PALCA,consultas odontologicas,pulpotomias,2006-02-01,35,35
PALOS BLANCOS,consultas odontologicas,pulpotomias,2006-02-01,102,102
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2006-02-01,4,4
PAMPA GRANDE,consultas odontologicas,pulpotomias,2006-02-01,1,1
PAPEL PAMPA,consultas odontologicas,pulpotomias,2006-02-01,10,10
PASORAPA,consultas odontologicas,pulpotomias,2006-02-01,15,15
PATACAMAYA,consultas odontologicas,pulpotomias,2006-02-01,65,65
PAZÑA,consultas odontologicas,pulpotomias,2006-02-01,26,26
PELECHUCO,consultas odontologicas,pulpotomias,2006-02-01,33,33
POCOATA,consultas odontologicas,pulpotomias,2006-02-01,11,11
POCONA,consultas odontologicas,pulpotomias,2006-02-01,15,15
POJO (CBBA),consultas odontologicas,pulpotomias,2006-02-01,20,20
POOPO,consultas odontologicas,pulpotomias,2006-02-01,39,39
PORCO,consultas odontologicas,pulpotomias,2006-02-01,4,4
POROMA,consultas odontologicas,pulpotomias,2006-02-01,7,7
PORONGO,consultas odontologicas,pulpotomias,2006-02-01,43,43
PORTACHUELO,consultas odontologicas,pulpotomias,2006-02-01,91,91
PORVENIR,consultas odontologicas,pulpotomias,2006-02-01,6,6
POSTRER VALLE,consultas odontologicas,pulpotomias,2006-02-01,19,19
POTOSI,consultas odontologicas,pulpotomias,2006-02-01,622,622
PRESTO,consultas odontologicas,pulpotomias,2006-02-01,16,16
PUCARA,consultas odontologicas,pulpotomias,2006-02-01,24,24
PUCARANI,consultas odontologicas,pulpotomias,2006-02-01,162,162
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2006-02-01,119,119
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2006-02-01,38,38
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2006-02-01,3,3
PUERTO PEREZ,consultas odontologicas,pulpotomias,2006-02-01,35,35
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2006-02-01,27,27
PUERTO RICO,consultas odontologicas,pulpotomias,2006-02-01,17,17
PUERTO SILES,consultas odontologicas,pulpotomias,2006-02-01,26,26
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2006-02-01,106,106
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2006-02-01,61,61
PUNA,consultas odontologicas,pulpotomias,2006-02-01,144,144
PUNATA,consultas odontologicas,pulpotomias,2006-02-01,70,70
QUIABAYA,consultas odontologicas,pulpotomias,2006-02-01,18,18
QUILLACOLLO,consultas odontologicas,pulpotomias,2006-02-01,115,115
QUIME,consultas odontologicas,pulpotomias,2006-02-01,130,130
QUIRUSILLAS,consultas odontologicas,pulpotomias,2006-02-01,8,8
REYES,consultas odontologicas,pulpotomias,2006-02-01,64,64
RIBERALTA,consultas odontologicas,pulpotomias,2006-02-01,158,158
ROBORE,consultas odontologicas,pulpotomias,2006-02-01,26,26
RURRENABAQUE,consultas odontologicas,pulpotomias,2006-02-01,51,51
SABAYA,consultas odontologicas,pulpotomias,2006-02-01,13,13
SACABA,consultas odontologicas,pulpotomias,2006-02-01,137,137
SACABAMBA,consultas odontologicas,pulpotomias,2006-02-01,10,10
SACACA,consultas odontologicas,pulpotomias,2006-02-01,37,37
SAIPINA,consultas odontologicas,pulpotomias,2006-02-01,15,15
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2006-02-01,4,4
SAMAIPATA,consultas odontologicas,pulpotomias,2006-02-01,58,58
SAN AGUSTIN,consultas odontologicas,pulpotomias,2006-02-01,18,18
SAN ANDRES,consultas odontologicas,pulpotomias,2006-02-01,1,1
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2006-02-01,6,6
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2006-02-01,19,19
SAN BENITO,consultas odontologicas,pulpotomias,2006-02-01,15,15
SAN BORJA,consultas odontologicas,pulpotomias,2006-02-01,68,68
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2006-02-01,71,71
SAN CARLOS,consultas odontologicas,pulpotomias,2006-02-01,43,43
SAN IGNACIO,consultas odontologicas,pulpotomias,2006-02-01,24,24
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2006-02-01,220,220
SAN JOAQUIN,consultas odontologicas,pulpotomias,2006-02-01,24,24
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2006-02-01,34,34
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2006-02-01,30,30
SAN JULIAN,consultas odontologicas,pulpotomias,2006-02-01,173,173
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2006-02-01,23,23
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2006-02-01,227,227
SAN LUCAS,consultas odontologicas,pulpotomias,2006-02-01,29,29
SAN MATIAS,consultas odontologicas,pulpotomias,2006-02-01,99,99
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2006-02-01,89,89
SAN PEDRO,consultas odontologicas,pulpotomias,2006-02-01,32,32
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2006-02-01,46,46
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2006-02-01,33,33
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2006-02-01,7,7
SAN RAFAEL,consultas odontologicas,pulpotomias,2006-02-01,30,30
SAN RAMON,consultas odontologicas,pulpotomias,2006-02-01,33,33
SAN RAMON,consultas odontologicas,pulpotomias,2006-02-01,5,5
SANTA ANA,consultas odontologicas,pulpotomias,2006-02-01,29,29
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2006-02-01,3492,3492
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2006-02-01,63,63
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2006-02-01,46,46
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2006-02-01,22,22
SANTIVAÑES,consultas odontologicas,pulpotomias,2006-02-01,10,10
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2006-02-01,9,9
SAPAHAQUI,consultas odontologicas,pulpotomias,2006-02-01,45,45
SENA,consultas odontologicas,pulpotomias,2006-02-01,12,12
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2006-02-01,34,34
SIPE SIPE,consultas odontologicas,pulpotomias,2006-02-01,91,91
SOPACHUY,consultas odontologicas,pulpotomias,2006-02-01,75,75
SORACACHI,consultas odontologicas,pulpotomias,2006-02-01,10,10
SORATA,consultas odontologicas,pulpotomias,2006-02-01,141,141
SUCRE,consultas odontologicas,pulpotomias,2006-02-01,835,835
TACACOMA,consultas odontologicas,pulpotomias,2006-02-01,91,91
TACOPAYA,consultas odontologicas,pulpotomias,2006-02-01,31,31
TAPACARI,consultas odontologicas,pulpotomias,2006-02-01,12,12
TARABUCO,consultas odontologicas,pulpotomias,2006-02-01,27,27
TARACO,consultas odontologicas,pulpotomias,2006-02-01,16,16
TARATA,consultas odontologicas,pulpotomias,2006-02-01,41,41
TARIJA,consultas odontologicas,pulpotomias,2006-02-01,310,310
TARVITA,consultas odontologicas,pulpotomias,2006-02-01,14,14
TEOPONTE,consultas odontologicas,pulpotomias,2006-02-01,64,64
TIAWANACU,consultas odontologicas,pulpotomias,2006-02-01,72,72
TIPUANI,consultas odontologicas,pulpotomias,2006-02-01,13,13
TIQUIPAYA,consultas odontologicas,pulpotomias,2006-02-01,61,61
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2006-02-01,85,85
TOCO,consultas odontologicas,pulpotomias,2006-02-01,15,15
TOLATA,consultas odontologicas,pulpotomias,2006-02-01,8,8
TOLEDO,consultas odontologicas,pulpotomias,2006-02-01,13,13
TOMAVE,consultas odontologicas,pulpotomias,2006-02-01,6,6
TOMINA,consultas odontologicas,pulpotomias,2006-02-01,43,43
TORO TORO,consultas odontologicas,pulpotomias,2006-02-01,37,37
TOTORA(CBBA),consultas odontologicas,pulpotomias,2006-02-01,45,45
TRIGAL,consultas odontologicas,pulpotomias,2006-02-01,21,21
TRINIDAD,consultas odontologicas,pulpotomias,2006-02-01,584,584
TUPIZA,consultas odontologicas,pulpotomias,2006-02-01,162,162
TURCO,consultas odontologicas,pulpotomias,2006-02-01,15,15
UMALA,consultas odontologicas,pulpotomias,2006-02-01,27,27
UNCIA,consultas odontologicas,pulpotomias,2006-02-01,103,103
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2006-02-01,41,41
URUBICHA,consultas odontologicas,pulpotomias,2006-02-01,10,10
UYUNI,consultas odontologicas,pulpotomias,2006-02-01,167,167
VACAS,consultas odontologicas,pulpotomias,2006-02-01,34,34
VALLEGRANDE,consultas odontologicas,pulpotomias,2006-02-01,71,71
VIACHA,consultas odontologicas,pulpotomias,2006-02-01,180,180
VILA VILA,consultas odontologicas,pulpotomias,2006-02-01,20,20
VILLA MONTES,consultas odontologicas,pulpotomias,2006-02-01,78,78
VILLA RIVERO,consultas odontologicas,pulpotomias,2006-02-01,17,17
VILLA SERRANO,consultas odontologicas,pulpotomias,2006-02-01,24,24
VILLA TUNARI,consultas odontologicas,pulpotomias,2006-02-01,203,203
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2006-02-01,17,17
VILLAZON,consultas odontologicas,pulpotomias,2006-02-01,185,185
VINTO,consultas odontologicas,pulpotomias,2006-02-01,76,76
VITICHI,consultas odontologicas,pulpotomias,2006-02-01,13,13
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2006-02-01,10,10
WARNES,consultas odontologicas,pulpotomias,2006-02-01,68,68
YACUIBA,consultas odontologicas,pulpotomias,2006-02-01,133,133
YAMPARAEZ,consultas odontologicas,pulpotomias,2006-02-01,18,18
YANACACHI,consultas odontologicas,pulpotomias,2006-02-01,47,47
YAPACANI,consultas odontologicas,pulpotomias,2006-02-01,35,35
YOCALLA,consultas odontologicas,pulpotomias,2006-02-01,15,15
YOTALA,consultas odontologicas,pulpotomias,2006-02-01,12,12
YUNCHARA,consultas odontologicas,pulpotomias,2006-02-01,80,80
ZUDAÑEZ,consultas odontologicas,pulpotomias,2006-02-01,36,36
ACACIO,consultas odontologicas,pulpotomias,2006-03-01,17,17
ACHACACHI,consultas odontologicas,pulpotomias,2006-03-01,151,151
ACHOCALLA,consultas odontologicas,pulpotomias,2006-03-01,3,3
AIQUILE,consultas odontologicas,pulpotomias,2006-03-01,53,53
ALALAY,consultas odontologicas,pulpotomias,2006-03-01,4,4
ALCALA,consultas odontologicas,pulpotomias,2006-03-01,76,76
ANCORAIMES,consultas odontologicas,pulpotomias,2006-03-01,43,43
ANDAMARCA,consultas odontologicas,pulpotomias,2006-03-01,3,3
ANZALDO,consultas odontologicas,pulpotomias,2006-03-01,29,29
APOLO,consultas odontologicas,pulpotomias,2006-03-01,162,162
ARAMPAMPA,consultas odontologicas,pulpotomias,2006-03-01,5,5
ARANI,consultas odontologicas,pulpotomias,2006-03-01,38,38
ARBIETO,consultas odontologicas,pulpotomias,2006-03-01,3,3
ARQUE,consultas odontologicas,pulpotomias,2006-03-01,27,27
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2006-03-01,36,36
ATOCHA,consultas odontologicas,pulpotomias,2006-03-01,152,152
AUCAPATA,consultas odontologicas,pulpotomias,2006-03-01,37,37
AYATA,consultas odontologicas,pulpotomias,2006-03-01,29,29
AYO AYO,consultas odontologicas,pulpotomias,2006-03-01,36,36
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2006-03-01,92,92
AZURDUY,consultas odontologicas,pulpotomias,2006-03-01,73,73
BATALLAS,consultas odontologicas,pulpotomias,2006-03-01,100,100
BAURES,consultas odontologicas,pulpotomias,2006-03-01,20,20
BELLA FLOR,consultas odontologicas,pulpotomias,2006-03-01,29,29
BERMEJO,consultas odontologicas,pulpotomias,2006-03-01,197,197
BETANZOS,consultas odontologicas,pulpotomias,2006-03-01,72,72
BOLIVAR,consultas odontologicas,pulpotomias,2006-03-01,29,29
BOYUIBE,consultas odontologicas,pulpotomias,2006-03-01,10,10
BUENA VISTA,consultas odontologicas,pulpotomias,2006-03-01,36,36
CABEZAS,consultas odontologicas,pulpotomias,2006-03-01,29,29
CAIROMA,consultas odontologicas,pulpotomias,2006-03-01,91,91
"CAIZA ""D""",consultas odontologicas,pulpotomias,2006-03-01,28,28
CAJUATA,consultas odontologicas,pulpotomias,2006-03-01,20,20
CALACOTO,consultas odontologicas,pulpotomias,2006-03-01,12,12
CALAMARCA,consultas odontologicas,pulpotomias,2006-03-01,49,49
CAMARGO,consultas odontologicas,pulpotomias,2006-03-01,88,88
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2006-03-01,5,5
CAMIRI,consultas odontologicas,pulpotomias,2006-03-01,120,120
CAPINOTA,consultas odontologicas,pulpotomias,2006-03-01,27,27
CAQUIAVIRI,consultas odontologicas,pulpotomias,2006-03-01,37,37
CARACOLLO,consultas odontologicas,pulpotomias,2006-03-01,84,84
CARANAVI,consultas odontologicas,pulpotomias,2006-03-01,182,182
CARAPARI,consultas odontologicas,pulpotomias,2006-03-01,70,70
CARIPUYO,consultas odontologicas,pulpotomias,2006-03-01,46,46
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2006-03-01,7,7
CATACORA,consultas odontologicas,pulpotomias,2006-03-01,17,17
CHALLAPATA,consultas odontologicas,pulpotomias,2006-03-01,113,113
CHAQUI,consultas odontologicas,pulpotomias,2006-03-01,20,20
CHARAGUA,consultas odontologicas,pulpotomias,2006-03-01,130,130
CHAYANTA,consultas odontologicas,pulpotomias,2006-03-01,90,90
CHIMORE,consultas odontologicas,pulpotomias,2006-03-01,61,61
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2006-03-01,72,72
CHUMA,consultas odontologicas,pulpotomias,2006-03-01,83,83
CLIZA,consultas odontologicas,pulpotomias,2006-03-01,6,6
COBIJA,consultas odontologicas,pulpotomias,2006-03-01,345,345
COCHABAMBA,consultas odontologicas,pulpotomias,2006-03-01,1293,1293
COLCAPIRHUA,consultas odontologicas,pulpotomias,2006-03-01,57,57
"COLCHA ""K""",consultas odontologicas,pulpotomias,2006-03-01,11,11
COLLANA,consultas odontologicas,pulpotomias,2006-03-01,16,16
COLOMI,consultas odontologicas,pulpotomias,2006-03-01,37,37
COLPA BELGICA,consultas odontologicas,pulpotomias,2006-03-01,47,47
COLQUECHACA,consultas odontologicas,pulpotomias,2006-03-01,45,45
COLQUENCHA,consultas odontologicas,pulpotomias,2006-03-01,26,26
COLQUIRI,consultas odontologicas,pulpotomias,2006-03-01,218,218
COMANCHE,consultas odontologicas,pulpotomias,2006-03-01,3,3
COMARAPA,consultas odontologicas,pulpotomias,2006-03-01,74,74
CONCEPCION,consultas odontologicas,pulpotomias,2006-03-01,28,28
COPACABANA,consultas odontologicas,pulpotomias,2006-03-01,53,53
CORIPATA,consultas odontologicas,pulpotomias,2006-03-01,108,108
CORO CORO,consultas odontologicas,pulpotomias,2006-03-01,39,39
COROICO,consultas odontologicas,pulpotomias,2006-03-01,115,115
CORQUE,consultas odontologicas,pulpotomias,2006-03-01,12,12
COTAGAITA,consultas odontologicas,pulpotomias,2006-03-01,119,119
COTOCA,consultas odontologicas,pulpotomias,2006-03-01,39,39
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2006-03-01,4,4
CUEVO,consultas odontologicas,pulpotomias,2006-03-01,13,13
CULPINA,consultas odontologicas,pulpotomias,2006-03-01,80,80
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2006-03-01,42,42
CURVA,consultas odontologicas,pulpotomias,2006-03-01,5,5
DESAGUADERO,consultas odontologicas,pulpotomias,2006-03-01,80,80
EL ALTO,consultas odontologicas,pulpotomias,2006-03-01,4517,4517
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2006-03-01,58,58
EL TORNO,consultas odontologicas,pulpotomias,2006-03-01,60,60
EL VILLAR,consultas odontologicas,pulpotomias,2006-03-01,27,27
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-03-01,133,133
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-03-01,18,18
EUCALIPTUS,consultas odontologicas,pulpotomias,2006-03-01,38,38
EUREKA (SANTOS MERCADO),consultas odontologicas,pulpotomias,2006-03-01,11,11
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2006-03-01,74,74
FILADELFIA,consultas odontologicas,pulpotomias,2006-03-01,67,67
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2006-03-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2006-03-01,131,131
GUANAY,consultas odontologicas,pulpotomias,2006-03-01,43,43
GUAQUI,consultas odontologicas,pulpotomias,2006-03-01,55,55
GUAYARAMERIN,consultas odontologicas,pulpotomias,2006-03-01,152,152
GUTIERREZ,consultas odontologicas,pulpotomias,2006-03-01,85,85
HUACARETA,consultas odontologicas,pulpotomias,2006-03-01,13,13
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2006-03-01,21,21
HUACHACALLA,consultas odontologicas,pulpotomias,2006-03-01,11,11
HUANUNI,consultas odontologicas,pulpotomias,2006-03-01,30,30
HUARACAJE,consultas odontologicas,pulpotomias,2006-03-01,15,15
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2006-03-01,11,11
ICHOCA,consultas odontologicas,pulpotomias,2006-03-01,30,30
ICLA,consultas odontologicas,pulpotomias,2006-03-01,54,54
INCAHUASI,consultas odontologicas,pulpotomias,2006-03-01,111,111
INQUISIVI,consultas odontologicas,pulpotomias,2006-03-01,126,126
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2006-03-01,112,112
IXIAMAS,consultas odontologicas,pulpotomias,2006-03-01,92,92
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2006-03-01,154,154
LA ASUNTA,consultas odontologicas,pulpotomias,2006-03-01,66,66
LA GUARDIA,consultas odontologicas,pulpotomias,2006-03-01,61,61
LA PAZ,consultas odontologicas,pulpotomias,2006-03-01,3291,3291
LAGUNILLAS,consultas odontologicas,pulpotomias,2006-03-01,38,38
LAJA,consultas odontologicas,pulpotomias,2006-03-01,41,41
LICOMA PAMPA,consultas odontologicas,pulpotomias,2006-03-01,74,74
LLALLAGUA,consultas odontologicas,pulpotomias,2006-03-01,124,124
LLICA,consultas odontologicas,pulpotomias,2006-03-01,47,47
LORETO,consultas odontologicas,pulpotomias,2006-03-01,8,8
LURIBAY,consultas odontologicas,pulpotomias,2006-03-01,7,7
MACHACAMARCA,consultas odontologicas,pulpotomias,2006-03-01,57,57
MACHARETI,consultas odontologicas,pulpotomias,2006-03-01,14,14
MAGDALENA,consultas odontologicas,pulpotomias,2006-03-01,5,5
MAIRANA,consultas odontologicas,pulpotomias,2006-03-01,31,31
MAPIRI,consultas odontologicas,pulpotomias,2006-03-01,18,18
MECAPACA,consultas odontologicas,pulpotomias,2006-03-01,33,33
MINEROS,consultas odontologicas,pulpotomias,2006-03-01,34,34
MIZQUE,consultas odontologicas,pulpotomias,2006-03-01,37,37
MOCOMOCO,consultas odontologicas,pulpotomias,2006-03-01,101,101
MOJOCOYA,consultas odontologicas,pulpotomias,2006-03-01,30,30
MONTEAGUDO,consultas odontologicas,pulpotomias,2006-03-01,24,24
MONTERO,consultas odontologicas,pulpotomias,2006-03-01,188,188
MORO MORO,consultas odontologicas,pulpotomias,2006-03-01,16,16
MOROCHATA,consultas odontologicas,pulpotomias,2006-03-01,43,43
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2006-03-01,14,14
OCURI,consultas odontologicas,pulpotomias,2006-03-01,46,46
OKINAWA,consultas odontologicas,pulpotomias,2006-03-01,37,37
OMEREQUE,consultas odontologicas,pulpotomias,2006-03-01,26,26
ORURO,consultas odontologicas,pulpotomias,2006-03-01,1828,1828
PADCAYA,consultas odontologicas,pulpotomias,2006-03-01,130,130
PADILLA,consultas odontologicas,pulpotomias,2006-03-01,65,65
PAILON,consultas odontologicas,pulpotomias,2006-03-01,105,105
PALCA,consultas odontologicas,pulpotomias,2006-03-01,29,29
PALOS BLANCOS,consultas odontologicas,pulpotomias,2006-03-01,78,78
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2006-03-01,19,19
PAMPA GRANDE,consultas odontologicas,pulpotomias,2006-03-01,7,7
PAPEL PAMPA,consultas odontologicas,pulpotomias,2006-03-01,9,9
PASORAPA,consultas odontologicas,pulpotomias,2006-03-01,1,1
PATACAMAYA,consultas odontologicas,pulpotomias,2006-03-01,34,34
PAZÑA,consultas odontologicas,pulpotomias,2006-03-01,23,23
POCOATA,consultas odontologicas,pulpotomias,2006-03-01,29,29
POJO (CBBA),consultas odontologicas,pulpotomias,2006-03-01,91,91
POOPO,consultas odontologicas,pulpotomias,2006-03-01,34,34
PORCO,consultas odontologicas,pulpotomias,2006-03-01,14,14
POROMA,consultas odontologicas,pulpotomias,2006-03-01,128,128
PORONGO,consultas odontologicas,pulpotomias,2006-03-01,79,79
PORTACHUELO,consultas odontologicas,pulpotomias,2006-03-01,151,151
PORVENIR,consultas odontologicas,pulpotomias,2006-03-01,7,7
POSTRER VALLE,consultas odontologicas,pulpotomias,2006-03-01,35,35
POTOSI,consultas odontologicas,pulpotomias,2006-03-01,761,761
PRESTO,consultas odontologicas,pulpotomias,2006-03-01,17,17
