,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,25.0,2.0,0.0,0.0,25.0,2.0,27.0
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,562.0,3.0,0.0,0.0,562.0,3.0,565.0
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,3.0,0.0,0.0,5.0,3.0,8.0
LAJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,12.0,0.0,0.0,6.0,12.0,18.0
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
LORETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,5.0,0.0,0.0,9.0,5.0,14.0
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,8.0,0.0,0.0,7.0,8.0,15.0
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,4.0,0.0,0.0,9.0,4.0,13.0
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,1.0,0.0,0.0,10.0,1.0,11.0
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,19.0,1.0,0.0,0.0,19.0,1.0,20.0
MALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,14.0,1.0,0.0,0.0,14.0,1.0,15.0
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,4.0,0.0,0.0,9.0,4.0,13.0
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,0.0,0.0,0.0,8.0,0.0,8.0
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,26.0,13.0,0.0,0.0,26.0,13.0,39.0
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,5.0,0.0,0.0,7.0,5.0,12.0
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,26.0,0.0,0.0,0.0,26.0,0.0,26.0
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,13.0,36.0,0.0,0.0,13.0,36.0,49.0
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
OCURI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,13.0,30.0,0.0,0.0,13.0,30.0,43.0
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,4.0,0.0,0.0,6.0,4.0,10.0
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,8.0,0.0,0.0,5.0,8.0,13.0
ORURO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,416.0,1.0,0.0,0.0,416.0,1.0,417.0
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,15.0,8.0,0.0,0.0,15.0,8.0,23.0
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,15.0,7.0,0.0,0.0,15.0,7.0,22.0
PAILON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,39.0,0.0,0.0,0.0,39.0,0.0,39.0
PALCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,40.0,16.0,0.0,0.0,40.0,16.0,56.0
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,2.0,0.0,0.0,9.0,2.0,11.0
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,53.0,0.0,0.0,4.0,53.0,57.0
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,3.0,0.0,0.0,5.0,3.0,8.0
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,14.0,0.0,0.0,0.0,14.0,0.0,14.0
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,6.0,0.0,0.0,1.0,6.0,7.0
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,17.0,1.0,0.0,0.0,17.0,1.0,18.0
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,0.0,0.0,0.0,10.0,0.0,10.0
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,27.0,2.0,0.0,0.0,27.0,2.0,29.0
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,12.0,0.0,0.0,2.0,12.0,14.0
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,17.0,2.0,0.0,0.0,17.0,2.0,19.0
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,7.0,0.0,0.0,9.0,7.0,16.0
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,12.0,0.0,0.0,2.0,12.0,14.0
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,30.0,6.0,0.0,0.0,30.0,6.0,36.0
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,24.0,4.0,0.0,0.0,24.0,4.0,28.0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,94.0,15.0,0.0,0.0,94.0,15.0,109.0
PUNA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,16.0,32.0,0.0,0.0,16.0,32.0,48.0
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,51.0,2.0,0.0,0.0,51.0,2.0,53.0
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,154.0,2.0,0.0,0.0,154.0,2.0,156.0
QUIME,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,18.0,27.0,0.0,0.0,18.0,27.0,45.0
REYES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,0.0,0.0,0.0,12.0,0.0,12.0
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,18.0,2.0,0.0,0.0,18.0,2.0,20.0
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
SACABA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,125.0,31.0,0.0,0.0,125.0,31.0,156.0
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
SACACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,18.0,0.0,0.0,9.0,18.0,27.0
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,4.0,0.0,0.0,8.0,4.0,12.0
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,3.0,0.0,0.0,10.0,3.0,13.0
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,0.0,0.0,0.0,8.0,0.0,8.0
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,9.0,0.0,0.0,3.0,9.0,12.0
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,0.0,0.0,0.0,12.0,0.0,12.0
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,13.0,1.0,0.0,0.0,13.0,1.0,14.0
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,7.0,0.0,0.0,12.0,7.0,19.0
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,0.0,0.0,0.0,12.0,0.0,12.0
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,66.0,22.0,0.0,0.0,66.0,22.0,88.0
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,15.0,1.0,0.0,0.0,15.0,1.0,16.0
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,38.0,36.0,0.0,0.0,38.0,36.0,74.0
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,19.0,0.0,0.0,7.0,19.0,26.0
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,18.0,6.0,0.0,0.0,18.0,6.0,24.0
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,23.0,5.0,0.0,0.0,23.0,5.0,28.0
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,31.0,0.0,0.0,0.0,31.0,0.0,31.0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,45.0,0.0,0.0,7.0,45.0,52.0
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,6.0,0.0,0.0,1.0,6.0,7.0
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,1.0,0.0,0.0,8.0,1.0,9.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,13.0,0.0,0.0,0.0,13.0,0.0,13.0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,468.0,10.0,0.0,0.0,468.0,10.0,478.0
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,0.0,0.0,0.0,8.0,0.0,8.0
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,18.0,3.0,0.0,0.0,18.0,3.0,21.0
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,16.0,0.0,0.0,0.0,16.0,16.0
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,13.0,0.0,0.0,3.0,13.0,16.0
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
SENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,1.0,0.0,0.0,6.0,1.0,7.0
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,12.0,0.0,0.0,3.0,12.0,15.0
SICAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,38.0,0.0,0.0,0.0,38.0,0.0,38.0
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
SORATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,31.0,0.0,0.0,9.0,31.0,40.0
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,301.0,15.0,0.0,0.0,301.0,15.0,316.0
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,15.0,0.0,0.0,6.0,15.0,21.0
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,19.0,0.0,0.0,6.0,19.0,25.0
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,29.0,34.0,0.0,0.0,29.0,34.0,63.0
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,20.0,14.0,0.0,0.0,20.0,14.0,34.0
TARATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,0.0,0.0,0.0,12.0,0.0,12.0
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,90.0,7.0,0.0,0.0,90.0,7.0,97.0
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,11.0,11.0,0.0,0.0,11.0,11.0,22.0
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,40.0,0.0,0.0,8.0,40.0,48.0
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,76.0,0.0,0.0,0.0,76.0,0.0,76.0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,55.0,5.0,0.0,0.0,55.0,5.0,60.0
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,0.0,0.0,0.0,10.0,0.0,10.0
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,5.0,0.0,0.0,6.0,5.0,11.0
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,10.0,0.0,0.0,7.0,10.0,17.0
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,21.0,0.0,0.0,6.0,21.0,27.0
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,13.0,6.0,0.0,0.0,13.0,6.0,19.0
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,18.0,28.0,0.0,0.0,18.0,28.0,46.0
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,4.0,0.0,0.0,9.0,4.0,13.0
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,7.0,0.0,0.0,1.0,7.0,8.0
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,28.0,0.0,0.0,0.0,28.0,0.0,28.0
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,26.0,0.0,0.0,6.0,26.0,32.0
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,20.0,2.0,0.0,0.0,20.0,2.0,22.0
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,27.0,21.0,0.0,0.0,27.0,21.0,48.0
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,22.0,6.0,0.0,0.0,22.0,6.0,28.0
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,107.0,14.0,0.0,0.0,107.0,14.0,121.0
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,11.0,4.0,0.0,0.0,11.0,4.0,15.0
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,24.0,1.0,0.0,0.0,24.0,1.0,25.0
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,48.0,0.0,0.0,0.0,48.0,0.0,48.0
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,35.0,15.0,0.0,0.0,35.0,15.0,50.0
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,105.0,14.0,0.0,0.0,105.0,14.0,119.0
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,11.0,0.0,0.0,4.0,11.0,15.0
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,8.0,0.0,0.0,1.0,8.0,9.0
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-12-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-12-01,15.0,33.0,0.0,0.0,15.0,33.0,48.0
