,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,2,5,0,0,2,5,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,4,1,0,0,4,1,5
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,7,3,0,0,7,3,10
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,17,0,0,0,17,0,17
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,4,4,0,0,4,4,8
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,28,0,0,0,28,0,28
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,2590,177,0,0,2590,177,2767
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,11,3,0,0,11,3,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,21,4,0,0,21,4,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,2,11,0,0,2,11,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,7,0,0,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,4,0,0,5,4,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,4,0,0,3,4,7
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,14,0,0,3,14,17
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,0,0,0,5,0,5
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,13,26,0,0,13,26,39
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,3,0,0,0,3,3
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,49,10,0,0,49,10,59
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,8,0,0,5,8,13
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,6,0,0,5,6,11
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,16,32,0,0,16,32,48
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,414,22,0,0,414,22,436
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,2,0,0,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,13,7,0,0,13,7,20
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,1,12,0,0,1,12,13
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,6,13,0,0,6,13,19
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,23,20,0,0,23,20,43
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,26,22,0,0,26,22,48
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,5,0,0,3,5,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,15,10,0,0,15,10,25
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,326,20,0,0,326,20,346
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,18,13,0,0,18,13,31
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,4,11,0,0,4,11,15
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,12,15,0,0,12,15,27
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,17,34,0,0,17,34,51
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,16,4,0,0,16,4,20
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,82,7,0,0,82,7,89
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,75,15,0,0,75,15,90
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,1,0,0,0,1,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,2,6,0,0,2,6,8
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,3,0,0,5,3,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,11,6,0,0,11,6,17
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,9,0,0,3,9,12
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,9,8,0,0,9,8,17
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,4,7,0,0,4,7,11
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,9,21,0,0,9,21,30
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,6,0,0,5,6,11
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,2,0,0,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,217,1,0,0,217,1,218
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,57,21,0,0,57,21,78
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,2,0,0,0,2,0,2
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,13,0,0,0,13,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,12,46,0,0,12,46,58
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,13,5,0,0,13,5,18
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,16,0,0,0,16,0,16
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,44,3,0,0,44,3,47
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,7,4,0,0,7,4,11
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,22,1,0,0,22,1,23
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,63,26,0,0,63,26,89
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,8,0,0,3,8,11
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,46,18,0,0,46,18,64
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,0,0,0,3,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,4,3,0,0,4,3,7
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,12,11,0,0,12,11,23
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,104,38,0,0,104,38,142
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,7,0,0,0,7,0,7
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,61,8,0,0,61,8,69
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,56,0,0,0,56,0,56
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,4,6,0,0,4,6,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,0,0,0,3,0,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,109,26,0,0,109,26,135
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,3,10,0,0,3,10,13
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,124,14,0,0,124,14,138
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,5,0,0,5,5,10
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,2,6,0,0,2,6,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,65,24,0,0,65,24,89
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,1,11,0,0,1,11,12
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,13,3,0,0,13,3,16
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,0,2,0,0,0,2,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-01-01,5,5,0,0,5,5,10
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,9,0,0,4,9,13
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,35,84,0,0,35,84,119
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,21,0,0,6,21,27
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,20,12,0,0,20,12,32
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,9,0,0,0,9,9
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,2,0,0,3,2,5
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,20,0,0,0,20,20
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,3,0,0,3,3,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,1,0,0,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,9,0,0,3,9,12
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,10,36,0,0,10,36,46
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1,12,0,0,1,12,13
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,9,7,0,0,9,7,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,7,10,0,0,7,10,17
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,10,9,0,0,10,9,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,79,7,0,0,79,7,86
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,15,5,0,0,15,5,20
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,6,0,0,2,6,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,12,0,0,2,12,14
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,7,0,0,6,7,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,26,36,0,0,26,36,62
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,16,13,0,0,16,13,29
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,11,10,0,0,11,10,21
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,8,0,0,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1,5,0,0,1,5,6
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,7,0,0,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,38,13,0,0,38,13,51
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,18,41,0,0,18,41,59
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,23,0,0,2,23,25
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,5,0,0,0,5,5
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,0,0,0,4,0,4
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,13,10,0,0,13,10,23
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,22,45,0,0,22,45,67
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,14,0,0,3,14,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,7,18,0,0,7,18,25
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,16,5,0,0,16,5,21
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,7,0,0,2,7,9
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,14,9,0,0,14,9,23
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,16,3,0,0,16,3,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,3,0,0,3,3,6
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,47,10,0,0,47,10,57
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,13,20,0,0,13,20,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,9,12,0,0,9,12,21
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,27,11,0,0,27,11,38
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,97,51,0,0,97,51,148
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,8,6,0,0,8,6,14
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,23,0,0,6,23,29
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,5,4,0,0,5,4,9
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,27,28,0,0,27,28,55
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,9,10,0,0,9,10,19
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,18,84,0,0,18,84,102
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,3,0,0,3,3,6
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,15,13,0,0,15,13,28
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,24,11,0,0,24,11,35
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,15,9,0,0,15,9,24
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,15,0,0,4,15,19
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,22,10,0,0,22,10,32
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,79,0,0,0,79,0,79
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1214,18,0,0,1214,18,1232
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,118,10,0,0,118,10,128
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,8,14,0,0,8,14,22
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,25,21,0,0,25,21,46
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,7,6,0,0,7,6,13
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,18,80,0,0,18,80,98
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,9,6,0,0,9,6,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,14,57,0,0,14,57,71
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,2,0,0,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,25,7,0,0,25,7,32
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,6,0,0,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,17,2,0,0,17,2,19
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,5,16,0,0,5,16,21
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,15,14,0,0,15,14,29
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,8,0,0,3,8,11
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,15,13,0,0,15,13,28
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,3,0,0,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,13,30,0,0,13,30,43
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,77,26,0,0,77,26,103
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,20,13,0,0,20,13,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,3,0,0,2,3,5
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,3,0,0,2,3,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,17,27,0,0,17,27,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,11,1,0,0,11,1,12
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,4,0,0,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,5,10,0,0,5,10,15
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1455,190,0,0,1455,190,1645
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,9,0,0,3,9,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,12,4,0,0,12,4,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,7,0,0,6,7,13
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,72,3,0,0,72,3,75
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,7,4,0,0,7,4,11
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,24,9,0,0,24,9,33
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,22,9,0,0,22,9,31
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,4,0,0,6,4,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,0,0,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,0,0,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,18,3,0,0,18,3,21
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,15,0,0,2,15,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,15,5,0,0,15,5,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,18,0,0,4,18,22
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,19,10,0,0,19,10,29
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,8,8,0,0,8,8,16
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,74,16,0,0,74,16,90
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,13,39,0,0,13,39,52
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,14,3,0,0,14,3,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,0,0,0,6,0,6
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,44,4,0,0,44,4,48
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,2,0,0,4,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,2,0,0,3,2,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1,9,0,0,1,9,10
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,7,11,0,0,7,11,18
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,28,35,0,0,28,35,63
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,11,0,0,6,11,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,10,14,0,0,10,14,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,8,5,0,0,8,5,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,10,10,0,0,10,10,20
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,65,77,0,0,65,77,142
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,102,1,0,0,102,1,103
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1283,53,0,0,1283,53,1336
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,1,0,0,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,6,5,0,0,6,5,11
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,17,19,0,0,17,19,36
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,7,0,0,0,7,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,35,54,0,0,35,54,89
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,6,0,0,4,6,10
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,2,1,0,0,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,14,0,0,3,14,17
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,1,0,0,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,9,2,0,0,9,2,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,12,11,0,0,12,11,23
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,17,0,0,0,17,0,17
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,0,4,0,0,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,20,3,0,0,20,3,23
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,11,7,0,0,11,7,18
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,31,3,0,0,31,3,34
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,33,47,0,0,33,47,80
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,3,33,0,0,3,33,36
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,4,0,0,4,4,8
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,35,12,0,0,35,12,47
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,153,10,0,0,153,10,163
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,4,1,0,0,4,1,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,14,57,0,0,14,57,71
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-02-01,1,2,0,0,1,2,3
