,group,variable,month,BCG,BCG,BCG,BCG,TOTALES,TOTALES,TOTALES
TUPIZA,vacunaciones en menores de 1 ano,bcg,2008-01-01,60,12,0,0,60,12,72
TURCO,vacunaciones en menores de 1 ano,bcg,2008-01-01,1,1,0,0,1,1,2
UMALA,vacunaciones en menores de 1 ano,bcg,2008-01-01,0,8,0,0,0,8,8
UNCIA,vacunaciones en menores de 1 ano,bcg,2008-01-01,16,41,0,0,16,41,57
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2008-01-01,14,6,0,0,14,6,20
URUBICHA,vacunaciones en menores de 1 ano,bcg,2008-01-01,11,0,0,0,11,0,11
UYUNI,vacunaciones en menores de 1 ano,bcg,2008-01-01,44,2,0,0,44,2,46
VACAS,vacunaciones en menores de 1 ano,bcg,2008-01-01,2,11,0,0,2,11,13
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2008-01-01,31,0,0,0,31,0,31
VIACHA,vacunaciones en menores de 1 ano,bcg,2008-01-01,46,21,0,0,46,21,67
VILA VILA,vacunaciones en menores de 1 ano,bcg,2008-01-01,3,6,0,0,3,6,9
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2008-01-01,55,2,0,0,55,2,57
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2008-01-01,2,1,0,0,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2008-01-01,3,2,0,0,3,2,5
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2008-01-01,8,4,0,0,8,4,12
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2008-01-01,84,24,0,0,84,24,108
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2008-01-01,4,1,0,0,4,1,5
VILLAZON,vacunaciones en menores de 1 ano,bcg,2008-01-01,66,3,0,0,66,3,69
VINTO,vacunaciones en menores de 1 ano,bcg,2008-01-01,54,0,0,0,54,0,54
VITICHI,vacunaciones en menores de 1 ano,bcg,2008-01-01,6,6,0,0,6,6,12
WARNES,vacunaciones en menores de 1 ano,bcg,2008-01-01,87,12,0,0,87,12,99
YACO,vacunaciones en menores de 1 ano,bcg,2008-01-01,0,12,0,0,0,12,12
YACUIBA,vacunaciones en menores de 1 ano,bcg,2008-01-01,159,2,0,0,159,2,161
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2008-01-01,6,2,0,0,6,2,8
YANACACHI,vacunaciones en menores de 1 ano,bcg,2008-01-01,4,1,0,0,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-01-01,48,9,0,0,48,9,57
YOCALLA,vacunaciones en menores de 1 ano,bcg,2008-01-01,4,9,0,0,4,9,13
YOTALA,vacunaciones en menores de 1 ano,bcg,2008-01-01,16,0,0,0,16,0,16
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2008-01-01,2,0,0,0,2,0,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2008-01-01,6,9,0,0,6,9,15
ACACIO,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,5,0,0,4,5,9
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2008-02-01,37,90,0,0,37,90,127
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,18,0,0,9,18,27
AIQUILE,vacunaciones en menores de 1 ano,bcg,2008-02-01,38,15,0,0,38,15,53
ALALAY,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,10,0,0,2,10,12
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,21,0,0,0,21,21
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,5,0,0,1,5,6
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2008-02-01,8,2,0,0,8,2,10
ANZALDO,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,17,0,0,4,17,21
APOLO,vacunaciones en menores de 1 ano,bcg,2008-02-01,13,37,0,0,13,37,50
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,6,0,0,1,6,7
ARANI,vacunaciones en menores de 1 ano,bcg,2008-02-01,7,3,0,0,7,3,10
ARBIETO,vacunaciones en menores de 1 ano,bcg,2008-02-01,10,10,0,0,10,10,20
ARQUE,vacunaciones en menores de 1 ano,bcg,2008-02-01,18,9,0,0,18,9,27
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2008-02-01,52,6,0,0,52,6,58
ATOCHA,vacunaciones en menores de 1 ano,bcg,2008-02-01,20,5,0,0,20,5,25
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,2,0,0,0,2,2
AYATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,16,0,0,1,16,17
AYO AYO,vacunaciones en menores de 1 ano,bcg,2008-02-01,7,8,0,0,7,8,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2008-02-01,23,33,0,0,23,33,56
AZURDUY,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,12,0,0,6,12,18
BATALLAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,14,10,0,0,14,10,24
BAURES,vacunaciones en menores de 1 ano,bcg,2008-02-01,7,0,0,0,7,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,1,0,0,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2008-02-01,7,1,0,0,7,1,8
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,5,0,0,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,bcg,2008-02-01,49,1,0,0,49,1,50
BETANZOS,vacunaciones en menores de 1 ano,bcg,2008-02-01,21,16,0,0,21,16,37
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,29,0,0,2,29,31
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,3,0,0,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,6,0,0,2,6,8
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,20,1,0,0,20,1,21
CABEZAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,29,77,0,0,29,77,106
CAIROMA,vacunaciones en menores de 1 ano,bcg,2008-02-01,10,10,0,0,10,10,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2008-02-01,6,16,0,0,6,16,22
CALACOTO,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,2,0,0,3,2,5
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,19,0,0,5,19,24
CAMARGO,vacunaciones en menores de 1 ano,bcg,2008-02-01,22,0,0,0,22,0,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2008-02-01,5,4,0,0,5,4,9
CAMIRI,vacunaciones en menores de 1 ano,bcg,2008-02-01,59,3,0,0,59,3,62
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,29,6,0,0,29,6,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,11,0,0,4,11,15
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2008-02-01,30,16,0,0,30,16,46
CARANAVI,vacunaciones en menores de 1 ano,bcg,2008-02-01,108,45,0,0,108,45,153
CARAPARI,vacunaciones en menores de 1 ano,bcg,2008-02-01,7,6,0,0,7,6,13
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,40,0,0,1,40,41
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,2,0,0,5,2,7
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,34,33,0,0,34,33,67
CHAQUI,vacunaciones en menores de 1 ano,bcg,2008-02-01,8,7,0,0,8,7,15
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2008-02-01,17,61,0,0,17,61,78
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,4,0,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,10,0,0,6,10,16
CHIMORE,vacunaciones en menores de 1 ano,bcg,2008-02-01,13,3,0,0,13,3,16
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,4,0,0,0,4,4
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2008-02-01,32,16,0,0,32,16,48
CHUMA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,15,0,0,5,15,20
CLIZA,vacunaciones en menores de 1 ano,bcg,2008-02-01,25,6,0,0,25,6,31
COBIJA,vacunaciones en menores de 1 ano,bcg,2008-02-01,105,1,0,0,105,1,106
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1654,17,0,0,1654,17,1671
COIPASA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2008-02-01,73,0,0,0,73,0,73
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2008-02-01,16,12,0,0,16,12,28
COLLANA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,2,0,0,1,2,3
COLOMI,vacunaciones en menores de 1 ano,bcg,2008-02-01,22,20,0,0,22,20,42
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,3,0,0,4,3,7
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2008-02-01,12,84,0,0,12,84,96
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,6,0,0,6,6,12
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2008-02-01,16,20,0,0,16,20,36
COMANCHE,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,0,0,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,bcg,2008-02-01,26,7,0,0,26,7,33
COMBAYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,7,0,0,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2008-02-01,26,5,0,0,26,5,31
COPACABANA,vacunaciones en menores de 1 ano,bcg,2008-02-01,12,7,0,0,12,7,19
CORIPATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,19,7,0,0,19,7,26
CORO CORO,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,7,0,0,0,7,7
COROICO,vacunaciones en menores de 1 ano,bcg,2008-02-01,19,14,0,0,19,14,33
CORQUE,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,3,0,0,3,3,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,34,0,0,5,34,39
COTOCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,92,11,0,0,92,11,103
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,20,4,0,0,20,4,24
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2008-02-01,0,4,0,0,0,4,4
CUEVO,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,5,0,0,0,5,5
CULPINA,vacunaciones en menores de 1 ano,bcg,2008-02-01,22,16,0,0,22,16,38
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,3,0,0,3,3,6
CURVA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,1,0,0,1,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,14,0,0,3,14,17
EL ALTO,vacunaciones en menores de 1 ano,bcg,2008-02-01,1515,11,0,0,1515,11,1526
EL CHORO,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,4,0,0,3,4,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2008-02-01,10,4,0,0,10,4,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2008-02-01,2,11,0,0,2,11,13
EL TORNO,vacunaciones en menores de 1 ano,bcg,2008-02-01,83,10,0,0,83,10,93
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,1,0,0,4,1,5
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-02-01,16,6,0,0,16,6,22
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-02-01,18,5,0,0,18,5,23
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,2,0,0,5,2,7
EXALTACION,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,0,0,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2008-02-01,15,3,0,0,15,3,18
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,6,0,0,2,6,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2008-02-01,28,5,0,0,28,5,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2008-02-01,4,16,0,0,4,16,20
GUANAY,vacunaciones en menores de 1 ano,bcg,2008-02-01,19,5,0,0,19,5,24
GUAQUI,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,6,0,0,5,6,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2008-02-01,89,1,0,0,89,1,90
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2008-02-01,18,29,0,0,18,29,47
HUACARETA,vacunaciones en menores de 1 ano,bcg,2008-02-01,13,2,0,0,13,2,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2008-02-01,5,0,0,0,5,0,5
HUANUNI,vacunaciones en menores de 1 ano,bcg,2008-02-01,29,5,0,0,29,5,34
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,0,0,0,9,0,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,10,4,0,0,10,4,14
ICHOCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,9,0,0,0,9,9
ICLA,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,10,0,0,3,10,13
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2008-02-01,24,36,0,0,24,36,60
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,9,0,0,9,9,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2008-02-01,6,17,0,0,6,17,23
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,15,9,0,0,15,9,24
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,11,0,0,9,11,20
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,50,18,0,0,50,18,68
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2008-02-01,62,0,0,0,62,0,62
LA PAZ,vacunaciones en menores de 1 ano,bcg,2008-02-01,1715,5,0,0,1715,5,1720
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,1,0,0,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,10,3,0,0,10,3,13
LAJA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,20,0,0,5,20,25
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,2,0,0,1,2,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,4,0,0,0,4,4
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2008-02-01,36,49,0,0,36,49,85
LLICA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,5,0,0,5,5,10
LORETO,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,0,0,0,4,0,4
LURIBAY,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,11,0,0,1,11,12
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,1,0,0,2,1,3
MACHARETI,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,1,0,0,6,1,7
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2008-02-01,13,9,0,0,13,9,22
MAIRANA,vacunaciones en menores de 1 ano,bcg,2008-02-01,16,0,0,0,16,0,16
MALLA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,5,0,0,0,5,5
MAPIRI,vacunaciones en menores de 1 ano,bcg,2008-02-01,30,2,0,0,30,2,32
MECAPACA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,3,0,0,5,3,8
MINEROS,vacunaciones en menores de 1 ano,bcg,2008-02-01,21,0,0,0,21,0,21
MIZQUE,vacunaciones en menores de 1 ano,bcg,2008-02-01,35,21,0,0,35,21,56
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,25,0,0,3,25,28
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,6,0,0,6,6,12
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2008-02-01,31,4,0,0,31,4,35
MONTERO,vacunaciones en menores de 1 ano,bcg,2008-02-01,287,0,0,0,287,0,287
MORO MORO,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,2,0,0,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,13,81,0,0,13,81,94
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2008-02-01,5,1,0,0,5,1,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2008-02-01,0,2,0,0,0,2,2
OCURI,vacunaciones en menores de 1 ano,bcg,2008-02-01,15,33,0,0,15,33,48
OKINAWA,vacunaciones en menores de 1 ano,bcg,2008-02-01,11,7,0,0,11,7,18
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,3,0,0,5,3,8
ORURO,vacunaciones en menores de 1 ano,bcg,2008-02-01,619,3,0,0,619,3,622
PADCAYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,7,9,0,0,7,9,16
PADILLA,vacunaciones en menores de 1 ano,bcg,2008-02-01,11,3,0,0,11,3,14
PAILON,vacunaciones en menores de 1 ano,bcg,2008-02-01,39,20,0,0,39,20,59
PALCA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,26,0,0,2,26,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2008-02-01,41,21,0,0,41,21,62
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,2,0,0,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2008-02-01,12,0,0,0,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,7,0,0,0,7,7
PASORAPA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,2,0,0,1,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,39,3,0,0,39,3,42
PAZÑA,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,4,0,0,4,4,8
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,17,0,0,0,17,17
POCOATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,8,35,0,0,8,35,43
POCONA,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,19,0,0,9,19,28
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2008-02-01,13,9,0,0,13,9,22
POOPO,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,0,0,0,1,0,1
PORCO,vacunaciones en menores de 1 ano,bcg,2008-02-01,20,0,0,0,20,0,20
POROMA,vacunaciones en menores de 1 ano,bcg,2008-02-01,11,21,0,0,11,21,32
PORONGO,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,3,0,0,9,3,12
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2008-02-01,32,0,0,0,32,0,32
PORVENIR,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,0,0,0,3,0,3
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2008-02-01,467,10,0,0,467,10,477
PRESTO,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,13,0,0,5,13,18
PUCARA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,1,0,0,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,bcg,2008-02-01,19,15,0,0,19,15,34
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,20,25,0,0,20,25,45
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,27,0,0,4,27,31
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,8,0,0,3,8,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,10,0,0,0,10,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2008-02-01,10,12,0,0,10,12,22
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2008-02-01,10,9,0,0,10,9,19
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,0,0,0,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2008-02-01,43,0,0,0,43,0,43
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2008-02-01,104,11,0,0,104,11,115
PUNA,vacunaciones en menores de 1 ano,bcg,2008-02-01,19,50,0,0,19,50,69
PUNATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,41,3,0,0,41,3,44
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,5,0,0,0,5,5
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2008-02-01,223,5,0,0,223,5,228
QUIME,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,11,0,0,4,11,15
RAVELO,vacunaciones en menores de 1 ano,bcg,2008-02-01,12,35,0,0,12,35,47
REYES,vacunaciones en menores de 1 ano,bcg,2008-02-01,19,0,0,0,19,0,19
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,267,16,0,0,267,16,283
ROBORE,vacunaciones en menores de 1 ano,bcg,2008-02-01,8,42,0,0,8,42,50
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2008-02-01,37,14,0,0,37,14,51
SABAYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,1,0,0,0,1,1
SACABA,vacunaciones en menores de 1 ano,bcg,2008-02-01,180,7,0,0,180,7,187
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,11,0,0,5,11,16
SACACA,vacunaciones en menores de 1 ano,bcg,2008-02-01,16,24,0,0,16,24,40
SAIPINA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,9,0,0,2,9,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,7,0,0,9,7,16
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,2,0,0,4,2,6
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,1,0,0,5,1,6
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2008-02-01,10,3,0,0,10,3,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,3,0,0,0,3,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2008-02-01,9,5,0,0,9,5,14
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2008-02-01,11,1,0,0,11,1,12
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2008-02-01,94,3,0,0,94,3,97
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,5,0,0,5,5,10
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2008-02-01,65,5,0,0,65,5,70
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2008-02-01,36,0,0,0,36,0,36
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-02-01,102,15,0,0,102,15,117
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2008-02-01,2,4,0,0,2,4,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2008-02-01,29,1,0,0,29,1,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2008-02-01,5,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2008-02-01,29,2,0,0,29,2,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,7,0,0,6,7,13
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2008-02-01,70,20,0,0,70,20,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2008-02-01,6,4,0,0,6,4,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2008-02-01,9,9,0,0,9,9,18
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,39,26,0,0,39,26,65
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,18,8,0,0,18,8,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-02-01,16,0,0,0,16,0,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,11,0,0,6,11,17
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2008-02-01,28,0,0,0,28,0,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-02-01,11,39,0,0,11,39,50
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,11,0,0,3,11,14
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,3,0,0,2,3,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2008-02-01,1,2,0,0,1,2,3
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2008-02-01,4,2,0,0,4,2,6
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-02-01,38,0,0,0,38,0,38
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,8,0,0,6,8,14
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2008-02-01,34,8,0,0,34,8,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2008-02-01,2478,123,0,0,2478,123,2601
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2008-02-01,6,8,0,0,6,8,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2008-02-01,16,9,0,0,16,9,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,9,0,0,1,9,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,7,0,0,2,7,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,8,0,0,0,8,8
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,2,0,0,2,2,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2008-02-01,2,8,0,0,2,8,10
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2008-02-01,1,12,0,0,1,12,13
SENA,vacunaciones en menores de 1 ano,bcg,2008-02-01,3,1,0,0,3,1,4
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2008-02-01,3,34,0,0,3,34,37
SICAYA,vacunaciones en menores de 1 ano,bcg,2008-02-01,0,8,0,0,0,8,8
