,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,0,0,0,2,0,2
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,3,0,0,1,3,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,0,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,9,3,0,0,9,3,12
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,24,0,0,0,24,0,24
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,12,7,0,0,12,7,19
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,21,0,0,0,21,0,21
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2399,190,0,0,2399,190,2589
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,10,5,0,0,10,5,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,22,6,0,0,22,6,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,5,0,0,1,5,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,10,0,0,2,10,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,0,6,0,0,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,0,0,0,2,0,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,4,2,0,0,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,15,0,0,2,15,17
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,3,0,0,0,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,7,16,0,0,7,16,23
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,3,0,0,1,3,4
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,43,12,0,0,43,12,55
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,9,0,0,1,9,10
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,5,12,0,0,5,12,17
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,13,32,0,0,13,32,45
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,315,23,0,0,315,23,338
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,3,0,0,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,7,0,0,2,7,9
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,6,0,0,1,6,7
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,8,8,0,0,8,8,16
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,0,0,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,29,21,0,0,29,21,50
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,14,19,0,0,14,19,33
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,2,0,0,2,2,4
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,7,6,0,0,7,6,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,286,40,0,0,286,40,326
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,18,5,0,0,18,5,23
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,3,14,0,0,3,14,17
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,11,12,0,0,11,12,23
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,7,10,0,0,7,10,17
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,18,1,0,0,18,1,19
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,70,11,0,0,70,11,81
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,56,26,0,0,56,26,82
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,3,0,0,1,3,4
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,5,7,0,0,5,7,12
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,4,0,0,0,4,0,4
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,9,5,0,0,9,5,14
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,2,8,0,0,2,8,10
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,12,2,0,0,12,2,14
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,3,7,0,0,3,7,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,9,12,0,0,9,12,21
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,5,6,0,0,5,6,11
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,0,3,0,0,0,3,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,181,1,0,0,181,1,182
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,47,14,0,0,47,14,61
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,4,0,0,0,4,0,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,0,10,0,0,0,10,10
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,10,33,0,0,10,33,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,11,11,0,0,11,11,22
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,8,0,0,0,8,0,8
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,27,12,0,0,27,12,39
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,5,0,0,1,5,6
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,16,2,0,0,16,2,18
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,48,33,0,0,48,33,81
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,5,2,0,0,5,2,7
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,37,23,0,0,37,23,60
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,0,0,0,1,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,5,2,0,0,5,2,7
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,5,5,0,0,5,5,10
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,124,16,0,0,124,16,140
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,4,3,0,0,4,3,7
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,57,17,0,0,57,17,74
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,42,0,0,0,42,0,42
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,6,4,0,0,6,4,10
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,89,41,0,0,89,41,130
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,0,10,0,0,0,10,10
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,107,17,0,0,107,17,124
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,10,4,0,0,10,4,14
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,3,1,0,0,3,1,4
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,38,34,0,0,38,34,72
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,0,18,0,0,0,18,18
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,6,1,0,0,6,1,7
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,0,6,0,0,0,6,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-01-01,1,0,0,0,1,0,1
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,2,0,0,7,2,9
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,27,87,0,0,27,87,114
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,30,0,0,7,30,37
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,20,34,0,0,20,34,54
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,2,0,0,0,2,2
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,2,0,0,2,2,4
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,22,0,0,0,22,22
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,4,0,0,2,4,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,6,0,0,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,16,0,0,3,16,19
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,13,32,0,0,13,32,45
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,9,0,0,0,9,9
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,2,0,0,7,2,9
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,8,13,0,0,8,13,21
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,9,0,0,7,9,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,64,6,0,0,64,6,70
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,13,3,0,0,13,3,16
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,4,0,0,3,4,7
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,9,0,0,4,9,13
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,5,0,0,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,13,36,0,0,13,36,49
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,5,16,0,0,5,16,21
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,18,19,0,0,18,19,37
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,8,0,0,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,2,0,0,1,2,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,3,0,0,1,3,4
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,6,0,0,0,6,6
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,46,14,0,0,46,14,60
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,16,32,0,0,16,32,48
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,1,0,0,1,1,2
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,3,0,0,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,1,0,0,3,1,4
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,18,14,0,0,18,14,32
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,29,46,0,0,29,46,75
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,15,0,0,4,15,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,5,0,0,0,5,5
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,16,4,0,0,16,4,20
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,6,0,0,2,6,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,10,7,0,0,10,7,17
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,13,3,0,0,13,3,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,0,0,0,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,42,9,0,0,42,9,51
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,17,16,0,0,17,16,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,5,0,0,4,5,9
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,21,13,0,0,21,13,34
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,67,61,0,0,67,61,128
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,8,0,0,2,8,10
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,25,0,0,1,25,26
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,3,0,0,3,3,6
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,23,21,0,0,23,21,44
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,7,0,0,7,7,14
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,27,52,0,0,27,52,79
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,4,0,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,5,8,0,0,5,8,13
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,30,8,0,0,30,8,38
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,0,0,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,16,14,0,0,16,14,30
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,5,4,0,0,5,4,9
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,17,4,0,0,17,4,21
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,51,6,0,0,51,6,57
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,989,12,0,0,989,12,1001
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,109,12,0,0,109,12,121
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,11,5,0,0,11,5,16
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,21,17,0,0,21,17,38
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,6,7,0,0,6,7,13
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,12,57,0,0,12,57,69
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,4,0,0,3,4,7
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,5,33,0,0,5,33,38
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,1,0,0,1,1,2
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,30,9,0,0,30,9,39
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,4,0,0,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,27,3,0,0,27,3,30
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,9,0,0,3,9,12
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,12,10,0,0,12,10,22
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,9,0,0,4,9,13
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,22,0,0,7,22,29
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,4,0,0,3,4,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,15,14,0,0,15,14,29
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,65,21,0,0,65,21,86
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,19,21,0,0,19,21,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,3,0,0,2,3,5
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,4,0,0,3,4,7
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,26,24,0,0,26,24,50
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,9,4,0,0,9,4,13
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,4,0,0,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,1,0,0,3,1,4
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1159,161,0,0,1159,161,1320
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,8,0,0,0,8,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,17,2,0,0,17,2,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,8,12,0,0,8,12,20
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,69,5,0,0,69,5,74
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,8,3,0,0,8,3,11
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,38,13,0,0,38,13,51
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,12,28,0,0,12,28,40
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,0,0,0,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,10,3,0,0,10,3,13
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,0,0,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,21,3,0,0,21,3,24
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,13,0,0,1,13,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,27,11,0,0,27,11,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,16,0,0,1,16,17
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,17,11,0,0,17,11,28
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,6,0,0,4,6,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,63,54,0,0,63,54,117
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,13,23,0,0,13,23,36
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,15,5,0,0,15,5,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,0,0,0,1,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,37,7,0,0,37,7,44
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,1,0,0,2,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,5,3,0,0,5,3,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,5,0,0,0,5,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,14,0,0,4,14,18
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,35,32,0,0,35,32,67
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,19,0,0,2,19,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,9,16,0,0,9,16,25
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,6,2,0,0,6,2,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,10,8,0,0,10,8,18
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,32,11,0,0,32,11,43
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,86,2,0,0,86,2,88
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1143,73,0,0,1143,73,1216
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,1,0,0,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,11,0,0,7,11,18
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,9,19,0,0,9,19,28
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,4,4,0,0,4,4,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,1,0,0,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,23,51,0,0,23,51,74
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,0,0,0,1,0,1
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,8,0,0,0,8,0,8
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,3,7,0,0,3,7,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,2,2,0,0,2,2,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,6,5,0,0,6,5,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,9,5,0,0,9,5,14
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,13,5,0,0,13,5,18
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,6,0,0,0,6,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,25,2,0,0,25,2,27
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,7,5,0,0,7,5,12
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,37,8,0,0,37,8,45
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,24,22,0,0,24,22,46
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,0,21,0,0,0,21,21
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,5,1,0,0,5,1,6
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,31,10,0,0,31,10,41
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,154,18,0,0,154,18,172
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-02-01,1,1,0,0,1,1,2
