,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
SAN ANDRES,otras vacunaciones,sr,2022-10-01,0,0,8,2,8,2,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-10-01,1,1,1,0,2,1,3
SAN BENITO,otras vacunaciones,sr,2022-10-01,2,0,0,0,2,0,2
SAN BORJA,otras vacunaciones,sr,2022-10-01,8,26,34,1,42,27,69
SAN BUENA VENTURA,otras vacunaciones,sr,2022-10-01,0,0,1,0,1,0,1
SAN CARLOS,otras vacunaciones,sr,2022-10-01,0,1,2,5,2,6,8
SAN IGNACIO,otras vacunaciones,sr,2022-10-01,134,130,288,276,422,406,828
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-10-01,8,6,15,21,23,27,50
SAN JAVIER(BNI),otras vacunaciones,sr,2022-10-01,2,7,0,0,2,7,9
SAN JOAQUIN,otras vacunaciones,sr,2022-10-01,9,11,19,15,28,26,54
SAN JULIAN,otras vacunaciones,sr,2022-10-01,4,10,0,1,4,11,15
SAN LORENZO(PND),otras vacunaciones,sr,2022-10-01,0,0,10,6,10,6,16
SAN LORENZO(TJA),otras vacunaciones,sr,2022-10-01,2,2,1,0,3,2,5
SAN LUCAS,otras vacunaciones,sr,2022-10-01,1,1,10,5,11,6,17
SAN MATIAS,otras vacunaciones,sr,2022-10-01,0,0,2,1,2,1,3
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-10-01,9,34,9,34,18,68,86
SAN PEDRO,otras vacunaciones,sr,2022-10-01,0,0,1,0,1,0,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2022-10-01,1,3,0,10,1,13,14
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-10-01,1,0,0,0,1,0,1
SAN RAMON BENI,otras vacunaciones,sr,2022-10-01,37,37,0,0,37,37,74
SAN RAMON SCZ,otras vacunaciones,sr,2022-10-01,2,6,0,0,2,6,8
SANTA ANA,otras vacunaciones,sr,2022-10-01,7,5,0,0,7,5,12
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-10-01,129,191,105,148,234,339,573
SANTA ROSA,otras vacunaciones,sr,2022-10-01,0,0,20,21,20,21,41
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-10-01,0,4,0,0,0,4,4
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-10-01,0,1,2,3,2,4,6
SANTIAGO DE MACHACA,otras vacunaciones,sr,2022-10-01,0,0,1,1,1,1,2
SANTIVAÑES,otras vacunaciones,sr,2022-10-01,1,0,0,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2022-10-01,0,0,3,6,3,6,9
SENA,otras vacunaciones,sr,2022-10-01,17,31,36,36,53,67,120
SHINAOTA,otras vacunaciones,sr,2022-10-01,2,3,2,4,4,7,11
SIPE SIPE,otras vacunaciones,sr,2022-10-01,1,5,2,1,3,6,9
SORACACHI,otras vacunaciones,sr,2022-10-01,0,0,3,5,3,5,8
SORATA,otras vacunaciones,sr,2022-10-01,1,2,7,2,8,4,12
SUCRE,otras vacunaciones,sr,2022-10-01,46,113,170,204,216,317,533
TAPACARI,otras vacunaciones,sr,2022-10-01,2,1,3,5,5,6,11
TARABUCO,otras vacunaciones,sr,2022-10-01,0,0,3,3,3,3,6
TARACO,otras vacunaciones,sr,2022-10-01,2,3,2,4,4,7,11
TARATA,otras vacunaciones,sr,2022-10-01,2,4,0,1,2,5,7
TARIJA,otras vacunaciones,sr,2022-10-01,13,32,42,47,55,79,134
TARVITA,otras vacunaciones,sr,2022-10-01,0,1,9,6,9,7,16
TIQUIPAYA,otras vacunaciones,sr,2022-10-01,1,0,0,5,1,5,6
TIRAQUE (CBBA),otras vacunaciones,sr,2022-10-01,0,0,2,2,2,2,4
TOCO,otras vacunaciones,sr,2022-10-01,0,0,1,0,1,0,1
TOLEDO,otras vacunaciones,sr,2022-10-01,3,2,22,23,25,25,50
TOTORA(ORR),otras vacunaciones,sr,2022-10-01,3,1,0,1,3,2,5
TRINIDAD,otras vacunaciones,sr,2022-10-01,101,116,742,1140,843,1256,2099
TUPIZA,otras vacunaciones,sr,2022-10-01,2,6,17,12,19,18,37
TURCO,otras vacunaciones,sr,2022-10-01,0,0,11,4,11,4,15
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2022-10-01,0,1,8,5,8,6,14
URUBICHA,otras vacunaciones,sr,2022-10-01,1,1,10,12,11,13,24
UYUNI,otras vacunaciones,sr,2022-10-01,3,5,2,1,5,6,11
VALLEGRANDE,otras vacunaciones,sr,2022-10-01,2,2,1,1,3,3,6
VIACHA,otras vacunaciones,sr,2022-10-01,0,1,6,4,6,5,11
VILLA MONTES,otras vacunaciones,sr,2022-10-01,10,14,49,4,59,18,77
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2022-10-01,2,1,15,20,17,21,38
VILLA TUNARI,otras vacunaciones,sr,2022-10-01,6,4,4,1,10,5,15
VILLAZON,otras vacunaciones,sr,2022-10-01,9,8,169,277,178,285,463
VINTO,otras vacunaciones,sr,2022-10-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,sr,2022-10-01,5,6,16,10,21,16,37
YACUIBA,otras vacunaciones,sr,2022-10-01,23,24,71,105,94,129,223
YAPACANI,otras vacunaciones,sr,2022-10-01,1,8,5,9,6,17,23
YOCALLA,otras vacunaciones,sr,2022-10-01,6,4,0,0,6,4,10
ACHACACHI,otras vacunaciones,sr,2022-11-01,1,2,1,3,2,5,7
ACHOCALLA,otras vacunaciones,sr,2022-11-01,1,0,1,0,2,0,2
ALCALA,otras vacunaciones,sr,2022-11-01,2,2,0,0,2,2,4
ALTO BENI,otras vacunaciones,sr,2022-11-01,2,1,0,0,2,1,3
ANDAMARCA,otras vacunaciones,sr,2022-11-01,0,1,1,0,1,1,2
ANZALDO,otras vacunaciones,sr,2022-11-01,1,1,0,0,1,1,2
ARBIETO,otras vacunaciones,sr,2022-11-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-11-01,2,4,12,13,14,17,31
BATALLAS,otras vacunaciones,sr,2022-11-01,1,0,54,77,55,77,132
BAURES,otras vacunaciones,sr,2022-11-01,31,26,20,18,51,44,95
BELLA FLOR,otras vacunaciones,sr,2022-11-01,0,0,23,23,23,23,46
BERMEJO,otras vacunaciones,sr,2022-11-01,7,12,53,56,60,68,128
BOLPEBRA,otras vacunaciones,sr,2022-11-01,0,0,17,21,17,21,38
BUENA VISTA,otras vacunaciones,sr,2022-11-01,1,4,30,54,31,58,89
CABEZAS,otras vacunaciones,sr,2022-11-01,0,0,0,1,0,1,1
"CAIZA ""D""",otras vacunaciones,sr,2022-11-01,2,3,9,7,11,10,21
CAMARGO,otras vacunaciones,sr,2022-11-01,0,0,0,1,0,1,1
CAMIRI,otras vacunaciones,sr,2022-11-01,2,1,4,5,6,6,12
CAPINOTA,otras vacunaciones,sr,2022-11-01,5,1,0,0,5,1,6
CAQUIAVIRI,otras vacunaciones,sr,2022-11-01,0,0,0,1,0,1,1
CARACOLLO,otras vacunaciones,sr,2022-11-01,0,0,3,3,3,3,6
CARANAVI,otras vacunaciones,sr,2022-11-01,5,11,32,23,37,34,71
CARIPUYO,otras vacunaciones,sr,2022-11-01,2,0,0,0,2,0,2
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2022-11-01,0,0,1,0,1,0,1
CATACORA,otras vacunaciones,sr,2022-11-01,0,0,0,4,0,4,4
CHALLAPATA,otras vacunaciones,sr,2022-11-01,4,5,6,3,10,8,18
CHARAGUA,otras vacunaciones,sr,2022-11-01,2,3,2,2,4,5,9
CHIMORE,otras vacunaciones,sr,2022-11-01,1,0,1,0,2,0,2
CHOQUE COTA,otras vacunaciones,sr,2022-11-01,0,0,1,1,1,1,2
CLIZA,otras vacunaciones,sr,2022-11-01,0,1,1,4,1,5,6
COBIJA,otras vacunaciones,sr,2022-11-01,10,13,61,92,71,105,176
COCAPATA,otras vacunaciones,sr,2022-11-01,2,2,0,0,2,2,4
COCHABAMBA,otras vacunaciones,sr,2022-11-01,110,147,244,352,354,499,853
COLCAPIRHUA,otras vacunaciones,sr,2022-11-01,4,9,2,3,6,12,18
"COLCHA ""K""",otras vacunaciones,sr,2022-11-01,5,5,0,0,5,5,10
COLPA BELGICA,otras vacunaciones,sr,2022-11-01,5,5,22,18,27,23,50
COMANCHE,otras vacunaciones,sr,2022-11-01,0,0,1,1,1,1,2
CONCEPCION,otras vacunaciones,sr,2022-11-01,3,9,1,5,4,14,18
COPACABANA,otras vacunaciones,sr,2022-11-01,0,0,3,0,3,0,3
CORO CORO,otras vacunaciones,sr,2022-11-01,0,2,0,0,0,2,2
CORQUE,otras vacunaciones,sr,2022-11-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,sr,2022-11-01,11,13,75,74,86,87,173
CRUZ DE MACHACAMARCA,otras vacunaciones,sr,2022-11-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,sr,2022-11-01,2,2,2,4,4,6,10
CUEVO,otras vacunaciones,sr,2022-11-01,0,1,1,0,1,1,2
CULPINA,otras vacunaciones,sr,2022-11-01,2,0,8,4,10,4,14
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2022-11-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,sr,2022-11-01,47,60,162,209,209,269,478
EL CHORO,otras vacunaciones,sr,2022-11-01,1,3,0,0,1,3,4
EL TORNO,otras vacunaciones,sr,2022-11-01,0,6,0,3,0,9,9
ENTRE RIOS TRJ,otras vacunaciones,sr,2022-11-01,4,2,3,0,7,2,9
EUCALIPTUS,otras vacunaciones,sr,2022-11-01,0,1,3,2,3,3,6
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2022-11-01,0,2,20,14,20,16,36
EXALTACION,otras vacunaciones,sr,2022-11-01,0,0,4,9,4,9,13
FILADELFIA,otras vacunaciones,sr,2022-11-01,1,2,5,2,6,4,10
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-11-01,0,2,1,1,1,3,4
GUAYARAMERIN,otras vacunaciones,sr,2022-11-01,25,46,47,40,72,86,158
HUANUNI,otras vacunaciones,sr,2022-11-01,7,5,11,23,18,28,46
HUARACAJE,otras vacunaciones,sr,2022-11-01,0,1,0,0,0,1,1
HUATAJATA,otras vacunaciones,sr,2022-11-01,0,0,2,1,2,1,3
INCAHUASI,otras vacunaciones,sr,2022-11-01,3,0,0,0,3,0,3
IXIAMAS,otras vacunaciones,sr,2022-11-01,6,6,0,1,6,7,13
LA GUARDIA,otras vacunaciones,sr,2022-11-01,4,3,19,18,23,21,44
LA PAZ,otras vacunaciones,sr,2022-11-01,49,108,103,111,152,219,371
LLALLAGUA,otras vacunaciones,sr,2022-11-01,0,0,18,43,18,43,61
LORETO,otras vacunaciones,sr,2022-11-01,0,0,19,23,19,23,42
LURIBAY,otras vacunaciones,sr,2022-11-01,0,0,1,0,1,0,1
MACHACAMARCA,otras vacunaciones,sr,2022-11-01,0,0,2,3,2,3,5
MAPIRI,otras vacunaciones,sr,2022-11-01,1,0,2,0,3,0,3
MIZQUE,otras vacunaciones,sr,2022-11-01,3,1,3,0,6,1,7
MOCOMOCO,otras vacunaciones,sr,2022-11-01,0,0,1,1,1,1,2
MONTEAGUDO,otras vacunaciones,sr,2022-11-01,3,7,14,22,17,29,46
MONTERO,otras vacunaciones,sr,2022-11-01,4,3,4,9,8,12,20
MOROCHATA,otras vacunaciones,sr,2022-11-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,sr,2022-11-01,61,86,722,864,783,950,1733
PADILLA,otras vacunaciones,sr,2022-11-01,2,12,1,0,3,12,15
PAILON,otras vacunaciones,sr,2022-11-01,18,14,36,29,54,43,97
PALOS BLANCOS,otras vacunaciones,sr,2022-11-01,0,1,1,0,1,1,2
PAMPA GRANDE,otras vacunaciones,sr,2022-11-01,1,0,5,0,6,0,6
PAPEL PAMPA,otras vacunaciones,sr,2022-11-01,1,1,0,1,1,2,3
POOPO,otras vacunaciones,sr,2022-11-01,0,0,0,4,0,4,4
PORONGO,otras vacunaciones,sr,2022-11-01,0,0,0,2,0,2,2
PORVENIR,otras vacunaciones,sr,2022-11-01,0,0,11,14,11,14,25
POSTRER VALLE,otras vacunaciones,sr,2022-11-01,2,1,0,0,2,1,3
POTOSI,otras vacunaciones,sr,2022-11-01,18,32,384,356,402,388,790
PUCARANI,otras vacunaciones,sr,2022-11-01,0,4,0,0,0,4,4
PUERTO CARABUCO,otras vacunaciones,sr,2022-11-01,0,1,11,0,11,1,12
PUERTO PEREZ,otras vacunaciones,sr,2022-11-01,0,1,1,0,1,1,2
PUERTO RICO,otras vacunaciones,sr,2022-11-01,1,2,3,12,4,14,18
PUERTO SUAREZ,otras vacunaciones,sr,2022-11-01,4,3,2,0,6,3,9
PUERTO VILLARROEL,otras vacunaciones,sr,2022-11-01,1,2,0,0,1,2,3
PUNATA,otras vacunaciones,sr,2022-11-01,2,2,0,0,2,2,4
QUILLACOLLO,otras vacunaciones,sr,2022-11-01,7,8,10,16,17,24,41
RIBERALTA,otras vacunaciones,sr,2022-11-01,3,5,0,0,3,5,8
RURRENABAQUE,otras vacunaciones,sr,2022-11-01,16,38,25,17,41,55,96
SABAYA,otras vacunaciones,sr,2022-11-01,0,0,18,24,18,24,42
SACABA,otras vacunaciones,sr,2022-11-01,0,5,1,1,1,6,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-11-01,1,0,0,2,1,2,3
SAMAIPATA,otras vacunaciones,sr,2022-11-01,0,5,0,0,0,5,5
SAN ANDRES,otras vacunaciones,sr,2022-11-01,7,12,7,1,14,13,27
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-11-01,3,0,0,0,3,0,3
SAN BORJA,otras vacunaciones,sr,2022-11-01,2,5,21,19,23,24,47
SAN BUENA VENTURA,otras vacunaciones,sr,2022-11-01,0,1,3,2,3,3,6
SAN CARLOS,otras vacunaciones,sr,2022-11-01,2,3,3,3,5,6,11
SAN IGNACIO,otras vacunaciones,sr,2022-11-01,18,22,186,208,204,230,434
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-11-01,1,3,33,43,34,46,80
SAN JAVIER(BNI),otras vacunaciones,sr,2022-11-01,0,1,12,12,12,13,25
SAN JOAQUIN,otras vacunaciones,sr,2022-11-01,1,2,19,28,20,30,50
SAN JULIAN,otras vacunaciones,sr,2022-11-01,0,10,5,9,5,19,24
SAN LORENZO(PND),otras vacunaciones,sr,2022-11-01,0,2,0,1,0,3,3
SAN LORENZO(TJA),otras vacunaciones,sr,2022-11-01,0,2,6,2,6,4,10
SAN LUCAS,otras vacunaciones,sr,2022-11-01,0,0,1,2,1,2,3
SAN MATIAS,otras vacunaciones,sr,2022-11-01,0,1,9,14,9,15,24
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-11-01,0,0,28,19,28,19,47
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-11-01,1,3,3,0,4,3,7
SAN PEDRO(PND),otras vacunaciones,sr,2022-11-01,0,0,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,sr,2022-11-01,5,4,0,0,5,4,9
SAN RAMON BENI,otras vacunaciones,sr,2022-11-01,19,33,0,0,19,33,52
SANTA ANA,otras vacunaciones,sr,2022-11-01,1,4,42,9,43,13,56
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-11-01,148,206,258,129,406,335,741
SANTA ROSA,otras vacunaciones,sr,2022-11-01,0,18,18,14,18,32,50
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-11-01,5,0,4,1,9,1,10
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-11-01,0,2,4,4,4,6,10
SANTIAGO DE HUATA,otras vacunaciones,sr,2022-11-01,0,0,10,5,10,5,15
SANTIAGO DE MACHACA,otras vacunaciones,sr,2022-11-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,sr,2022-11-01,1,1,0,0,1,1,2
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2022-11-01,0,0,3,5,3,5,8
SENA,otras vacunaciones,sr,2022-11-01,0,0,16,10,16,10,26
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2022-11-01,0,0,3,0,3,0,3
SIPE SIPE,otras vacunaciones,sr,2022-11-01,2,6,3,5,5,11,16
SORACACHI,otras vacunaciones,sr,2022-11-01,0,2,2,0,2,2,4
SORATA,otras vacunaciones,sr,2022-11-01,0,0,1,3,1,3,4
SUCRE,otras vacunaciones,sr,2022-11-01,50,110,64,43,114,153,267
TAPACARI,otras vacunaciones,sr,2022-11-01,1,2,2,0,3,2,5
TARABUCO,otras vacunaciones,sr,2022-11-01,0,4,0,0,0,4,4
TARACO,otras vacunaciones,sr,2022-11-01,2,3,0,0,2,3,5
TARIJA,otras vacunaciones,sr,2022-11-01,12,27,41,31,53,58,111
TARVITA,otras vacunaciones,sr,2022-11-01,2,2,14,9,16,11,27
TEOPONTE,otras vacunaciones,sr,2022-11-01,1,0,0,0,1,0,1
TIPUANI,otras vacunaciones,sr,2022-11-01,0,0,1,4,1,4,5
TIQUIPAYA,otras vacunaciones,sr,2022-11-01,3,0,5,7,8,7,15
TOCO,otras vacunaciones,sr,2022-11-01,0,0,0,4,0,4,4
TOLATA,otras vacunaciones,sr,2022-11-01,0,2,1,0,1,2,3
TOLEDO,otras vacunaciones,sr,2022-11-01,1,0,0,0,1,0,1
TOTORA(ORR),otras vacunaciones,sr,2022-11-01,1,2,0,0,1,2,3
TRINIDAD,otras vacunaciones,sr,2022-11-01,18,24,122,146,140,170,310
TUPIZA,otras vacunaciones,sr,2022-11-01,3,4,2,0,5,4,9
TURCO,otras vacunaciones,sr,2022-11-01,1,1,10,30,11,31,42
UNCIA,otras vacunaciones,sr,2022-11-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2022-11-01,0,4,6,27,6,31,37
URUBICHA,otras vacunaciones,sr,2022-11-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,sr,2022-11-01,4,9,58,65,62,74,136
VALLEGRANDE,otras vacunaciones,sr,2022-11-01,2,6,0,2,2,8,10
VIACHA,otras vacunaciones,sr,2022-11-01,1,3,9,0,10,3,13
VILLA MONTES,otras vacunaciones,sr,2022-11-01,6,12,12,17,18,29,47
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2022-11-01,0,0,0,6,0,6,6
VILLA RIVERO,otras vacunaciones,sr,2022-11-01,0,0,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,sr,2022-11-01,3,1,3,1,6,2,8
VILLAZON,otras vacunaciones,sr,2022-11-01,4,14,43,91,47,105,152
WARNES,otras vacunaciones,sr,2022-11-01,9,12,7,7,16,19,35
YACUIBA,otras vacunaciones,sr,2022-11-01,33,28,146,133,179,161,340
YAPACANI,otras vacunaciones,sr,2022-11-01,3,15,2,12,5,27,32
YUNCHARA,otras vacunaciones,sr,2022-11-01,0,2,0,2,0,4,4
ACHACACHI,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,sr,2022-12-01,3,4,1,2,4,6,10
ANDAMARCA,otras vacunaciones,sr,2022-12-01,0,0,2,0,2,0,2
ANTEQUERA,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
ARQUE,otras vacunaciones,sr,2022-12-01,1,6,1,0,2,6,8
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-12-01,1,1,0,0,1,1,2
ATOCHA,otras vacunaciones,sr,2022-12-01,0,3,1,3,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2022-12-01,1,1,0,0,1,1,2
BATALLAS,otras vacunaciones,sr,2022-12-01,2,17,11,1,13,18,31
BAURES,otras vacunaciones,sr,2022-12-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,sr,2022-12-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,sr,2022-12-01,2,7,152,47,154,54,208
BOLPEBRA,otras vacunaciones,sr,2022-12-01,0,2,0,0,0,2,2
BUENA VISTA,otras vacunaciones,sr,2022-12-01,1,1,0,0,1,1,2
"CAIZA ""D""",otras vacunaciones,sr,2022-12-01,1,2,1,1,2,3,5
CAMIRI,otras vacunaciones,sr,2022-12-01,2,4,0,0,2,4,6
CAPINOTA,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,sr,2022-12-01,1,1,1,0,2,1,3
CARANAVI,otras vacunaciones,sr,2022-12-01,1,2,72,1,73,3,76
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2022-12-01,3,1,5,3,8,4,12
CHALLAPATA,otras vacunaciones,sr,2022-12-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,sr,2022-12-01,1,2,0,0,1,2,3
CHIMORE,otras vacunaciones,sr,2022-12-01,2,0,0,0,2,0,2
COBIJA,otras vacunaciones,sr,2022-12-01,10,15,25,36,35,51,86
COCHABAMBA,otras vacunaciones,sr,2022-12-01,107,151,100,118,207,269,476
COLCAPIRHUA,otras vacunaciones,sr,2022-12-01,0,5,6,9,6,14,20
"COLCHA ""K""",otras vacunaciones,sr,2022-12-01,2,0,0,0,2,0,2
COLOMI,otras vacunaciones,sr,2022-12-01,0,0,0,1,0,1,1
COLPA BELGICA,otras vacunaciones,sr,2022-12-01,0,2,2,1,2,3,5
COMANCHE,otras vacunaciones,sr,2022-12-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,sr,2022-12-01,2,8,1,4,3,12,15
COPACABANA,otras vacunaciones,sr,2022-12-01,1,0,2,1,3,1,4
CORO CORO,otras vacunaciones,sr,2022-12-01,0,0,2,0,2,0,2
CORQUE,otras vacunaciones,sr,2022-12-01,7,8,0,1,7,9,16
COTOCA,otras vacunaciones,sr,2022-12-01,1,4,2,4,3,8,11
CUATRO CAÑADAS,otras vacunaciones,sr,2022-12-01,1,3,1,2,2,5,7
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2022-12-01,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2022-12-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,sr,2022-12-01,45,60,336,308,381,368,749
EL TORNO,otras vacunaciones,sr,2022-12-01,5,14,1,0,6,14,20
EL VILLAR,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
ESMERALDA,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,sr,2022-12-01,2,1,0,0,2,1,3
FILADELFIA,otras vacunaciones,sr,2022-12-01,0,0,12,5,12,5,17
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-12-01,0,3,0,2,0,5,5
GUAYARAMERIN,otras vacunaciones,sr,2022-12-01,45,56,119,147,164,203,367
GUTIERREZ,otras vacunaciones,sr,2022-12-01,3,1,0,0,3,1,4
HUANUNI,otras vacunaciones,sr,2022-12-01,0,3,2,1,2,4,6
HUATAJATA,otras vacunaciones,sr,2022-12-01,2,4,2,2,4,6,10
HUAYLLAMARCA,otras vacunaciones,sr,2022-12-01,0,0,2,0,2,0,2
INCAHUASI,otras vacunaciones,sr,2022-12-01,1,1,0,0,1,1,2
IXIAMAS,otras vacunaciones,sr,2022-12-01,3,0,1,2,4,2,6
JESUS DE MACHACA,otras vacunaciones,sr,2022-12-01,0,4,0,0,0,4,4
LA GUARDIA,otras vacunaciones,sr,2022-12-01,20,20,14,19,34,39,73
LA PAZ,otras vacunaciones,sr,2022-12-01,55,55,20,17,75,72,147
LAGUNILLAS,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,sr,2022-12-01,2,4,10,30,12,34,46
LORETO,otras vacunaciones,sr,2022-12-01,0,0,9,14,9,14,23
LURIBAY,otras vacunaciones,sr,2022-12-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,sr,2022-12-01,0,3,2,0,2,3,5
MONTEAGUDO,otras vacunaciones,sr,2022-12-01,1,0,0,2,1,2,3
MONTERO,otras vacunaciones,sr,2022-12-01,2,5,1,1,3,6,9
MOROCHATA,otras vacunaciones,sr,2022-12-01,2,2,0,0,2,2,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2022-12-01,1,2,0,0,1,2,3
ORURO,otras vacunaciones,sr,2022-12-01,31,44,26,31,57,75,132
PADILLA,otras vacunaciones,sr,2022-12-01,1,3,0,0,1,3,4
PAILON,otras vacunaciones,sr,2022-12-01,3,7,17,6,20,13,33
PALCA,otras vacunaciones,sr,2022-12-01,0,0,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,sr,2022-12-01,2,0,0,0,2,0,2
PAPEL PAMPA,otras vacunaciones,sr,2022-12-01,0,2,0,0,0,2,2
PATACAMAYA,otras vacunaciones,sr,2022-12-01,3,6,0,0,3,6,9
POCOATA,otras vacunaciones,sr,2022-12-01,2,0,0,0,2,0,2
POOPO,otras vacunaciones,sr,2022-12-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,sr,2022-12-01,0,1,4,4,4,5,9
PORONGO,otras vacunaciones,sr,2022-12-01,0,2,4,2,4,4,8
PORTACHUELO,otras vacunaciones,sr,2022-12-01,0,5,0,0,0,5,5
POSTRER VALLE,otras vacunaciones,sr,2022-12-01,2,1,0,0,2,1,3
POTOSI,otras vacunaciones,sr,2022-12-01,87,142,12,19,99,161,260
PRESTO,otras vacunaciones,sr,2022-12-01,3,7,4,9,7,16,23
PUCARANI,otras vacunaciones,sr,2022-12-01,1,7,8,11,9,18,27
PUERTO CARABUCO,otras vacunaciones,sr,2022-12-01,2,0,1,0,3,0,3
PUERTO PEREZ,otras vacunaciones,sr,2022-12-01,0,1,0,2,0,3,3
PUERTO QUIJARRO,otras vacunaciones,sr,2022-12-01,0,0,8,5,8,5,13
PUERTO RICO,otras vacunaciones,sr,2022-12-01,1,4,0,0,1,4,5
PUNATA,otras vacunaciones,sr,2022-12-01,2,2,3,6,5,8,13
QUILLACOLLO,otras vacunaciones,sr,2022-12-01,3,3,4,5,7,8,15
REYES,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,sr,2022-12-01,1,1,0,0,1,1,2
RURRENABAQUE,otras vacunaciones,sr,2022-12-01,103,158,20,23,123,181,304
SACABA,otras vacunaciones,sr,2022-12-01,7,12,5,8,12,20,32
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-12-01,0,0,0,2,0,2,2
SAMAIPATA,otras vacunaciones,sr,2022-12-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-12-01,1,3,2,0,3,3,6
SAN BENITO,otras vacunaciones,sr,2022-12-01,0,0,1,0,1,0,1
SAN BORJA,otras vacunaciones,sr,2022-12-01,2,2,3,4,5,6,11
SAN BUENA VENTURA,otras vacunaciones,sr,2022-12-01,1,3,1,1,2,4,6
SAN IGNACIO,otras vacunaciones,sr,2022-12-01,1,2,115,96,116,98,214
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-12-01,2,10,1,12,3,22,25
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2022-12-01,8,6,2,6,10,12,22
SAN JULIAN,otras vacunaciones,sr,2022-12-01,5,6,1,3,6,9,15
SAN LORENZO(PND),otras vacunaciones,sr,2022-12-01,0,0,0,2,0,2,2
