,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TACOPAYA,otras vacunaciones,covid 2da dosis,2022-01-01,26,20,11,12,37,32,69
TAHUA,otras vacunaciones,covid 2da dosis,2022-01-01,2,2,1,0,3,2,5
TAPACARI,otras vacunaciones,covid 2da dosis,2022-01-01,160,138,0,0,160,138,298
TARABUCO,otras vacunaciones,covid 2da dosis,2022-01-01,203,275,22,29,225,304,529
TARACO,otras vacunaciones,covid 2da dosis,2022-01-01,78,70,14,15,92,85,177
TARATA,otras vacunaciones,covid 2da dosis,2022-01-01,241,241,1,2,242,243,485
TARIJA,otras vacunaciones,covid 2da dosis,2022-01-01,5299,5492,2617,2657,7916,8149,16065
TARVITA,otras vacunaciones,covid 2da dosis,2022-01-01,67,76,59,61,126,137,263
TEOPONTE,otras vacunaciones,covid 2da dosis,2022-01-01,132,76,54,43,186,119,305
TIAHUANACU,otras vacunaciones,covid 2da dosis,2022-01-01,180,176,34,20,214,196,410
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2022-01-01,10,11,32,34,42,45,87
TIPUANI,otras vacunaciones,covid 2da dosis,2022-01-01,52,54,23,21,75,75,150
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2022-01-01,1581,1650,16,46,1597,1696,3293
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2022-01-01,186,169,9,9,195,178,373
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2022-01-01,46,56,2,4,48,60,108
TOCO,otras vacunaciones,covid 2da dosis,2022-01-01,214,292,1,3,215,295,510
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2022-01-01,20,23,0,0,20,23,43
TOLATA,otras vacunaciones,covid 2da dosis,2022-01-01,201,189,7,9,208,198,406
TOLEDO,otras vacunaciones,covid 2da dosis,2022-01-01,131,147,0,0,131,147,278
TOMAVE,otras vacunaciones,covid 2da dosis,2022-01-01,60,56,16,20,76,76,152
TOMINA,otras vacunaciones,covid 2da dosis,2022-01-01,196,201,10,13,206,214,420
TORO TORO,otras vacunaciones,covid 2da dosis,2022-01-01,106,89,7,2,113,91,204
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2022-01-01,69,63,0,0,69,63,132
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2022-01-01,55,54,2,0,57,54,111
TRIGAL,otras vacunaciones,covid 2da dosis,2022-01-01,13,17,18,16,31,33,64
TRINIDAD,otras vacunaciones,covid 2da dosis,2022-01-01,2528,2723,91,76,2619,2799,5418
TUPIZA,otras vacunaciones,covid 2da dosis,2022-01-01,646,615,261,238,907,853,1760
TURCO,otras vacunaciones,covid 2da dosis,2022-01-01,92,68,0,0,92,68,160
UMALA,otras vacunaciones,covid 2da dosis,2022-01-01,57,52,18,17,75,69,144
UNCIA,otras vacunaciones,covid 2da dosis,2022-01-01,316,297,74,66,390,363,753
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2022-01-01,420,471,0,0,420,471,891
URUBICHA,otras vacunaciones,covid 2da dosis,2022-01-01,117,103,108,112,225,215,440
UYUNI,otras vacunaciones,covid 2da dosis,2022-01-01,39,46,27,34,66,80,146
VACAS,otras vacunaciones,covid 2da dosis,2022-01-01,104,134,4,7,108,141,249
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2022-01-01,796,704,28,20,824,724,1548
VIACHA,otras vacunaciones,covid 2da dosis,2022-01-01,1201,1291,258,243,1459,1534,2993
VILA VILA,otras vacunaciones,covid 2da dosis,2022-01-01,31,23,74,85,105,108,213
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2022-01-01,96,152,23,30,119,182,301
VILLA MONTES,otras vacunaciones,covid 2da dosis,2022-01-01,712,692,820,698,1532,1390,2922
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2022-01-01,0,2,6,8,6,10,16
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2022-01-01,167,157,0,0,167,157,324
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2022-01-01,352,359,27,22,379,381,760
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2022-01-01,988,888,51,66,1039,954,1993
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2022-01-01,291,262,98,63,389,325,714
VILLAZON,otras vacunaciones,covid 2da dosis,2022-01-01,992,1069,107,94,1099,1163,2262
VINTO,otras vacunaciones,covid 2da dosis,2022-01-01,1400,1366,958,974,2358,2340,4698
VITICHI,otras vacunaciones,covid 2da dosis,2022-01-01,85,64,76,89,161,153,314
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2022-01-01,35,39,0,0,35,39,74
WARNES,otras vacunaciones,covid 2da dosis,2022-01-01,1726,1458,0,0,1726,1458,3184
YACO,otras vacunaciones,covid 2da dosis,2022-01-01,37,40,57,52,94,92,186
YACUIBA,otras vacunaciones,covid 2da dosis,2022-01-01,1289,1393,486,501,1775,1894,3669
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2022-01-01,85,85,13,15,98,100,198
YANACACHI,otras vacunaciones,covid 2da dosis,2022-01-01,56,61,4,7,60,68,128
YAPACANI,otras vacunaciones,covid 2da dosis,2022-01-01,772,741,0,0,772,741,1513
YOCALLA,otras vacunaciones,covid 2da dosis,2022-01-01,76,86,18,16,94,102,196
YOTALA,otras vacunaciones,covid 2da dosis,2022-01-01,205,166,59,40,264,206,470
YUNCHARA,otras vacunaciones,covid 2da dosis,2022-01-01,12,12,2,7,14,19,33
YUNGUYO DE LITORAL,otras vacunaciones,covid 2da dosis,2022-01-01,8,10,0,0,8,10,18
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2022-01-01,125,118,36,31,161,149,310
ACACIO,otras vacunaciones,covid 2da dosis,2022-02-01,8,12,33,39,41,51,92
ACHACACHI,otras vacunaciones,covid 2da dosis,2022-02-01,178,184,389,308,567,492,1059
AIQUILE,otras vacunaciones,covid 2da dosis,2022-02-01,369,323,117,107,486,430,916
ALALAY,otras vacunaciones,covid 2da dosis,2022-02-01,73,57,0,1,73,58,131
ALCALA,otras vacunaciones,covid 2da dosis,2022-02-01,28,24,36,43,64,67,131
ALTO BENI,otras vacunaciones,covid 2da dosis,2022-02-01,33,29,37,33,70,62,132
ANCORAIMES,otras vacunaciones,covid 2da dosis,2022-02-01,49,56,38,0,87,56,143
ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-02-01,104,84,0,0,104,84,188
ANTEQUERA,otras vacunaciones,covid 2da dosis,2022-02-01,76,62,0,0,76,62,138
ANZALDO,otras vacunaciones,covid 2da dosis,2022-02-01,84,67,21,30,105,97,202
APOLO,otras vacunaciones,covid 2da dosis,2022-02-01,80,36,104,88,184,124,308
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2022-02-01,3,6,22,17,25,23,48
ARANI,otras vacunaciones,covid 2da dosis,2022-02-01,211,250,0,0,211,250,461
ARBIETO,otras vacunaciones,covid 2da dosis,2022-02-01,239,274,0,1,239,275,514
ARQUE,otras vacunaciones,covid 2da dosis,2022-02-01,57,46,36,46,93,92,185
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2022-02-01,286,267,3,2,289,269,558
ATOCHA,otras vacunaciones,covid 2da dosis,2022-02-01,283,291,104,79,387,370,757
AUCAPATA,otras vacunaciones,covid 2da dosis,2022-02-01,23,20,16,17,39,37,76
AYATA,otras vacunaciones,covid 2da dosis,2022-02-01,23,23,9,11,32,34,66
AYO AYO,otras vacunaciones,covid 2da dosis,2022-02-01,50,57,9,5,59,62,121
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2022-02-01,443,456,332,301,775,757,1532
AZURDUY,otras vacunaciones,covid 2da dosis,2022-02-01,102,76,18,23,120,99,219
BATALLAS,otras vacunaciones,covid 2da dosis,2022-02-01,99,107,17,24,116,131,247
BAURES,otras vacunaciones,covid 2da dosis,2022-02-01,82,58,31,5,113,63,176
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-02-01,29,35,0,0,29,35,64
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2022-02-01,3,3,10,11,13,14,27
BELLA FLOR,otras vacunaciones,covid 2da dosis,2022-02-01,16,7,70,52,86,59,145
BERMEJO,otras vacunaciones,covid 2da dosis,2022-02-01,17,14,11,8,28,22,50
BETANZOS,otras vacunaciones,covid 2da dosis,2022-02-01,168,130,70,83,238,213,451
BOLIVAR,otras vacunaciones,covid 2da dosis,2022-02-01,26,30,13,10,39,40,79
BOLPEBRA,otras vacunaciones,covid 2da dosis,2022-02-01,2,3,28,22,30,25,55
BOYUIBE,otras vacunaciones,covid 2da dosis,2022-02-01,181,106,26,21,207,127,334
BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-02-01,306,199,17,10,323,209,532
CABEZAS,otras vacunaciones,covid 2da dosis,2022-02-01,350,341,0,0,350,341,691
CAIROMA,otras vacunaciones,covid 2da dosis,2022-02-01,36,42,90,92,126,134,260
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2022-02-01,14,21,44,39,58,60,118
CAJUATA,otras vacunaciones,covid 2da dosis,2022-02-01,69,63,31,28,100,91,191
CALACOTO,otras vacunaciones,covid 2da dosis,2022-02-01,7,10,71,70,78,80,158
CALAMARCA,otras vacunaciones,covid 2da dosis,2022-02-01,120,164,18,17,138,181,319
CAMARGO,otras vacunaciones,covid 2da dosis,2022-02-01,184,201,58,59,242,260,502
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 2da dosis,2022-02-01,29,27,4,4,33,31,64
CAMIRI,otras vacunaciones,covid 2da dosis,2022-02-01,448,415,0,0,448,415,863
CAPINOTA,otras vacunaciones,covid 2da dosis,2022-02-01,548,612,0,0,548,612,1160
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2022-02-01,22,25,22,20,44,45,89
CARACOLLO,otras vacunaciones,covid 2da dosis,2022-02-01,116,140,0,0,116,140,256
CARANAVI,otras vacunaciones,covid 2da dosis,2022-02-01,196,222,304,203,500,425,925
CARANGAS,otras vacunaciones,covid 2da dosis,2022-02-01,14,8,0,0,14,8,22
CARAPARI,otras vacunaciones,covid 2da dosis,2022-02-01,83,93,3,3,86,96,182
CARIPUYO,otras vacunaciones,covid 2da dosis,2022-02-01,12,14,20,22,32,36,68
CARMEN RIVERO TORREZ,otras vacunaciones,covid 2da dosis,2022-02-01,125,156,0,0,125,156,281
CATACORA,otras vacunaciones,covid 2da dosis,2022-02-01,2,1,16,10,18,11,29
CHACARILLA,otras vacunaciones,covid 2da dosis,2022-02-01,15,4,8,10,23,14,37
CHALLAPATA,otras vacunaciones,covid 2da dosis,2022-02-01,204,212,33,41,237,253,490
CHAQUI,otras vacunaciones,covid 2da dosis,2022-02-01,81,80,13,19,94,99,193
CHARAGUA,otras vacunaciones,covid 2da dosis,2022-02-01,602,642,153,147,755,789,1544
CHARAÑA,otras vacunaciones,covid 2da dosis,2022-02-01,13,15,8,13,21,28,49
CHAYANTA,otras vacunaciones,covid 2da dosis,2022-02-01,14,10,2,3,16,13,29
CHIMORE,otras vacunaciones,covid 2da dosis,2022-02-01,376,265,116,110,492,375,867
CHIPAYA,otras vacunaciones,covid 2da dosis,2022-02-01,35,29,0,0,35,29,64
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2022-02-01,30,33,0,0,30,33,63
CHUA COCANI,otras vacunaciones,covid 2da dosis,2022-02-01,106,16,27,24,133,40,173
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2022-02-01,69,57,38,33,107,90,197
CHUMA,otras vacunaciones,covid 2da dosis,2022-02-01,90,112,89,97,179,209,388
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2022-02-01,22,16,4,8,26,24,50
CKOCHAS,otras vacunaciones,covid 2da dosis,2022-02-01,48,39,24,28,72,67,139
CLIZA,otras vacunaciones,covid 2da dosis,2022-02-01,362,418,19,25,381,443,824
COBIJA,otras vacunaciones,covid 2da dosis,2022-02-01,405,429,480,314,885,743,1628
COCAPATA,otras vacunaciones,covid 2da dosis,2022-02-01,52,55,0,1,52,56,108
COCHABAMBA,otras vacunaciones,covid 2da dosis,2022-02-01,13941,14696,1635,1534,15576,16230,31806
COIPASA,otras vacunaciones,covid 2da dosis,2022-02-01,28,33,0,0,28,33,61
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2022-02-01,206,242,950,890,1156,1132,2288
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2022-02-01,144,160,18,11,162,171,333
COLLANA,otras vacunaciones,covid 2da dosis,2022-02-01,16,9,7,1,23,10,33
COLOMI,otras vacunaciones,covid 2da dosis,2022-02-01,107,103,37,43,144,146,290
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2022-02-01,201,186,0,0,201,186,387
COLQUECHACA,otras vacunaciones,covid 2da dosis,2022-02-01,36,37,24,26,60,63,123
COLQUENCHA,otras vacunaciones,covid 2da dosis,2022-02-01,150,136,12,9,162,145,307
COLQUIRI,otras vacunaciones,covid 2da dosis,2022-02-01,128,128,123,131,251,259,510
COMANCHE,otras vacunaciones,covid 2da dosis,2022-02-01,15,10,13,22,28,32,60
COMARAPA,otras vacunaciones,covid 2da dosis,2022-02-01,97,113,13,10,110,123,233
COMBAYA,otras vacunaciones,covid 2da dosis,2022-02-01,8,15,4,3,12,18,30
CONCEPCION,otras vacunaciones,covid 2da dosis,2022-02-01,481,415,55,57,536,472,1008
COPACABANA,otras vacunaciones,covid 2da dosis,2022-02-01,59,67,9,15,68,82,150
CORIPATA,otras vacunaciones,covid 2da dosis,2022-02-01,30,43,31,35,61,78,139
CORO CORO,otras vacunaciones,covid 2da dosis,2022-02-01,40,38,79,40,119,78,197
COROICO,otras vacunaciones,covid 2da dosis,2022-02-01,84,113,99,114,183,227,410
CORQUE,otras vacunaciones,covid 2da dosis,2022-02-01,154,163,0,0,154,163,317
COTAGAITA,otras vacunaciones,covid 2da dosis,2022-02-01,162,166,52,68,214,234,448
COTOCA,otras vacunaciones,covid 2da dosis,2022-02-01,1926,1957,1,0,1927,1957,3884
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-02-01,6,4,0,0,6,4,10
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2022-02-01,146,115,29,37,175,152,327
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2022-02-01,21,22,0,0,21,22,43
CUEVO,otras vacunaciones,covid 2da dosis,2022-02-01,34,34,35,42,69,76,145
CULPINA,otras vacunaciones,covid 2da dosis,2022-02-01,157,160,27,30,184,190,374
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2022-02-01,48,46,0,0,48,46,94
CURVA,otras vacunaciones,covid 2da dosis,2022-02-01,2,1,22,20,24,21,45
DESAGUADERO,otras vacunaciones,covid 2da dosis,2022-02-01,81,55,52,55,133,110,243
EL ALTO,otras vacunaciones,covid 2da dosis,2022-02-01,7762,8573,3995,4238,11757,12811,24568
EL CHORO,otras vacunaciones,covid 2da dosis,2022-02-01,50,59,0,0,50,59,109
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2022-02-01,153,170,42,52,195,222,417
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2022-02-01,163,155,133,108,296,263,559
EL TORNO,otras vacunaciones,covid 2da dosis,2022-02-01,700,797,0,0,700,797,1497
EL VILLAR,otras vacunaciones,covid 2da dosis,2022-02-01,53,54,0,0,53,54,107
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2022-02-01,103,87,5,5,108,92,200
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2022-02-01,753,726,219,203,972,929,1901
ESCARA,otras vacunaciones,covid 2da dosis,2022-02-01,37,28,0,0,37,28,65
ESCOMA,otras vacunaciones,covid 2da dosis,2022-02-01,82,96,5,2,87,98,185
ESMERALDA,otras vacunaciones,covid 2da dosis,2022-02-01,10,12,0,0,10,12,22
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2022-02-01,15,34,0,0,15,34,49
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2022-02-01,9,8,9,5,18,13,31
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2022-02-01,205,191,127,94,332,285,617
FILADELFIA,otras vacunaciones,covid 2da dosis,2022-02-01,5,3,61,50,66,53,119
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 2da dosis,2022-02-01,21,30,33,28,54,58,112
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2022-02-01,403,381,1,4,404,385,789
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2022-02-01,39,49,74,87,113,136,249
GUANAY,otras vacunaciones,covid 2da dosis,2022-02-01,29,31,43,45,72,76,148
GUAQUI,otras vacunaciones,covid 2da dosis,2022-02-01,112,123,14,11,126,134,260
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2022-02-01,399,418,43,61,442,479,921
GUTIERREZ,otras vacunaciones,covid 2da dosis,2022-02-01,384,350,5,3,389,353,742
HUACARETA,otras vacunaciones,covid 2da dosis,2022-02-01,120,135,44,55,164,190,354
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2022-02-01,28,34,84,61,112,95,207
HUACHACALLA,otras vacunaciones,covid 2da dosis,2022-02-01,56,11,0,0,56,11,67
HUANUNI,otras vacunaciones,covid 2da dosis,2022-02-01,240,307,0,0,240,307,547
HUARACAJE,otras vacunaciones,covid 2da dosis,2022-02-01,48,49,12,15,60,64,124
HUARINA,otras vacunaciones,covid 2da dosis,2022-02-01,33,60,62,65,95,125,220
HUATAJATA,otras vacunaciones,covid 2da dosis,2022-02-01,69,55,70,3,139,58,197
HUAYLLAMARCA,otras vacunaciones,covid 2da dosis,2022-02-01,27,40,8,7,35,47,82
HUMANATA,otras vacunaciones,covid 2da dosis,2022-02-01,16,18,1,2,17,20,37
ICHOCA,otras vacunaciones,covid 2da dosis,2022-02-01,26,27,27,23,53,50,103
ICLA,otras vacunaciones,covid 2da dosis,2022-02-01,67,58,71,63,138,121,259
INCAHUASI,otras vacunaciones,covid 2da dosis,2022-02-01,79,101,31,50,110,151,261
INGAVI (HUMAITA),otras vacunaciones,covid 2da dosis,2022-02-01,3,5,10,14,13,19,32
INQUISIVI,otras vacunaciones,covid 2da dosis,2022-02-01,60,71,130,104,190,175,365
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2022-02-01,74,60,9,15,83,75,158
IXIAMAS,otras vacunaciones,covid 2da dosis,2022-02-01,1,2,50,138,51,140,191
JESUS DE MACHACA,otras vacunaciones,covid 2da dosis,2022-02-01,135,138,31,34,166,172,338
LA ASUNTA,otras vacunaciones,covid 2da dosis,2022-02-01,146,129,53,41,199,170,369
LA GUARDIA,otras vacunaciones,covid 2da dosis,2022-02-01,2118,2330,92,77,2210,2407,4617
LA PAZ,otras vacunaciones,covid 2da dosis,2022-02-01,10291,10929,4732,4905,15023,15834,30857
LA RIVERA,otras vacunaciones,covid 2da dosis,2022-02-01,18,26,0,0,18,26,44
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2022-02-01,185,200,22,20,207,220,427
LAJA,otras vacunaciones,covid 2da dosis,2022-02-01,139,176,43,50,182,226,408
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2022-02-01,43,50,0,0,43,50,93
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2022-02-01,3,1,4,2,7,3,10
LLALLAGUA,otras vacunaciones,covid 2da dosis,2022-02-01,479,533,146,143,625,676,1301
LLICA,otras vacunaciones,covid 2da dosis,2022-02-01,7,7,2,2,9,9,18
LORETO,otras vacunaciones,covid 2da dosis,2022-02-01,3,3,32,24,35,27,62
LURIBAY,otras vacunaciones,covid 2da dosis,2022-02-01,51,29,186,152,237,181,418
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-02-01,21,26,0,0,21,26,47
MACHARETI,otras vacunaciones,covid 2da dosis,2022-02-01,73,81,4,7,77,88,165
MAGDALENA,otras vacunaciones,covid 2da dosis,2022-02-01,142,137,51,67,193,204,397
MAIRANA,otras vacunaciones,covid 2da dosis,2022-02-01,113,111,51,51,164,162,326
MALLA,otras vacunaciones,covid 2da dosis,2022-02-01,6,4,41,37,47,41,88
MAPIRI,otras vacunaciones,covid 2da dosis,2022-02-01,38,30,2,0,40,30,70
MECAPACA,otras vacunaciones,covid 2da dosis,2022-02-01,27,27,8,9,35,36,71
MINEROS,otras vacunaciones,covid 2da dosis,2022-02-01,548,483,4,13,552,496,1048
MIZQUE,otras vacunaciones,covid 2da dosis,2022-02-01,134,130,118,134,252,264,516
MOCOMOCO,otras vacunaciones,covid 2da dosis,2022-02-01,228,208,173,121,401,329,730
MOJINETE,otras vacunaciones,covid 2da dosis,2022-02-01,7,11,1,3,8,14,22
MOJOCOYA,otras vacunaciones,covid 2da dosis,2022-02-01,89,88,25,23,114,111,225
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2022-02-01,303,284,41,46,344,330,674
MONTERO,otras vacunaciones,covid 2da dosis,2022-02-01,2476,2597,161,173,2637,2770,5407
MORO MORO,otras vacunaciones,covid 2da dosis,2022-02-01,16,11,14,10,30,21,51
MOROCHATA,otras vacunaciones,covid 2da dosis,2022-02-01,94,79,374,326,468,405,873
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2022-02-01,14,5,6,3,20,8,28
NAZACARA DE PACAJES,otras vacunaciones,covid 2da dosis,2022-02-01,6,8,0,0,6,8,14
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2022-02-01,1,2,15,10,16,12,28
OCURI,otras vacunaciones,covid 2da dosis,2022-02-01,14,16,23,19,37,35,72
OKINAWA,otras vacunaciones,covid 2da dosis,2022-02-01,236,235,0,0,236,235,471
OMEREQUE,otras vacunaciones,covid 2da dosis,2022-02-01,5,7,128,115,133,122,255
ORURO,otras vacunaciones,covid 2da dosis,2022-02-01,4649,4877,97,117,4746,4994,9740
PADCAYA,otras vacunaciones,covid 2da dosis,2022-02-01,53,54,29,28,82,82,164
PADILLA,otras vacunaciones,covid 2da dosis,2022-02-01,130,137,0,0,130,137,267
PAILON,otras vacunaciones,covid 2da dosis,2022-02-01,767,721,0,0,767,721,1488
PALCA,otras vacunaciones,covid 2da dosis,2022-02-01,58,57,30,31,88,88,176
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2022-02-01,81,69,36,33,117,102,219
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2022-02-01,34,31,1,5,35,36,71
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2022-02-01,63,89,11,5,74,94,168
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2022-02-01,92,69,21,24,113,93,206
PASORAPA,otras vacunaciones,covid 2da dosis,2022-02-01,39,39,0,0,39,39,78
PATACAMAYA,otras vacunaciones,covid 2da dosis,2022-02-01,287,225,1,1,288,226,514
PAZÑA,otras vacunaciones,covid 2da dosis,2022-02-01,38,53,35,27,73,80,153
PELECHUCO,otras vacunaciones,covid 2da dosis,2022-02-01,39,32,38,24,77,56,133
POCOATA,otras vacunaciones,covid 2da dosis,2022-02-01,58,36,15,24,73,60,133
POCONA,otras vacunaciones,covid 2da dosis,2022-02-01,159,171,61,71,220,242,462
POJO (CBBA),otras vacunaciones,covid 2da dosis,2022-02-01,69,67,0,0,69,67,136
POOPO,otras vacunaciones,covid 2da dosis,2022-02-01,65,57,1,0,66,57,123
PORCO,otras vacunaciones,covid 2da dosis,2022-02-01,56,78,27,28,83,106,189
POROMA,otras vacunaciones,covid 2da dosis,2022-02-01,76,112,52,53,128,165,293
PORONGO,otras vacunaciones,covid 2da dosis,2022-02-01,384,338,0,0,384,338,722
PORTACHUELO,otras vacunaciones,covid 2da dosis,2022-02-01,514,473,0,0,514,473,987
PORVENIR,otras vacunaciones,covid 2da dosis,2022-02-01,21,33,17,20,38,53,91
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2022-02-01,88,10,0,1,88,11,99
POTOSI,otras vacunaciones,covid 2da dosis,2022-02-01,3370,3007,847,872,4217,3879,8096
PRESTO,otras vacunaciones,covid 2da dosis,2022-02-01,32,28,45,50,77,78,155
PUCARA,otras vacunaciones,covid 2da dosis,2022-02-01,42,41,0,0,42,41,83
PUCARANI,otras vacunaciones,covid 2da dosis,2022-02-01,245,243,16,25,261,268,529
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2022-02-01,13,14,25,9,38,23,61
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2022-02-01,36,40,82,59,118,99,217
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2022-02-01,11,12,141,189,152,201,353
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2022-02-01,20,21,23,26,43,47,90
PUERTO RICO,otras vacunaciones,covid 2da dosis,2022-02-01,0,0,188,79,188,79,267
PUERTO SILES,otras vacunaciones,covid 2da dosis,2022-02-01,0,0,47,48,47,48,95
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2022-02-01,211,214,107,99,318,313,631
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2022-02-01,522,451,167,140,689,591,1280
PUNA,otras vacunaciones,covid 2da dosis,2022-02-01,115,121,33,45,148,166,314
PUNATA,otras vacunaciones,covid 2da dosis,2022-02-01,690,766,51,39,741,805,1546
QUIABAYA,otras vacunaciones,covid 2da dosis,2022-02-01,20,20,12,26,32,46,78
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2022-02-01,2957,2853,577,562,3534,3415,6949
QUIME,otras vacunaciones,covid 2da dosis,2022-02-01,37,39,57,45,94,84,178
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2022-02-01,30,34,2,8,32,42,74
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2022-02-01,93,102,72,63,165,165,330
RAVELO,otras vacunaciones,covid 2da dosis,2022-02-01,45,34,75,83,120,117,237
REYES,otras vacunaciones,covid 2da dosis,2022-02-01,47,52,0,0,47,52,99
RIBERALTA,otras vacunaciones,covid 2da dosis,2022-02-01,487,518,3,1,490,519,1009
