,group,variable,month,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS FUERA,17.26 COVID 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TURCO,otras vacunaciones,covid 3ra dosis,2022-01-01,105,112,0,0,105,112,217
UNCIA,otras vacunaciones,covid 3ra dosis,2022-01-01,125,128,26,21,151,149,300
URIONDO (A. CONCEPCION),otras vacunaciones,covid 3ra dosis,2022-01-01,474,598,0,0,474,598,1072
URUBICHA,otras vacunaciones,covid 3ra dosis,2022-01-01,96,55,7,9,103,64,167
UYUNI,otras vacunaciones,covid 3ra dosis,2022-01-01,32,38,16,13,48,51,99
VACAS,otras vacunaciones,covid 3ra dosis,2022-01-01,24,21,0,1,24,22,46
VALLEGRANDE,otras vacunaciones,covid 3ra dosis,2022-01-01,271,308,41,36,312,344,656
VIACHA,otras vacunaciones,covid 3ra dosis,2022-01-01,389,455,1060,946,1449,1401,2850
VILA VILA,otras vacunaciones,covid 3ra dosis,2022-01-01,18,32,11,8,29,40,69
VILLA CHARCAS,otras vacunaciones,covid 3ra dosis,2022-01-01,43,47,1,2,44,49,93
VILLA MONTES,otras vacunaciones,covid 3ra dosis,2022-01-01,454,474,356,442,810,916,1726
VILLA RIVERO,otras vacunaciones,covid 3ra dosis,2022-01-01,35,47,0,0,35,47,82
VILLA SERRANO,otras vacunaciones,covid 3ra dosis,2022-01-01,328,306,137,143,465,449,914
VILLA TUNARI,otras vacunaciones,covid 3ra dosis,2022-01-01,411,356,44,35,455,391,846
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 3ra dosis,2022-01-01,285,278,108,117,393,395,788
VILLAZON,otras vacunaciones,covid 3ra dosis,2022-01-01,462,635,119,113,581,748,1329
VINTO,otras vacunaciones,covid 3ra dosis,2022-01-01,257,393,272,371,529,764,1293
VITICHI,otras vacunaciones,covid 3ra dosis,2022-01-01,122,153,35,96,157,249,406
WALDO BALLIVIAN,otras vacunaciones,covid 3ra dosis,2022-01-01,5,5,0,0,5,5,10
WARNES,otras vacunaciones,covid 3ra dosis,2022-01-01,252,103,0,0,252,103,355
YACUIBA,otras vacunaciones,covid 3ra dosis,2022-01-01,934,1076,584,625,1518,1701,3219
YAMPARAEZ,otras vacunaciones,covid 3ra dosis,2022-01-01,67,92,55,71,122,163,285
YAPACANI,otras vacunaciones,covid 3ra dosis,2022-01-01,204,167,5,6,209,173,382
YOCALLA,otras vacunaciones,covid 3ra dosis,2022-01-01,47,45,36,60,83,105,188
YOTALA,otras vacunaciones,covid 3ra dosis,2022-01-01,52,53,4,3,56,56,112
YUNCHARA,otras vacunaciones,covid 3ra dosis,2022-01-01,21,19,3,3,24,22,46
YUNGUYO DE LITORAL,otras vacunaciones,covid 3ra dosis,2022-01-01,20,19,0,0,20,19,39
ZUDAÑEZ,otras vacunaciones,covid 3ra dosis,2022-01-01,53,59,9,9,62,68,130
ACACIO,otras vacunaciones,covid 3ra dosis,2022-02-01,7,3,3,5,10,8,18
ACHACACHI,otras vacunaciones,covid 3ra dosis,2022-02-01,47,82,22,22,69,104,173
AIQUILE,otras vacunaciones,covid 3ra dosis,2022-02-01,88,149,94,129,182,278,460
ALALAY,otras vacunaciones,covid 3ra dosis,2022-02-01,18,17,0,0,18,17,35
ALCALA,otras vacunaciones,covid 3ra dosis,2022-02-01,10,10,59,71,69,81,150
ALTO BENI,otras vacunaciones,covid 3ra dosis,2022-02-01,50,36,73,35,123,71,194
ANCORAIMES,otras vacunaciones,covid 3ra dosis,2022-02-01,8,0,0,0,8,0,8
ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-02-01,35,31,0,0,35,31,66
ANTEQUERA,otras vacunaciones,covid 3ra dosis,2022-02-01,15,13,0,0,15,13,28
ANZALDO,otras vacunaciones,covid 3ra dosis,2022-02-01,5,6,17,19,22,25,47
APOLO,otras vacunaciones,covid 3ra dosis,2022-02-01,10,9,37,38,47,47,94
ARAMPAMPA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,3,7,3,7,10
ARANI,otras vacunaciones,covid 3ra dosis,2022-02-01,82,111,0,0,82,111,193
ARBIETO,otras vacunaciones,covid 3ra dosis,2022-02-01,146,247,37,74,183,321,504
ARQUE,otras vacunaciones,covid 3ra dosis,2022-02-01,10,11,17,15,27,26,53
ASCENCION DE GUARAYOS,otras vacunaciones,covid 3ra dosis,2022-02-01,52,56,3,1,55,57,112
ATOCHA,otras vacunaciones,covid 3ra dosis,2022-02-01,89,125,36,65,125,190,315
AUCAPATA,otras vacunaciones,covid 3ra dosis,2022-02-01,2,3,46,36,48,39,87
AYATA,otras vacunaciones,covid 3ra dosis,2022-02-01,20,12,40,27,60,39,99
AYO AYO,otras vacunaciones,covid 3ra dosis,2022-02-01,27,32,3,3,30,35,65
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 3ra dosis,2022-02-01,115,120,177,232,292,352,644
AZURDUY,otras vacunaciones,covid 3ra dosis,2022-02-01,48,63,28,44,76,107,183
BAURES,otras vacunaciones,covid 3ra dosis,2022-02-01,199,192,53,77,252,269,521
BELEN DE ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-02-01,8,15,0,0,8,15,23
BELEN DE URMIRI,otras vacunaciones,covid 3ra dosis,2022-02-01,1,2,1,0,2,2,4
BELLA FLOR,otras vacunaciones,covid 3ra dosis,2022-02-01,0,1,22,19,22,20,42
BERMEJO,otras vacunaciones,covid 3ra dosis,2022-02-01,22,28,7,11,29,39,68
BETANZOS,otras vacunaciones,covid 3ra dosis,2022-02-01,38,36,21,29,59,65,124
BOLIVAR,otras vacunaciones,covid 3ra dosis,2022-02-01,10,14,7,7,17,21,38
BOLPEBRA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,14,14,14,14,28
BOYUIBE,otras vacunaciones,covid 3ra dosis,2022-02-01,84,58,11,14,95,72,167
BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-02-01,108,98,6,3,114,101,215
CABEZAS,otras vacunaciones,covid 3ra dosis,2022-02-01,228,140,41,9,269,149,418
CAIROMA,otras vacunaciones,covid 3ra dosis,2022-02-01,7,19,32,17,39,36,75
"CAIZA ""D""",otras vacunaciones,covid 3ra dosis,2022-02-01,1,0,12,24,13,24,37
CAJUATA,otras vacunaciones,covid 3ra dosis,2022-02-01,96,74,67,80,163,154,317
CALACOTO,otras vacunaciones,covid 3ra dosis,2022-02-01,4,7,10,5,14,12,26
CALAMARCA,otras vacunaciones,covid 3ra dosis,2022-02-01,38,15,12,23,50,38,88
CAMARGO,otras vacunaciones,covid 3ra dosis,2022-02-01,114,144,40,60,154,204,358
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 3ra dosis,2022-02-01,38,49,55,74,93,123,216
CAMIRI,otras vacunaciones,covid 3ra dosis,2022-02-01,203,250,3,5,206,255,461
CAPINOTA,otras vacunaciones,covid 3ra dosis,2022-02-01,47,46,0,0,47,46,93
CAQUIAVIRI,otras vacunaciones,covid 3ra dosis,2022-02-01,10,5,7,7,17,12,29
CARACOLLO,otras vacunaciones,covid 3ra dosis,2022-02-01,38,38,0,0,38,38,76
CARANAVI,otras vacunaciones,covid 3ra dosis,2022-02-01,36,41,153,65,189,106,295
CARANGAS,otras vacunaciones,covid 3ra dosis,2022-02-01,8,8,0,0,8,8,16
CARAPARI,otras vacunaciones,covid 3ra dosis,2022-02-01,41,58,0,0,41,58,99
CARIPUYO,otras vacunaciones,covid 3ra dosis,2022-02-01,3,6,8,9,11,15,26
CARMEN RIVERO TORREZ,otras vacunaciones,covid 3ra dosis,2022-02-01,18,21,0,0,18,21,39
CHALLAPATA,otras vacunaciones,covid 3ra dosis,2022-02-01,23,30,19,10,42,40,82
CHAQUI,otras vacunaciones,covid 3ra dosis,2022-02-01,19,23,6,16,25,39,64
CHARAGUA,otras vacunaciones,covid 3ra dosis,2022-02-01,124,175,14,19,138,194,332
CHARAÑA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,2,3,2,3,5
CHAYANTA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,0,3,0,3,3
CHIMORE,otras vacunaciones,covid 3ra dosis,2022-02-01,275,224,36,46,311,270,581
CHIPAYA,otras vacunaciones,covid 3ra dosis,2022-02-01,13,14,0,0,13,14,27
CHOQUE COTA,otras vacunaciones,covid 3ra dosis,2022-02-01,6,5,0,0,6,5,11
CHUA COCANI,otras vacunaciones,covid 3ra dosis,2022-02-01,16,0,0,0,16,0,16
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 3ra dosis,2022-02-01,17,16,0,0,17,16,33
CHUMA,otras vacunaciones,covid 3ra dosis,2022-02-01,13,13,35,31,48,44,92
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 3ra dosis,2022-02-01,0,1,4,9,4,10,14
CKOCHAS,otras vacunaciones,covid 3ra dosis,2022-02-01,34,41,36,43,70,84,154
CLIZA,otras vacunaciones,covid 3ra dosis,2022-02-01,74,102,16,31,90,133,223
COBIJA,otras vacunaciones,covid 3ra dosis,2022-02-01,101,145,217,187,318,332,650
COCAPATA,otras vacunaciones,covid 3ra dosis,2022-02-01,16,10,0,0,16,10,26
COCHABAMBA,otras vacunaciones,covid 3ra dosis,2022-02-01,9152,12155,2962,2563,12114,14718,26832
COIPASA,otras vacunaciones,covid 3ra dosis,2022-02-01,6,9,0,0,6,9,15
COLCAPIRHUA,otras vacunaciones,covid 3ra dosis,2022-02-01,71,101,388,489,459,590,1049
"COLCHA ""K""",otras vacunaciones,covid 3ra dosis,2022-02-01,220,269,54,63,274,332,606
COLLANA,otras vacunaciones,covid 3ra dosis,2022-02-01,2,4,10,11,12,15,27
COLOMI,otras vacunaciones,covid 3ra dosis,2022-02-01,20,11,38,23,58,34,92
COLPA BELGICA,otras vacunaciones,covid 3ra dosis,2022-02-01,68,63,0,0,68,63,131
COLQUECHACA,otras vacunaciones,covid 3ra dosis,2022-02-01,11,12,21,33,32,45,77
COLQUENCHA,otras vacunaciones,covid 3ra dosis,2022-02-01,25,14,0,0,25,14,39
COLQUIRI,otras vacunaciones,covid 3ra dosis,2022-02-01,26,31,61,83,87,114,201
COMANCHE,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,3,2,3,2,5
COMARAPA,otras vacunaciones,covid 3ra dosis,2022-02-01,3,5,0,0,3,5,8
COMBAYA,otras vacunaciones,covid 3ra dosis,2022-02-01,26,19,0,0,26,19,45
CONCEPCION,otras vacunaciones,covid 3ra dosis,2022-02-01,94,113,0,3,94,116,210
CORIPATA,otras vacunaciones,covid 3ra dosis,2022-02-01,26,22,17,29,43,51,94
CORO CORO,otras vacunaciones,covid 3ra dosis,2022-02-01,12,13,11,14,23,27,50
COROICO,otras vacunaciones,covid 3ra dosis,2022-02-01,49,46,115,102,164,148,312
CORQUE,otras vacunaciones,covid 3ra dosis,2022-02-01,35,27,0,0,35,27,62
COTAGAITA,otras vacunaciones,covid 3ra dosis,2022-02-01,74,86,35,60,109,146,255
COTOCA,otras vacunaciones,covid 3ra dosis,2022-02-01,429,670,0,0,429,670,1099
CUATRO CAÑADAS,otras vacunaciones,covid 3ra dosis,2022-02-01,100,90,57,40,157,130,287
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 3ra dosis,2022-02-01,33,40,0,0,33,40,73
CUEVO,otras vacunaciones,covid 3ra dosis,2022-02-01,41,41,10,8,51,49,100
CULPINA,otras vacunaciones,covid 3ra dosis,2022-02-01,121,108,68,87,189,195,384
CURAHUARA DE CARANGAS,otras vacunaciones,covid 3ra dosis,2022-02-01,4,5,0,0,4,5,9
CURVA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,6,8,6,8,14
DESAGUADERO,otras vacunaciones,covid 3ra dosis,2022-02-01,28,16,29,5,57,21,78
EL ALTO,otras vacunaciones,covid 3ra dosis,2022-02-01,1444,1716,874,846,2318,2562,4880
EL CHORO,otras vacunaciones,covid 3ra dosis,2022-02-01,28,27,0,0,28,27,55
EL PUENTE(STC),otras vacunaciones,covid 3ra dosis,2022-02-01,57,71,45,46,102,117,219
EL PUENTE(TJA),otras vacunaciones,covid 3ra dosis,2022-02-01,63,89,125,169,188,258,446
EL TORNO,otras vacunaciones,covid 3ra dosis,2022-02-01,194,221,0,0,194,221,415
EL VILLAR,otras vacunaciones,covid 3ra dosis,2022-02-01,32,41,0,0,32,41,73
ENTRE RIOS TRJ,otras vacunaciones,covid 3ra dosis,2022-02-01,48,76,0,0,48,76,124
ENTRE RIOS CBBA,otras vacunaciones,covid 3ra dosis,2022-02-01,96,83,349,262,445,345,790
ESCOMA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,2,3,2,3,5
ESMERALDA,otras vacunaciones,covid 3ra dosis,2022-02-01,1,4,0,0,1,4,5
EUCALIPTUS,otras vacunaciones,covid 3ra dosis,2022-02-01,4,10,1,1,5,11,16
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 3ra dosis,2022-02-01,0,12,0,15,0,27,27
FERNANDEZ ALONSO,otras vacunaciones,covid 3ra dosis,2022-02-01,19,20,46,16,65,36,101
FILADELFIA,otras vacunaciones,covid 3ra dosis,2022-02-01,5,3,5,4,10,7,17
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 3ra dosis,2022-02-01,6,12,52,60,58,72,130
GENERAL SAAVEDRA,otras vacunaciones,covid 3ra dosis,2022-02-01,63,67,0,0,63,67,130
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 3ra dosis,2022-02-01,9,10,19,20,28,30,58
GUANAY,otras vacunaciones,covid 3ra dosis,2022-02-01,55,25,53,59,108,84,192
GUAQUI,otras vacunaciones,covid 3ra dosis,2022-02-01,33,16,6,3,39,19,58
GUAYARAMERIN,otras vacunaciones,covid 3ra dosis,2022-02-01,133,216,12,27,145,243,388
GUTIERREZ,otras vacunaciones,covid 3ra dosis,2022-02-01,94,91,0,0,94,91,185
HUACARETA,otras vacunaciones,covid 3ra dosis,2022-02-01,36,37,49,56,85,93,178
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 3ra dosis,2022-02-01,59,84,57,79,116,163,279
HUACHACALLA,otras vacunaciones,covid 3ra dosis,2022-02-01,33,12,0,0,33,12,45
HUANUNI,otras vacunaciones,covid 3ra dosis,2022-02-01,126,97,0,0,126,97,223
HUARACAJE,otras vacunaciones,covid 3ra dosis,2022-02-01,46,49,1,3,47,52,99
HUARINA,otras vacunaciones,covid 3ra dosis,2022-02-01,38,37,4,0,42,37,79
HUATAJATA,otras vacunaciones,covid 3ra dosis,2022-02-01,7,0,0,0,7,0,7
HUAYLLAMARCA,otras vacunaciones,covid 3ra dosis,2022-02-01,7,8,9,6,16,14,30
HUMANATA,otras vacunaciones,covid 3ra dosis,2022-02-01,20,17,5,8,25,25,50
ICHOCA,otras vacunaciones,covid 3ra dosis,2022-02-01,2,2,0,0,2,2,4
ICLA,otras vacunaciones,covid 3ra dosis,2022-02-01,22,40,55,85,77,125,202
INCAHUASI,otras vacunaciones,covid 3ra dosis,2022-02-01,28,77,30,53,58,130,188
INGAVI (HUMAITA),otras vacunaciones,covid 3ra dosis,2022-02-01,1,1,8,5,9,6,15
INQUISIVI,otras vacunaciones,covid 3ra dosis,2022-02-01,14,12,42,46,56,58,114
IXIAMAS,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,41,37,41,37,78
JESUS DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-02-01,18,21,2,6,20,27,47
LA GUARDIA,otras vacunaciones,covid 3ra dosis,2022-02-01,348,528,30,56,378,584,962
LA PAZ,otras vacunaciones,covid 3ra dosis,2022-02-01,7083,8802,4599,4918,11682,13720,25402
LA RIVERA,otras vacunaciones,covid 3ra dosis,2022-02-01,17,18,0,0,17,18,35
LAGUNILLAS,otras vacunaciones,covid 3ra dosis,2022-02-01,62,75,13,7,75,82,157
LAJA,otras vacunaciones,covid 3ra dosis,2022-02-01,24,30,20,23,44,53,97
LAS CARRERAS,otras vacunaciones,covid 3ra dosis,2022-02-01,47,58,0,0,47,58,105
LICOMA PAMPA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,37,31,37,31,68
LLALLAGUA,otras vacunaciones,covid 3ra dosis,2022-02-01,214,266,62,79,276,345,621
LLICA,otras vacunaciones,covid 3ra dosis,2022-02-01,7,9,5,9,12,18,30
LORETO,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,3,10,3,10,13
LURIBAY,otras vacunaciones,covid 3ra dosis,2022-02-01,18,13,27,21,45,34,79
MACHARETI,otras vacunaciones,covid 3ra dosis,2022-02-01,56,79,8,5,64,84,148
MAGDALENA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,148,195,148,195,343
MAIRANA,otras vacunaciones,covid 3ra dosis,2022-02-01,46,51,10,15,56,66,122
MALLA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,9,6,9,6,15
MECAPACA,otras vacunaciones,covid 3ra dosis,2022-02-01,14,15,6,6,20,21,41
MINEROS,otras vacunaciones,covid 3ra dosis,2022-02-01,45,61,8,10,53,71,124
MIZQUE,otras vacunaciones,covid 3ra dosis,2022-02-01,70,84,23,30,93,114,207
MOCOMOCO,otras vacunaciones,covid 3ra dosis,2022-02-01,19,16,136,130,155,146,301
MOJINETE,otras vacunaciones,covid 3ra dosis,2022-02-01,10,25,1,5,11,30,41
MOJOCOYA,otras vacunaciones,covid 3ra dosis,2022-02-01,42,56,23,35,65,91,156
MONTEAGUDO,otras vacunaciones,covid 3ra dosis,2022-02-01,203,201,105,78,308,279,587
MONTERO,otras vacunaciones,covid 3ra dosis,2022-02-01,271,342,42,51,313,393,706
MORO MORO,otras vacunaciones,covid 3ra dosis,2022-02-01,14,8,20,28,34,36,70
MOROCHATA,otras vacunaciones,covid 3ra dosis,2022-02-01,17,15,45,51,62,66,128
NAZACARA DE PACAJES,otras vacunaciones,covid 3ra dosis,2022-02-01,2,7,0,0,2,7,9
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 3ra dosis,2022-02-01,6,0,10,9,16,9,25
OCURI,otras vacunaciones,covid 3ra dosis,2022-02-01,46,55,51,53,97,108,205
OMEREQUE,otras vacunaciones,covid 3ra dosis,2022-02-01,13,11,124,126,137,137,274
ORURO,otras vacunaciones,covid 3ra dosis,2022-02-01,1968,2139,170,179,2138,2318,4456
PADILLA,otras vacunaciones,covid 3ra dosis,2022-02-01,171,243,0,0,171,243,414
PAILON,otras vacunaciones,covid 3ra dosis,2022-02-01,58,52,0,0,58,52,110
PALCA,otras vacunaciones,covid 3ra dosis,2022-02-01,16,22,19,19,35,41,76
PALOS BLANCOS,otras vacunaciones,covid 3ra dosis,2022-02-01,144,141,135,161,279,302,581
PAMPA AULLAGAS,otras vacunaciones,covid 3ra dosis,2022-02-01,14,14,6,8,20,22,42
PAMPA GRANDE,otras vacunaciones,covid 3ra dosis,2022-02-01,39,33,4,3,43,36,79
PASORAPA,otras vacunaciones,covid 3ra dosis,2022-02-01,137,137,0,0,137,137,274
PAZÑA,otras vacunaciones,covid 3ra dosis,2022-02-01,5,11,2,6,7,17,24
PELECHUCO,otras vacunaciones,covid 3ra dosis,2022-02-01,43,33,6,5,49,38,87
POCONA,otras vacunaciones,covid 3ra dosis,2022-02-01,71,83,10,21,81,104,185
POJO (CBBA),otras vacunaciones,covid 3ra dosis,2022-02-01,10,9,0,5,10,14,24
POOPO,otras vacunaciones,covid 3ra dosis,2022-02-01,10,23,0,0,10,23,33
PORCO,otras vacunaciones,covid 3ra dosis,2022-02-01,16,38,9,3,25,41,66
POROMA,otras vacunaciones,covid 3ra dosis,2022-02-01,44,41,62,72,106,113,219
PORONGO,otras vacunaciones,covid 3ra dosis,2022-02-01,137,171,0,0,137,171,308
PORTACHUELO,otras vacunaciones,covid 3ra dosis,2022-02-01,130,174,0,0,130,174,304
PORVENIR,otras vacunaciones,covid 3ra dosis,2022-02-01,16,10,12,18,28,28,56
POSTRER VALLE,otras vacunaciones,covid 3ra dosis,2022-02-01,6,5,0,0,6,5,11
POTOSI,otras vacunaciones,covid 3ra dosis,2022-02-01,792,943,342,502,1134,1445,2579
PRESTO,otras vacunaciones,covid 3ra dosis,2022-02-01,12,10,54,44,66,54,120
PUCARA,otras vacunaciones,covid 3ra dosis,2022-02-01,68,63,0,0,68,63,131
PUCARANI,otras vacunaciones,covid 3ra dosis,2022-02-01,2,3,2,1,4,4,8
PUERTO ACOSTA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,10,15,10,15,25
PUERTO CARABUCO,otras vacunaciones,covid 3ra dosis,2022-02-01,4,6,39,50,43,56,99
PUERTO GONZALO MORENO,otras vacunaciones,covid 3ra dosis,2022-02-01,0,2,65,75,65,77,142
PUERTO RICO,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,16,13,16,13,29
PUERTO SILES,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,11,17,11,17,28
PUERTO SUAREZ,otras vacunaciones,covid 3ra dosis,2022-02-01,25,44,50,71,75,115,190
PUERTO VILLARROEL,otras vacunaciones,covid 3ra dosis,2022-02-01,109,98,351,377,460,475,935
PUNA,otras vacunaciones,covid 3ra dosis,2022-02-01,37,47,25,43,62,90,152
PUNATA,otras vacunaciones,covid 3ra dosis,2022-02-01,200,296,40,61,240,357,597
QUIABAYA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,9,10,9,10,19
QUILLACOLLO,otras vacunaciones,covid 3ra dosis,2022-02-01,1016,1136,383,483,1399,1619,3018
QUIME,otras vacunaciones,covid 3ra dosis,2022-02-01,26,25,48,43,74,68,142
QUIRUSILLAS,otras vacunaciones,covid 3ra dosis,2022-02-01,11,5,3,1,14,6,20
RAQAYPAMPA(ETA),otras vacunaciones,covid 3ra dosis,2022-02-01,51,51,7,5,58,56,114
RAVELO,otras vacunaciones,covid 3ra dosis,2022-02-01,15,20,47,62,62,82,144
REYES,otras vacunaciones,covid 3ra dosis,2022-02-01,24,26,0,0,24,26,50
RIBERALTA,otras vacunaciones,covid 3ra dosis,2022-02-01,39,35,0,0,39,35,74
ROBORE,otras vacunaciones,covid 3ra dosis,2022-02-01,50,75,75,82,125,157,282
RURRENABAQUE,otras vacunaciones,covid 3ra dosis,2022-02-01,36,26,5,7,41,33,74
SABAYA,otras vacunaciones,covid 3ra dosis,2022-02-01,9,12,0,0,9,12,21
SACABA,otras vacunaciones,covid 3ra dosis,2022-02-01,689,881,881,1009,1570,1890,3460
SACABAMBA,otras vacunaciones,covid 3ra dosis,2022-02-01,2,5,7,12,9,17,26
SACACA,otras vacunaciones,covid 3ra dosis,2022-02-01,3,1,0,0,3,1,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 3ra dosis,2022-02-01,38,50,29,47,67,97,164
SAMAIPATA,otras vacunaciones,covid 3ra dosis,2022-02-01,24,41,57,67,81,108,189
SAN AGUSTIN,otras vacunaciones,covid 3ra dosis,2022-02-01,4,9,0,0,4,9,13
SAN ANDRES,otras vacunaciones,covid 3ra dosis,2022-02-01,14,9,6,6,20,15,35
SAN ANDRES DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-02-01,9,4,27,36,36,40,76
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 3ra dosis,2022-02-01,5,3,10,14,15,17,32
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 3ra dosis,2022-02-01,76,104,61,91,137,195,332
SAN BENITO,otras vacunaciones,covid 3ra dosis,2022-02-01,35,50,0,0,35,50,85
SAN BORJA,otras vacunaciones,covid 3ra dosis,2022-02-01,26,40,56,61,82,101,183
SAN BUENA VENTURA,otras vacunaciones,covid 3ra dosis,2022-02-01,25,27,52,58,77,85,162
SAN CARLOS,otras vacunaciones,covid 3ra dosis,2022-02-01,61,106,15,27,76,133,209
SAN IGNACIO,otras vacunaciones,covid 3ra dosis,2022-02-01,42,33,26,19,68,52,120
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-02-01,271,320,0,0,271,320,591
SAN JAVIER(BNI),otras vacunaciones,covid 3ra dosis,2022-02-01,1,3,1,1,2,4,6
SAN JAVIER(STC),otras vacunaciones,covid 3ra dosis,2022-02-01,88,109,0,0,88,109,197
SAN JOAQUIN,otras vacunaciones,covid 3ra dosis,2022-02-01,78,109,0,0,78,109,187
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 3ra dosis,2022-02-01,84,57,46,77,130,134,264
SAN JUAN DE YAPACANI,otras vacunaciones,covid 3ra dosis,2022-02-01,55,70,0,0,55,70,125
SAN JULIAN,otras vacunaciones,covid 3ra dosis,2022-02-01,108,103,4,4,112,107,219
SAN LORENZO(PND),otras vacunaciones,covid 3ra dosis,2022-02-01,1,1,41,46,42,47,89
SAN LORENZO(TJA),otras vacunaciones,covid 3ra dosis,2022-02-01,184,309,0,0,184,309,493
SAN LUCAS,otras vacunaciones,covid 3ra dosis,2022-02-01,80,96,0,0,80,96,176
SAN MATIAS,otras vacunaciones,covid 3ra dosis,2022-02-01,24,20,0,0,24,20,44
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-02-01,84,146,28,56,112,202,314
SAN PABLO DE LIPEZ,otras vacunaciones,covid 3ra dosis,2022-02-01,11,11,7,4,18,15,33
SAN PEDRO,otras vacunaciones,covid 3ra dosis,2022-02-01,27,24,19,16,46,40,86
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-02-01,2,0,0,0,2,0,2
SAN PEDRO DE MACHA,otras vacunaciones,covid 3ra dosis,2022-02-01,20,10,14,22,34,32,66
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 3ra dosis,2022-02-01,4,4,1,0,5,4,9
SAN PEDRO(PND),otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,17,19,17,19,36
SAN RAFAEL,otras vacunaciones,covid 3ra dosis,2022-02-01,85,106,0,0,85,106,191
SAN RAMON SCZ,otras vacunaciones,covid 3ra dosis,2022-02-01,33,32,0,0,33,32,65
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 3ra dosis,2022-02-01,9358,11325,2333,3065,11691,14390,26081
SANTA ROSA,otras vacunaciones,covid 3ra dosis,2022-02-01,12,18,7,13,19,31,50
SANTA ROSA DEL SARA,otras vacunaciones,covid 3ra dosis,2022-02-01,99,109,0,1,99,110,209
SANTIAGO DE HUARI,otras vacunaciones,covid 3ra dosis,2022-02-01,14,22,38,48,52,70,122
SANTIAGO DE HUATA,otras vacunaciones,covid 3ra dosis,2022-02-01,12,3,0,0,12,3,15
SANTIAGO DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,1,2,1,2,3
SANTIVAÑES,otras vacunaciones,covid 3ra dosis,2022-02-01,21,29,0,0,21,29,50
SAPAHAQUI,otras vacunaciones,covid 3ra dosis,2022-02-01,5,4,11,6,16,10,26
SENA,otras vacunaciones,covid 3ra dosis,2022-02-01,0,0,18,23,18,23,41
SHINAOTA,otras vacunaciones,covid 3ra dosis,2022-02-01,257,178,18,18,275,196,471
SICAYA,otras vacunaciones,covid 3ra dosis,2022-02-01,28,50,4,8,32,58,90
SIPE SIPE,otras vacunaciones,covid 3ra dosis,2022-02-01,106,179,284,461,390,640,1030
SOPACHUY,otras vacunaciones,covid 3ra dosis,2022-02-01,7,13,2,1,9,14,23
SORACACHI,otras vacunaciones,covid 3ra dosis,2022-02-01,46,60,0,0,46,60,106
SORATA,otras vacunaciones,covid 3ra dosis,2022-02-01,55,23,9,0,64,23,87
SUCRE,otras vacunaciones,covid 3ra dosis,2022-02-01,2191,3036,119,190,2310,3226,5536
